city,lat,lng,transaction_volume_12mo_usd,transaction_volume_prior_12mo_usd,volume_yoy_chg_pct,transaction_count_12mo,avg_deal_size_usd,pct_institutional_buyers,cap_rate_trailing_pct,data_source,as_of_date,source_url
Bridgeport,41.1865,-73.1952,749640000.0,916830900.0,-22.69,55,49979424.25,49.07,5.05,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Springfield MA,42.1015,-72.5898,481771200.0,570877632.0,-25.84,52,30765638.75,51.22,5.37,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Worcester,42.2626,-71.8023,700747500.0,1000884600.0,-28.67,53,55333305.75,52.5,5.25,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Syracuse,43.0481,-76.1474,508728000.0,620861760.0,-28.61,59,29490517.0,60.03,5.96,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Rochester,43.1566,-77.6088,459379200.0,707486400.0,-29.9,54,32544404.5,52.52,5.98,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Albany,42.6526,-73.7562,525625000.0,829829664.0,-31.77,71,33217073.75,66.84,5.43,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Buffalo,42.8864,-78.8784,573944800.0,777493944.0,-33.24,76,27636678.25,48.05,5.66,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Yonkers,40.9312,-73.8988,1318550000.0,1746670500.0,-19.98,62,70042702.0,50.13,4.91,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Newark,40.7357,-74.1724,2065562000.0,2246531220.0,-21.75,103,52107331.25,53.47,4.82,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Paterson,40.9168,-74.1719,896563000.0,1062814500.0,-26.94,60,52738643.75,62.15,5.07,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Anchorage,61.2181,-149.9003,470035200.0,575916480.0,-24.57,39,35511517.75,58.02,5.23,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Honolulu,21.3069,-157.8583,2086374500.0,2198159640.0,-32.88,58,105408745.0,50.66,4.68,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Wichita Falls,33.9137,-98.4934,286426000.0,392805504.0,-26.41,53,20464522.4,48.51,6.59,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Midland,31.9973,-102.0779,424315200.0,659850624.0,-29.93,57,37091390.0,63.21,5.4,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Odessa,31.8457,-102.3676,324470600.0,484152984.0,-33.13,43,26848689.25,58.79,5.75,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Tyler,32.3513,-95.3011,351557000.0,504283104.0,-24.93,54,22909378.8,51.34,5.9,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Waco,31.5493,-97.1467,394637600.0,458150040.0,-29.56,50,25578240.6,51.94,6.65,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Beaumont,30.086,-94.1018,391673600.0,496945152.0,-19.92,56,23949241.6,58.79,6.59,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Abilene,32.4487,-99.7331,248399200.0,335724480.0,-18.67,45,23669614.1,51.45,6.06,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Laredo,27.5306,-99.4803,297623200.0,422525376.0,-22.14,47,20684568.8,66.37,6.15,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
McAllen,26.2034,-98.23,380159600.0,547658280.0,-29.03,64,20858616.8,52.78,6.62,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Brownsville,25.9017,-97.4975,275296000.0,392878080.0,-21.49,54,20630489.6,59.37,6.59,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Killeen,31.1171,-97.7278,369911000.0,492414336.0,-30.44,59,25052233.8,47.21,6.6,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Bryan-College Station,30.628,-96.3344,415718400.0,635154048.0,-27.13,69,28865846.0,49.75,5.74,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Victoria,28.8053,-97.0036,276556000.0,399409920.0,-33.17,43,22943984.9,67.39,6.8,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Longview,32.5007,-94.7405,355307600.0,469932624.0,-22.76,52,27540876.0,62.08,5.91,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Nacogdoches,31.6035,-94.6552,264300400.0,383161968.0,-23.18,46,21703992.8,69.11,6.12,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Lufkin,31.3382,-94.7291,259554400.0,422815680.0,-29.74,49,18037796.0,67.39,6.28,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Huntsville TX,30.7235,-95.5508,271322800.0,384885648.0,-29.14,42,22702053.0,58.79,6.24,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Texarkana,33.4251,-94.0477,277127200.0,421772400.0,-26.88,52,20043077.6,61.42,6.74,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Paris TX,33.6609,-95.5555,184671000.0,243915624.0,-25.08,30,19434531.2,58.49,6.84,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Amarillo,35.222,-101.8313,371347400.0,537747120.0,-31.85,55,21543812.4,65.1,6.31,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Deltona,28.9005,-81.2637,505372800.0,623210112.0,-19.23,52,29684711.5,57.0,5.49,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Daytona Beach,29.2108,-81.0228,486264000.0,573739200.0,-29.38,63,33546975.0,60.34,6.4,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Kissimmee,28.2919,-81.4076,773040000.0,1125519300.0,-22.63,74,34766929.75,57.51,5.92,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Sanford,28.8005,-81.2731,664546600.0,783714096.0,-24.35,60,41001402.0,67.74,5.82,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Clearwater,27.9659,-82.8001,969580500.0,1395795240.0,-18.59,75,42406976.5,64.08,5.34,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Cape Coral,26.5629,-81.9495,772811500.0,1027095120.0,-21.47,73,35645985.0,67.64,5.49,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Homestead,25.4687,-80.4776,507892800.0,633396672.0,-30.14,43,43096027.5,69.23,5.35,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Doral,25.8195,-80.3556,2043417500.0,2367969660.0,-27.82,86,77868155.75,51.36,4.96,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Aventura,25.9565,-80.1392,1675841000.0,2751285960.0,-25.07,86,87580665.0,66.85,5.18,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Boca Raton,26.3683,-80.1289,2228709000.0,2835544320.0,-22.42,109,76430123.0,66.21,5.03,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
West Palm Beach,26.7153,-80.0534,2035425000.0,2555287560.0,-27.95,134,60653498.75,47.48,5.04,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Delray Beach,26.4615,-80.0728,1245237500.0,1817545500.0,-30.57,72,66095412.5,59.5,5.11,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Boynton Beach,26.5317,-80.0905,1124497500.0,1565384940.0,-29.16,80,58288014.75,52.49,5.23,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Pompano Beach,26.2379,-80.1248,1280675000.0,1521207000.0,-33.49,78,62322541.0,61.27,4.84,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Hollywood,26.0112,-80.1495,1152312500.0,1802884500.0,-20.86,81,48860100.25,49.93,4.83,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Coral Springs,26.2707,-80.2707,1185950000.0,1728162000.0,-23.83,84,50373418.75,52.92,4.94,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Miramar,25.986,-80.233,1412600000.0,1881819000.0,-18.65,76,62750806.75,47.74,5.14,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Pembroke Pines,26.007,-86.1527,1385150000.0,1842007500.0,-32.68,83,51179167.75,57.92,4.79,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Sunrise,26.167,-80.2561,924598500.0,1564228260.0,-31.17,66,47984495.25,56.15,5.5,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Plantation,26.1276,-80.2331,1365312500.0,1779759000.0,-33.07,81,57794434.75,51.78,5.02,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Davie,26.0765,-80.2521,1097675000.0,1824633000.0,-29.8,84,61741927.75,59.89,5.18,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Weston,26.1003,-80.3998,944443500.0,1344833280.0,-27.59,49,63778426.25,64.28,4.61,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Deerfield Beach,26.3184,-80.0998,992355000.0,1306186560.0,-26.69,68,57383253.75,54.41,5.79,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Margate,26.2445,-80.2062,873460000.0,1191013200.0,-24.45,61,49302268.75,50.13,5.11,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Lauderhill,26.1401,-80.2131,773400000.0,941641200.0,-29.45,72,45411210.0,49.8,5.65,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Tamarac,26.2129,-80.2497,643530000.0,967083300.0,-19.14,71,39503373.75,69.09,5.68,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Coconut Creek,26.2712,-80.1793,842273500.0,1161159840.0,-32.99,54,55127678.25,47.55,5.76,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
North Miami,25.8897,-80.1868,855992500.0,1219875120.0,-18.64,61,50510457.5,60.42,5.89,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Miami Gardens,25.942,-80.2456,773377500.0,1098886500.0,-29.05,71,44694427.5,53.08,6.1,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Hialeah,25.8576,-80.2781,665917500.0,1132250400.0,-20.52,65,45928192.5,65.68,6.15,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Greenville SC,34.8526,-82.394,736346500.0,1271760480.0,-21.45,91,28587273.0,54.43,5.87,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Columbia SC,34.0007,-81.0348,667830000.0,1120343400.0,-24.01,106,31198973.5,51.66,6.03,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Spartanburg,34.9496,-81.932,511966000.0,756052272.0,-19.81,80,32905709.5,69.18,6.37,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Rock Hill,34.9249,-81.0251,538518400.0,843021648.0,-31.44,61,29064980.0,69.69,5.68,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
North Charleston,32.8546,-79.9748,727523500.0,1105088400.0,-24.83,86,43642323.25,50.97,5.12,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Mount Pleasant,32.8323,-79.8284,1100179500.0,1310234940.0,-27.87,60,57744050.0,48.82,4.61,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Wilmington NC,34.2257,-77.9447,557641000.0,855161280.0,-33.35,53,34722779.5,53.69,5.41,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Gastonia,35.2621,-81.1873,518793600.0,599617728.0,-28.92,65,26442651.25,70.15,6.46,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Concord NC,35.4088,-80.5795,754460000.0,966756816.0,-21.86,55,38582943.25,56.62,5.81,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Huntersville,35.4107,-80.8429,839392500.0,973231200.0,-31.99,54,49838010.25,62.49,5.28,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Mooresville,35.5746,-80.8098,719310800.0,832559904.0,-28.18,61,45475932.25,48.65,5.05,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Cary,35.7915,-78.7811,1059513000.0,1439817120.0,-28.46,64,55461427.5,57.68,4.98,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Durham,35.994,-78.8986,1225962500.0,1884249000.0,-26.45,94,45157750.75,59.2,5.57,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Chapel Hill,35.9132,-79.0558,677190000.0,1092033900.0,-28.03,57,45126273.0,51.2,4.66,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Apex,35.7327,-78.8503,737621500.0,1137365280.0,-22.03,61,45937710.75,58.02,4.95,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Morrisville,35.8237,-78.8253,790860000.0,1085108400.0,-18.99,53,60151316.25,68.67,5.35,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
High Point,35.9557,-80.0053,540753600.0,673785216.0,-23.52,59,29596327.75,65.09,6.34,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Winston-Salem,36.0999,-80.2442,516403000.0,819306144.0,-25.02,79,29722784.5,70.15,5.98,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Greensboro,36.0726,-79.792,675981200.0,1015667856.0,-20.69,89,27365699.5,62.87,5.57,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Richmond VA,37.5407,-77.436,976825500.0,1582462980.0,-27.42,104,35181424.1,67.81,5.41,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Newport News,37.0871,-76.473,535908400.0,801585288.0,-18.42,64,32687457.6,51.28,5.48,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Chesapeake,36.7682,-76.2875,740044000.0,1262038860.0,-29.95,81,31916995.5,59.16,5.69,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Virginia Beach,36.8529,-75.978,1108968000.0,1547456400.0,-20.32,108,34867209.0,69.01,5.41,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Hampton,37.0299,-76.3452,588230200.0,811413504.0,-23.14,64,27163920.0,60.94,6.07,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Alexandria VA,38.8048,-77.0469,1723404500.0,2445172380.0,-30.68,107,76101859.0,48.65,4.79,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Madison WI,43.0731,-89.4012,755879500.0,1205692020.0,-23.61,77,34283663.5,56.23,5.61,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Green Bay,44.5133,-88.0133,412824000.0,667020096.0,-32.85,69,25033186.2,60.3,5.75,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Kenosha,42.5847,-87.8212,440184000.0,619664256.0,-33.16,53,24845167.0,68.03,5.66,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Racine,42.7261,-87.7829,379293200.0,464823144.0,-21.38,54,24920365.8,54.37,5.73,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Appleton,44.2619,-88.4154,498172800.0,594205632.0,-27.18,63,25450346.4,48.52,5.49,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Eau Claire,44.8113,-91.4985,347430200.0,514957608.0,-21.08,59,21849850.5,52.66,5.72,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
La Crosse,43.8014,-91.2396,339267800.0,464195232.0,-27.2,52,29107518.9,52.25,5.55,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Janesville,42.6828,-89.0187,331778000.0,565584552.0,-19.74,57,25706445.6,58.13,5.78,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Cedar Rapids,41.9779,-91.6656,475478400.0,633707712.0,-33.11,69,25507023.0,58.47,5.48,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Iowa City,41.6611,-91.5302,500721600.0,576974016.0,-26.67,53,28147713.0,50.13,5.79,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Sioux City,42.4999,-96.4003,242015200.0,395708544.0,-20.82,44,20060460.2,66.85,6.58,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Waterloo,42.4928,-92.3426,275086000.0,348915168.0,-31.03,46,20313473.6,50.32,6.46,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Ames,42.0308,-93.6319,350325800.0,565683048.0,-28.26,48,33677927.25,64.72,5.14,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Dubuque,42.5006,-90.6646,387717800.0,525755232.0,-25.66,53,23213152.5,48.37,5.68,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Olathe,38.8814,-94.8191,795900000.0,912141000.0,-27.47,71,31790575.75,67.73,5.94,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Lawrence KS,38.9717,-95.2353,419131200.0,687984192.0,-28.94,51,33686169.0,53.1,6.11,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Shawnee,39.0228,-94.7152,641505200.0,908239824.0,-20.43,79,33864610.75,47.49,5.43,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Lenexa,38.9536,-94.7336,807127500.0,1069872300.0,-23.56,71,41568454.75,52.51,4.94,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Lincoln NE,40.8136,-96.7026,628232800.0,869405616.0,-31.55,74,28006920.6,49.25,5.84,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Grand Island,40.925,-98.342,288878800.0,402721200.0,-28.03,49,20025095.6,50.65,6.01,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Rapid City,44.0805,-103.231,332382200.0,516816720.0,-22.03,40,30025000.5,52.53,5.53,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Bismarck,46.8083,-100.7837,393680000.0,512322840.0,-18.46,46,26966395.5,63.81,5.91,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Grand Forks,47.9253,-97.0329,239134000.0,361588752.0,-18.26,44,26845050.3,69.63,5.52,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Minot,48.2325,-101.2963,318110800.0,422616096.0,-31.77,43,23066155.2,68.47,6.14,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Missoula,46.8721,-113.994,378301400.0,483328080.0,-21.79,37,36902847.25,48.23,5.49,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Great Falls,47.5002,-111.3008,308929600.0,381383856.0,-20.87,37,26261756.4,53.17,6.41,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Helena MT,46.5958,-112.027,300924400.0,356553792.0,-31.89,34,29678911.75,67.41,6.01,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Kalispell,48.192,-114.3168,324425000.0,510845400.0,-29.22,32,42487257.25,58.8,5.25,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Casper,42.8501,-106.3252,260806000.0,362450592.0,-31.5,46,25770914.4,67.07,6.46,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Laramie,41.3114,-105.5911,307619200.0,401342256.0,-18.24,38,29733107.5,66.19,5.88,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Nampa,43.5407,-116.5635,506179200.0,701358912.0,-26.94,47,33948378.75,61.22,5.67,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Meridian,43.6121,-116.3915,581618200.0,689190336.0,-18.36,57,36850344.25,61.48,5.26,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Coeur d'Alene,47.6777,-116.7805,534360000.0,594843264.0,-29.29,43,41871235.0,64.55,4.92,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Twin Falls,42.5629,-114.4609,424619600.0,487895832.0,-28.71,44,32550639.0,49.3,5.36,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Pocatello,42.8713,-112.4455,274918000.0,340505424.0,-24.8,43,23723241.9,53.11,6.39,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
West Valley City,40.6916,-112.001,524772400.0,812127600.0,-21.01,58,38281707.75,47.35,5.08,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
West Jordan,40.6097,-111.9391,662252000.0,818723808.0,-31.22,69,40014843.25,61.79,5.08,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Sandy,40.5649,-111.8389,579264800.0,857918736.0,-31.1,70,36513847.75,64.5,5.31,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
Lehi,40.3916,-111.8507,790534000.0,1118968560.0,-23.24,67,46754162.0,68.94,5.34,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
