city,lat,lng,insurance_cost_pct_of_ebi,avg_annual_premium_per_unit,premium_yoy_chg_pct,premium_3yr_chg_pct,carrier_availability,wind_hail_deductible_pct,data_source,as_of_date,source_url
Killeen,31.1171,-97.7278,0.56,616.0,12.03,62.68,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Bryan-College Station,30.628,-96.3344,0.49,627.0,16.31,39.78,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Victoria,28.8053,-97.0036,0.62,804.0,13.94,57.42,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Longview,32.5007,-94.7405,0.49,636.0,14.7,64.05,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Nacogdoches,31.6035,-94.6552,0.52,563.0,17.11,53.72,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Lufkin,31.3382,-94.7291,0.49,591.0,15.06,56.71,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Huntsville TX,30.7235,-95.5508,0.57,614.0,24.95,59.66,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Texarkana,33.4251,-94.0477,0.57,566.0,17.07,63.01,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Paris TX,33.6609,-95.5555,0.55,598.0,24.77,62.98,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Amarillo,35.222,-101.8313,0.49,656.0,11.27,61.09,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Deltona,28.9005,-81.2637,1.37,1849.0,21.73,64.33,Moderate,3.14,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Daytona Beach,29.2108,-81.0228,1.33,1829.0,14.65,41.35,Moderate,1.85,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Kissimmee,28.2919,-81.4076,1.52,1703.0,19.46,36.89,Limited,1.78,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Sanford,28.8005,-81.2731,1.55,1589.0,17.53,53.54,Moderate,3.09,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Clearwater,27.9659,-82.8001,1.83,2146.0,14.19,59.92,Limited,1.87,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Cape Coral,26.5629,-81.9495,1.88,2342.0,21.77,62.95,Limited,2.21,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Homestead,25.4687,-80.4776,1.99,2011.0,15.74,58.22,Limited,2.67,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Doral,25.8195,-80.3556,1.67,2266.0,21.29,51.11,Limited,1.96,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Aventura,25.9565,-80.1392,2.01,2158.0,17.79,51.47,Limited,1.76,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Boca Raton,26.3683,-80.1289,1.99,2279.0,13.72,53.98,Limited,2.05,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
West Palm Beach,26.7153,-80.0534,1.94,2061.0,16.76,43.77,Limited,3.11,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Delray Beach,26.4615,-80.0728,1.96,2365.0,24.03,40.76,Limited,3.05,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Boynton Beach,26.5317,-80.0905,2.02,2006.0,25.57,54.59,Limited,1.91,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Pompano Beach,26.2379,-80.1248,1.82,2008.0,12.01,50.12,Limited,2.61,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Hollywood,26.0112,-80.1495,1.82,2353.0,15.72,38.53,Limited,3.02,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Coral Springs,26.2707,-80.2707,1.88,2239.0,18.83,48.68,Limited,1.77,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Miramar,25.986,-80.233,1.68,2190.0,23.83,39.79,Limited,1.79,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Pembroke Pines,26.007,-86.1527,1.94,2019.0,22.47,53.8,Limited,2.47,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Sunrise,26.167,-80.2561,1.71,2034.0,15.84,57.77,Limited,2.64,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Plantation,26.1276,-80.2331,1.71,2301.0,11.43,65.45,Limited,1.77,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Davie,26.0765,-80.2521,2.02,2322.0,21.68,58.62,Limited,2.99,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Weston,26.1003,-80.3998,1.91,2104.0,12.25,46.96,Limited,1.76,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Deerfield Beach,26.3184,-80.0998,1.76,2272.0,13.05,44.14,Limited,2.35,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Margate,26.2445,-80.2062,1.88,2431.0,19.41,47.26,Limited,1.75,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Lauderhill,26.1401,-80.2131,1.71,2092.0,18.33,57.31,Limited,2.5,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Tamarac,26.2129,-80.2497,1.76,2325.0,25.68,54.91,Limited,3.12,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Coconut Creek,26.2712,-80.1793,1.78,2244.0,20.67,37.41,Limited,2.23,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
North Miami,25.8897,-80.1868,2.01,2023.0,17.34,49.06,Limited,1.75,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Miami Gardens,25.942,-80.2456,1.71,2196.0,22.61,66.77,Limited,3.11,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Hialeah,25.8576,-80.2781,2.0,2058.0,13.54,53.15,Limited,2.22,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Greenville SC,34.8526,-82.394,0.46,510.0,23.21,47.19,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Columbia SC,34.0007,-81.0348,0.44,592.0,19.6,66.93,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Spartanburg,34.9496,-81.932,0.49,584.0,17.07,61.37,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Rock Hill,34.9249,-81.0251,0.47,582.0,22.06,50.01,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
North Charleston,32.8546,-79.9748,1.02,1068.0,17.35,40.91,Moderate,1.77,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Mount Pleasant,32.8323,-79.8284,0.95,1135.0,24.31,40.14,Moderate,2.63,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Wilmington NC,34.2257,-77.9447,0.9,950.0,13.51,64.41,Moderate,2.42,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Gastonia,35.2621,-81.1873,0.45,533.0,16.79,54.49,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Concord NC,35.4088,-80.5795,0.43,512.0,16.02,49.31,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Huntersville,35.4107,-80.8429,0.44,516.0,21.77,44.62,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Mooresville,35.5746,-80.8098,0.47,520.0,18.24,63.06,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Cary,35.7915,-78.7811,0.45,514.0,22.25,52.24,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Durham,35.994,-78.8986,0.45,534.0,21.98,59.0,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Chapel Hill,35.9132,-79.0558,0.42,529.0,12.0,44.24,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Apex,35.7327,-78.8503,0.41,505.0,14.73,43.14,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Morrisville,35.8237,-78.8253,0.49,585.0,12.16,47.28,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
High Point,35.9557,-80.0053,0.43,500.0,18.78,45.49,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Winston-Salem,36.0999,-80.2442,0.47,501.0,12.33,56.94,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Greensboro,36.0726,-79.792,0.48,558.0,24.62,46.29,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Richmond VA,37.5407,-77.436,0.45,546.0,12.41,43.31,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Newport News,37.0871,-76.473,0.55,648.0,17.07,64.78,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Chesapeake,36.7682,-76.2875,0.48,666.0,13.07,61.5,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Virginia Beach,36.8529,-75.978,0.55,582.0,13.65,42.26,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Hampton,37.0299,-76.3452,0.54,598.0,18.47,45.07,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Alexandria VA,38.8048,-77.0469,0.53,671.0,23.26,49.85,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Madison WI,43.0731,-89.4012,0.39,477.0,18.14,47.59,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Green Bay,44.5133,-88.0133,0.39,458.0,15.73,58.32,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Kenosha,42.5847,-87.8212,0.45,509.0,20.84,58.56,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Racine,42.7261,-87.7829,0.39,531.0,15.14,52.55,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Appleton,44.2619,-88.4154,0.41,498.0,12.96,67.05,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Eau Claire,44.8113,-91.4985,0.39,541.0,15.44,41.58,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
La Crosse,43.8014,-91.2396,0.43,508.0,23.95,62.61,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Janesville,42.6828,-89.0187,0.41,472.0,11.15,64.91,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Cedar Rapids,41.9779,-91.6656,0.43,461.0,17.23,45.68,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Iowa City,41.6611,-91.5302,0.4,509.0,17.93,56.08,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Sioux City,42.4999,-96.4003,0.46,500.0,14.4,63.32,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Waterloo,42.4928,-92.3426,0.46,487.0,20.78,63.2,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Ames,42.0308,-93.6319,0.46,529.0,15.43,47.24,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Dubuque,42.5006,-90.6646,0.39,484.0,25.76,52.22,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Olathe,38.8814,-94.8191,0.45,467.0,24.06,37.79,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Lawrence KS,38.9717,-95.2353,0.44,502.0,14.04,66.39,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Shawnee,39.0228,-94.7152,0.45,476.0,23.41,49.55,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Lenexa,38.9536,-94.7336,0.46,524.0,19.14,54.99,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Lincoln NE,40.8136,-96.7026,0.4,517.0,21.1,46.75,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Grand Island,40.925,-98.342,0.45,494.0,18.61,42.96,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Rapid City,44.0805,-103.231,0.4,430.0,24.11,45.02,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Bismarck,46.8083,-100.7837,0.41,420.0,11.79,37.87,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Grand Forks,47.9253,-97.0329,0.42,455.0,17.76,50.62,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Minot,48.2325,-101.2963,0.4,416.0,21.36,65.46,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Missoula,46.8721,-113.994,0.36,416.0,23.3,44.36,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Great Falls,47.5002,-111.3008,0.37,477.0,23.12,64.44,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Helena MT,46.5958,-112.027,0.36,471.0,17.86,64.27,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Kalispell,48.192,-114.3168,0.4,436.0,14.94,44.31,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Casper,42.8501,-106.3252,0.36,488.0,25.39,46.05,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Laramie,41.3114,-105.5911,0.4,462.0,16.96,61.9,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Nampa,43.5407,-116.5635,0.33,371.0,12.67,61.08,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Meridian,43.6121,-116.3915,0.3,380.0,21.58,44.02,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Coeur d'Alene,47.6777,-116.7805,0.32,401.0,24.88,64.25,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Twin Falls,42.5629,-114.4609,0.33,378.0,22.45,60.67,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Pocatello,42.8713,-112.4455,0.32,441.0,22.14,39.14,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
West Valley City,40.6916,-112.001,0.37,421.0,24.69,58.76,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
West Jordan,40.6097,-111.9391,0.33,404.0,11.82,59.07,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Sandy,40.5649,-111.8389,0.35,396.0,25.0,43.44,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
Lehi,40.3916,-111.8507,0.34,429.0,17.86,48.64,Ample,1.0,NMHC Insurance Survey / Marsh McLennan,2025,https://www.nmhc.org
