New Privately Owned Housing Units Authorized,,,,,,,,,,,,,,,,
Unadjusted Units by CBSA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
202505,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,Current Month,,,,,,,Year to Date,,,,
,,,,,,,,,,,,,,,,
CSA,CBSA,Name,Metro /Micro Code,Total,1 Unit,2 Units,3 and 4 Units,5 Units or More,Num of Structures With 5 Units or More,,Total,1 Unit,2 Units,3 and 4 Units,5 Units or More,Num of Structures With 5 Units or More
999,45520,"The Dalles, OR                                              ",5,3,3,0,0,0,0,,13,13,0,0,0,0
122,45580,"Thomaston, GA                                               ",5,10,10,0,0,0,0,,54,54,0,0,0,0
999,45620,"Thomasville, GA                                             ",5,15,15,0,0,0,0,,165,93,0,0,72,2
248,45660,"Tiffin, OH                                                  ",5,4,4,0,0,0,0,,15,15,0,0,0,0
999,45700,"Tifton, GA                                                  ",5,15,10,0,0,5,1,,85,54,0,0,31,6
999,45740,"Toccoa, GA                                                  ",5,2,2,0,0,0,0,,17,17,0,0,0,0
999,45780,"Toledo, OH                                                  ",4,57,53,4,0,0,0,,185,181,4,0,0,0
999,45820,"Topeka, KS                                                  ",4,281,29,2,0,250,3,,435,145,8,32,250,3
405,45860,"Torrington, CT                                              ",5,8,8,0,0,0,0,,49,43,0,6,0,0
999,45880,"Town of Pecos, TX                                           ",5,2,2,0,0,0,0,,17,8,0,9,0,0
999,45900,"Traverse City, MI                                           ",4,122,116,0,0,6,1,,282,266,10,0,6,1
408,45940,"Trenton-Princeton, NJ                                       ",2,122,122,0,0,0,0,,899,752,14,4,129,19
999,45980,"Troy, AL                                                    ",5,1,1,0,0,0,0,,6,6,0,0,0,0
472,46020,"Truckee-Grass Valley, CA                                    ",5,24,24,0,0,0,0,,73,73,0,0,0,0
536,46060,"Tucson, AZ                                                  ",2,406,352,2,0,52,4,,2033,1753,16,0,264,21
400,46100,"Tullahoma-Manchester, TN                                    ",5,28,28,0,0,0,0,,217,195,2,3,17,3
538,46140,"Tulsa, OK                                                   ",2,375,354,2,0,19,2,,2028,1653,48,0,327,16
539,46180,"Tupelo, MS                                                  ",5,13,13,0,0,0,0,,55,52,0,3,0,0
999,46220,"Tuscaloosa, AL                                              ",4,49,39,2,3,5,1,,262,226,6,9,21,4
999,46300,"Twin Falls, ID                                              ",4,65,62,0,3,0,0,,319,308,2,3,6,1
540,46340,"Tyler, TX                                                   ",2,36,36,0,0,0,0,,221,212,4,0,5,1
999,46380,"Ukiah, CA                                                   ",5,1,1,0,0,0,0,,5,5,0,0,0,0
542,46460,"Union City, TN                                              ",5,4,4,0,0,0,0,,14,14,0,0,0,0
999,46520,"Urban Honolulu, HI                                          ",4,119,62,10,0,47,1,,584,290,58,0,236,5
212,46500,"Urbana, OH                                                  ",5,4,4,0,0,0,0,,16,16,0,0,0,0
999,46540,"Utica-Rome, NY                                              ",4,24,19,0,0,5,1,,114,89,0,0,25,5
999,46620,"Uvalde, TX                                                  ",5,1,1,0,0,0,0,,3,3,0,0,0,0
999,46660,"Valdosta, GA                                                ",4,86,86,0,0,0,0,,399,394,0,0,5,1
488,46700,"Vallejo, CA                                                 ",2,53,53,0,0,0,0,,264,264,0,0,0,0
338,46780,"Van Wert, OH                                                ",5,2,2,0,0,0,0,,11,11,0,0,0,0
999,46820,"Vermillion, SD                                              ",5,2,2,0,0,0,0,,14,9,0,0,5,1
999,46860,"Vernal, UT                                                  ",5,12,12,0,0,0,0,,39,39,0,0,0,0
999,46900,"Vernon, TX                                                  ",5,1,1,0,0,0,0,,1,1,0,0,0,0
298,46980,"Vicksburg, MS                                               ",5,0,0,0,0,0,0,,4,4,0,0,0,0
544,47020,"Victoria, TX                                                ",2,70,2,0,0,68,2,,85,17,0,0,68,2
999,47080,"Vidalia, GA                                                 ",5,2,2,0,0,0,0,,23,14,6,3,0,0
999,47180,"Vincennes, IN                                               ",5,2,2,0,0,0,0,,13,13,0,0,0,0
428,47220,"Vineland, NJ                                                ",2,15,15,0,0,0,0,,96,74,2,0,20,3
999,47240,"Vineyard Haven, MA                                          ",5,8,8,0,0,0,0,,35,35,0,0,0,0
545,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC                    ",2,287,287,0,0,0,0,,1664,1303,12,13,336,10
999,47300,"Visalia, CA                                                 ",4,126,126,0,0,0,0,,707,682,22,3,0,0
999,47340,"Wabash, IN                                                  ",5,3,3,0,0,0,0,,27,27,0,0,0,0
999,47380,"Waco, TX                                                    ",4,110,95,10,0,5,1,,541,395,54,0,92,8
244,47420,"Wahpeton, ND-MN                                             ",5,1,1,0,0,0,0,,16,16,0,0,0,0
314,47460,"Walla Walla, WA                                             ",2,16,16,0,0,0,0,,70,70,0,0,0,0
338,47540,"Wapakoneta, OH                                              ",5,15,13,2,0,0,0,,57,52,2,3,0,0
356,47580,"Warner Robins, GA                                           ",2,73,73,0,0,0,0,,517,517,0,0,0,0
999,47620,"Warren, PA                                                  ",5,8,8,0,0,0,0,,25,15,0,0,10,2
312,47660,"Warrensburg, MO                                             ",5,3,3,0,0,0,0,,86,20,58,0,8,1
515,47700,"Warsaw, IN                                                  ",5,24,24,0,0,0,0,,101,99,2,0,0,0
198,47920,"Washington Court House, OH                                  ",5,6,4,2,0,0,0,,32,30,2,0,0,0
999,47780,"Washington, IN                                              ",5,3,3,0,0,0,0,,62,19,2,0,41,4
274,47820,"Washington, NC                                              ",5,8,8,0,0,0,0,,43,43,0,0,0,0
548,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV                ",2,1540,968,0,0,572,19,,7358,4842,36,12,2468,68
405,47930,"Waterbury-Shelton, CT                                       ",2,188,24,0,0,164,5,,313,99,2,9,203,9
999,47940,"Waterloo-Cedar Falls, IA                                    ",4,22,22,0,0,0,0,,100,70,24,0,6,1
999,47980,"Watertown, SD                                               ",5,7,3,0,4,0,0,,55,29,0,8,18,2
376,48020,"Watertown-Fort Atkinson, WI                                 ",5,103,12,4,0,87,1,,269,78,8,3,180,5
999,48060,"Watertown-Fort Drum, NY                                     ",4,16,16,0,0,0,0,,62,62,0,0,0,0
554,48140,"Wausau, WI                                                  ",2,47,26,4,0,17,2,,141,108,6,0,27,4
999,48180,"Waycross, GA                                                ",5,9,9,0,0,0,0,,43,43,0,0,0,0
120,48200,"Waynesville, NC                                             ",5,30,30,0,0,0,0,,125,119,6,0,0,0
555,48220,"Weatherford, OK                                             ",5,1,1,0,0,0,0,,8,4,4,0,0,0
430,48260,"Weirton-Steubenville, WV-OH                                 ",2,1,1,0,0,0,0,,6,6,0,0,0,0
999,48300,"Wenatchee-East Wenatchee, WA                                ",4,65,65,0,0,0,0,,446,228,6,0,212,1
999,48460,"West Plains, MO                                             ",5,2,2,0,0,0,0,,23,10,0,13,0,0
999,48540,"Wheeling, WV-OH                                             ",4,0,0,0,0,0,0,,5,3,2,0,0,0
376,48580,"Whitewater-Elkhorn, WI                                      ",5,108,32,2,0,74,1,,231,153,4,0,74,1
999,48660,"Wichita Falls, TX                                           ",4,26,19,4,3,0,0,,79,62,14,3,0,0
556,48620,"Wichita, KS                                                 ",2,242,128,106,8,0,0,,1353,637,636,15,65,4
422,48680,"Wildwood-The Villages, FL                                   ",2,329,280,26,0,23,1,,1428,1344,46,0,38,2
558,48700,"Williamsport, PA                                            ",2,7,7,0,0,0,0,,32,30,2,0,0,0
999,48780,"Williston, ND                                               ",5,4,4,0,0,0,0,,28,28,0,0,0,0
999,48820,"Willmar, MN                                                 ",5,7,7,0,0,0,0,,18,14,4,0,0,0
999,48900,"Wilmington, NC                                              ",4,667,576,2,3,86,3,,3418,2834,22,35,527,23
178,48940,"Wilmington, OH                                              ",5,7,7,0,0,0,0,,34,34,0,0,0,0
468,48980,"Wilson, NC                                                  ",5,46,22,0,0,24,4,,204,166,14,0,24,4
400,49010,"Winchester, TN                                              ",5,34,31,0,3,0,0,,164,155,6,3,0,0
548,49020,"Winchester, VA-WV                                           ",2,61,61,0,0,0,0,,391,391,0,0,0,0
999,49080,"Winnemucca, NV                                              ",5,6,2,4,0,0,0,,10,6,4,0,0,0
462,49100,"Winona, MN                                                  ",5,4,4,0,0,0,0,,11,11,0,0,0,0
268,49180,"Winston-Salem, NC                                           ",2,397,356,0,0,41,2,,1976,1898,0,0,78,8
554,49220,"Wisconsin Rapids-Marshfield, WI                             ",5,14,10,4,0,0,0,,54,46,8,0,0,0
999,49260,"Woodward, OK                                                ",5,0,0,0,0,0,0,,1,1,0,0,0,0
184,49300,"Wooster, OH                                                 ",5,24,24,0,0,0,0,,98,96,2,0,0,0
148,49340,"Worcester, MA                                               ",2,131,78,2,3,48,3,,661,306,48,6,301,16
999,49380,"Worthington, MN                                             ",5,0,0,0,0,0,0,,11,9,2,0,0,0
999,49420,"Yakima, WA                                                  ",4,66,61,2,3,0,0,,329,240,6,3,80,2
999,49460,"Yankton, SD                                                 ",5,7,7,0,0,0,0,,24,17,0,0,7,1
276,49620,"York-Hanover, PA                                            ",2,206,86,0,0,120,4,,877,443,4,8,422,12
566,49660,"Youngstown-Warren, OH                                       ",2,23,23,0,0,0,0,,110,102,8,0,0,0
472,49700,"Yuba City, CA                                               ",2,67,63,4,0,0,0,,271,267,4,0,0,0
999,49740,"Yuma, AZ                                                    ",4,57,53,4,0,0,0,,515,361,6,16,132,10
198,49780,"Zanesville, OH                                              ",5,11,3,2,0,6,1,,72,15,6,6,45,5
