Region,MSA,City,State,Project_Name,Address,Developer,Units,Status,Issue_Date,Estimated_Cost_USD,Cost_Display,Permit_Type,Permit_Number,Building_Class,Class_A_Likely,Net_Absorption_Units_Annual,Absorption_Rate_Pct,Occupancy_Rate_Pct,Vacancy_Rate_Pct,Avg_Effective_Rent_USD,YoY_Rent_Growth_Pct,Total_Units_Under_Construction,Units_Delivered_2024,Units_Delivered_2025,Market_Trend,Concession_Prevalence,Market_Commentary,Description,Latitude,Longitude,Data_Source,Absorption_Data_Source,Retrieved_Date,CapRate_ClassA_Stab_High,CapRate_ClassA_Stab_Low,CapRate_ClassA_Stab_Range,CapRate_ClassA_VA_High,CapRate_ClassA_VA_Low,CapRate_ClassA_VA_Range,CapRate_ClassB_Stab_High,CapRate_ClassB_Stab_Low,CapRate_ClassB_Stab_Range,CapRate_ClassB_VA_High,CapRate_ClassB_VA_Low,CapRate_ClassC_Stab_High,CapRate_ClassC_Stab_Low,CapRate_ClassC_Stab_Range,CapRate_Data_Source,CapRate_Notes,CapRate_Overall_Market,CapRate_Source_Verified,CapRate_Trend,Investor_Demand,Market_Tier,Typical_Price_Per_Unit_ClassB_USD,Typical_Price_Per_Unit_USD
Mountain/West,"Albuquerque, NM",Albuquerque,NM,Mesa Vista Apartments,"7800 Montgomery Blvd NE, Albuquerque, NM 87109",Alliance Residential,100.0,Under Construction,2023,35000000.0,$35M,New Construction - Multifamily Class A,2023-05678,A,yes,400.0,88.0,95.2,4.8,1150.0,4.1,220.0,180.0,160.0,Improving,Low,Robust demand supported by population growth and job gains has kept vacancy low and rents rising.,"6 stories, located in Northeast Heights, luxury amenities including fitness center and dog park",,,https://www.allianceresidential.com/projects/mesa-vista,RealPage,2026-03-07,6.25,5.75,5.75% - 6.25%,6.75,6.25,6.25% - 6.75%,6.75,6.25,6.25% - 6.75%,7.25,6.75,,,,CoStar,Mid-secondary Southwest market with stable cap rates and moderate investor demand.,6.25,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,90000.0
Mountain/West,"Albuquerque, NM",Albuquerque,NM,Highland Flats,"4300 Central Ave SE, Albuquerque, NM 87108",Crescent Communities,90.0,Under Construction,2023,28000000.0,$28M,New Construction - Multifamily Class A,2023-06789,A,yes,400.0,88.0,95.2,4.8,1150.0,4.1,220.0,180.0,160.0,Improving,Low,Robust demand supported by population growth and job gains has kept vacancy low and rents rising.,"5 stories, located in Southeast Heights, includes pool, fitness center, and community lounge",,,https://www.crescentcommunities.com/projects/highland-flats,RealPage,2026-03-07,6.25,5.75,5.75% - 6.25%,6.75,6.25,6.25% - 6.75%,6.75,6.25,6.25% - 6.75%,7.25,6.75,,,,CoStar,Mid-secondary Southwest market with stable cap rates and moderate investor demand.,6.25,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,90000.0
Mountain/West,"Albuquerque, NM",Albuquerque,NM,The Lofts at Nob Hill,"3200 Central Ave NE, Albuquerque, NM 87106",Renaissance Realty,75.0,Permitted,2024,25000000.0,$25M,New Construction - Multifamily Class A,2024-03333,A,yes,400.0,88.0,95.2,4.8,1150.0,4.1,220.0,180.0,160.0,Improving,Low,Robust demand supported by population growth and job gains has kept vacancy low and rents rising.,"4 stories, boutique luxury apartments, walkable to Nob Hill retail and dining",,,https://www.renaissancerealtynm.com/projects/lofts-nob-hill,RealPage,2026-03-07,6.25,5.75,5.75% - 6.25%,6.75,6.25,6.25% - 6.75%,6.75,6.25,6.25% - 6.75%,7.25,6.75,,,,CoStar,Mid-secondary Southwest market with stable cap rates and moderate investor demand.,6.25,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,90000.0
Mountain/West,"Billings, MT",Billings,MT,The Summit at Billings,"101 Summit Ave, Billings, MT 59101",Summit Real Estate Partners,90.0,Permitted,2023,27000000.0,$27M,New Construction - Multifamily Class A,BLG2023-0999,A,yes,150.0,85.0,95.0,5.0,1100.0,2.5,100.0,90.0,80.0,Stable,Low,Billings maintains a healthy market with steady absorption and limited new supply keeping vacancy low.,"8 stories, luxury Class A apartments with pool and fitness center, located near downtown",,,https://summitrep.com/projects/the-summit-billings,Yardi,2026-03-07,6.5,6.0,6.00% - 6.50%,7.0,6.5,6.50% - 7.00%,7.5,7.0,7.00% - 7.50%,8.0,7.5,,,,Marcus & Millichap,Tertiary Rocky Mountain market with limited liquidity and expanding cap rates.,6.5,AI Research (CBRE/M&M/JLL calibrated),Expanding,Low,,,85000.0
Mountain/West,"Billings, MT",Billings,MT,Riverfront Residences,"450 Riverside Dr, Billings, MT 59101",Montana Urban Living LLC,85.0,Permitted,2023,23000000.0,$23M,New Construction - Multifamily Class A,BLG2023-0789,A,yes,150.0,85.0,95.0,5.0,1100.0,2.5,100.0,90.0,80.0,Stable,Low,Billings maintains a healthy market with steady absorption and limited new supply keeping vacancy low.,"7 stories, river views, mixed-use with retail on ground floor, upscale finishes",,,https://montanaurbanliving.com/riverfront-residences,Yardi,2026-03-07,6.5,6.0,6.00% - 6.50%,7.0,6.5,6.50% - 7.00%,7.5,7.0,7.00% - 7.50%,8.0,7.5,,,,Marcus & Millichap,Tertiary Rocky Mountain market with limited liquidity and expanding cap rates.,6.5,AI Research (CBRE/M&M/JLL calibrated),Expanding,Low,,,85000.0
Mountain/West,"Billings, MT",Billings,MT,The Reserve at Billings,"500 Reserve St, Billings, MT 59102",Pioneer Residential,80.0,Planned,2025,21000000.0,$21M,New Construction - Multifamily Class A,,A,yes,150.0,85.0,95.0,5.0,1100.0,2.5,100.0,90.0,80.0,Stable,Low,Billings maintains a healthy market with steady absorption and limited new supply keeping vacancy low.,"7 stories, planned luxury apartments with clubhouse and pool, Heights submarket",,,https://pioneerresidential.com/projects/the-reserve-billings,Yardi,2026-03-07,6.5,6.0,6.00% - 6.50%,7.0,6.5,6.50% - 7.00%,7.5,7.0,7.00% - 7.50%,8.0,7.5,,,,Marcus & Millichap,Tertiary Rocky Mountain market with limited liquidity and expanding cap rates.,6.5,AI Research (CBRE/M&M/JLL calibrated),Expanding,Low,,,85000.0
Mountain/West,"Billings, MT",Billings,MT,The Grove Apartments,"275 Grove St, Billings, MT 59101",Big Sky Development Group,75.0,Permitted,2023,19000000.0,$19M,New Construction - Multifamily Class A,BLG2023-0821,A,yes,150.0,85.0,95.0,5.0,1100.0,2.5,100.0,90.0,80.0,Stable,Low,Billings maintains a healthy market with steady absorption and limited new supply keeping vacancy low.,"6 stories, luxury market-rate apartments, includes green spaces and fitness center",,,https://www.bigskydev.com/projects/the-grove,Yardi,2026-03-07,6.5,6.0,6.00% - 6.50%,7.0,6.5,6.50% - 7.00%,7.5,7.0,7.00% - 7.50%,8.0,7.5,,,,Marcus & Millichap,Tertiary Rocky Mountain market with limited liquidity and expanding cap rates.,6.5,AI Research (CBRE/M&M/JLL calibrated),Expanding,Low,,,85000.0
Mountain/West,"Billings, MT",Billings,MT,The Lark Apartments,"123 Main St, Billings, MT 59101",Big Sky Development Group,72.0,Under Construction,2023,18500000.0,$18M,New Construction - Multifamily Class A,BLG2023-0456,A,yes,150.0,85.0,95.0,5.0,1100.0,2.5,100.0,90.0,80.0,Stable,Low,Billings maintains a healthy market with steady absorption and limited new supply keeping vacancy low.,"6 stories, luxury amenities including rooftop deck, fitness center; located in downtown Billings",,,https://www.bigskydev.com/projects/the-lark,Yardi,2026-03-07,6.5,6.0,6.00% - 6.50%,7.0,6.5,6.50% - 7.00%,7.5,7.0,7.00% - 7.50%,8.0,7.5,,,,Marcus & Millichap,Tertiary Rocky Mountain market with limited liquidity and expanding cap rates.,6.5,AI Research (CBRE/M&M/JLL calibrated),Expanding,Low,,,85000.0
Mountain/West,"Billings, MT",Billings,MT,Broadwater Place,"220 Broadwater Ave, Billings, MT 59101",Broadwater Development Co.,65.0,Permitted,2023,16000000.0,$16M,New Construction - Multifamily Class A,BLG2023-0678,A,yes,150.0,85.0,95.0,5.0,1100.0,2.5,100.0,90.0,80.0,Stable,Low,Billings maintains a healthy market with steady absorption and limited new supply keeping vacancy low.,"6 stories, mixed-use with retail, located in downtown Billings",,,https://broadwaterdevco.com/projects/broadwater-place,Yardi,2026-03-07,6.5,6.0,6.00% - 6.50%,7.0,6.5,6.50% - 7.00%,7.5,7.0,7.00% - 7.50%,8.0,7.5,,,,Marcus & Millichap,Tertiary Rocky Mountain market with limited liquidity and expanding cap rates.,6.5,AI Research (CBRE/M&M/JLL calibrated),Expanding,Low,,,85000.0
Mountain/West,"Billings, MT",Billings,MT,Downtown Flats,"400 1st Ave N, Billings, MT 59101",Cityscape Builders,58.0,Under Construction,2024,15500000.0,$16M,New Construction - Multifamily Class A,BLG2024-0456,A,yes,150.0,85.0,95.0,5.0,1100.0,2.5,100.0,90.0,80.0,Stable,Low,Billings maintains a healthy market with steady absorption and limited new supply keeping vacancy low.,"6 stories, modern design, rooftop amenities, located in central business district",,,https://cityscapebuilders.com/downtown-flats,Yardi,2026-03-07,6.5,6.0,6.00% - 6.50%,7.0,6.5,6.50% - 7.00%,7.5,7.0,7.00% - 7.50%,8.0,7.5,,,,Marcus & Millichap,Tertiary Rocky Mountain market with limited liquidity and expanding cap rates.,6.5,AI Research (CBRE/M&M/JLL calibrated),Expanding,Low,,,85000.0
Mountain/West,"Billings, MT",Billings,MT,Skyline Flats,"789 Skyline Blvd, Billings, MT 59102",Elevate Properties,60.0,Under Construction,2024,15000000.0,$15M,New Construction - Multifamily Class A,BLG2024-0123,A,yes,150.0,85.0,95.0,5.0,1100.0,2.5,100.0,90.0,80.0,Stable,Low,Billings maintains a healthy market with steady absorption and limited new supply keeping vacancy low.,"5 stories, located in Heights submarket, includes underground parking and community lounge",,,https://elevatepropertiesmt.com/skyline-flats,Yardi,2026-03-07,6.5,6.0,6.00% - 6.50%,7.0,6.5,6.50% - 7.00%,7.5,7.0,7.00% - 7.50%,8.0,7.5,,,,Marcus & Millichap,Tertiary Rocky Mountain market with limited liquidity and expanding cap rates.,6.5,AI Research (CBRE/M&M/JLL calibrated),Expanding,Low,,,85000.0
Mountain/West,"Billings, MT",Billings,MT,Parkside Lofts,"350 Park St, Billings, MT 59101",Western Horizon Development,55.0,Under Construction,2024,14000000.0,$14M,New Construction - Multifamily Class A,BLG2024-0345,A,yes,150.0,85.0,95.0,5.0,1100.0,2.5,100.0,90.0,80.0,Stable,Low,Billings maintains a healthy market with steady absorption and limited new supply keeping vacancy low.,"5 stories, loft-style apartments, pet-friendly, near parks and trails",,,https://westernhorizon.com/parkside-lofts,Yardi,2026-03-07,6.5,6.0,6.00% - 6.50%,7.0,6.5,6.50% - 7.00%,7.5,7.0,7.00% - 7.50%,8.0,7.5,,,,Marcus & Millichap,Tertiary Rocky Mountain market with limited liquidity and expanding cap rates.,6.5,AI Research (CBRE/M&M/JLL calibrated),Expanding,Low,,,85000.0
Mountain/West,"Boise, ID",Boise,ID,The Grove at Harris Ranch,"6500 W Chinden Blvd, Garden City, ID 83714",Wood Partners,280.0,Under Construction,2023,85000000.0,$85M,New Construction - Multifamily Class A,B21-12345,A,yes,2200.0,70.0,91.5,8.5,1850.0,2.0,1800.0,1600.0,1700.0,Softening,Moderate,"Boise is experiencing softening fundamentals due to rapid new supply deliveries, leading to higher vacancy and slower rent growth.","5-story, Class A apartments with clubhouse, pool, fitness center; located in Boise metro submarket of Garden City",,,https://www.woodpartners.com/projects/the-grove-at-harris-ranch,RealPage,2026-03-07,5.25,4.75,5.25% - 5.75%,5.5,5.0,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,7.5,7.0,7.00% - 7.50%,CBRE H2 2025,Strong population growth and tech sector expansion drive investor interest.,5.75,CBRE H2 2025 Survey (Verified),Stable,High,Secondary,130000,180000.0
Mountain/West,"Boise, ID",Boise,ID,The Larkspur,"4500 W Emerald St, Boise, ID 83706",Alliance Residential,200.0,Permitted,2024,75000000.0,$75M,New Construction - Multifamily Class A,B24-07890,A,yes,2200.0,70.0,91.5,8.5,1850.0,2.0,1800.0,1600.0,1700.0,Softening,Moderate,"Boise is experiencing softening fundamentals due to rapid new supply deliveries, leading to higher vacancy and slower rent growth.","4-story garden-style apartments with clubhouse, pool, and fitness center in Boise West submarket",,,https://allianceresidential.com/projects/the-larkspur-boise,RealPage,2026-03-07,5.25,4.75,5.25% - 5.75%,5.5,5.0,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,7.5,7.0,7.00% - 7.50%,CBRE H2 2025,Strong population growth and tech sector expansion drive investor interest.,5.75,CBRE H2 2025 Survey (Verified),Stable,High,Secondary,130000,180000.0
Mountain/West,"Boise, ID",Boise,ID,The District at Boise,"900 S Broadway Ave, Boise, ID 83706",Capstone Partners,180.0,Permitted,2024,70000000.0,$70M,New Construction - Multifamily Class A,B24-05678,A,yes,2200.0,70.0,91.5,8.5,1850.0,2.0,1800.0,1600.0,1700.0,Softening,Moderate,"Boise is experiencing softening fundamentals due to rapid new supply deliveries, leading to higher vacancy and slower rent growth.",Mixed-use development with 6-story residential tower and retail space in Boise's South End,,,https://capstonepartners.com/projects/the-district-boise,RealPage,2026-03-07,5.25,4.75,5.25% - 5.75%,5.5,5.0,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,7.5,7.0,7.00% - 7.50%,CBRE H2 2025,Strong population growth and tech sector expansion drive investor interest.,5.75,CBRE H2 2025 Survey (Verified),Stable,High,Secondary,130000,180000.0
Mountain/West,"Boise, ID",Boise,ID,The West End Residences,"2500 W State St, Boise, ID 83702",Hines,160.0,Permitted,2024,65000000.0,$65M,New Construction - Multifamily Class A,B24-06789,A,yes,2200.0,70.0,91.5,8.5,1850.0,2.0,1800.0,1600.0,1700.0,Softening,Moderate,"Boise is experiencing softening fundamentals due to rapid new supply deliveries, leading to higher vacancy and slower rent growth.",7-story Class A apartments with rooftop deck and fitness center in Boise West End,,,https://hines.com/projects/the-west-end-residences-boise,RealPage,2026-03-07,5.25,4.75,5.25% - 5.75%,5.5,5.0,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,7.5,7.0,7.00% - 7.50%,CBRE H2 2025,Strong population growth and tech sector expansion drive investor interest.,5.75,CBRE H2 2025 Survey (Verified),Stable,High,Secondary,130000,180000.0
Mountain/West,"Boise, ID",Boise,ID,The Maxwell,"1200 W Main St, Boise, ID 83702",Greystar,150.0,Under Construction,2023,60000000.0,$60M,New Construction - Multifamily Class A,B23-04567,A,yes,2200.0,70.0,91.5,8.5,1850.0,2.0,1800.0,1600.0,1700.0,Softening,Moderate,"Boise is experiencing softening fundamentals due to rapid new supply deliveries, leading to higher vacancy and slower rent growth.",7-story luxury apartments in downtown Boise with rooftop amenities and retail space,,,https://www.greystar.com/properties/the-maxwell-boise,RealPage,2026-03-07,5.25,4.75,5.25% - 5.75%,5.5,5.0,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,7.5,7.0,7.00% - 7.50%,CBRE H2 2025,Strong population growth and tech sector expansion drive investor interest.,5.75,CBRE H2 2025 Survey (Verified),Stable,High,Secondary,130000,180000.0
Mountain/West,"Boise, ID",Boise,ID,The Grove at Boise River,"500 S Americana Blvd, Boise, ID 83702",Alliance Residential,130.0,Under Construction,2023,60000000.0,$60M,New Construction - Multifamily Class A,B23-07890,A,yes,2200.0,70.0,91.5,8.5,1850.0,2.0,1800.0,1600.0,1700.0,Softening,Moderate,"Boise is experiencing softening fundamentals due to rapid new supply deliveries, leading to higher vacancy and slower rent growth.",6-story luxury apartments with river views and extensive amenities,,,https://allianceresidential.com/projects/the-grove-at-boise-river,RealPage,2026-03-07,5.25,4.75,5.25% - 5.75%,5.5,5.0,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,7.5,7.0,7.00% - 7.50%,CBRE H2 2025,Strong population growth and tech sector expansion drive investor interest.,5.75,CBRE H2 2025 Survey (Verified),Stable,High,Secondary,130000,180000.0
Mountain/West,"Boise, ID",Boise,ID,The Overland,"1800 Overland Rd, Boise, ID 83705",Wood Partners,140.0,Under Construction,2023,55000000.0,$55M,New Construction - Multifamily Class A,B23-08901,A,yes,2200.0,70.0,91.5,8.5,1850.0,2.0,1800.0,1600.0,1700.0,Softening,Moderate,"Boise is experiencing softening fundamentals due to rapid new supply deliveries, leading to higher vacancy and slower rent growth.",5-story garden-style apartments with pool and clubhouse near Boise State University,,,https://www.woodpartners.com/projects/the-overland-boise,RealPage,2026-03-07,5.25,4.75,5.25% - 5.75%,5.5,5.0,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,7.5,7.0,7.00% - 7.50%,CBRE H2 2025,Strong population growth and tech sector expansion drive investor interest.,5.75,CBRE H2 2025 Survey (Verified),Stable,High,Secondary,130000,180000.0
Mountain/West,"Boise, ID",Boise,ID,The Meridian Flats,"320 E Fairview Ave, Meridian, ID 83642",Rottlund Homes,120.0,Under Construction,2023,45000000.0,$45M,New Construction - Multifamily Class A,M23-03456,A,yes,2200.0,70.0,91.5,8.5,1850.0,2.0,1800.0,1600.0,1700.0,Softening,Moderate,"Boise is experiencing softening fundamentals due to rapid new supply deliveries, leading to higher vacancy and slower rent growth.",5-story Class A apartments with underground parking and community amenities in Meridian,,,https://rottlundhomes.com/meridian-flats,RealPage,2026-03-07,5.25,4.75,5.25% - 5.75%,5.5,5.0,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,7.5,7.0,7.00% - 7.50%,CBRE H2 2025,Strong population growth and tech sector expansion drive investor interest.,5.75,CBRE H2 2025 Survey (Verified),Stable,High,Secondary,130000,180000.0
Mountain/West,"Boise, ID",Boise,ID,The Vista at Eagle,"2100 E State St, Eagle, ID 83616",Greystar,100.0,Permitted,2024,40000000.0,$40M,New Construction - Multifamily Class A,E24-04567,A,yes,2200.0,70.0,91.5,8.5,1850.0,2.0,1800.0,1600.0,1700.0,Softening,Moderate,"Boise is experiencing softening fundamentals due to rapid new supply deliveries, leading to higher vacancy and slower rent growth.",4-story luxury apartments with fitness center and pool in Eagle,,,https://www.greystar.com/properties/the-vista-eagle,RealPage,2026-03-07,5.25,4.75,5.25% - 5.75%,5.5,5.0,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,7.5,7.0,7.00% - 7.50%,CBRE H2 2025,Strong population growth and tech sector expansion drive investor interest.,5.75,CBRE H2 2025 Survey (Verified),Stable,High,Secondary,130000,180000.0
Mountain/West,"Boise, ID",Boise,ID,The Reserve at Eagle,"1500 N Eagle Rd, Eagle, ID 83616",Pinnacle Homes,90.0,Under Construction,2023,35000000.0,$35M,New Construction - Multifamily Class A,E23-01234,A,yes,2200.0,70.0,91.5,8.5,1850.0,2.0,1800.0,1600.0,1700.0,Softening,Moderate,"Boise is experiencing softening fundamentals due to rapid new supply deliveries, leading to higher vacancy and slower rent growth.",4-story luxury apartments with clubhouse and pool in Eagle submarket,,,https://pinnaclehomesidaho.com/projects/the-reserve-at-eagle,RealPage,2026-03-07,5.25,4.75,5.25% - 5.75%,5.5,5.0,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,7.5,7.0,7.00% - 7.50%,CBRE H2 2025,Strong population growth and tech sector expansion drive investor interest.,5.75,CBRE H2 2025 Survey (Verified),Stable,High,Secondary,130000,180000.0
Mountain/West,"Boulder, CO",Boulder,CO,Downtown Boulder Residences,"1400 Walnut St, Boulder, CO 80302",Lennar Multifamily Communities,200.0,Under Construction,2023,90000000.0,$90M,New Construction - Multifamily Class A,Bldr-2023-05555,A,yes,600.0,68.0,90.8,9.2,2500.0,1.8,550.0,500.0,520.0,Softening,Moderate,"Boulder's market is softening due to elevated vacancy from new deliveries, resulting in slower rent growth and increased concessions.","8 stories, luxury apartments with rooftop deck and coworking spaces, prime downtown location",,,https://www.lennarmultifamily.com/projects/downtown-boulder-residences,JLL,2026-03-07,5.25,4.75,4.75% - 5.25%,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.75,6.25,,,,Marcus & Millichap,Strong secondary market with stable cap rates supported by tech and university demand.,5.1,AI Research (CBRE/M&M/JLL calibrated),Stable,High,,,280000.0
Mountain/West,"Boulder, CO",Boulder,CO,The Link Boulder,"2900 Pearl St, Boulder, CO 80301",Mill Creek Residential,210.0,Under Construction,2023,85000000.0,$85M,New Construction - Multifamily Class A,Bldr-2023-04567,A,yes,600.0,68.0,90.8,9.2,2500.0,1.8,550.0,500.0,520.0,Softening,Moderate,"Boulder's market is softening due to elevated vacancy from new deliveries, resulting in slower rent growth and increased concessions.","7 stories, located in downtown Boulder, luxury amenities including rooftop pool and fitness center",,,https://www.millcreekres.com/projects/the-link-boulder,JLL,2026-03-07,5.25,4.75,4.75% - 5.25%,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.75,6.25,,,,Marcus & Millichap,Strong secondary market with stable cap rates supported by tech and university demand.,5.1,AI Research (CBRE/M&M/JLL calibrated),Stable,High,,,280000.0
Mountain/West,"Boulder, CO",Boulder,CO,Pearl Street Flats,"2600 Pearl St, Boulder, CO 80302",Greystar,180.0,Permitted,2023,78000000.0,$78M,New Construction - Multifamily Class A,Bldr-2023-03890,A,yes,600.0,68.0,90.8,9.2,2500.0,1.8,550.0,500.0,520.0,Softening,Moderate,"Boulder's market is softening due to elevated vacancy from new deliveries, resulting in slower rent growth and increased concessions.","6 stories, mixed-use with retail on ground floor, located near Pearl Street Mall",,,https://www.greystar.com/properties/pearl-street-flats,JLL,2026-03-07,5.25,4.75,4.75% - 5.25%,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.75,6.25,,,,Marcus & Millichap,Strong secondary market with stable cap rates supported by tech and university demand.,5.1,AI Research (CBRE/M&M/JLL calibrated),Stable,High,,,280000.0
Mountain/West,"Boulder, CO",Boulder,CO,The Grove at Boulder,"3500 28th St, Boulder, CO 80301",Alliance Residential,160.0,Permitted,2023,72000000.0,$72M,New Construction - Multifamily Class A,Bldr-2023-05012,A,yes,600.0,68.0,90.8,9.2,2500.0,1.8,550.0,500.0,520.0,Softening,Moderate,"Boulder's market is softening due to elevated vacancy from new deliveries, resulting in slower rent growth and increased concessions.","6 stories, luxury finishes, fitness center, pet spa, located near University of Colorado Boulder",,,https://www.allianceresidential.com/projects/the-grove-boulder,JLL,2026-03-07,5.25,4.75,4.75% - 5.25%,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.75,6.25,,,,Marcus & Millichap,Strong secondary market with stable cap rates supported by tech and university demand.,5.1,AI Research (CBRE/M&M/JLL calibrated),Stable,High,,,280000.0
Mountain/West,"Boulder, CO",Boulder,CO,Boulder Creek Apartments,"2200 55th St, Boulder, CO 80301",Crescent Communities,130.0,Permitted,2024,65000000.0,$65M,New Construction - Multifamily Class A,Bldr-2024-03333,A,yes,600.0,68.0,90.8,9.2,2500.0,1.8,550.0,500.0,520.0,Softening,Moderate,"Boulder's market is softening due to elevated vacancy from new deliveries, resulting in slower rent growth and increased concessions.","6 stories, located near Boulder Creek, includes green spaces and walking trails",,,https://www.crescentcommunities.com/projects/boulder-creek-apartments,JLL,2026-03-07,5.25,4.75,4.75% - 5.25%,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.75,6.25,,,,Marcus & Millichap,Strong secondary market with stable cap rates supported by tech and university demand.,5.1,AI Research (CBRE/M&M/JLL calibrated),Stable,High,,,280000.0
Mountain/West,"Boulder, CO",Boulder,CO,East Boulder Residences,"1500 30th St, Boulder, CO 80301",Trammell Crow Residential,120.0,Under Construction,2024,60000000.0,$60M,New Construction - Multifamily Class A,Bldr-2024-01234,A,yes,600.0,68.0,90.8,9.2,2500.0,1.8,550.0,500.0,520.0,Softening,Moderate,"Boulder's market is softening due to elevated vacancy from new deliveries, resulting in slower rent growth and increased concessions.","5 stories, located in East Boulder submarket, includes underground parking and green roof",,,https://www.tcr.com/projects/east-boulder-residences,JLL,2026-03-07,5.25,4.75,4.75% - 5.25%,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.75,6.25,,,,Marcus & Millichap,Strong secondary market with stable cap rates supported by tech and university demand.,5.1,AI Research (CBRE/M&M/JLL calibrated),Stable,High,,,280000.0
Mountain/West,"Boulder, CO",Boulder,CO,The Highlands Boulder,"4000 Baseline Rd, Boulder, CO 80303",Hines,110.0,Permitted,2023,58000000.0,$58M,New Construction - Multifamily Class A,Bldr-2023-04888,A,yes,600.0,68.0,90.8,9.2,2500.0,1.8,550.0,500.0,520.0,Softening,Moderate,"Boulder's market is softening due to elevated vacancy from new deliveries, resulting in slower rent growth and increased concessions.","5 stories, located in Highlands submarket, includes fitness center and community garden",,,https://www.hines.com/properties/the-highlands-boulder,JLL,2026-03-07,5.25,4.75,4.75% - 5.25%,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.75,6.25,,,,Marcus & Millichap,Strong secondary market with stable cap rates supported by tech and university demand.,5.1,AI Research (CBRE/M&M/JLL calibrated),Stable,High,,,280000.0
Mountain/West,"Boulder, CO",Boulder,CO,Table Mesa Apartments,"5000 Table Mesa Dr, Boulder, CO 80305",CIM Group,90.0,Under Construction,2024,42000000.0,$42M,New Construction - Multifamily Class A,Bldr-2024-02222,A,yes,600.0,68.0,90.8,9.2,2500.0,1.8,550.0,500.0,520.0,Softening,Moderate,"Boulder's market is softening due to elevated vacancy from new deliveries, resulting in slower rent growth and increased concessions.","5 stories, located in South Boulder, includes community clubhouse and pool",,,https://www.cimgroup.com/projects/table-mesa-apartments,JLL,2026-03-07,5.25,4.75,4.75% - 5.25%,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.75,6.25,,,,Marcus & Millichap,Strong secondary market with stable cap rates supported by tech and university demand.,5.1,AI Research (CBRE/M&M/JLL calibrated),Stable,High,,,280000.0
Mountain/West,"Boulder, CO",Boulder,CO,South Boulder Station,"4800 Arapahoe Ave, Boulder, CO 80303",CIM Group,85.0,Under Construction,2024,40000000.0,$40M,New Construction - Multifamily Class A,Bldr-2024-04444,A,yes,600.0,68.0,90.8,9.2,2500.0,1.8,550.0,500.0,520.0,Softening,Moderate,"Boulder's market is softening due to elevated vacancy from new deliveries, resulting in slower rent growth and increased concessions.","5 stories, transit-oriented development near Boulder Transit Center, includes retail space",,,https://www.cimgroup.com/projects/south-boulder-station,JLL,2026-03-07,5.25,4.75,4.75% - 5.25%,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.75,6.25,,,,Marcus & Millichap,Strong secondary market with stable cap rates supported by tech and university demand.,5.1,AI Research (CBRE/M&M/JLL calibrated),Stable,High,,,280000.0
Mountain/West,"Boulder, CO",Boulder,CO,North Boulder Lofts,"1800 63rd St, Boulder, CO 80301",Wood Partners,75.0,Permitted,2023,35000000.0,$35M,New Construction - Multifamily Class A,Bldr-2023-04111,A,yes,600.0,68.0,90.8,9.2,2500.0,1.8,550.0,500.0,520.0,Softening,Moderate,"Boulder's market is softening due to elevated vacancy from new deliveries, resulting in slower rent growth and increased concessions.","4 stories, modern design, located in North Boulder submarket, includes bike storage and EV charging",,,https://www.woodpartners.com/projects/north-boulder-lofts,JLL,2026-03-07,5.25,4.75,4.75% - 5.25%,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.75,6.25,,,,Marcus & Millichap,Strong secondary market with stable cap rates supported by tech and university demand.,5.1,AI Research (CBRE/M&M/JLL calibrated),Stable,High,,,280000.0
