"ZIP_Code","City","State","Metro_MSA","County","Total_Population","Total_Housing_Units","MF_Units_5plus_Stock","Renter_Share_Pct","Median_Gross_Rent_Monthly","Median_HH_Income","MF_MedianSalePrice_PerUnit_Latest","MF_MedianSalePrice_PerUnit_12MoAgo","MF_MedianSalePrice_PerUnit_24MoAgo","MF_Price_PerSF","MF_CapRate_At_Sale_Pct","MF_Sale_Volume_Annual_Deals","MF_Avg_Building_Size_Units","MF_YoY_PriceChange_Pct","MF_24Mo_PriceChange_Pct","Market_Type","MF_GrossRentMultiplier","MF_Price_Trend","Data_Source","Data_Period","Note","","","","","","","","","","","","","","","","","","","","","","","",""
"7040","Maplewood","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County","25384","8401","2148","23","1990","165681","532000","555150","585903","868","4.75","5","85","-4.17","-9.2","Gateway","22.3","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7041","Millburn","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County","7412","2589","870","31","1933","199602","532000","559411","593088","868","4.75","2","85","-4.9","-10.3","Gateway","22.9","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7042","Montclair","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County","26945","10925","5855","48.8","1956","130329","532000","554629","585065","868","4.75","15","85","-4.08","-9.07","Gateway","22.7","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7043","Montclair","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County","13425","4284","885","16.3","2294","231214","532000","555904","587196","868","4.75","2","85","-4.3","-9.4","Gateway","19.3","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7044","Verona","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County","14438","5821","1264","20.2","1939","153236","532000","544747","568741","868","4.75","3","85","-2.34","-6.46","Gateway","22.9","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7045","Montville","NJ","New York-Newark-Jersey City, NY-NJ-PA","Morris County","10240","3720","70","1.5","2250","163047","532000","546313","571367","868","4.75","","85","-2.62","-6.89","Gateway","19.7","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7046","Mountain Lakes","NJ","New York-Newark-Jersey City, NY-NJ-PA","Morris County","4499","1430","108","3.8","3501","250001","532000","545250","569593","868","4.85","","85","-2.43","-6.6","Gateway","12.7","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7047","North Bergen Township","NJ","New York-Newark-Jersey City, NY-NJ-PA","Hudson County","62066","23959","14907","57","1630","76053","430601","455373","484420","703","4.75","37","85","-5.44","-11.11","Gateway","22","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7050","Orange","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County","33523","12306","10806","77.7","1410","50498","339281","348660","364740","554","4.75","27","85","-2.69","-6.98","Gateway","20.1","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7052","West Orange","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County","48399","17344","5921","28.1","1729","127931","532000","551867","580469","868","4.75","15","85","-3.6","-8.35","Gateway","25.6","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7054","Parsippany","NJ","New York-Newark-Jersey City, NY-NJ-PA","Morris County","30392","11963","6408","50.2","1646","105434","497005","522229","553458","811","4.75","16","85","-4.83","-10.2","Gateway","25.2","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7055","Passaic","NJ","New York-Newark-Jersey City, NY-NJ-PA","Passaic County","70048","20182","16731","78","1341","57832","343969","361616","383295","561","4.75","42","85","-4.88","-10.26","Gateway","21.4","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7057","Wallington","NJ","New York-Newark-Jersey City, NY-NJ-PA","Bergen County","11838","4994","3635","65.6","1454","79270","408923","427163","451101","667","4.75","9","85","-4.27","-9.35","Gateway","23.4","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7058","Pine Brook","NJ","New York-Newark-Jersey City, NY-NJ-PA","Morris County","6052","2208","796","34.7","2249","152422","532000","554745","585259","868","4.75","2","85","-4.1","-9.1","Gateway","19.7","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7059","Warren Township","NJ","New York-Newark-Jersey City, NY-NJ-PA","Somerset County","16208","5554","748","11.4","2032","196122","532000","554745","585259","868","4.75","2","85","-4.1","-9.1","Gateway","21.8","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7060","Plainfield","NJ","New York-Newark-Jersey City, NY-NJ-PA","Union County","47883","15678","10729","60.8","1489","66761","387461","400642","420650","632","4.75","27","85","-3.29","-7.89","Gateway","21.7","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7062","Plainfield","NJ","New York-Newark-Jersey City, NY-NJ-PA","Union County","14253","4593","1925","36.6","1674","90477","469087","493568","523535","765","4.75","5","85","-4.96","-10.4","Gateway","23.4","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7063","Plainfield","NJ","New York-Newark-Jersey City, NY-NJ-PA","Union County","14849","4237","2019","37.3","1669","82188","450274","459886","479423","735","4.75","5","85","-2.09","-6.08","Gateway","22.5","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7064","Port Reading","NJ","New York-Newark-Jersey City, NY-NJ-PA","Middlesex County","4031","1210","153","7.3","1307","140104","517080","537393","565919","844","4.85","","85","-3.78","-8.63","Gateway","33","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7065","Rahway","NJ","New York-Newark-Jersey City, NY-NJ-PA","Union County","29664","12079","6357","44.9","1646","86557","456015","466607","486987","744","4.75","16","85","-2.27","-6.36","Gateway","23.1","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7066","Clark","NJ","New York-Newark-Jersey City, NY-NJ-PA","Union County","15415","5902","1607","23.3","1734","120882","532000","561122","595945","868","4.75","4","85","-5.19","-10.73","Gateway","25.6","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7067","Colonia","NJ","New York-Newark-Jersey City, NY-NJ-PA","Middlesex County","18581","6220","902","10.6","1835","129122","532000","555208","586097","868","4.75","2","85","-4.18","-9.23","Gateway","24.2","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7068","Roseland","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County","6221","2451","700","23.1","3092","135451","532000","546987","572412","868","4.75","2","85","-2.74","-7.06","Gateway","14.3","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7069","Watchung","NJ","New York-Newark-Jersey City, NY-NJ-PA","Somerset County","6651","2324","336","12.5","2302","152168","532000","556602","588300","868","4.85","1","85","-4.42","-9.57","Gateway","19.3","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7070","Rutherford","NJ","New York-Newark-Jersey City, NY-NJ-PA","Bergen County","18754","6755","2897","37.7","1700","128576","532000","558941","592296","868","4.75","7","85","-4.82","-10.18","Gateway","26.1","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7071","Lyndhurst","NJ","New York-Newark-Jersey City, NY-NJ-PA","Bergen County","22332","9055","4604","42.3","1705","104338","504234","520526","546003","823","4.75","12","85","-3.13","-7.65","Gateway","24.6","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7072","Carlstadt","NJ","New York-Newark-Jersey City, NY-NJ-PA","Bergen County","6341","2586","1328","40.3","1493","89669","437856","461435","489881","714","4.75","3","85","-5.11","-10.62","Gateway","24.4","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7073","East Rutherford","NJ","New York-Newark-Jersey City, NY-NJ-PA","Bergen County","10020","4258","3036","66.1","1712","92536","479747","495914","520559","783","4.75","8","85","-3.26","-7.84","Gateway","23.4","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7074","Moonachie","NJ","New York-Newark-Jersey City, NY-NJ-PA","Bergen County","3093","950","338","29.7","1111","90263","376934","387952","406223","615","4.75","1","85","-2.84","-7.21","Gateway","28.3","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7075","Wood Ridge","NJ","New York-Newark-Jersey City, NY-NJ-PA","Bergen County","9978","3851","1518","36.8","1764","132901","532000","557827","590390","868","4.75","4","85","-4.63","-9.89","Gateway","25.1","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7076","Scotch Plains","NJ","New York-Newark-Jersey City, NY-NJ-PA","Union County","24727","8823","1634","16.7","1790","179531","532000","561122","596012","868","4.75","4","85","-5.19","-10.74","Gateway","24.8","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7077","Sewaren","NJ","New York-Newark-Jersey City, NY-NJ-PA","Middlesex County","2695","1084","333","27.5","1387","107887","460152","483556","512476","751","4.75","1","85","-4.84","-10.21","Gateway","27.6","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7078","Short Hills","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County","14287","4513","853","12.9","3501","250001","532000","558237","591111","868","4.75","2","85","-4.7","-10","Gateway","12.7","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7079","South Orange","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County","18648","5863","2146","34.5","2186","173012","532000","549020","575758","868","4.75","5","85","-3.1","-7.6","Gateway","20.3","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7080","South Plainfield","NJ","New York-Newark-Jersey City, NY-NJ-PA","Middlesex County","24256","8139","1487","14.6","1881","123516","532000","559764","593750","868","4.75","4","85","-4.96","-10.4","Gateway","23.6","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7081","Springfield","NJ","New York-Newark-Jersey City, NY-NJ-PA","Union County","17011","6610","2853","38.2","2089","141759","532000","552612","581739","868","4.75","7","85","-3.73","-8.55","Gateway","21.2","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7082","Towaco","NJ","New York-Newark-Jersey City, NY-NJ-PA","Morris County","5612","1968","184","4.9","1848","153977","532000","561715","597015","868","4.75","","85","-5.29","-10.89","Gateway","24","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7083","Union","NJ","New York-Newark-Jersey City, NY-NJ-PA","Union County","56900","19742","6019","25.3","1879","114938","532000","554455","584744","868","4.75","15","85","-4.05","-9.02","Gateway","23.6","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7086","Weehawken","NJ","New York-Newark-Jersey City, NY-NJ-PA","Hudson County","16790","7862","5279","65.4","2314","120395","532000","548680","575197","868","4.75","13","85","-3.04","-7.51","Gateway","19.2","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7087","Union City","NJ","New York-Newark-Jersey City, NY-NJ-PA","Hudson County","67258","25610","21579","80.3","1415","59967","360657","374709","394462","588","4.75","54","85","-3.75","-8.57","Gateway","21.2","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7088","Union","NJ","New York-Newark-Jersey City, NY-NJ-PA","Union County","3056","1145","663","41.2","1825","86556","485164","505643","533323","792","4.85","2","85","-4.05","-9.03","Gateway","22.2","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7090","Westfield","NJ","New York-Newark-Jersey City, NY-NJ-PA","Union County","30852","10439","2501","20.2","2179","202450","532000","554398","584615","868","4.75","6","85","-4.04","-9","Gateway","20.3","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7092","Mountainside","NJ","New York-Newark-Jersey City, NY-NJ-PA","Union County","6991","2537","639","15.6","3501","162531","532000","545753","570448","868","4.85","2","85","-2.52","-6.74","Gateway","12.7","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7093","West New York","NJ","New York-Newark-Jersey City, NY-NJ-PA","Hudson County","64203","25581","19744","73","1595","70683","413240","423575","442488","674","4.75","49","85","-2.44","-6.61","Gateway","21.6","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7094","Secaucus","NJ","New York-Newark-Jersey City, NY-NJ-PA","Hudson County","21470","8607","4632","49.2","2154","129348","532000","545809","570509","868","4.75","12","85","-2.53","-6.75","Gateway","20.6","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7095","Woodbridge","NJ","New York-Newark-Jersey City, NY-NJ-PA","Middlesex County","20927","7812","4325","46.4","1973","103481","532000","558354","591308","868","4.75","11","85","-4.72","-10.03","Gateway","22.5","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7102","Newark","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County","13506","6288","6056","93.6","1159","35515","265870","273726","286652","434","4.75","15","85","-2.87","-7.25","Gateway","19.1","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7103","Newark","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County","35318","12793","12765","76.9","1216","40653","286309","298425","314729","467","4.85","32","85","-4.06","-9.03","Gateway","19.6","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7104","Newark","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County","55412","20197","16473","72.9","1280","51511","320310","336001","355742","523","4.75","41","85","-4.67","-9.96","Gateway","20.9","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7105","Newark","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County","56696","19484","16797","82.7","1520","51927","360299","366978","381956","588","4.75","42","85","-1.82","-5.67","Gateway","19.8","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7106","Newark","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County","36538","12682","9020","65.9","1163","48983","295766","312814","332807","483","4.85","23","85","-5.45","-11.13","Gateway","21.2","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7107","Newark","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County","41907","15112","12696","69.1","1239","46916","303655","314148","329916","495","4.75","32","85","-3.34","-7.96","Gateway","20.4","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7108","Newark","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County","27830","11130","11878","83.4","1055","32739","242905","256310","272315","396","4.85","30","85","-5.23","-10.8","Gateway","19.2","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7109","Belleville","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County","37893","13715","7202","46","1551","85374","437975","452641","475079","715","4.85","18","85","-3.24","-7.81","Gateway","23.5","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"7110","Nutley","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County","29695","11676","4169","32.1","1622","112318","508045","526090","552764","829","4.75","10","85","-3.43","-8.09","Gateway","26.1","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
