zip_code,metro,lat,lng,cap_rate_pct,cap_rate_class_a_pct,cap_rate_class_b_pct,data_source,as_of_date,source_url
75208,DFW,32.6385,-96.8405,6.11,4.57,5.29,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75209,DFW,32.6556,-96.769,6.01,5.55,6.22,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75210,DFW,32.8515,-96.6655,4.89,5.76,6.12,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75211,DFW,32.8823,-96.9748,5.59,5.18,6.0,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75212,DFW,32.878,-96.8355,5.87,5.56,5.07,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75213,DFW,32.6743,-96.9401,6.1,4.34,5.73,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75214,DFW,32.7418,-96.8486,5.64,4.42,5.29,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75215,DFW,32.6684,-96.8536,6.48,5.56,6.21,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75216,DFW,32.7749,-96.7409,6.18,4.32,6.15,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75217,DFW,32.8897,-96.7461,4.78,5.34,6.01,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75218,DFW,32.7841,-96.7456,5.94,5.72,5.4,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75219,DFW,32.9191,-96.7928,4.6,5.03,5.58,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75220,DFW,32.7431,-96.7517,5.81,4.96,6.54,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75221,DFW,32.698,-96.787,4.79,5.36,6.35,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75222,DFW,32.712,-96.6542,6.47,4.72,4.81,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75223,DFW,32.8769,-96.7737,4.59,5.48,6.18,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75224,DFW,32.8075,-96.904,5.13,4.48,4.97,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75225,DFW,32.7787,-96.6348,5.29,4.2,5.39,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75226,DFW,32.8696,-96.8318,4.67,5.87,6.29,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75227,DFW,32.8092,-96.8088,5.24,5.37,6.62,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75228,DFW,32.8704,-96.8465,5.52,4.42,6.33,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75229,DFW,32.7759,-96.7458,4.72,5.09,5.5,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75230,DFW,32.7575,-96.6588,5.84,4.95,6.14,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75231,DFW,32.6405,-96.9338,6.36,4.33,5.44,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75232,DFW,32.7193,-96.832,6.38,5.49,4.72,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75233,DFW,32.7264,-96.7029,6.07,5.93,5.18,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75234,DFW,32.6871,-96.6614,5.82,4.48,4.93,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75235,DFW,32.9075,-96.662,5.99,4.21,6.58,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75236,DFW,32.9219,-96.8311,5.83,4.86,5.18,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75237,DFW,32.8763,-96.791,6.34,4.77,4.95,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75238,DFW,32.7993,-96.8522,5.91,5.12,5.99,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75239,DFW,32.8972,-96.8751,5.04,5.28,6.48,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75240,DFW,32.7867,-96.7431,5.04,5.3,6.35,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75241,DFW,32.8638,-96.6183,4.76,5.92,5.19,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75242,DFW,32.7765,-96.6734,5.87,5.49,5.9,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75243,DFW,32.7133,-96.9391,5.63,5.92,5.34,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75244,DFW,32.8923,-96.645,4.83,5.52,4.79,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75245,DFW,32.8574,-96.843,4.81,4.54,6.49,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75246,DFW,32.7071,-96.6332,5.34,5.22,4.71,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75247,DFW,32.7716,-96.8914,6.08,6.0,5.18,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75248,DFW,32.7708,-96.9387,5.61,5.99,6.08,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75249,DFW,32.9013,-96.8161,4.79,5.2,6.02,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75250,DFW,32.8254,-96.7217,6.1,5.91,6.01,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75251,DFW,32.6285,-96.9364,6.2,4.22,4.89,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75252,DFW,32.9069,-96.7817,5.59,4.78,6.62,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75253,DFW,32.9211,-96.9045,6.3,5.28,5.39,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75254,DFW,32.6326,-96.6595,5.67,4.41,6.23,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
75255,DFW,32.6419,-96.6349,4.9,5.17,5.62,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94101,Bay Area,37.7686,-122.3285,4.95,3.63,3.97,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94102,Bay Area,37.7378,-122.4342,4.28,3.59,4.28,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94103,Bay Area,37.7941,-122.5482,4.22,4.21,5.16,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94104,Bay Area,37.6351,-122.3395,4.93,4.37,4.46,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94105,Bay Area,37.7817,-122.5534,4.05,3.52,5.11,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94106,Bay Area,37.8431,-122.2828,4.0,3.73,5.07,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94107,Bay Area,37.6341,-122.5768,4.21,4.25,4.48,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94108,Bay Area,37.6948,-122.5603,3.84,3.25,4.96,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94109,Bay Area,37.7355,-122.3109,4.56,4.06,4.29,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94110,Bay Area,37.6377,-122.2649,4.58,3.31,4.79,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94111,Bay Area,37.7117,-122.2613,3.82,4.44,4.23,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94112,Bay Area,37.8873,-122.3034,3.63,3.61,4.65,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94113,Bay Area,37.8948,-122.5314,4.54,3.93,4.21,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94114,Bay Area,37.7382,-122.3844,4.85,3.92,4.51,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94115,Bay Area,37.6319,-122.3526,3.87,4.21,4.27,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94116,Bay Area,37.7022,-122.4266,3.71,3.44,3.89,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94117,Bay Area,37.645,-122.3776,4.23,3.36,4.29,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94118,Bay Area,37.7614,-122.3274,4.86,4.32,3.97,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94119,Bay Area,37.864,-122.4847,4.65,4.32,4.89,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94120,Bay Area,37.8643,-122.4794,4.93,3.21,4.71,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94121,Bay Area,37.7922,-122.4425,4.7,3.58,5.15,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94122,Bay Area,37.7784,-122.5458,3.7,3.45,4.42,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94123,Bay Area,37.8375,-122.478,4.71,4.4,4.2,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94124,Bay Area,37.8922,-122.2964,4.03,3.19,5.19,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94125,Bay Area,37.7645,-122.2409,4.42,3.59,4.3,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94126,Bay Area,37.7961,-122.354,4.67,3.89,4.29,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94127,Bay Area,37.902,-122.5564,4.94,3.33,4.36,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94128,Bay Area,37.7055,-122.481,4.64,3.78,4.8,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94129,Bay Area,37.8004,-122.5673,4.11,3.77,3.62,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94130,Bay Area,37.63,-122.2554,3.93,4.4,4.02,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94131,Bay Area,37.7703,-122.4485,3.64,4.03,4.35,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94132,Bay Area,37.7415,-122.4854,3.78,4.23,4.29,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94133,Bay Area,37.675,-122.257,3.47,3.89,4.46,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94134,Bay Area,37.8135,-122.358,3.73,3.12,3.69,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94135,Bay Area,37.6511,-122.5827,3.85,3.79,4.19,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94136,Bay Area,37.7382,-122.2633,4.88,4.0,4.08,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94137,Bay Area,37.6763,-122.4566,4.37,4.07,3.99,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94138,Bay Area,37.8736,-122.5811,4.01,4.43,4.19,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94139,Bay Area,37.7895,-122.586,3.94,4.09,5.13,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94140,Bay Area,37.9139,-122.486,3.59,3.34,4.06,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94141,Bay Area,37.8758,-122.3879,3.81,4.28,4.99,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94142,Bay Area,37.6422,-122.3426,4.22,3.84,4.96,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94143,Bay Area,37.8082,-122.5795,3.8,4.29,3.91,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94144,Bay Area,37.8858,-122.281,4.37,3.51,5.11,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
94145,Bay Area,37.6432,-122.5209,4.91,3.96,3.76,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78701,Austin,30.3382,-97.6172,5.56,4.01,4.9,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78702,Austin,30.3313,-97.9187,5.42,5.54,4.77,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78703,Austin,30.3588,-97.7992,6.02,4.48,5.91,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78704,Austin,30.3485,-97.5735,4.81,4.5,5.35,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78705,Austin,30.192,-97.6333,4.43,4.35,5.26,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78706,Austin,30.2236,-97.5862,5.69,4.47,5.36,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78707,Austin,30.1727,-97.7459,4.66,4.99,5.66,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78708,Austin,30.3636,-97.907,5.89,4.01,5.48,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78709,Austin,30.2667,-97.9021,5.89,5.46,5.11,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78710,Austin,30.2586,-97.6572,4.3,4.83,5.81,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78711,Austin,30.253,-97.78,5.2,3.99,5.3,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78712,Austin,30.1884,-97.7832,5.8,4.42,4.49,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78713,Austin,30.2819,-97.9136,5.86,4.35,4.76,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78714,Austin,30.3681,-97.8602,5.4,4.81,5.02,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78715,Austin,30.1509,-97.7203,4.94,5.64,5.94,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78716,Austin,30.1242,-97.8795,4.36,4.7,6.37,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78717,Austin,30.2849,-97.85,5.33,4.96,6.02,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78718,Austin,30.3486,-97.9174,4.63,4.66,4.64,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78719,Austin,30.1984,-97.6438,5.79,5.07,5.36,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78720,Austin,30.3247,-97.909,4.55,4.89,4.48,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78721,Austin,30.4068,-97.5869,5.95,4.07,4.61,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78722,Austin,30.3546,-97.6028,5.96,5.01,6.21,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78723,Austin,30.2531,-97.7371,5.18,5.02,4.76,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78724,Austin,30.3978,-97.7357,5.96,4.03,4.6,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78725,Austin,30.1486,-97.7035,5.52,4.95,6.04,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78726,Austin,30.2222,-97.8281,5.93,4.26,4.55,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78727,Austin,30.3423,-97.6881,4.37,5.37,5.51,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78728,Austin,30.406,-97.6199,5.02,4.45,5.25,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78729,Austin,30.2176,-97.822,4.96,4.35,5.65,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78730,Austin,30.273,-97.8927,6.01,5.13,6.18,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78731,Austin,30.3084,-97.8457,5.66,5.26,5.28,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78732,Austin,30.2595,-97.8916,5.73,5.37,5.55,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78733,Austin,30.2881,-97.6756,5.25,4.12,6.04,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78734,Austin,30.2303,-97.7673,4.99,4.55,4.68,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78735,Austin,30.254,-97.8311,5.34,5.12,6.16,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78736,Austin,30.2918,-97.5715,5.65,4.44,4.98,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78737,Austin,30.1935,-97.6166,5.53,4.2,6.21,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78738,Austin,30.1819,-97.8828,5.9,5.07,5.34,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78739,Austin,30.3529,-97.7689,5.94,4.47,4.95,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
78740,Austin,30.1443,-97.9126,5.99,4.38,4.97,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32201,Jacksonville,30.2629,-81.7066,5.95,4.6,6.85,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32202,Jacksonville,30.3536,-81.713,5.42,4.89,6.49,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32203,Jacksonville,30.2064,-81.5933,5.16,4.5,6.33,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32204,Jacksonville,30.4018,-81.7388,5.31,4.69,5.37,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32205,Jacksonville,30.4381,-81.6621,5.47,6.15,6.3,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32206,Jacksonville,30.2515,-81.6968,6.51,5.65,6.68,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32207,Jacksonville,30.4142,-81.5678,5.63,4.51,6.35,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32208,Jacksonville,30.3669,-81.4937,5.91,5.06,6.82,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32209,Jacksonville,30.4213,-81.665,5.52,5.14,6.69,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32210,Jacksonville,30.2271,-81.7224,6.33,6.26,5.13,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32211,Jacksonville,30.3834,-81.7213,5.37,6.1,6.18,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32212,Jacksonville,30.3236,-81.7828,6.75,5.86,5.28,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32213,Jacksonville,30.3573,-81.7082,5.19,4.83,5.77,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32214,Jacksonville,30.4087,-81.4792,6.56,4.57,5.85,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32215,Jacksonville,30.4052,-81.681,6.66,5.86,7.02,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32216,Jacksonville,30.4745,-81.8128,5.71,5.05,6.45,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32217,Jacksonville,30.4096,-81.7954,5.66,5.73,5.36,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32218,Jacksonville,30.382,-81.6248,6.34,6.11,6.53,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32219,Jacksonville,30.4004,-81.6533,5.57,5.5,6.66,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32220,Jacksonville,30.4471,-81.5603,4.95,5.57,5.68,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32221,Jacksonville,30.3411,-81.5136,4.92,5.27,6.87,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32222,Jacksonville,30.4014,-81.521,5.2,5.01,5.96,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32223,Jacksonville,30.2715,-81.7715,6.84,5.05,6.73,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32224,Jacksonville,30.2841,-81.6254,5.75,6.23,5.71,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32225,Jacksonville,30.405,-81.5688,5.63,6.23,6.39,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32226,Jacksonville,30.2109,-81.812,5.4,6.16,7.04,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32227,Jacksonville,30.2571,-81.7746,5.31,5.75,4.97,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32228,Jacksonville,30.4455,-81.6666,5.33,4.44,5.33,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32229,Jacksonville,30.2369,-81.8232,6.79,5.04,5.98,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
32230,Jacksonville,30.1929,-81.8011,5.86,5.94,6.45,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
43201,Columbus,39.897,-82.8522,6.49,5.77,6.43,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
43202,Columbus,39.8117,-83.0635,6.33,5.18,5.67,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
43203,Columbus,40.0196,-82.836,4.8,4.79,5.2,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
43204,Columbus,40.0713,-82.9791,5.63,5.13,5.58,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
43205,Columbus,39.9719,-82.9473,5.71,5.87,5.15,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
43206,Columbus,39.9328,-82.8808,5.97,4.94,5.31,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
43207,Columbus,39.8396,-83.0801,5.91,4.72,6.17,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
43208,Columbus,39.9781,-83.1652,6.43,5.11,5.6,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
43209,Columbus,39.8779,-82.9828,5.32,6.28,5.19,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
43210,Columbus,39.8746,-83.1787,5.01,5.76,6.72,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
43211,Columbus,39.8289,-82.9277,6.43,4.56,7.04,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
43212,Columbus,40.0568,-83.028,5.42,5.35,5.27,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
43213,Columbus,40.071,-83.1016,6.35,5.77,5.01,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
43214,Columbus,39.8448,-82.9857,5.5,5.28,4.99,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
43215,Columbus,39.9024,-82.8522,5.02,6.17,5.12,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
43216,Columbus,40.0265,-82.8439,5.36,6.25,6.58,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
43217,Columbus,39.9135,-83.0775,6.21,5.39,5.3,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
43218,Columbus,40.0169,-83.0315,6.58,5.25,5.72,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
