zip_code,metro,lat,lng,insurance_cost_pct_of_ebi,avg_annual_premium_per_unit,premium_yoy_chg_pct,carrier_availability,data_source,as_of_date,source_url
94118,Bay Area,37.7614,-122.3274,0.8,978.0,19.81,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94119,Bay Area,37.864,-122.4847,0.91,1114.0,21.18,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94120,Bay Area,37.8643,-122.4794,0.76,1003.0,19.78,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94121,Bay Area,37.7922,-122.4425,0.9,969.0,17.63,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94122,Bay Area,37.7784,-122.5458,0.98,837.0,17.54,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94123,Bay Area,37.8375,-122.478,0.88,1080.0,18.1,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94124,Bay Area,37.8922,-122.2964,0.71,933.0,20.11,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94125,Bay Area,37.7645,-122.2409,0.78,971.0,16.23,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94126,Bay Area,37.7961,-122.354,0.8,1192.0,20.75,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94127,Bay Area,37.902,-122.5564,0.88,1161.0,21.1,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94128,Bay Area,37.7055,-122.481,0.92,1099.0,15.61,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94129,Bay Area,37.8004,-122.5673,0.7,1151.0,19.9,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94130,Bay Area,37.63,-122.2554,0.72,1180.0,16.03,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94131,Bay Area,37.7703,-122.4485,0.73,1038.0,16.3,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94132,Bay Area,37.7415,-122.4854,0.75,1127.0,20.91,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94133,Bay Area,37.675,-122.257,0.87,906.0,21.51,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94134,Bay Area,37.8135,-122.358,0.93,1013.0,16.71,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94135,Bay Area,37.6511,-122.5827,0.82,937.0,15.36,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94136,Bay Area,37.7382,-122.2633,0.88,1066.0,19.06,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94137,Bay Area,37.6763,-122.4566,0.74,1085.0,19.87,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94138,Bay Area,37.8736,-122.5811,1.0,1150.0,15.69,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94139,Bay Area,37.7895,-122.586,0.79,953.0,17.28,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94140,Bay Area,37.9139,-122.486,0.73,1182.0,20.63,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94141,Bay Area,37.8758,-122.3879,0.71,862.0,16.6,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94142,Bay Area,37.6422,-122.3426,0.8,1049.0,16.16,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94143,Bay Area,37.8082,-122.5795,0.92,871.0,19.12,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94144,Bay Area,37.8858,-122.281,0.85,1001.0,20.45,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
94145,Bay Area,37.6432,-122.5209,0.88,908.0,17.49,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
78701,Austin,30.3382,-97.6172,0.47,688.0,17.29,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78702,Austin,30.3313,-97.9187,0.54,520.0,17.05,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78703,Austin,30.3588,-97.7992,0.56,512.0,17.53,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78704,Austin,30.3485,-97.5735,0.59,521.0,19.53,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78705,Austin,30.192,-97.6333,0.55,571.0,21.44,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78706,Austin,30.2236,-97.5862,0.44,518.0,17.25,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78707,Austin,30.1727,-97.7459,0.46,712.0,18.17,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78708,Austin,30.3636,-97.907,0.43,657.0,19.57,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78709,Austin,30.2667,-97.9021,0.6,569.0,16.14,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78710,Austin,30.2586,-97.6572,0.54,592.0,19.64,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78711,Austin,30.253,-97.78,0.58,547.0,21.53,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78712,Austin,30.1884,-97.7832,0.43,565.0,19.76,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78713,Austin,30.2819,-97.9136,0.58,672.0,21.23,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78714,Austin,30.3681,-97.8602,0.5,522.0,21.43,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78715,Austin,30.1509,-97.7203,0.56,540.0,19.24,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78716,Austin,30.1242,-97.8795,0.43,549.0,21.4,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78717,Austin,30.2849,-97.85,0.61,566.0,17.7,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78718,Austin,30.3486,-97.9174,0.53,727.0,19.2,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78719,Austin,30.1984,-97.6438,0.51,580.0,19.24,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78720,Austin,30.3247,-97.909,0.56,722.0,20.0,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78721,Austin,30.4068,-97.5869,0.54,649.0,16.85,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78722,Austin,30.3546,-97.6028,0.5,665.0,15.56,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78723,Austin,30.2531,-97.7371,0.53,646.0,19.72,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78724,Austin,30.3978,-97.7357,0.54,686.0,19.96,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78725,Austin,30.1486,-97.7035,0.57,523.0,17.15,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78726,Austin,30.2222,-97.8281,0.44,710.0,17.85,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78727,Austin,30.3423,-97.6881,0.56,589.0,17.52,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78728,Austin,30.406,-97.6199,0.59,619.0,19.21,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78729,Austin,30.2176,-97.822,0.51,639.0,20.62,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78730,Austin,30.273,-97.8927,0.53,708.0,21.21,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78731,Austin,30.3084,-97.8457,0.54,663.0,16.94,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78732,Austin,30.2595,-97.8916,0.46,663.0,16.82,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78733,Austin,30.2881,-97.6756,0.43,517.0,19.74,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78734,Austin,30.2303,-97.7673,0.57,666.0,17.03,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78735,Austin,30.254,-97.8311,0.58,675.0,19.25,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78736,Austin,30.2918,-97.5715,0.61,702.0,21.6,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78737,Austin,30.1935,-97.6166,0.47,517.0,19.32,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78738,Austin,30.1819,-97.8828,0.5,610.0,17.2,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78739,Austin,30.3529,-97.7689,0.44,627.0,20.43,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78740,Austin,30.1443,-97.9126,0.5,669.0,21.79,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
32201,Jacksonville,30.2629,-81.7066,1.36,1661.0,19.35,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32202,Jacksonville,30.3536,-81.713,1.46,1806.0,18.33,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32203,Jacksonville,30.2064,-81.5933,1.2,2049.0,20.17,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32204,Jacksonville,30.4018,-81.7388,1.71,1791.0,16.72,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32205,Jacksonville,30.4381,-81.6621,1.41,1875.0,17.31,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32206,Jacksonville,30.2515,-81.6968,1.46,2037.0,18.02,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32207,Jacksonville,30.4142,-81.5678,1.42,2033.0,21.41,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32208,Jacksonville,30.3669,-81.4937,1.22,1726.0,18.94,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32209,Jacksonville,30.4213,-81.665,1.69,1467.0,21.79,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32210,Jacksonville,30.2271,-81.7224,1.38,1659.0,19.88,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32211,Jacksonville,30.3834,-81.7213,1.34,1810.0,21.33,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32212,Jacksonville,30.3236,-81.7828,1.24,1755.0,19.43,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32213,Jacksonville,30.3573,-81.7082,1.4,1718.0,20.68,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32214,Jacksonville,30.4087,-81.4792,1.33,1849.0,21.22,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32215,Jacksonville,30.4052,-81.681,1.61,1745.0,15.22,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32216,Jacksonville,30.4745,-81.8128,1.61,1765.0,18.35,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32217,Jacksonville,30.4096,-81.7954,1.28,1660.0,16.48,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32218,Jacksonville,30.382,-81.6248,1.57,1770.0,20.14,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32219,Jacksonville,30.4004,-81.6533,1.28,1773.0,19.46,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32220,Jacksonville,30.4471,-81.5603,1.55,1513.0,17.31,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32221,Jacksonville,30.3411,-81.5136,1.31,1548.0,17.9,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32222,Jacksonville,30.4014,-81.521,1.26,1792.0,16.51,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32223,Jacksonville,30.2715,-81.7715,1.37,2052.0,18.79,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32224,Jacksonville,30.2841,-81.6254,1.47,1457.0,19.1,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32225,Jacksonville,30.405,-81.5688,1.27,2048.0,17.33,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32226,Jacksonville,30.2109,-81.812,1.5,2009.0,19.19,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32227,Jacksonville,30.2571,-81.7746,1.45,1823.0,19.7,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32228,Jacksonville,30.4455,-81.6666,1.66,1971.0,16.82,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32229,Jacksonville,30.2369,-81.8232,1.7,1872.0,19.31,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
32230,Jacksonville,30.1929,-81.8011,1.25,1876.0,16.68,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
43201,Columbus,39.897,-82.8522,0.4,506.0,19.58,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43202,Columbus,39.8117,-83.0635,0.38,414.0,18.3,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43203,Columbus,40.0196,-82.836,0.36,490.0,21.65,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43204,Columbus,40.0713,-82.9791,0.42,519.0,17.33,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43205,Columbus,39.9719,-82.9473,0.33,401.0,16.97,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43206,Columbus,39.9328,-82.8808,0.41,532.0,21.46,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43207,Columbus,39.8396,-83.0801,0.43,438.0,20.68,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43208,Columbus,39.9781,-83.1652,0.35,514.0,20.81,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43209,Columbus,39.8779,-82.9828,0.37,505.0,19.55,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43210,Columbus,39.8746,-83.1787,0.4,483.0,19.79,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43211,Columbus,39.8289,-82.9277,0.32,415.0,17.29,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43212,Columbus,40.0568,-83.028,0.43,534.0,16.4,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43213,Columbus,40.071,-83.1016,0.42,388.0,16.69,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43214,Columbus,39.8448,-82.9857,0.45,484.0,19.77,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43215,Columbus,39.9024,-82.8522,0.35,413.0,21.81,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43216,Columbus,40.0265,-82.8439,0.34,402.0,18.26,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43217,Columbus,39.9135,-83.0775,0.39,436.0,20.8,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43218,Columbus,40.0169,-83.0315,0.33,417.0,17.47,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43219,Columbus,39.8485,-82.8873,0.35,477.0,19.25,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43220,Columbus,39.8452,-83.0673,0.38,513.0,18.43,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43221,Columbus,39.9889,-82.939,0.33,533.0,20.23,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43222,Columbus,39.9443,-83.0074,0.42,470.0,20.77,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43223,Columbus,40.0075,-82.9615,0.37,456.0,16.23,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43224,Columbus,39.9804,-82.8342,0.41,397.0,20.54,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43225,Columbus,39.8397,-82.8365,0.39,387.0,20.62,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43226,Columbus,39.8909,-83.0486,0.43,414.0,19.74,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43227,Columbus,40.0849,-83.0658,0.38,393.0,15.24,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43228,Columbus,39.9456,-82.8252,0.36,431.0,15.64,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43229,Columbus,39.9931,-83.1476,0.44,429.0,21.46,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43230,Columbus,39.8566,-83.1024,0.37,428.0,18.12,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43231,Columbus,39.926,-83.0788,0.4,450.0,17.19,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43232,Columbus,39.9156,-82.9289,0.33,514.0,21.83,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43233,Columbus,40.0732,-83.1598,0.43,432.0,17.48,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43234,Columbus,39.9025,-83.1296,0.41,476.0,21.32,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43235,Columbus,40.0553,-83.0767,0.42,379.0,17.07,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28201,Charlotte,35.114,-80.9609,0.48,609.0,20.47,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28202,Charlotte,35.2349,-80.7388,0.41,636.0,21.57,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28203,Charlotte,35.3304,-81.0086,0.5,592.0,18.24,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28204,Charlotte,35.2807,-80.8843,0.47,464.0,21.39,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28205,Charlotte,35.2993,-80.8051,0.44,622.0,19.9,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28206,Charlotte,35.1703,-80.9353,0.4,598.0,16.35,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28207,Charlotte,35.0789,-80.9889,0.37,519.0,16.68,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28208,Charlotte,35.2953,-80.8903,0.5,579.0,20.31,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28209,Charlotte,35.1328,-80.8814,0.46,598.0,18.16,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28210,Charlotte,35.2871,-80.8476,0.52,490.0,19.55,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28211,Charlotte,35.1844,-80.7765,0.43,587.0,17.73,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28212,Charlotte,35.0849,-80.767,0.5,501.0,21.28,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28213,Charlotte,35.1226,-80.9349,0.43,599.0,20.82,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28214,Charlotte,35.0786,-80.9486,0.49,515.0,20.55,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28215,Charlotte,35.1748,-80.8935,0.5,527.0,20.36,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28216,Charlotte,35.3338,-80.7734,0.45,512.0,16.56,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28217,Charlotte,35.146,-80.7171,0.42,587.0,17.48,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28218,Charlotte,35.3371,-80.9789,0.4,608.0,21.74,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28219,Charlotte,35.2189,-80.8338,0.48,543.0,17.94,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28220,Charlotte,35.3229,-81.0049,0.39,479.0,19.76,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28221,Charlotte,35.1368,-80.6844,0.46,468.0,20.29,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28222,Charlotte,35.3012,-80.9534,0.53,587.0,19.62,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28223,Charlotte,35.1556,-80.7174,0.5,551.0,18.16,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28224,Charlotte,35.1506,-80.9397,0.52,451.0,19.2,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28225,Charlotte,35.0836,-80.702,0.43,503.0,21.41,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28226,Charlotte,35.3561,-81.0101,0.39,478.0,20.7,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28227,Charlotte,35.1523,-81.0029,0.51,488.0,20.19,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28228,Charlotte,35.3138,-80.9725,0.41,469.0,21.66,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28229,Charlotte,35.1326,-80.6913,0.5,479.0,15.7,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28230,Charlotte,35.1131,-80.7382,0.5,598.0,17.39,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28231,Charlotte,35.2488,-80.91,0.38,555.0,17.64,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28232,Charlotte,35.1105,-80.9699,0.53,607.0,16.85,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28233,Charlotte,35.2,-80.9636,0.47,493.0,15.33,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28234,Charlotte,35.1898,-80.8272,0.46,544.0,17.57,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28235,Charlotte,35.3317,-80.9685,0.38,528.0,17.19,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28236,Charlotte,35.132,-80.9687,0.42,539.0,16.07,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28237,Charlotte,35.0896,-80.7634,0.44,491.0,19.26,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28238,Charlotte,35.0773,-80.8534,0.44,507.0,17.04,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28239,Charlotte,35.2769,-80.8749,0.42,502.0,16.74,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
28240,Charlotte,35.2606,-81.0069,0.39,515.0,18.27,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46201,Indianapolis,39.818,-86.2891,0.47,526.0,21.62,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46202,Indianapolis,39.7269,-86.2056,0.47,465.0,20.57,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46203,Indianapolis,39.6224,-86.0448,0.4,558.0,20.33,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46204,Indianapolis,39.7655,-86.087,0.43,518.0,16.5,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46205,Indianapolis,39.6699,-86.0599,0.4,422.0,16.96,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46206,Indianapolis,39.9067,-86.0748,0.43,504.0,15.85,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46207,Indianapolis,39.6444,-86.2115,0.45,548.0,16.63,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46208,Indianapolis,39.6796,-86.0884,0.4,506.0,20.24,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46209,Indianapolis,39.7959,-86.2879,0.43,486.0,16.86,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46210,Indianapolis,39.7777,-86.026,0.39,562.0,21.59,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46211,Indianapolis,39.7722,-86.1321,0.35,503.0,18.09,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46212,Indianapolis,39.7517,-86.2824,0.49,586.0,18.11,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46213,Indianapolis,39.6656,-86.1348,0.35,439.0,19.45,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46214,Indianapolis,39.7742,-86.0613,0.46,431.0,20.12,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46215,Indianapolis,39.8959,-86.0608,0.39,524.0,15.89,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46216,Indianapolis,39.8445,-86.27,0.44,583.0,18.35,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46217,Indianapolis,39.7732,-86.0725,0.37,490.0,21.55,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46218,Indianapolis,39.7687,-85.9884,0.48,550.0,19.26,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46219,Indianapolis,39.6651,-86.1852,0.46,480.0,15.97,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46220,Indianapolis,39.7833,-86.0479,0.45,445.0,15.37,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46221,Indianapolis,39.773,-85.9968,0.44,478.0,20.65,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46222,Indianapolis,39.6397,-86.2797,0.47,422.0,17.35,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46223,Indianapolis,39.8894,-86.2675,0.48,459.0,18.39,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46224,Indianapolis,39.7344,-86.0993,0.35,529.0,15.77,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46225,Indianapolis,39.8196,-86.19,0.42,468.0,19.64,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46226,Indianapolis,39.7708,-86.2166,0.44,559.0,20.71,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46227,Indianapolis,39.8156,-86.3179,0.44,489.0,15.3,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46228,Indianapolis,39.6766,-86.1958,0.41,531.0,16.19,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46229,Indianapolis,39.8318,-86.2823,0.38,590.0,18.44,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
46230,Indianapolis,39.9109,-86.2648,0.37,425.0,21.54,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
98101,Seattle,47.4979,-122.3808,0.4,587.0,16.96,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
98102,Seattle,47.5801,-122.2696,0.52,625.0,15.5,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
98103,Seattle,47.6485,-122.1809,0.47,636.0,15.69,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
98104,Seattle,47.7062,-122.5068,0.53,635.0,21.76,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
98105,Seattle,47.4843,-122.1605,0.45,615.0,20.79,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
98106,Seattle,47.7263,-122.1912,0.49,517.0,17.75,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
98107,Seattle,47.659,-122.3495,0.5,538.0,16.3,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
98108,Seattle,47.6168,-122.4704,0.46,497.0,15.61,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
98109,Seattle,47.7366,-122.4055,0.48,475.0,21.71,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
98110,Seattle,47.6062,-122.2585,0.49,626.0,17.03,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
98111,Seattle,47.4864,-122.2214,0.53,659.0,21.1,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
98112,Seattle,47.5813,-122.3599,0.43,652.0,15.22,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
98113,Seattle,47.7045,-122.3161,0.56,586.0,19.28,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
98114,Seattle,47.7105,-122.4683,0.41,477.0,15.67,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
98115,Seattle,47.4769,-122.3493,0.54,523.0,17.68,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
98116,Seattle,47.6752,-122.3707,0.42,517.0,17.5,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
98117,Seattle,47.5965,-122.2721,0.46,575.0,17.25,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
98118,Seattle,47.5301,-122.153,0.51,498.0,15.59,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
98119,Seattle,47.6787,-122.5039,0.44,606.0,20.96,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
98120,Seattle,47.503,-122.4108,0.49,661.0,16.65,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
98121,Seattle,47.6754,-122.3445,0.52,560.0,20.37,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
