zip_code,metro,lat,lng,rent_growth_yoy_pct,rent_growth_3yr_avg_pct,market_trend,data_source,as_of_date,source_url
28221,Charlotte,35.1368,-80.6844,1.38,1.2,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
28222,Charlotte,35.3012,-80.9534,1.27,1.08,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
28223,Charlotte,35.1556,-80.7174,1.19,1.07,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
28224,Charlotte,35.1506,-80.9397,1.37,1.13,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
28225,Charlotte,35.0836,-80.702,1.25,1.11,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
28226,Charlotte,35.3561,-81.0101,1.29,1.14,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
28227,Charlotte,35.1523,-81.0029,1.17,0.99,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
28228,Charlotte,35.3138,-80.9725,1.13,1.25,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
28229,Charlotte,35.1326,-80.6913,1.37,1.28,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
28230,Charlotte,35.1131,-80.7382,1.12,1.09,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
28231,Charlotte,35.2488,-80.91,1.37,1.34,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
28232,Charlotte,35.1105,-80.9699,1.17,1.1,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
28233,Charlotte,35.2,-80.9636,1.03,0.97,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
28234,Charlotte,35.1898,-80.8272,1.16,1.29,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
28235,Charlotte,35.3317,-80.9685,1.31,1.07,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
28236,Charlotte,35.132,-80.9687,1.03,0.98,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
28237,Charlotte,35.0896,-80.7634,0.99,1.32,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
28238,Charlotte,35.0773,-80.8534,1.37,1.07,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
28239,Charlotte,35.2769,-80.8749,1.26,0.99,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
28240,Charlotte,35.2606,-81.0069,1.37,1.06,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46201,Indianapolis,39.818,-86.2891,3.6,2.73,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46202,Indianapolis,39.7269,-86.2056,2.94,3.24,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46203,Indianapolis,39.6224,-86.0448,2.97,2.65,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46204,Indianapolis,39.7655,-86.087,3.68,3.19,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46205,Indianapolis,39.6699,-86.0599,3.19,2.54,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46206,Indianapolis,39.9067,-86.0748,2.78,3.28,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46207,Indianapolis,39.6444,-86.2115,3.41,3.01,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46208,Indianapolis,39.6796,-86.0884,3.41,3.16,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46209,Indianapolis,39.7959,-86.2879,2.75,3.44,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46210,Indianapolis,39.7777,-86.026,3.45,2.55,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46211,Indianapolis,39.7722,-86.1321,3.62,3.45,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46212,Indianapolis,39.7517,-86.2824,2.97,3.01,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46213,Indianapolis,39.6656,-86.1348,2.74,3.56,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46214,Indianapolis,39.7742,-86.0613,3.5,2.87,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46215,Indianapolis,39.8959,-86.0608,3.58,3.49,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46216,Indianapolis,39.8445,-86.27,3.66,2.64,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46217,Indianapolis,39.7732,-86.0725,3.73,2.55,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46218,Indianapolis,39.7687,-85.9884,2.96,2.9,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46219,Indianapolis,39.6651,-86.1852,3.33,2.53,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46220,Indianapolis,39.7833,-86.0479,3.18,3.45,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46221,Indianapolis,39.773,-85.9968,3.11,3.19,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46222,Indianapolis,39.6397,-86.2797,3.32,3.49,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46223,Indianapolis,39.8894,-86.2675,2.72,2.61,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46224,Indianapolis,39.7344,-86.0993,3.32,2.98,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46225,Indianapolis,39.8196,-86.19,3.44,3.53,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46226,Indianapolis,39.7708,-86.2166,2.87,2.57,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46227,Indianapolis,39.8156,-86.3179,3.4,2.67,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46228,Indianapolis,39.6766,-86.1958,3.28,3.57,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46229,Indianapolis,39.8318,-86.2823,3.01,3.22,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
46230,Indianapolis,39.9109,-86.2648,3.66,2.95,Accelerating,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98101,Seattle,47.4979,-122.3808,2.52,2.12,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98102,Seattle,47.5801,-122.2696,2.16,2.39,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98103,Seattle,47.6485,-122.1809,2.24,2.15,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98104,Seattle,47.7062,-122.5068,2.6,2.32,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98105,Seattle,47.4843,-122.1605,2.76,2.11,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98106,Seattle,47.7263,-122.1912,2.69,2.67,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98107,Seattle,47.659,-122.3495,2.76,1.96,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98108,Seattle,47.6168,-122.4704,2.33,2.04,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98109,Seattle,47.7366,-122.4055,2.86,2.33,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98110,Seattle,47.6062,-122.2585,2.35,2.64,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98111,Seattle,47.4864,-122.2214,2.51,2.79,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98112,Seattle,47.5813,-122.3599,2.19,2.04,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98113,Seattle,47.7045,-122.3161,2.34,2.35,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98114,Seattle,47.7105,-122.4683,2.25,2.74,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98115,Seattle,47.4769,-122.3493,2.82,2.03,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98116,Seattle,47.6752,-122.3707,2.85,2.21,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98117,Seattle,47.5965,-122.2721,2.49,2.39,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98118,Seattle,47.5301,-122.153,2.39,2.73,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98119,Seattle,47.6787,-122.5039,2.69,2.05,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98120,Seattle,47.503,-122.4108,2.44,2.65,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98121,Seattle,47.6754,-122.3445,2.15,2.51,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98122,Seattle,47.5799,-122.1603,2.76,2.6,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98123,Seattle,47.4899,-122.3389,2.24,2.79,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98124,Seattle,47.5505,-122.3795,2.55,2.65,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98125,Seattle,47.6061,-122.2312,2.84,2.56,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98126,Seattle,47.6999,-122.3046,2.85,1.96,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98127,Seattle,47.457,-122.3199,2.38,2.16,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98128,Seattle,47.4624,-122.4788,2.52,1.96,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98129,Seattle,47.5938,-122.4359,2.21,2.5,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98130,Seattle,47.6215,-122.4707,2.5,2.18,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98131,Seattle,47.4666,-122.3512,2.55,2.61,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98132,Seattle,47.6181,-122.245,2.16,2.29,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98133,Seattle,47.4939,-122.4709,2.09,2.07,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98134,Seattle,47.5725,-122.3074,2.28,2.1,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98135,Seattle,47.7065,-122.4742,2.68,2.11,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98136,Seattle,47.6082,-122.3517,2.89,2.58,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98137,Seattle,47.6423,-122.509,2.59,2.54,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98138,Seattle,47.5649,-122.5058,2.59,2.52,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98139,Seattle,47.6434,-122.3681,2.15,2.16,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
98140,Seattle,47.6197,-122.3275,2.43,2.77,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80201,Denver,39.6256,-104.8904,0.81,0.65,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80202,Denver,39.7955,-105.1676,0.92,0.81,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80203,Denver,39.6205,-104.9694,0.91,0.69,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80204,Denver,39.6214,-104.8226,0.75,0.72,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80205,Denver,39.8852,-104.971,0.67,0.66,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80206,Denver,39.5892,-104.8225,0.78,0.67,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80207,Denver,39.7636,-105.0675,0.92,0.89,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80208,Denver,39.7129,-105.1077,0.85,0.63,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80209,Denver,39.7826,-105.024,0.86,0.87,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80210,Denver,39.7974,-104.8199,0.75,0.72,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80211,Denver,39.8421,-105.1424,0.77,0.63,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80212,Denver,39.7524,-105.0872,0.71,0.75,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80213,Denver,39.7777,-104.9079,0.68,0.79,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80214,Denver,39.6262,-105.0972,0.83,0.73,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80215,Denver,39.6144,-104.9171,0.72,0.81,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80216,Denver,39.8482,-105.1308,0.93,0.83,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80217,Denver,39.6421,-104.9933,0.66,0.9,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80218,Denver,39.87,-105.1205,0.88,0.74,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80219,Denver,39.7441,-104.9701,0.7,0.74,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80220,Denver,39.8626,-105.0258,0.81,0.68,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80221,Denver,39.6695,-104.8716,0.77,0.74,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80222,Denver,39.751,-105.0555,0.72,0.82,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80223,Denver,39.7075,-104.9194,0.8,0.67,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80224,Denver,39.6004,-104.9767,0.92,0.64,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80225,Denver,39.7674,-105.0961,0.75,0.67,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80226,Denver,39.8197,-104.8277,0.67,0.63,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80227,Denver,39.7255,-105.1182,0.69,0.72,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80228,Denver,39.7241,-104.8297,0.76,0.84,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80229,Denver,39.8002,-104.858,0.74,0.77,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80230,Denver,39.8066,-105.1441,0.89,0.72,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80231,Denver,39.7183,-105.0303,0.92,0.87,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80232,Denver,39.6139,-104.8504,0.87,0.83,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80233,Denver,39.8433,-104.9956,0.84,0.65,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80234,Denver,39.711,-104.9693,0.75,0.64,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80235,Denver,39.6442,-105.056,0.7,0.75,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80236,Denver,39.7299,-105.025,0.79,0.81,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80237,Denver,39.747,-105.0579,0.84,0.88,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80238,Denver,39.6272,-104.8347,0.69,0.83,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80239,Denver,39.7318,-104.8504,0.69,0.87,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
80240,Denver,39.8095,-105.1393,0.79,0.69,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37201,Nashville,36.0208,-86.6646,-0.9,-0.71,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37202,Nashville,36.0437,-86.8936,-1.0,-0.79,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37203,Nashville,36.2552,-86.9376,-0.81,-0.86,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37204,Nashville,36.061,-86.7206,-0.84,-1.01,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37205,Nashville,36.273,-86.7606,-0.99,-0.84,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37206,Nashville,36.0539,-86.9444,-0.8,-1.0,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37207,Nashville,36.1991,-86.8882,-0.77,-0.79,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37208,Nashville,36.1133,-86.8843,-0.82,-0.81,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37209,Nashville,36.0776,-86.7782,-0.93,-0.84,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37210,Nashville,36.0648,-86.7019,-0.81,-0.85,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37211,Nashville,36.1831,-86.7614,-0.92,-0.83,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37212,Nashville,36.2249,-86.8918,-0.88,-0.84,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37213,Nashville,36.1193,-86.6146,-1.04,-0.96,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37214,Nashville,36.2372,-86.9343,-0.91,-0.74,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37215,Nashville,36.1308,-86.804,-0.78,-0.92,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37216,Nashville,36.1976,-86.8175,-0.84,-0.74,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37217,Nashville,36.047,-86.7987,-0.8,-0.96,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37218,Nashville,36.0669,-86.7894,-0.81,-0.84,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37219,Nashville,36.2677,-86.8998,-0.94,-0.79,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37220,Nashville,36.0888,-86.7075,-1.0,-0.86,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37221,Nashville,36.0932,-86.8885,-0.91,-0.76,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37222,Nashville,36.0957,-86.7309,-0.79,-0.85,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37223,Nashville,36.1804,-86.9233,-0.76,-0.92,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37224,Nashville,36.1991,-86.8106,-0.97,-0.99,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37225,Nashville,36.0932,-86.9133,-0.87,-0.86,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37226,Nashville,36.0599,-86.712,-0.84,-0.92,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37227,Nashville,36.2288,-86.9448,-0.86,-0.94,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37228,Nashville,36.032,-86.7091,-1.02,-1.0,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37229,Nashville,36.0883,-86.6111,-0.8,-0.89,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37230,Nashville,36.1872,-86.8513,-0.83,-0.97,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37231,Nashville,36.2605,-86.9274,-0.8,-0.78,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37232,Nashville,36.2478,-86.6341,-0.97,-0.86,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37233,Nashville,36.3052,-86.6856,-1.01,-0.97,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37234,Nashville,36.0397,-86.6274,-1.02,-0.89,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
37235,Nashville,36.1547,-86.957,-1.0,-0.85,Declining,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73101,Oklahoma City,35.6037,-97.591,2.49,3.1,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73102,Oklahoma City,35.4681,-97.3571,3.19,2.93,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73103,Oklahoma City,35.4548,-97.6706,2.61,2.51,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73104,Oklahoma City,35.4168,-97.4255,2.97,2.2,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73105,Oklahoma City,35.4295,-97.4105,2.78,2.99,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73106,Oklahoma City,35.5475,-97.6195,2.63,2.94,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73107,Oklahoma City,35.5533,-97.6583,2.9,2.62,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73108,Oklahoma City,35.3279,-97.5559,2.6,2.27,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73109,Oklahoma City,35.4958,-97.3883,2.9,2.89,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73110,Oklahoma City,35.4209,-97.4156,2.75,2.93,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73111,Oklahoma City,35.5567,-97.6376,2.9,3.06,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73112,Oklahoma City,35.3984,-97.5047,2.99,2.59,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73113,Oklahoma City,35.5518,-97.4942,2.81,2.37,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73114,Oklahoma City,35.3548,-97.4308,2.85,2.37,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73115,Oklahoma City,35.5467,-97.4573,2.31,2.45,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73116,Oklahoma City,35.4305,-97.5983,2.89,2.61,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73117,Oklahoma City,35.5923,-97.652,3.05,3.09,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73118,Oklahoma City,35.3641,-97.637,2.5,2.66,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73119,Oklahoma City,35.5716,-97.4115,3.29,2.32,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73120,Oklahoma City,35.4239,-97.5125,2.42,2.55,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73121,Oklahoma City,35.3321,-97.6073,2.69,2.36,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73122,Oklahoma City,35.3422,-97.6863,2.82,2.8,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73123,Oklahoma City,35.4703,-97.5255,2.77,3.05,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73124,Oklahoma City,35.4068,-97.4963,3.25,2.69,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
73125,Oklahoma City,35.336,-97.5992,2.47,3.07,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
20001,DC Metro,38.8522,-76.9887,3.05,2.95,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
20002,DC Metro,39.0445,-77.0157,3.15,2.55,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
20003,DC Metro,38.9831,-77.2136,2.81,2.51,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
20004,DC Metro,38.9602,-77.0049,2.33,2.42,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
20005,DC Metro,38.9425,-77.149,2.6,2.66,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
20006,DC Metro,39.0088,-77.1003,2.52,3.11,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
20007,DC Metro,38.872,-76.8676,3.3,2.45,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
20008,DC Metro,38.9171,-76.9756,2.45,2.57,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
20009,DC Metro,38.7857,-77.0455,2.41,2.26,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
20010,DC Metro,38.7584,-76.9012,3.2,3.06,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
20011,DC Metro,38.794,-77.2078,2.88,2.33,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
20012,DC Metro,38.7665,-76.9568,2.78,2.81,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
20013,DC Metro,38.9812,-76.995,3.19,2.56,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
20014,DC Metro,39.0348,-77.0962,3.02,3.03,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
20015,DC Metro,38.9911,-77.1869,2.79,3.01,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
20016,DC Metro,38.8253,-76.9366,2.35,2.45,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
20017,DC Metro,38.9662,-76.977,2.93,2.19,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
