zip_code,metro,lat,lng,job_growth_yoy_pct,unemployment_rate_pct,top_growth_sector,data_source,as_of_date,source_url
94116,Bay Area,37.7022,-122.4266,1.07,4.67,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94117,Bay Area,37.645,-122.3776,1.04,4.28,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94118,Bay Area,37.7614,-122.3274,1.29,4.91,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94119,Bay Area,37.864,-122.4847,1.33,4.72,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94120,Bay Area,37.8643,-122.4794,1.17,3.51,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94121,Bay Area,37.7922,-122.4425,1.03,3.72,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94122,Bay Area,37.7784,-122.5458,1.16,3.46,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94123,Bay Area,37.8375,-122.478,1.16,3.49,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94124,Bay Area,37.8922,-122.2964,1.07,3.86,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94125,Bay Area,37.7645,-122.2409,0.99,4.89,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94126,Bay Area,37.7961,-122.354,1.41,3.61,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94127,Bay Area,37.902,-122.5564,1.15,3.64,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94128,Bay Area,37.7055,-122.481,1.29,3.59,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94129,Bay Area,37.8004,-122.5673,1.12,4.22,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94130,Bay Area,37.63,-122.2554,1.2,3.57,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94131,Bay Area,37.7703,-122.4485,1.19,3.91,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94132,Bay Area,37.7415,-122.4854,1.36,4.59,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94133,Bay Area,37.675,-122.257,1.34,4.73,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94134,Bay Area,37.8135,-122.358,1.34,4.82,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94135,Bay Area,37.6511,-122.5827,1.03,4.65,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94136,Bay Area,37.7382,-122.2633,1.02,4.06,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94137,Bay Area,37.6763,-122.4566,1.22,3.49,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94138,Bay Area,37.8736,-122.5811,1.22,4.22,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94139,Bay Area,37.7895,-122.586,1.02,3.46,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94140,Bay Area,37.9139,-122.486,1.06,3.58,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94141,Bay Area,37.8758,-122.3879,0.99,3.99,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94142,Bay Area,37.6422,-122.3426,1.37,3.94,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94143,Bay Area,37.8082,-122.5795,1.2,4.58,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94144,Bay Area,37.8858,-122.281,1.2,4.59,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
94145,Bay Area,37.6432,-122.5209,1.05,3.74,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78701,Austin,30.3382,-97.6172,3.91,3.4,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78702,Austin,30.3313,-97.9187,3.92,3.09,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78703,Austin,30.3588,-97.7992,3.05,3.37,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78704,Austin,30.3485,-97.5735,3.9,3.51,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78705,Austin,30.192,-97.6333,3.13,2.8,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78706,Austin,30.2236,-97.5862,3.68,3.74,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78707,Austin,30.1727,-97.7459,3.23,3.75,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78708,Austin,30.3636,-97.907,3.81,3.01,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78709,Austin,30.2667,-97.9021,4.12,3.44,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78710,Austin,30.2586,-97.6572,3.19,3.27,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78711,Austin,30.253,-97.78,3.25,3.18,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78712,Austin,30.1884,-97.7832,3.94,3.1,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78713,Austin,30.2819,-97.9136,3.92,3.19,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78714,Austin,30.3681,-97.8602,3.67,3.03,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78715,Austin,30.1509,-97.7203,3.36,2.63,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78716,Austin,30.1242,-97.8795,3.04,3.16,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78717,Austin,30.2849,-97.85,3.71,3.54,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78718,Austin,30.3486,-97.9174,3.88,3.09,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78719,Austin,30.1984,-97.6438,3.04,2.93,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78720,Austin,30.3247,-97.909,2.97,3.46,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78721,Austin,30.4068,-97.5869,2.96,3.09,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78722,Austin,30.3546,-97.6028,3.47,2.96,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78723,Austin,30.2531,-97.7371,3.86,2.75,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78724,Austin,30.3978,-97.7357,3.07,2.67,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78725,Austin,30.1486,-97.7035,3.66,2.83,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78726,Austin,30.2222,-97.8281,3.28,2.82,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78727,Austin,30.3423,-97.6881,3.62,3.24,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78728,Austin,30.406,-97.6199,3.11,3.18,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78729,Austin,30.2176,-97.822,3.12,3.41,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78730,Austin,30.273,-97.8927,3.86,3.23,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78731,Austin,30.3084,-97.8457,3.99,3.77,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78732,Austin,30.2595,-97.8916,4.02,2.75,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78733,Austin,30.2881,-97.6756,3.05,2.7,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78734,Austin,30.2303,-97.7673,3.83,3.25,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78735,Austin,30.254,-97.8311,3.19,2.92,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78736,Austin,30.2918,-97.5715,3.09,3.55,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78737,Austin,30.1935,-97.6166,3.32,3.7,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78738,Austin,30.1819,-97.8828,3.84,2.92,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78739,Austin,30.3529,-97.7689,2.91,3.62,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
78740,Austin,30.1443,-97.9126,3.57,3.57,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32201,Jacksonville,30.2629,-81.7066,2.63,4.14,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32202,Jacksonville,30.3536,-81.713,2.63,3.83,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32203,Jacksonville,30.2064,-81.5933,2.26,3.8,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32204,Jacksonville,30.4018,-81.7388,2.47,3.94,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32205,Jacksonville,30.4381,-81.6621,2.64,3.19,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32206,Jacksonville,30.2515,-81.6968,2.44,4.14,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32207,Jacksonville,30.4142,-81.5678,2.79,4.02,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32208,Jacksonville,30.3669,-81.4937,2.46,4.13,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32209,Jacksonville,30.4213,-81.665,2.34,3.59,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32210,Jacksonville,30.2271,-81.7224,2.05,3.4,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32211,Jacksonville,30.3834,-81.7213,2.6,3.6,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32212,Jacksonville,30.3236,-81.7828,2.26,3.64,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32213,Jacksonville,30.3573,-81.7082,2.52,4.29,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32214,Jacksonville,30.4087,-81.4792,2.93,3.84,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32215,Jacksonville,30.4052,-81.681,2.15,3.84,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32216,Jacksonville,30.4745,-81.8128,2.38,4.2,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32217,Jacksonville,30.4096,-81.7954,2.08,3.74,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32218,Jacksonville,30.382,-81.6248,2.85,3.42,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32219,Jacksonville,30.4004,-81.6533,2.63,3.13,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32220,Jacksonville,30.4471,-81.5603,2.73,4.17,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32221,Jacksonville,30.3411,-81.5136,2.59,3.43,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32222,Jacksonville,30.4014,-81.521,2.37,3.54,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32223,Jacksonville,30.2715,-81.7715,2.89,3.62,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32224,Jacksonville,30.2841,-81.6254,2.8,4.08,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32225,Jacksonville,30.405,-81.5688,2.25,3.88,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32226,Jacksonville,30.2109,-81.812,2.53,3.24,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32227,Jacksonville,30.2571,-81.7746,2.23,4.15,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32228,Jacksonville,30.4455,-81.6666,2.41,3.93,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32229,Jacksonville,30.2369,-81.8232,2.42,4.4,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
32230,Jacksonville,30.1929,-81.8011,2.14,3.3,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43201,Columbus,39.897,-82.8522,2.38,4.24,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43202,Columbus,39.8117,-83.0635,2.39,4.09,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43203,Columbus,40.0196,-82.836,3.13,4.4,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43204,Columbus,40.0713,-82.9791,2.38,3.9,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43205,Columbus,39.9719,-82.9473,3.22,4.5,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43206,Columbus,39.9328,-82.8808,2.86,3.71,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43207,Columbus,39.8396,-83.0801,3.25,3.28,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43208,Columbus,39.9781,-83.1652,2.77,3.52,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43209,Columbus,39.8779,-82.9828,3.01,4.18,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43210,Columbus,39.8746,-83.1787,3.3,3.98,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43211,Columbus,39.8289,-82.9277,2.92,3.46,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43212,Columbus,40.0568,-83.028,2.53,3.29,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43213,Columbus,40.071,-83.1016,2.47,3.89,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43214,Columbus,39.8448,-82.9857,3.25,4.48,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43215,Columbus,39.9024,-82.8522,2.77,4.45,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43216,Columbus,40.0265,-82.8439,3.26,3.93,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43217,Columbus,39.9135,-83.0775,2.71,4.05,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43218,Columbus,40.0169,-83.0315,2.41,3.71,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43219,Columbus,39.8485,-82.8873,2.73,4.18,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43220,Columbus,39.8452,-83.0673,2.81,3.25,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43221,Columbus,39.9889,-82.939,2.65,3.54,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43222,Columbus,39.9443,-83.0074,2.8,3.78,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43223,Columbus,40.0075,-82.9615,2.55,3.58,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43224,Columbus,39.9804,-82.8342,3.29,4.22,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43225,Columbus,39.8397,-82.8365,2.7,3.26,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43226,Columbus,39.8909,-83.0486,2.78,3.4,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43227,Columbus,40.0849,-83.0658,2.87,3.66,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43228,Columbus,39.9456,-82.8252,2.33,3.32,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43229,Columbus,39.9931,-83.1476,2.65,3.82,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43230,Columbus,39.8566,-83.1024,3.29,4.01,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43231,Columbus,39.926,-83.0788,2.38,3.5,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43232,Columbus,39.9156,-82.9289,3.23,3.76,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43233,Columbus,40.0732,-83.1598,2.46,3.71,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43234,Columbus,39.9025,-83.1296,2.69,3.62,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
43235,Columbus,40.0553,-83.0767,2.32,4.35,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28201,Charlotte,35.114,-80.9609,2.99,3.65,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28202,Charlotte,35.2349,-80.7388,3.57,4.05,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28203,Charlotte,35.3304,-81.0086,2.57,4.17,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28204,Charlotte,35.2807,-80.8843,2.85,3.47,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28205,Charlotte,35.2993,-80.8051,2.69,4.26,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28206,Charlotte,35.1703,-80.9353,3.48,4.26,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28207,Charlotte,35.0789,-80.9889,2.55,3.72,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28208,Charlotte,35.2953,-80.8903,3.1,4.3,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28209,Charlotte,35.1328,-80.8814,2.59,4.47,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28210,Charlotte,35.2871,-80.8476,2.93,3.8,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28211,Charlotte,35.1844,-80.7765,2.85,4.08,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28212,Charlotte,35.0849,-80.767,3.39,3.76,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28213,Charlotte,35.1226,-80.9349,2.64,3.38,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28214,Charlotte,35.0786,-80.9486,3.41,4.34,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28215,Charlotte,35.1748,-80.8935,3.2,4.01,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28216,Charlotte,35.3338,-80.7734,3.02,3.26,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28217,Charlotte,35.146,-80.7171,3.1,3.4,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28218,Charlotte,35.3371,-80.9789,3.42,4.29,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28219,Charlotte,35.2189,-80.8338,2.78,3.99,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28220,Charlotte,35.3229,-81.0049,3.03,3.8,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28221,Charlotte,35.1368,-80.6844,3.44,4.04,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28222,Charlotte,35.3012,-80.9534,2.58,4.08,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28223,Charlotte,35.1556,-80.7174,3.21,3.44,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28224,Charlotte,35.1506,-80.9397,3.0,4.26,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28225,Charlotte,35.0836,-80.702,3.63,4.29,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28226,Charlotte,35.3561,-81.0101,2.72,3.77,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28227,Charlotte,35.1523,-81.0029,3.19,3.43,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28228,Charlotte,35.3138,-80.9725,2.79,3.89,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28229,Charlotte,35.1326,-80.6913,2.71,3.38,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28230,Charlotte,35.1131,-80.7382,2.91,4.45,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28231,Charlotte,35.2488,-80.91,3.08,3.84,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28232,Charlotte,35.1105,-80.9699,3.57,3.93,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28233,Charlotte,35.2,-80.9636,2.78,3.48,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28234,Charlotte,35.1898,-80.8272,2.62,4.22,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28235,Charlotte,35.3317,-80.9685,3.2,3.43,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28236,Charlotte,35.132,-80.9687,2.84,3.97,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28237,Charlotte,35.0896,-80.7634,2.9,3.75,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28238,Charlotte,35.0773,-80.8534,2.93,3.37,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28239,Charlotte,35.2769,-80.8749,3.41,3.56,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
28240,Charlotte,35.2606,-81.0069,3.65,4.48,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46201,Indianapolis,39.818,-86.2891,2.27,3.25,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46202,Indianapolis,39.7269,-86.2056,2.32,3.4,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46203,Indianapolis,39.6224,-86.0448,2.1,3.62,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46204,Indianapolis,39.7655,-86.087,2.77,3.7,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46205,Indianapolis,39.6699,-86.0599,2.22,3.46,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46206,Indianapolis,39.9067,-86.0748,2.41,3.22,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46207,Indianapolis,39.6444,-86.2115,2.21,3.25,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46208,Indianapolis,39.6796,-86.0884,2.33,3.4,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46209,Indianapolis,39.7959,-86.2879,2.57,3.81,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46210,Indianapolis,39.7777,-86.026,2.7,3.06,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46211,Indianapolis,39.7722,-86.1321,2.21,3.95,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46212,Indianapolis,39.7517,-86.2824,2.41,4.09,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46213,Indianapolis,39.6656,-86.1348,2.63,3.1,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46214,Indianapolis,39.7742,-86.0613,2.83,3.7,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46215,Indianapolis,39.8959,-86.0608,2.39,3.84,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46216,Indianapolis,39.8445,-86.27,2.21,4.03,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46217,Indianapolis,39.7732,-86.0725,2.81,4.04,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46218,Indianapolis,39.7687,-85.9884,2.06,3.59,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46219,Indianapolis,39.6651,-86.1852,2.1,4.02,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46220,Indianapolis,39.7833,-86.0479,2.5,3.71,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46221,Indianapolis,39.773,-85.9968,2.21,3.4,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46222,Indianapolis,39.6397,-86.2797,2.21,3.85,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46223,Indianapolis,39.8894,-86.2675,2.47,3.96,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46224,Indianapolis,39.7344,-86.0993,2.29,3.71,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46225,Indianapolis,39.8196,-86.19,2.4,3.27,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46226,Indianapolis,39.7708,-86.2166,2.55,3.49,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46227,Indianapolis,39.8156,-86.3179,2.15,3.61,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46228,Indianapolis,39.6766,-86.1958,2.79,4.03,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46229,Indianapolis,39.8318,-86.2823,2.3,3.11,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
46230,Indianapolis,39.9109,-86.2648,2.59,2.95,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
98101,Seattle,47.4979,-122.3808,2.47,3.52,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
98102,Seattle,47.5801,-122.2696,1.97,3.49,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
