zip_code,metro,lat,lng,units_delivered_12mo,pct_class_a,pct_class_b,pct_class_c,data_source,as_of_date,source_url
43233,Columbus,40.0732,-83.1598,265,61.5,32.09,9.61,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
43234,Columbus,39.9025,-83.1296,232,69.02,26.29,9.52,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
43235,Columbus,40.0553,-83.0767,284,64.29,24.44,9.28,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28201,Charlotte,35.114,-80.9609,444,54.36,28.65,9.04,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28202,Charlotte,35.2349,-80.7388,501,51.85,26.18,9.97,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28203,Charlotte,35.3304,-81.0086,500,60.92,29.65,9.45,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28204,Charlotte,35.2807,-80.8843,530,61.18,28.59,7.88,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28205,Charlotte,35.2993,-80.8051,544,70.49,25.94,8.1,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28206,Charlotte,35.1703,-80.9353,423,59.07,26.55,9.9,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28207,Charlotte,35.0789,-80.9889,526,59.94,25.05,7.76,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28208,Charlotte,35.2953,-80.8903,544,63.75,26.47,7.9,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28209,Charlotte,35.1328,-80.8814,488,62.48,31.49,8.77,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28210,Charlotte,35.2871,-80.8476,403,59.45,32.48,9.72,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28211,Charlotte,35.1844,-80.7765,385,56.18,32.37,9.51,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28212,Charlotte,35.0849,-80.767,440,62.06,26.78,10.55,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28213,Charlotte,35.1226,-80.9349,419,58.56,26.05,7.8,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28214,Charlotte,35.0786,-80.9486,522,70.96,24.01,9.48,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28215,Charlotte,35.1748,-80.8935,392,69.61,26.54,9.92,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28216,Charlotte,35.3338,-80.7734,467,73.09,29.86,8.44,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28217,Charlotte,35.146,-80.7171,526,69.66,30.14,10.04,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28218,Charlotte,35.3371,-80.9789,393,73.75,30.51,8.95,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28219,Charlotte,35.2189,-80.8338,410,67.22,31.93,9.4,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28220,Charlotte,35.3229,-81.0049,455,64.91,24.73,8.33,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28221,Charlotte,35.1368,-80.6844,434,72.08,27.8,9.4,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28222,Charlotte,35.3012,-80.9534,438,67.79,30.6,7.67,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28223,Charlotte,35.1556,-80.7174,434,55.84,28.35,9.52,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28224,Charlotte,35.1506,-80.9397,478,54.3,25.94,8.82,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28225,Charlotte,35.0836,-80.702,477,58.18,30.54,8.97,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28226,Charlotte,35.3561,-81.0101,547,55.24,32.72,9.71,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28227,Charlotte,35.1523,-81.0029,421,65.05,28.52,8.37,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28228,Charlotte,35.3138,-80.9725,445,51.31,26.01,8.29,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28229,Charlotte,35.1326,-80.6913,531,73.56,26.09,9.2,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28230,Charlotte,35.1131,-80.7382,440,71.46,29.4,9.51,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28231,Charlotte,35.2488,-80.91,536,57.54,31.56,10.13,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28232,Charlotte,35.1105,-80.9699,418,58.64,33.59,10.09,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28233,Charlotte,35.2,-80.9636,382,54.91,23.47,8.96,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28234,Charlotte,35.1898,-80.8272,466,70.32,24.97,8.47,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28235,Charlotte,35.3317,-80.9685,393,65.78,29.79,8.67,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28236,Charlotte,35.132,-80.9687,522,52.47,24.85,7.67,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28237,Charlotte,35.0896,-80.7634,410,67.13,29.83,9.11,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28238,Charlotte,35.0773,-80.8534,534,60.05,32.48,8.27,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28239,Charlotte,35.2769,-80.8749,423,67.65,31.91,7.71,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
28240,Charlotte,35.2606,-81.0069,530,51.37,30.1,8.68,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46201,Indianapolis,39.818,-86.2891,184,60.88,28.18,9.56,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46202,Indianapolis,39.7269,-86.2056,170,67.81,30.53,9.8,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46203,Indianapolis,39.6224,-86.0448,160,67.98,31.03,7.69,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46204,Indianapolis,39.7655,-86.087,177,52.62,24.39,9.22,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46205,Indianapolis,39.6699,-86.0599,191,64.62,24.88,9.76,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46206,Indianapolis,39.9067,-86.0748,186,67.54,25.93,9.98,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46207,Indianapolis,39.6444,-86.2115,154,64.89,31.87,7.92,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46208,Indianapolis,39.6796,-86.0884,193,54.36,30.01,7.83,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46209,Indianapolis,39.7959,-86.2879,154,57.05,30.86,10.24,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46210,Indianapolis,39.7777,-86.026,203,56.94,24.09,8.86,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46211,Indianapolis,39.7722,-86.1321,171,58.79,26.23,7.78,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46212,Indianapolis,39.7517,-86.2824,172,72.07,28.92,8.44,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46213,Indianapolis,39.6656,-86.1348,198,65.38,31.2,8.87,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46214,Indianapolis,39.7742,-86.0613,172,52.67,25.97,9.82,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46215,Indianapolis,39.8959,-86.0608,157,64.7,25.45,7.74,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46216,Indianapolis,39.8445,-86.27,205,61.5,27.09,10.01,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46217,Indianapolis,39.7732,-86.0725,178,60.67,28.91,8.17,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46218,Indianapolis,39.7687,-85.9884,178,61.57,32.06,7.68,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46219,Indianapolis,39.6651,-86.1852,174,60.8,23.6,8.87,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46220,Indianapolis,39.7833,-86.0479,147,72.57,27.02,7.74,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46221,Indianapolis,39.773,-85.9968,173,73.05,29.71,7.68,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46222,Indianapolis,39.6397,-86.2797,170,69.14,33.54,7.46,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46223,Indianapolis,39.8894,-86.2675,177,55.55,29.31,9.26,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46224,Indianapolis,39.7344,-86.0993,205,56.2,24.62,8.81,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46225,Indianapolis,39.8196,-86.19,192,51.61,27.87,9.46,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46226,Indianapolis,39.7708,-86.2166,148,70.93,28.16,7.55,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46227,Indianapolis,39.8156,-86.3179,186,58.42,24.56,8.31,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46228,Indianapolis,39.6766,-86.1958,202,62.29,24.44,9.79,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46229,Indianapolis,39.8318,-86.2823,180,52.24,24.45,9.93,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
46230,Indianapolis,39.9109,-86.2648,177,68.86,30.69,9.13,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98101,Seattle,47.4979,-122.3808,340,57.66,25.54,9.85,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98102,Seattle,47.5801,-122.2696,391,63.94,26.89,8.59,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98103,Seattle,47.6485,-122.1809,452,68.96,25.56,8.97,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98104,Seattle,47.7062,-122.5068,333,61.04,24.03,9.71,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98105,Seattle,47.4843,-122.1605,356,59.74,29.11,9.28,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98106,Seattle,47.7263,-122.1912,352,51.5,33.32,10.17,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98107,Seattle,47.659,-122.3495,353,52.59,26.34,9.53,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98108,Seattle,47.6168,-122.4704,447,63.68,23.7,9.31,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98109,Seattle,47.7366,-122.4055,340,71.42,27.04,8.12,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98110,Seattle,47.6062,-122.2585,437,52.05,31.76,8.77,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98111,Seattle,47.4864,-122.2214,325,57.77,23.5,8.19,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98112,Seattle,47.5813,-122.3599,385,69.26,23.45,9.5,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98113,Seattle,47.7045,-122.3161,415,60.55,30.51,10.47,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98114,Seattle,47.7105,-122.4683,408,59.53,23.43,7.93,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98115,Seattle,47.4769,-122.3493,392,56.38,24.63,7.81,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98116,Seattle,47.6752,-122.3707,391,68.48,30.46,10.3,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98117,Seattle,47.5965,-122.2721,352,53.89,32.52,9.87,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98118,Seattle,47.5301,-122.153,390,60.27,25.41,7.96,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98119,Seattle,47.6787,-122.5039,395,64.05,31.36,7.65,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98120,Seattle,47.503,-122.4108,318,68.96,27.33,7.43,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98121,Seattle,47.6754,-122.3445,330,58.18,25.43,9.83,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98122,Seattle,47.5799,-122.1603,387,58.88,31.95,9.58,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98123,Seattle,47.4899,-122.3389,350,63.04,30.81,8.78,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98124,Seattle,47.5505,-122.3795,331,63.92,31.98,10.29,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98125,Seattle,47.6061,-122.2312,435,68.6,30.11,10.5,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98126,Seattle,47.6999,-122.3046,393,71.14,27.51,10.14,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98127,Seattle,47.457,-122.3199,321,66.85,32.53,10.19,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98128,Seattle,47.4624,-122.4788,386,57.81,27.22,10.21,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98129,Seattle,47.5938,-122.4359,429,53.27,24.29,10.11,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98130,Seattle,47.6215,-122.4707,397,54.11,25.43,8.78,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98131,Seattle,47.4666,-122.3512,399,60.14,25.4,9.18,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98132,Seattle,47.6181,-122.245,346,60.78,25.52,8.14,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98133,Seattle,47.4939,-122.4709,391,62.43,31.73,9.68,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98134,Seattle,47.5725,-122.3074,434,66.07,23.91,9.34,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98135,Seattle,47.7065,-122.4742,379,65.02,32.18,7.65,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98136,Seattle,47.6082,-122.3517,315,61.19,30.37,8.93,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98137,Seattle,47.6423,-122.509,330,52.32,23.66,9.75,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98138,Seattle,47.5649,-122.5058,343,58.06,30.69,8.47,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98139,Seattle,47.6434,-122.3681,412,55.98,26.97,8.91,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
98140,Seattle,47.6197,-122.3275,338,60.92,27.92,10.36,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80201,Denver,39.6256,-104.8904,269,66.96,31.55,9.49,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80202,Denver,39.7955,-105.1676,345,57.79,23.9,8.5,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80203,Denver,39.6205,-104.9694,354,55.59,27.04,10.41,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80204,Denver,39.6214,-104.8226,325,53.75,24.81,7.68,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80205,Denver,39.8852,-104.971,300,62.24,31.44,10.13,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80206,Denver,39.5892,-104.8225,295,62.97,27.3,8.09,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80207,Denver,39.7636,-105.0675,353,64.81,31.19,8.27,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80208,Denver,39.7129,-105.1077,324,69.09,28.45,7.74,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80209,Denver,39.7826,-105.024,279,52.75,28.5,10.21,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80210,Denver,39.7974,-104.8199,279,72.71,31.26,10.13,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80211,Denver,39.8421,-105.1424,269,66.78,28.49,9.66,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80212,Denver,39.7524,-105.0872,322,60.2,32.07,7.82,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80213,Denver,39.7777,-104.9079,342,52.6,27.43,8.84,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80214,Denver,39.6262,-105.0972,330,59.77,28.93,10.59,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80215,Denver,39.6144,-104.9171,318,57.42,25.71,8.46,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80216,Denver,39.8482,-105.1308,349,53.27,32.94,9.32,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80217,Denver,39.6421,-104.9933,298,72.75,32.12,10.08,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80218,Denver,39.87,-105.1205,326,56.98,29.78,10.23,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80219,Denver,39.7441,-104.9701,251,55.64,29.99,7.81,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80220,Denver,39.8626,-105.0258,279,62.11,30.45,9.97,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80221,Denver,39.6695,-104.8716,265,51.37,26.98,9.77,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80222,Denver,39.751,-105.0555,336,54.31,24.43,9.55,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80223,Denver,39.7075,-104.9194,252,62.32,27.14,10.48,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80224,Denver,39.6004,-104.9767,347,69.94,26.45,7.97,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80225,Denver,39.7674,-105.0961,256,61.87,23.4,9.6,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80226,Denver,39.8197,-104.8277,261,54.75,24.85,7.45,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80227,Denver,39.7255,-105.1182,302,64.29,30.83,9.49,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80228,Denver,39.7241,-104.8297,357,64.19,29.25,9.8,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80229,Denver,39.8002,-104.858,280,57.52,32.7,8.57,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80230,Denver,39.8066,-105.1441,257,56.97,28.64,10.13,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80231,Denver,39.7183,-105.0303,334,69.64,28.4,7.82,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80232,Denver,39.6139,-104.8504,323,62.1,31.65,8.11,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80233,Denver,39.8433,-104.9956,264,64.26,32.5,8.34,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80234,Denver,39.711,-104.9693,338,62.74,25.9,10.61,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80235,Denver,39.6442,-105.056,282,69.11,25.72,10.07,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80236,Denver,39.7299,-105.025,273,68.74,24.18,7.72,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80237,Denver,39.747,-105.0579,349,62.34,27.96,10.53,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80238,Denver,39.6272,-104.8347,264,67.35,26.8,9.13,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80239,Denver,39.7318,-104.8504,258,52.63,30.19,7.89,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
80240,Denver,39.8095,-105.1393,348,63.1,30.93,9.82,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37201,Nashville,36.0208,-86.6646,415,68.38,26.22,8.43,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37202,Nashville,36.0437,-86.8936,358,54.67,26.59,9.49,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37203,Nashville,36.2552,-86.9376,415,70.25,26.17,8.38,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37204,Nashville,36.061,-86.7206,346,62.53,29.65,7.44,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37205,Nashville,36.273,-86.7606,448,65.58,24.85,9.2,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37206,Nashville,36.0539,-86.9444,350,66.17,30.37,9.8,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37207,Nashville,36.1991,-86.8882,396,53.16,29.76,8.17,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37208,Nashville,36.1133,-86.8843,413,67.84,23.93,8.62,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37209,Nashville,36.0776,-86.7782,354,51.45,28.54,8.9,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37210,Nashville,36.0648,-86.7019,374,73.62,24.8,10.48,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37211,Nashville,36.1831,-86.7614,479,51.45,30.7,9.87,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37212,Nashville,36.2249,-86.8918,356,72.13,27.14,8.41,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37213,Nashville,36.1193,-86.6146,359,65.74,29.85,7.56,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37214,Nashville,36.2372,-86.9343,475,61.07,23.68,9.39,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37215,Nashville,36.1308,-86.804,368,64.77,27.94,9.84,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37216,Nashville,36.1976,-86.8175,365,51.77,30.71,7.76,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37217,Nashville,36.047,-86.7987,382,54.86,24.24,9.14,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37218,Nashville,36.0669,-86.7894,340,53.4,31.08,9.31,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37219,Nashville,36.2677,-86.8998,414,53.51,25.69,9.13,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37220,Nashville,36.0888,-86.7075,367,67.04,28.46,7.86,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37221,Nashville,36.0932,-86.8885,463,68.91,28.89,10.17,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37222,Nashville,36.0957,-86.7309,480,71.84,32.18,7.97,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37223,Nashville,36.1804,-86.9233,412,59.39,24.77,8.3,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37224,Nashville,36.1991,-86.8106,367,63.27,32.49,9.22,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37225,Nashville,36.0932,-86.9133,369,67.86,32.93,8.45,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37226,Nashville,36.0599,-86.712,467,63.68,23.97,8.98,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37227,Nashville,36.2288,-86.9448,383,65.51,32.0,10.6,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37228,Nashville,36.032,-86.7091,366,72.35,26.78,7.62,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37229,Nashville,36.0883,-86.6111,450,67.91,29.86,10.26,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37230,Nashville,36.1872,-86.8513,445,58.24,31.48,8.78,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37231,Nashville,36.2605,-86.9274,407,54.05,31.73,8.37,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37232,Nashville,36.2478,-86.6341,378,53.46,31.52,9.31,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37233,Nashville,36.3052,-86.6856,461,72.13,28.27,9.5,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37234,Nashville,36.0397,-86.6274,384,70.27,33.57,9.19,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
37235,Nashville,36.1547,-86.957,479,65.01,30.9,8.43,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
73101,Oklahoma City,35.6037,-97.591,131,54.74,24.71,7.76,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
73102,Oklahoma City,35.4681,-97.3571,107,59.11,25.7,7.4,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
73103,Oklahoma City,35.4548,-97.6706,131,69.23,31.53,8.73,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
73104,Oklahoma City,35.4168,-97.4255,122,66.26,32.87,9.54,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
73105,Oklahoma City,35.4295,-97.4105,98,59.52,30.77,8.85,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
73106,Oklahoma City,35.5475,-97.6195,125,54.05,24.72,10.38,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
73107,Oklahoma City,35.5533,-97.6583,129,52.83,23.8,9.76,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
73108,Oklahoma City,35.3279,-97.5559,100,57.71,33.58,9.68,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
73109,Oklahoma City,35.4958,-97.3883,121,52.02,23.42,9.2,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
73110,Oklahoma City,35.4209,-97.4156,110,73.27,24.06,8.42,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
73111,Oklahoma City,35.5567,-97.6376,124,70.28,32.67,8.16,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
73112,Oklahoma City,35.3984,-97.5047,106,63.98,25.91,9.77,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
73113,Oklahoma City,35.5518,-97.4942,117,70.02,29.54,9.69,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
73114,Oklahoma City,35.3548,-97.4308,107,66.51,29.87,9.46,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
73115,Oklahoma City,35.5467,-97.4573,122,65.21,30.6,8.2,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
73116,Oklahoma City,35.4305,-97.5983,103,61.13,25.28,8.03,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
73117,Oklahoma City,35.5923,-97.652,122,64.93,29.39,9.45,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
73118,Oklahoma City,35.3641,-97.637,106,64.28,28.08,9.69,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
