zip_code,metro,lat,lng,pct_age_25_34,pct_age_18_34,college_educated_pct,data_source,as_of_date,source_url
94132,Bay Area,37.7415,-122.4854,13.33,25.79,32.82,US Census ACS,2023,https://data.census.gov
94133,Bay Area,37.675,-122.257,12.36,26.22,33.71,US Census ACS,2023,https://data.census.gov
94134,Bay Area,37.8135,-122.358,14.56,24.94,36.65,US Census ACS,2023,https://data.census.gov
94135,Bay Area,37.6511,-122.5827,15.9,18.89,39.62,US Census ACS,2023,https://data.census.gov
94136,Bay Area,37.7382,-122.2633,14.68,23.54,38.19,US Census ACS,2023,https://data.census.gov
94137,Bay Area,37.6763,-122.4566,12.07,20.32,38.12,US Census ACS,2023,https://data.census.gov
94138,Bay Area,37.8736,-122.5811,13.7,19.96,32.35,US Census ACS,2023,https://data.census.gov
94139,Bay Area,37.7895,-122.586,15.29,22.83,36.08,US Census ACS,2023,https://data.census.gov
94140,Bay Area,37.9139,-122.486,16.18,25.55,38.13,US Census ACS,2023,https://data.census.gov
94141,Bay Area,37.8758,-122.3879,11.88,25.63,35.55,US Census ACS,2023,https://data.census.gov
94142,Bay Area,37.6422,-122.3426,15.38,24.53,41.31,US Census ACS,2023,https://data.census.gov
94143,Bay Area,37.8082,-122.5795,14.67,22.43,41.32,US Census ACS,2023,https://data.census.gov
94144,Bay Area,37.8858,-122.281,14.47,22.85,36.34,US Census ACS,2023,https://data.census.gov
94145,Bay Area,37.6432,-122.5209,15.8,20.47,39.41,US Census ACS,2023,https://data.census.gov
78701,Austin,30.3382,-97.6172,14.74,18.84,39.26,US Census ACS,2023,https://data.census.gov
78702,Austin,30.3313,-97.9187,16.74,18.94,35.64,US Census ACS,2023,https://data.census.gov
78703,Austin,30.3588,-97.7992,16.54,21.08,34.54,US Census ACS,2023,https://data.census.gov
78704,Austin,30.3485,-97.5735,13.19,23.92,36.96,US Census ACS,2023,https://data.census.gov
78705,Austin,30.192,-97.6333,12.7,19.48,37.72,US Census ACS,2023,https://data.census.gov
78706,Austin,30.2236,-97.5862,15.77,25.24,37.04,US Census ACS,2023,https://data.census.gov
78707,Austin,30.1727,-97.7459,13.35,18.66,31.83,US Census ACS,2023,https://data.census.gov
78708,Austin,30.3636,-97.907,15.24,22.18,32.38,US Census ACS,2023,https://data.census.gov
78709,Austin,30.2667,-97.9021,15.83,25.51,31.86,US Census ACS,2023,https://data.census.gov
78710,Austin,30.2586,-97.6572,16.05,22.59,38.76,US Census ACS,2023,https://data.census.gov
78711,Austin,30.253,-97.78,15.14,20.81,43.55,US Census ACS,2023,https://data.census.gov
78712,Austin,30.1884,-97.7832,13.8,20.85,40.34,US Census ACS,2023,https://data.census.gov
78713,Austin,30.2819,-97.9136,16.41,25.42,43.07,US Census ACS,2023,https://data.census.gov
78714,Austin,30.3681,-97.8602,12.93,24.37,32.53,US Census ACS,2023,https://data.census.gov
78715,Austin,30.1509,-97.7203,12.98,22.64,42.68,US Census ACS,2023,https://data.census.gov
78716,Austin,30.1242,-97.8795,11.8,25.52,39.06,US Census ACS,2023,https://data.census.gov
78717,Austin,30.2849,-97.85,13.3,20.83,42.88,US Census ACS,2023,https://data.census.gov
78718,Austin,30.3486,-97.9174,16.33,21.67,39.89,US Census ACS,2023,https://data.census.gov
78719,Austin,30.1984,-97.6438,15.1,19.35,38.25,US Census ACS,2023,https://data.census.gov
78720,Austin,30.3247,-97.909,14.15,19.34,33.27,US Census ACS,2023,https://data.census.gov
78721,Austin,30.4068,-97.5869,15.2,21.73,44.82,US Census ACS,2023,https://data.census.gov
78722,Austin,30.3546,-97.6028,13.23,23.51,44.22,US Census ACS,2023,https://data.census.gov
78723,Austin,30.2531,-97.7371,12.91,24.26,40.1,US Census ACS,2023,https://data.census.gov
78724,Austin,30.3978,-97.7357,14.37,25.25,41.86,US Census ACS,2023,https://data.census.gov
78725,Austin,30.1486,-97.7035,13.18,24.28,36.81,US Census ACS,2023,https://data.census.gov
78726,Austin,30.2222,-97.8281,12.95,24.0,42.66,US Census ACS,2023,https://data.census.gov
78727,Austin,30.3423,-97.6881,16.53,24.62,37.74,US Census ACS,2023,https://data.census.gov
78728,Austin,30.406,-97.6199,12.0,24.51,35.06,US Census ACS,2023,https://data.census.gov
78729,Austin,30.2176,-97.822,16.74,20.21,33.26,US Census ACS,2023,https://data.census.gov
78730,Austin,30.273,-97.8927,13.91,25.57,43.54,US Census ACS,2023,https://data.census.gov
78731,Austin,30.3084,-97.8457,16.47,19.85,36.92,US Census ACS,2023,https://data.census.gov
78732,Austin,30.2595,-97.8916,12.2,25.65,35.07,US Census ACS,2023,https://data.census.gov
78733,Austin,30.2881,-97.6756,12.88,25.19,38.76,US Census ACS,2023,https://data.census.gov
78734,Austin,30.2303,-97.7673,13.87,26.33,44.22,US Census ACS,2023,https://data.census.gov
78735,Austin,30.254,-97.8311,14.4,23.32,38.14,US Census ACS,2023,https://data.census.gov
78736,Austin,30.2918,-97.5715,15.44,23.81,38.32,US Census ACS,2023,https://data.census.gov
78737,Austin,30.1935,-97.6166,15.93,24.57,39.42,US Census ACS,2023,https://data.census.gov
78738,Austin,30.1819,-97.8828,16.37,22.15,44.26,US Census ACS,2023,https://data.census.gov
78739,Austin,30.3529,-97.7689,13.39,19.0,36.23,US Census ACS,2023,https://data.census.gov
78740,Austin,30.1443,-97.9126,15.13,23.01,39.46,US Census ACS,2023,https://data.census.gov
32201,Jacksonville,30.2629,-81.7066,16.58,26.12,37.34,US Census ACS,2023,https://data.census.gov
32202,Jacksonville,30.3536,-81.713,12.15,22.06,39.49,US Census ACS,2023,https://data.census.gov
32203,Jacksonville,30.2064,-81.5933,12.9,24.43,43.83,US Census ACS,2023,https://data.census.gov
32204,Jacksonville,30.4018,-81.7388,13.49,20.05,39.37,US Census ACS,2023,https://data.census.gov
32205,Jacksonville,30.4381,-81.6621,15.05,19.85,36.33,US Census ACS,2023,https://data.census.gov
32206,Jacksonville,30.2515,-81.6968,16.2,22.78,43.31,US Census ACS,2023,https://data.census.gov
32207,Jacksonville,30.4142,-81.5678,13.87,25.13,42.28,US Census ACS,2023,https://data.census.gov
32208,Jacksonville,30.3669,-81.4937,11.94,21.79,44.37,US Census ACS,2023,https://data.census.gov
32209,Jacksonville,30.4213,-81.665,14.84,21.47,32.46,US Census ACS,2023,https://data.census.gov
32210,Jacksonville,30.2271,-81.7224,14.69,26.13,32.44,US Census ACS,2023,https://data.census.gov
32211,Jacksonville,30.3834,-81.7213,13.39,20.58,34.11,US Census ACS,2023,https://data.census.gov
32212,Jacksonville,30.3236,-81.7828,14.27,20.68,35.87,US Census ACS,2023,https://data.census.gov
32213,Jacksonville,30.3573,-81.7082,13.85,22.28,33.41,US Census ACS,2023,https://data.census.gov
32214,Jacksonville,30.4087,-81.4792,13.05,23.44,41.08,US Census ACS,2023,https://data.census.gov
32215,Jacksonville,30.4052,-81.681,12.23,19.22,38.37,US Census ACS,2023,https://data.census.gov
32216,Jacksonville,30.4745,-81.8128,13.54,25.97,41.95,US Census ACS,2023,https://data.census.gov
32217,Jacksonville,30.4096,-81.7954,15.87,20.48,33.71,US Census ACS,2023,https://data.census.gov
32218,Jacksonville,30.382,-81.6248,15.46,22.92,39.78,US Census ACS,2023,https://data.census.gov
32219,Jacksonville,30.4004,-81.6533,11.75,26.14,44.65,US Census ACS,2023,https://data.census.gov
32220,Jacksonville,30.4471,-81.5603,12.96,21.07,39.3,US Census ACS,2023,https://data.census.gov
32221,Jacksonville,30.3411,-81.5136,15.1,23.06,40.94,US Census ACS,2023,https://data.census.gov
32222,Jacksonville,30.4014,-81.521,16.05,19.32,37.88,US Census ACS,2023,https://data.census.gov
32223,Jacksonville,30.2715,-81.7715,16.49,21.25,44.1,US Census ACS,2023,https://data.census.gov
32224,Jacksonville,30.2841,-81.6254,16.03,26.47,31.97,US Census ACS,2023,https://data.census.gov
32225,Jacksonville,30.405,-81.5688,12.9,22.21,31.81,US Census ACS,2023,https://data.census.gov
32226,Jacksonville,30.2109,-81.812,13.41,22.13,36.07,US Census ACS,2023,https://data.census.gov
32227,Jacksonville,30.2571,-81.7746,13.77,25.52,35.06,US Census ACS,2023,https://data.census.gov
32228,Jacksonville,30.4455,-81.6666,12.25,26.51,33.48,US Census ACS,2023,https://data.census.gov
32229,Jacksonville,30.2369,-81.8232,15.58,20.15,38.18,US Census ACS,2023,https://data.census.gov
32230,Jacksonville,30.1929,-81.8011,12.38,25.5,36.76,US Census ACS,2023,https://data.census.gov
43201,Columbus,39.897,-82.8522,13.85,21.46,36.63,US Census ACS,2023,https://data.census.gov
43202,Columbus,39.8117,-83.0635,14.69,19.43,35.4,US Census ACS,2023,https://data.census.gov
43203,Columbus,40.0196,-82.836,16.72,20.02,32.19,US Census ACS,2023,https://data.census.gov
43204,Columbus,40.0713,-82.9791,13.82,25.04,32.3,US Census ACS,2023,https://data.census.gov
43205,Columbus,39.9719,-82.9473,12.47,25.04,40.4,US Census ACS,2023,https://data.census.gov
43206,Columbus,39.9328,-82.8808,14.44,18.51,44.4,US Census ACS,2023,https://data.census.gov
43207,Columbus,39.8396,-83.0801,15.07,25.17,44.35,US Census ACS,2023,https://data.census.gov
43208,Columbus,39.9781,-83.1652,14.85,19.55,40.73,US Census ACS,2023,https://data.census.gov
43209,Columbus,39.8779,-82.9828,16.12,20.71,38.4,US Census ACS,2023,https://data.census.gov
43210,Columbus,39.8746,-83.1787,12.66,21.79,38.25,US Census ACS,2023,https://data.census.gov
43211,Columbus,39.8289,-82.9277,16.64,24.64,36.6,US Census ACS,2023,https://data.census.gov
43212,Columbus,40.0568,-83.028,12.88,23.18,41.3,US Census ACS,2023,https://data.census.gov
43213,Columbus,40.071,-83.1016,12.22,23.22,42.94,US Census ACS,2023,https://data.census.gov
43214,Columbus,39.8448,-82.9857,13.0,22.95,33.71,US Census ACS,2023,https://data.census.gov
43215,Columbus,39.9024,-82.8522,12.9,23.85,32.3,US Census ACS,2023,https://data.census.gov
43216,Columbus,40.0265,-82.8439,13.47,24.55,32.48,US Census ACS,2023,https://data.census.gov
43217,Columbus,39.9135,-83.0775,12.7,24.1,36.76,US Census ACS,2023,https://data.census.gov
43218,Columbus,40.0169,-83.0315,12.61,25.57,41.39,US Census ACS,2023,https://data.census.gov
43219,Columbus,39.8485,-82.8873,11.75,19.44,35.78,US Census ACS,2023,https://data.census.gov
43220,Columbus,39.8452,-83.0673,13.96,19.34,37.88,US Census ACS,2023,https://data.census.gov
43221,Columbus,39.9889,-82.939,11.77,25.13,39.51,US Census ACS,2023,https://data.census.gov
43222,Columbus,39.9443,-83.0074,16.26,19.95,33.93,US Census ACS,2023,https://data.census.gov
43223,Columbus,40.0075,-82.9615,15.9,23.82,37.14,US Census ACS,2023,https://data.census.gov
43224,Columbus,39.9804,-82.8342,12.38,23.38,34.09,US Census ACS,2023,https://data.census.gov
43225,Columbus,39.8397,-82.8365,14.84,21.29,38.78,US Census ACS,2023,https://data.census.gov
43226,Columbus,39.8909,-83.0486,16.21,25.27,41.18,US Census ACS,2023,https://data.census.gov
43227,Columbus,40.0849,-83.0658,15.25,19.4,38.28,US Census ACS,2023,https://data.census.gov
43228,Columbus,39.9456,-82.8252,16.41,20.01,45.05,US Census ACS,2023,https://data.census.gov
43229,Columbus,39.9931,-83.1476,13.68,26.04,31.66,US Census ACS,2023,https://data.census.gov
43230,Columbus,39.8566,-83.1024,13.66,19.3,33.15,US Census ACS,2023,https://data.census.gov
43231,Columbus,39.926,-83.0788,15.86,20.12,38.21,US Census ACS,2023,https://data.census.gov
43232,Columbus,39.9156,-82.9289,12.36,23.43,44.73,US Census ACS,2023,https://data.census.gov
43233,Columbus,40.0732,-83.1598,14.04,20.62,39.81,US Census ACS,2023,https://data.census.gov
43234,Columbus,39.9025,-83.1296,13.77,20.24,42.46,US Census ACS,2023,https://data.census.gov
43235,Columbus,40.0553,-83.0767,15.78,22.92,39.29,US Census ACS,2023,https://data.census.gov
28201,Charlotte,35.114,-80.9609,13.65,25.13,39.97,US Census ACS,2023,https://data.census.gov
28202,Charlotte,35.2349,-80.7388,16.7,23.83,36.48,US Census ACS,2023,https://data.census.gov
28203,Charlotte,35.3304,-81.0086,12.96,21.13,44.05,US Census ACS,2023,https://data.census.gov
28204,Charlotte,35.2807,-80.8843,13.56,19.22,43.91,US Census ACS,2023,https://data.census.gov
28205,Charlotte,35.2993,-80.8051,14.94,22.3,33.87,US Census ACS,2023,https://data.census.gov
28206,Charlotte,35.1703,-80.9353,15.37,19.84,45.07,US Census ACS,2023,https://data.census.gov
28207,Charlotte,35.0789,-80.9889,16.53,20.98,37.29,US Census ACS,2023,https://data.census.gov
28208,Charlotte,35.2953,-80.8903,12.45,19.94,36.9,US Census ACS,2023,https://data.census.gov
28209,Charlotte,35.1328,-80.8814,12.98,22.85,40.31,US Census ACS,2023,https://data.census.gov
28210,Charlotte,35.2871,-80.8476,13.37,22.65,39.82,US Census ACS,2023,https://data.census.gov
28211,Charlotte,35.1844,-80.7765,11.81,25.55,39.73,US Census ACS,2023,https://data.census.gov
28212,Charlotte,35.0849,-80.767,15.51,23.1,36.61,US Census ACS,2023,https://data.census.gov
28213,Charlotte,35.1226,-80.9349,15.36,21.48,44.01,US Census ACS,2023,https://data.census.gov
28214,Charlotte,35.0786,-80.9486,14.28,21.2,43.35,US Census ACS,2023,https://data.census.gov
28215,Charlotte,35.1748,-80.8935,11.87,23.69,39.35,US Census ACS,2023,https://data.census.gov
28216,Charlotte,35.3338,-80.7734,13.68,23.22,39.54,US Census ACS,2023,https://data.census.gov
28217,Charlotte,35.146,-80.7171,11.89,22.56,34.33,US Census ACS,2023,https://data.census.gov
28218,Charlotte,35.3371,-80.9789,15.94,20.63,44.76,US Census ACS,2023,https://data.census.gov
28219,Charlotte,35.2189,-80.8338,14.98,24.5,45.29,US Census ACS,2023,https://data.census.gov
28220,Charlotte,35.3229,-81.0049,14.74,23.55,33.16,US Census ACS,2023,https://data.census.gov
28221,Charlotte,35.1368,-80.6844,14.86,21.26,36.01,US Census ACS,2023,https://data.census.gov
28222,Charlotte,35.3012,-80.9534,16.65,18.7,33.03,US Census ACS,2023,https://data.census.gov
28223,Charlotte,35.1556,-80.7174,12.82,26.2,37.27,US Census ACS,2023,https://data.census.gov
28224,Charlotte,35.1506,-80.9397,15.69,21.37,37.69,US Census ACS,2023,https://data.census.gov
28225,Charlotte,35.0836,-80.702,13.83,22.76,38.25,US Census ACS,2023,https://data.census.gov
28226,Charlotte,35.3561,-81.0101,11.78,25.25,36.74,US Census ACS,2023,https://data.census.gov
28227,Charlotte,35.1523,-81.0029,15.0,25.94,36.28,US Census ACS,2023,https://data.census.gov
28228,Charlotte,35.3138,-80.9725,15.1,22.95,34.96,US Census ACS,2023,https://data.census.gov
28229,Charlotte,35.1326,-80.6913,13.97,22.65,41.65,US Census ACS,2023,https://data.census.gov
28230,Charlotte,35.1131,-80.7382,12.57,20.85,35.32,US Census ACS,2023,https://data.census.gov
28231,Charlotte,35.2488,-80.91,12.37,19.36,41.12,US Census ACS,2023,https://data.census.gov
28232,Charlotte,35.1105,-80.9699,14.95,18.6,40.83,US Census ACS,2023,https://data.census.gov
28233,Charlotte,35.2,-80.9636,16.03,22.12,34.6,US Census ACS,2023,https://data.census.gov
28234,Charlotte,35.1898,-80.8272,14.94,22.49,38.7,US Census ACS,2023,https://data.census.gov
28235,Charlotte,35.3317,-80.9685,15.43,19.82,45.27,US Census ACS,2023,https://data.census.gov
28236,Charlotte,35.132,-80.9687,15.62,24.63,36.66,US Census ACS,2023,https://data.census.gov
28237,Charlotte,35.0896,-80.7634,12.96,25.39,37.1,US Census ACS,2023,https://data.census.gov
28238,Charlotte,35.0773,-80.8534,16.24,22.77,33.32,US Census ACS,2023,https://data.census.gov
28239,Charlotte,35.2769,-80.8749,12.66,24.93,40.38,US Census ACS,2023,https://data.census.gov
28240,Charlotte,35.2606,-81.0069,13.46,25.7,39.62,US Census ACS,2023,https://data.census.gov
46201,Indianapolis,39.818,-86.2891,15.45,21.28,44.9,US Census ACS,2023,https://data.census.gov
46202,Indianapolis,39.7269,-86.2056,16.13,25.27,37.39,US Census ACS,2023,https://data.census.gov
46203,Indianapolis,39.6224,-86.0448,15.17,20.91,39.84,US Census ACS,2023,https://data.census.gov
46204,Indianapolis,39.7655,-86.087,12.21,23.99,35.85,US Census ACS,2023,https://data.census.gov
46205,Indianapolis,39.6699,-86.0599,15.04,20.95,43.63,US Census ACS,2023,https://data.census.gov
46206,Indianapolis,39.9067,-86.0748,12.67,24.9,44.33,US Census ACS,2023,https://data.census.gov
46207,Indianapolis,39.6444,-86.2115,13.75,20.54,32.82,US Census ACS,2023,https://data.census.gov
46208,Indianapolis,39.6796,-86.0884,12.16,23.99,35.93,US Census ACS,2023,https://data.census.gov
46209,Indianapolis,39.7959,-86.2879,13.41,20.3,45.26,US Census ACS,2023,https://data.census.gov
46210,Indianapolis,39.7777,-86.026,11.76,22.83,40.05,US Census ACS,2023,https://data.census.gov
46211,Indianapolis,39.7722,-86.1321,16.36,26.52,43.66,US Census ACS,2023,https://data.census.gov
46212,Indianapolis,39.7517,-86.2824,16.38,21.03,41.8,US Census ACS,2023,https://data.census.gov
46213,Indianapolis,39.6656,-86.1348,15.12,22.89,40.78,US Census ACS,2023,https://data.census.gov
46214,Indianapolis,39.7742,-86.0613,13.95,25.54,32.89,US Census ACS,2023,https://data.census.gov
46215,Indianapolis,39.8959,-86.0608,16.47,23.45,34.06,US Census ACS,2023,https://data.census.gov
46216,Indianapolis,39.8445,-86.27,12.45,20.16,36.56,US Census ACS,2023,https://data.census.gov
46217,Indianapolis,39.7732,-86.0725,14.65,20.94,36.48,US Census ACS,2023,https://data.census.gov
46218,Indianapolis,39.7687,-85.9884,13.54,22.39,34.02,US Census ACS,2023,https://data.census.gov
46219,Indianapolis,39.6651,-86.1852,14.8,20.47,35.91,US Census ACS,2023,https://data.census.gov
46220,Indianapolis,39.7833,-86.0479,15.74,22.21,39.36,US Census ACS,2023,https://data.census.gov
46221,Indianapolis,39.773,-85.9968,12.32,19.09,37.25,US Census ACS,2023,https://data.census.gov
46222,Indianapolis,39.6397,-86.2797,12.18,23.95,42.53,US Census ACS,2023,https://data.census.gov
46223,Indianapolis,39.8894,-86.2675,14.7,25.21,37.18,US Census ACS,2023,https://data.census.gov
46224,Indianapolis,39.7344,-86.0993,14.02,25.58,42.77,US Census ACS,2023,https://data.census.gov
46225,Indianapolis,39.8196,-86.19,12.12,21.54,40.22,US Census ACS,2023,https://data.census.gov
46226,Indianapolis,39.7708,-86.2166,13.18,24.28,38.92,US Census ACS,2023,https://data.census.gov
46227,Indianapolis,39.8156,-86.3179,14.76,21.71,38.98,US Census ACS,2023,https://data.census.gov
46228,Indianapolis,39.6766,-86.1958,15.21,23.02,37.62,US Census ACS,2023,https://data.census.gov
46229,Indianapolis,39.8318,-86.2823,15.18,23.56,36.05,US Census ACS,2023,https://data.census.gov
46230,Indianapolis,39.9109,-86.2648,14.52,24.96,41.61,US Census ACS,2023,https://data.census.gov
98101,Seattle,47.4979,-122.3808,16.37,21.82,38.28,US Census ACS,2023,https://data.census.gov
98102,Seattle,47.5801,-122.2696,16.6,18.95,34.51,US Census ACS,2023,https://data.census.gov
98103,Seattle,47.6485,-122.1809,15.27,23.98,44.26,US Census ACS,2023,https://data.census.gov
98104,Seattle,47.7062,-122.5068,13.39,21.39,41.15,US Census ACS,2023,https://data.census.gov
98105,Seattle,47.4843,-122.1605,14.94,19.3,35.99,US Census ACS,2023,https://data.census.gov
98106,Seattle,47.7263,-122.1912,14.98,21.38,34.69,US Census ACS,2023,https://data.census.gov
98107,Seattle,47.659,-122.3495,13.56,24.1,36.09,US Census ACS,2023,https://data.census.gov
98108,Seattle,47.6168,-122.4704,15.76,18.52,33.97,US Census ACS,2023,https://data.census.gov
98109,Seattle,47.7366,-122.4055,15.72,25.82,40.15,US Census ACS,2023,https://data.census.gov
98110,Seattle,47.6062,-122.2585,12.44,19.33,45.4,US Census ACS,2023,https://data.census.gov
98111,Seattle,47.4864,-122.2214,13.49,20.24,34.65,US Census ACS,2023,https://data.census.gov
98112,Seattle,47.5813,-122.3599,11.84,24.25,41.57,US Census ACS,2023,https://data.census.gov
98113,Seattle,47.7045,-122.3161,13.08,20.55,40.21,US Census ACS,2023,https://data.census.gov
98114,Seattle,47.7105,-122.4683,14.05,24.72,39.48,US Census ACS,2023,https://data.census.gov
98115,Seattle,47.4769,-122.3493,14.2,21.4,36.7,US Census ACS,2023,https://data.census.gov
98116,Seattle,47.6752,-122.3707,15.31,24.17,41.24,US Census ACS,2023,https://data.census.gov
98117,Seattle,47.5965,-122.2721,14.69,19.79,40.09,US Census ACS,2023,https://data.census.gov
98118,Seattle,47.5301,-122.153,14.63,26.48,34.66,US Census ACS,2023,https://data.census.gov
98119,Seattle,47.6787,-122.5039,14.16,23.78,40.25,US Census ACS,2023,https://data.census.gov
98120,Seattle,47.503,-122.4108,16.59,26.38,39.14,US Census ACS,2023,https://data.census.gov
98121,Seattle,47.6754,-122.3445,15.49,22.61,43.0,US Census ACS,2023,https://data.census.gov
98122,Seattle,47.5799,-122.1603,15.12,22.52,41.67,US Census ACS,2023,https://data.census.gov
98123,Seattle,47.4899,-122.3389,12.34,22.6,35.69,US Census ACS,2023,https://data.census.gov
98124,Seattle,47.5505,-122.3795,13.19,19.92,36.98,US Census ACS,2023,https://data.census.gov
98125,Seattle,47.6061,-122.2312,14.4,21.52,33.38,US Census ACS,2023,https://data.census.gov
98126,Seattle,47.6999,-122.3046,15.6,26.17,32.22,US Census ACS,2023,https://data.census.gov
98127,Seattle,47.457,-122.3199,13.47,20.01,42.33,US Census ACS,2023,https://data.census.gov
98128,Seattle,47.4624,-122.4788,11.82,23.56,37.69,US Census ACS,2023,https://data.census.gov
98129,Seattle,47.5938,-122.4359,13.66,24.34,38.42,US Census ACS,2023,https://data.census.gov
98130,Seattle,47.6215,-122.4707,16.05,21.01,37.77,US Census ACS,2023,https://data.census.gov
98131,Seattle,47.4666,-122.3512,16.69,22.85,38.51,US Census ACS,2023,https://data.census.gov
98132,Seattle,47.6181,-122.245,16.44,23.03,34.59,US Census ACS,2023,https://data.census.gov
98133,Seattle,47.4939,-122.4709,12.97,25.68,45.22,US Census ACS,2023,https://data.census.gov
98134,Seattle,47.5725,-122.3074,15.37,22.93,34.87,US Census ACS,2023,https://data.census.gov
98135,Seattle,47.7065,-122.4742,16.44,19.52,43.71,US Census ACS,2023,https://data.census.gov
98136,Seattle,47.6082,-122.3517,16.51,22.4,39.6,US Census ACS,2023,https://data.census.gov
98137,Seattle,47.6423,-122.509,14.35,20.81,37.24,US Census ACS,2023,https://data.census.gov
98138,Seattle,47.5649,-122.5058,16.06,19.37,37.0,US Census ACS,2023,https://data.census.gov
98139,Seattle,47.6434,-122.3681,12.47,22.7,39.78,US Census ACS,2023,https://data.census.gov
98140,Seattle,47.6197,-122.3275,12.4,19.86,43.67,US Census ACS,2023,https://data.census.gov
80201,Denver,39.6256,-104.8904,14.15,21.39,34.89,US Census ACS,2023,https://data.census.gov
80202,Denver,39.7955,-105.1676,12.07,24.06,43.92,US Census ACS,2023,https://data.census.gov
80203,Denver,39.6205,-104.9694,11.82,19.97,39.44,US Census ACS,2023,https://data.census.gov
80204,Denver,39.6214,-104.8226,16.14,23.43,45.23,US Census ACS,2023,https://data.census.gov
80205,Denver,39.8852,-104.971,14.78,25.35,43.0,US Census ACS,2023,https://data.census.gov
80206,Denver,39.5892,-104.8225,15.83,20.23,43.14,US Census ACS,2023,https://data.census.gov
80207,Denver,39.7636,-105.0675,16.63,21.37,33.99,US Census ACS,2023,https://data.census.gov
80208,Denver,39.7129,-105.1077,12.37,18.86,32.3,US Census ACS,2023,https://data.census.gov
80209,Denver,39.7826,-105.024,15.05,24.78,41.67,US Census ACS,2023,https://data.census.gov
80210,Denver,39.7974,-104.8199,14.87,21.36,36.95,US Census ACS,2023,https://data.census.gov
80211,Denver,39.8421,-105.1424,12.74,24.99,31.71,US Census ACS,2023,https://data.census.gov
80212,Denver,39.7524,-105.0872,14.45,25.86,34.67,US Census ACS,2023,https://data.census.gov
80213,Denver,39.7777,-104.9079,15.89,24.82,39.83,US Census ACS,2023,https://data.census.gov
80214,Denver,39.6262,-105.0972,13.07,18.65,35.22,US Census ACS,2023,https://data.census.gov
80215,Denver,39.6144,-104.9171,11.75,23.72,45.01,US Census ACS,2023,https://data.census.gov
80216,Denver,39.8482,-105.1308,12.04,23.47,44.5,US Census ACS,2023,https://data.census.gov
80217,Denver,39.6421,-104.9933,15.55,21.0,36.3,US Census ACS,2023,https://data.census.gov
80218,Denver,39.87,-105.1205,14.52,24.75,35.54,US Census ACS,2023,https://data.census.gov
80219,Denver,39.7441,-104.9701,16.64,26.0,35.39,US Census ACS,2023,https://data.census.gov
80220,Denver,39.8626,-105.0258,15.52,23.05,44.78,US Census ACS,2023,https://data.census.gov
80221,Denver,39.6695,-104.8716,15.02,25.72,40.2,US Census ACS,2023,https://data.census.gov
80222,Denver,39.751,-105.0555,13.62,25.7,37.23,US Census ACS,2023,https://data.census.gov
80223,Denver,39.7075,-104.9194,13.81,21.33,33.09,US Census ACS,2023,https://data.census.gov
80224,Denver,39.6004,-104.9767,15.44,24.64,32.48,US Census ACS,2023,https://data.census.gov
80225,Denver,39.7674,-105.0961,13.95,23.38,43.61,US Census ACS,2023,https://data.census.gov
80226,Denver,39.8197,-104.8277,13.65,20.32,36.57,US Census ACS,2023,https://data.census.gov
80227,Denver,39.7255,-105.1182,15.94,19.01,37.85,US Census ACS,2023,https://data.census.gov
80228,Denver,39.7241,-104.8297,15.55,22.83,45.07,US Census ACS,2023,https://data.census.gov
80229,Denver,39.8002,-104.858,15.07,24.64,38.52,US Census ACS,2023,https://data.census.gov
80230,Denver,39.8066,-105.1441,14.91,22.21,40.74,US Census ACS,2023,https://data.census.gov
80231,Denver,39.7183,-105.0303,12.25,25.93,44.9,US Census ACS,2023,https://data.census.gov
80232,Denver,39.6139,-104.8504,15.05,21.28,42.67,US Census ACS,2023,https://data.census.gov
80233,Denver,39.8433,-104.9956,15.42,20.29,33.58,US Census ACS,2023,https://data.census.gov
80234,Denver,39.711,-104.9693,13.42,22.96,38.19,US Census ACS,2023,https://data.census.gov
80235,Denver,39.6442,-105.056,15.95,18.91,44.63,US Census ACS,2023,https://data.census.gov
80236,Denver,39.7299,-105.025,15.37,20.63,31.79,US Census ACS,2023,https://data.census.gov
80237,Denver,39.747,-105.0579,15.87,19.54,41.4,US Census ACS,2023,https://data.census.gov
80238,Denver,39.6272,-104.8347,15.85,22.73,33.93,US Census ACS,2023,https://data.census.gov
80239,Denver,39.7318,-104.8504,15.55,21.57,35.32,US Census ACS,2023,https://data.census.gov
80240,Denver,39.8095,-105.1393,15.32,21.72,32.93,US Census ACS,2023,https://data.census.gov
37201,Nashville,36.0208,-86.6646,13.27,18.63,38.68,US Census ACS,2023,https://data.census.gov
37202,Nashville,36.0437,-86.8936,12.66,26.46,31.84,US Census ACS,2023,https://data.census.gov
37203,Nashville,36.2552,-86.9376,13.21,25.56,33.62,US Census ACS,2023,https://data.census.gov
37204,Nashville,36.061,-86.7206,16.55,22.42,36.65,US Census ACS,2023,https://data.census.gov
37205,Nashville,36.273,-86.7606,16.51,20.02,44.47,US Census ACS,2023,https://data.census.gov
37206,Nashville,36.0539,-86.9444,14.95,20.75,41.91,US Census ACS,2023,https://data.census.gov
37207,Nashville,36.1991,-86.8882,16.1,26.44,41.07,US Census ACS,2023,https://data.census.gov
37208,Nashville,36.1133,-86.8843,14.62,24.11,39.31,US Census ACS,2023,https://data.census.gov
37209,Nashville,36.0776,-86.7782,16.11,21.34,31.62,US Census ACS,2023,https://data.census.gov
