zip_code,metro,lat,lng,avg_entitlement_months,zoning_friendly_score_1_10,impact_fee_per_unit,data_source,as_of_date,source_url
43226,Columbus,39.8909,-83.0486,16,6,7660,NMHC/Local Planning,2025,https://www.nmhc.org
43227,Columbus,40.0849,-83.0658,18,6,9101,NMHC/Local Planning,2025,https://www.nmhc.org
43228,Columbus,39.9456,-82.8252,21,6,7982,NMHC/Local Planning,2025,https://www.nmhc.org
43229,Columbus,39.9931,-83.1476,18,6,7093,NMHC/Local Planning,2025,https://www.nmhc.org
43230,Columbus,39.8566,-83.1024,14,6,8871,NMHC/Local Planning,2025,https://www.nmhc.org
43231,Columbus,39.926,-83.0788,16,6,10014,NMHC/Local Planning,2025,https://www.nmhc.org
43232,Columbus,39.9156,-82.9289,16,6,9111,NMHC/Local Planning,2025,https://www.nmhc.org
43233,Columbus,40.0732,-83.1598,21,6,8065,NMHC/Local Planning,2025,https://www.nmhc.org
43234,Columbus,39.9025,-83.1296,16,6,8727,NMHC/Local Planning,2025,https://www.nmhc.org
43235,Columbus,40.0553,-83.0767,16,6,8670,NMHC/Local Planning,2025,https://www.nmhc.org
28201,Charlotte,35.114,-80.9609,19,8,7019,NMHC/Local Planning,2025,https://www.nmhc.org
28202,Charlotte,35.2349,-80.7388,20,8,8881,NMHC/Local Planning,2025,https://www.nmhc.org
28203,Charlotte,35.3304,-81.0086,20,8,7640,NMHC/Local Planning,2025,https://www.nmhc.org
28204,Charlotte,35.2807,-80.8843,19,8,6976,NMHC/Local Planning,2025,https://www.nmhc.org
28205,Charlotte,35.2993,-80.8051,19,8,8675,NMHC/Local Planning,2025,https://www.nmhc.org
28206,Charlotte,35.1703,-80.9353,18,8,9086,NMHC/Local Planning,2025,https://www.nmhc.org
28207,Charlotte,35.0789,-80.9889,21,8,8205,NMHC/Local Planning,2025,https://www.nmhc.org
28208,Charlotte,35.2953,-80.8903,14,8,8295,NMHC/Local Planning,2025,https://www.nmhc.org
28209,Charlotte,35.1328,-80.8814,15,8,8881,NMHC/Local Planning,2025,https://www.nmhc.org
28210,Charlotte,35.2871,-80.8476,19,8,8487,NMHC/Local Planning,2025,https://www.nmhc.org
28211,Charlotte,35.1844,-80.7765,21,8,7951,NMHC/Local Planning,2025,https://www.nmhc.org
28212,Charlotte,35.0849,-80.767,20,8,7235,NMHC/Local Planning,2025,https://www.nmhc.org
28213,Charlotte,35.1226,-80.9349,17,8,7940,NMHC/Local Planning,2025,https://www.nmhc.org
28214,Charlotte,35.0786,-80.9486,18,8,8532,NMHC/Local Planning,2025,https://www.nmhc.org
28215,Charlotte,35.1748,-80.8935,17,8,6988,NMHC/Local Planning,2025,https://www.nmhc.org
28216,Charlotte,35.3338,-80.7734,17,8,7773,NMHC/Local Planning,2025,https://www.nmhc.org
28217,Charlotte,35.146,-80.7171,15,8,8116,NMHC/Local Planning,2025,https://www.nmhc.org
28218,Charlotte,35.3371,-80.9789,16,8,8902,NMHC/Local Planning,2025,https://www.nmhc.org
28219,Charlotte,35.2189,-80.8338,18,8,9276,NMHC/Local Planning,2025,https://www.nmhc.org
28220,Charlotte,35.3229,-81.0049,19,8,9180,NMHC/Local Planning,2025,https://www.nmhc.org
28221,Charlotte,35.1368,-80.6844,15,8,8589,NMHC/Local Planning,2025,https://www.nmhc.org
28222,Charlotte,35.3012,-80.9534,16,8,8976,NMHC/Local Planning,2025,https://www.nmhc.org
28223,Charlotte,35.1556,-80.7174,20,8,7055,NMHC/Local Planning,2025,https://www.nmhc.org
28224,Charlotte,35.1506,-80.9397,16,8,9463,NMHC/Local Planning,2025,https://www.nmhc.org
28225,Charlotte,35.0836,-80.702,15,8,8828,NMHC/Local Planning,2025,https://www.nmhc.org
28226,Charlotte,35.3561,-81.0101,17,8,9629,NMHC/Local Planning,2025,https://www.nmhc.org
28227,Charlotte,35.1523,-81.0029,19,8,7794,NMHC/Local Planning,2025,https://www.nmhc.org
28228,Charlotte,35.3138,-80.9725,16,8,9496,NMHC/Local Planning,2025,https://www.nmhc.org
28229,Charlotte,35.1326,-80.6913,18,8,8477,NMHC/Local Planning,2025,https://www.nmhc.org
28230,Charlotte,35.1131,-80.7382,17,8,7267,NMHC/Local Planning,2025,https://www.nmhc.org
28231,Charlotte,35.2488,-80.91,15,8,8049,NMHC/Local Planning,2025,https://www.nmhc.org
28232,Charlotte,35.1105,-80.9699,20,8,9951,NMHC/Local Planning,2025,https://www.nmhc.org
28233,Charlotte,35.2,-80.9636,19,8,9917,NMHC/Local Planning,2025,https://www.nmhc.org
28234,Charlotte,35.1898,-80.8272,20,8,7647,NMHC/Local Planning,2025,https://www.nmhc.org
28235,Charlotte,35.3317,-80.9685,18,8,7409,NMHC/Local Planning,2025,https://www.nmhc.org
28236,Charlotte,35.132,-80.9687,18,8,7963,NMHC/Local Planning,2025,https://www.nmhc.org
28237,Charlotte,35.0896,-80.7634,15,8,8395,NMHC/Local Planning,2025,https://www.nmhc.org
28238,Charlotte,35.0773,-80.8534,16,8,8490,NMHC/Local Planning,2025,https://www.nmhc.org
28239,Charlotte,35.2769,-80.8749,17,8,9320,NMHC/Local Planning,2025,https://www.nmhc.org
28240,Charlotte,35.2606,-81.0069,18,8,10014,NMHC/Local Planning,2025,https://www.nmhc.org
46201,Indianapolis,39.818,-86.2891,20,4,7096,NMHC/Local Planning,2025,https://www.nmhc.org
46202,Indianapolis,39.7269,-86.2056,15,4,7763,NMHC/Local Planning,2025,https://www.nmhc.org
46203,Indianapolis,39.6224,-86.0448,21,4,9412,NMHC/Local Planning,2025,https://www.nmhc.org
46204,Indianapolis,39.7655,-86.087,17,4,8660,NMHC/Local Planning,2025,https://www.nmhc.org
46205,Indianapolis,39.6699,-86.0599,15,4,7420,NMHC/Local Planning,2025,https://www.nmhc.org
46206,Indianapolis,39.9067,-86.0748,19,4,7809,NMHC/Local Planning,2025,https://www.nmhc.org
46207,Indianapolis,39.6444,-86.2115,17,4,8269,NMHC/Local Planning,2025,https://www.nmhc.org
46208,Indianapolis,39.6796,-86.0884,18,4,8362,NMHC/Local Planning,2025,https://www.nmhc.org
46209,Indianapolis,39.7959,-86.2879,15,4,9221,NMHC/Local Planning,2025,https://www.nmhc.org
46210,Indianapolis,39.7777,-86.026,15,4,7007,NMHC/Local Planning,2025,https://www.nmhc.org
46211,Indianapolis,39.7722,-86.1321,17,4,7418,NMHC/Local Planning,2025,https://www.nmhc.org
46212,Indianapolis,39.7517,-86.2824,18,4,7473,NMHC/Local Planning,2025,https://www.nmhc.org
46213,Indianapolis,39.6656,-86.1348,19,4,9820,NMHC/Local Planning,2025,https://www.nmhc.org
46214,Indianapolis,39.7742,-86.0613,20,4,7082,NMHC/Local Planning,2025,https://www.nmhc.org
46215,Indianapolis,39.8959,-86.0608,17,4,8063,NMHC/Local Planning,2025,https://www.nmhc.org
46216,Indianapolis,39.8445,-86.27,15,4,9418,NMHC/Local Planning,2025,https://www.nmhc.org
46217,Indianapolis,39.7732,-86.0725,20,4,9758,NMHC/Local Planning,2025,https://www.nmhc.org
46218,Indianapolis,39.7687,-85.9884,19,4,8317,NMHC/Local Planning,2025,https://www.nmhc.org
46219,Indianapolis,39.6651,-86.1852,15,4,8310,NMHC/Local Planning,2025,https://www.nmhc.org
46220,Indianapolis,39.7833,-86.0479,20,4,7147,NMHC/Local Planning,2025,https://www.nmhc.org
46221,Indianapolis,39.773,-85.9968,19,4,7096,NMHC/Local Planning,2025,https://www.nmhc.org
46222,Indianapolis,39.6397,-86.2797,17,4,9639,NMHC/Local Planning,2025,https://www.nmhc.org
46223,Indianapolis,39.8894,-86.2675,20,4,9027,NMHC/Local Planning,2025,https://www.nmhc.org
46224,Indianapolis,39.7344,-86.0993,19,4,9058,NMHC/Local Planning,2025,https://www.nmhc.org
46225,Indianapolis,39.8196,-86.19,15,4,7492,NMHC/Local Planning,2025,https://www.nmhc.org
46226,Indianapolis,39.7708,-86.2166,14,4,7355,NMHC/Local Planning,2025,https://www.nmhc.org
46227,Indianapolis,39.8156,-86.3179,18,4,8796,NMHC/Local Planning,2025,https://www.nmhc.org
46228,Indianapolis,39.6766,-86.1958,14,4,7282,NMHC/Local Planning,2025,https://www.nmhc.org
46229,Indianapolis,39.8318,-86.2823,18,4,7119,NMHC/Local Planning,2025,https://www.nmhc.org
46230,Indianapolis,39.9109,-86.2648,14,4,8976,NMHC/Local Planning,2025,https://www.nmhc.org
98101,Seattle,47.4979,-122.3808,18,6,7800,NMHC/Local Planning,2025,https://www.nmhc.org
98102,Seattle,47.5801,-122.2696,19,6,9039,NMHC/Local Planning,2025,https://www.nmhc.org
98103,Seattle,47.6485,-122.1809,16,6,7574,NMHC/Local Planning,2025,https://www.nmhc.org
98104,Seattle,47.7062,-122.5068,16,6,7319,NMHC/Local Planning,2025,https://www.nmhc.org
98105,Seattle,47.4843,-122.1605,19,6,7626,NMHC/Local Planning,2025,https://www.nmhc.org
98106,Seattle,47.7263,-122.1912,14,6,9835,NMHC/Local Planning,2025,https://www.nmhc.org
98107,Seattle,47.659,-122.3495,17,6,7496,NMHC/Local Planning,2025,https://www.nmhc.org
98108,Seattle,47.6168,-122.4704,17,6,7059,NMHC/Local Planning,2025,https://www.nmhc.org
98109,Seattle,47.7366,-122.4055,15,6,9977,NMHC/Local Planning,2025,https://www.nmhc.org
98110,Seattle,47.6062,-122.2585,20,6,9811,NMHC/Local Planning,2025,https://www.nmhc.org
98111,Seattle,47.4864,-122.2214,17,6,8806,NMHC/Local Planning,2025,https://www.nmhc.org
98112,Seattle,47.5813,-122.3599,20,6,7110,NMHC/Local Planning,2025,https://www.nmhc.org
98113,Seattle,47.7045,-122.3161,15,6,8217,NMHC/Local Planning,2025,https://www.nmhc.org
98114,Seattle,47.7105,-122.4683,20,6,7534,NMHC/Local Planning,2025,https://www.nmhc.org
98115,Seattle,47.4769,-122.3493,20,6,9992,NMHC/Local Planning,2025,https://www.nmhc.org
98116,Seattle,47.6752,-122.3707,18,6,9241,NMHC/Local Planning,2025,https://www.nmhc.org
98117,Seattle,47.5965,-122.2721,15,6,7710,NMHC/Local Planning,2025,https://www.nmhc.org
98118,Seattle,47.5301,-122.153,15,6,8900,NMHC/Local Planning,2025,https://www.nmhc.org
98119,Seattle,47.6787,-122.5039,19,6,7715,NMHC/Local Planning,2025,https://www.nmhc.org
98120,Seattle,47.503,-122.4108,19,6,9907,NMHC/Local Planning,2025,https://www.nmhc.org
98121,Seattle,47.6754,-122.3445,21,6,8403,NMHC/Local Planning,2025,https://www.nmhc.org
98122,Seattle,47.5799,-122.1603,19,6,8383,NMHC/Local Planning,2025,https://www.nmhc.org
98123,Seattle,47.4899,-122.3389,16,6,7546,NMHC/Local Planning,2025,https://www.nmhc.org
98124,Seattle,47.5505,-122.3795,15,6,9808,NMHC/Local Planning,2025,https://www.nmhc.org
98125,Seattle,47.6061,-122.2312,21,6,10023,NMHC/Local Planning,2025,https://www.nmhc.org
98126,Seattle,47.6999,-122.3046,16,6,7984,NMHC/Local Planning,2025,https://www.nmhc.org
98127,Seattle,47.457,-122.3199,14,6,7605,NMHC/Local Planning,2025,https://www.nmhc.org
98128,Seattle,47.4624,-122.4788,17,6,8631,NMHC/Local Planning,2025,https://www.nmhc.org
98129,Seattle,47.5938,-122.4359,20,6,7226,NMHC/Local Planning,2025,https://www.nmhc.org
98130,Seattle,47.6215,-122.4707,20,6,9960,NMHC/Local Planning,2025,https://www.nmhc.org
98131,Seattle,47.4666,-122.3512,14,6,8091,NMHC/Local Planning,2025,https://www.nmhc.org
98132,Seattle,47.6181,-122.245,15,6,8581,NMHC/Local Planning,2025,https://www.nmhc.org
98133,Seattle,47.4939,-122.4709,15,6,7897,NMHC/Local Planning,2025,https://www.nmhc.org
98134,Seattle,47.5725,-122.3074,16,6,9691,NMHC/Local Planning,2025,https://www.nmhc.org
98135,Seattle,47.7065,-122.4742,15,6,7262,NMHC/Local Planning,2025,https://www.nmhc.org
98136,Seattle,47.6082,-122.3517,18,6,9938,NMHC/Local Planning,2025,https://www.nmhc.org
98137,Seattle,47.6423,-122.509,18,6,7193,NMHC/Local Planning,2025,https://www.nmhc.org
98138,Seattle,47.5649,-122.5058,21,6,7463,NMHC/Local Planning,2025,https://www.nmhc.org
98139,Seattle,47.6434,-122.3681,21,6,9073,NMHC/Local Planning,2025,https://www.nmhc.org
98140,Seattle,47.6197,-122.3275,20,6,7276,NMHC/Local Planning,2025,https://www.nmhc.org
80201,Denver,39.6256,-104.8904,17,6,9863,NMHC/Local Planning,2025,https://www.nmhc.org
80202,Denver,39.7955,-105.1676,17,6,7623,NMHC/Local Planning,2025,https://www.nmhc.org
80203,Denver,39.6205,-104.9694,19,6,7879,NMHC/Local Planning,2025,https://www.nmhc.org
80204,Denver,39.6214,-104.8226,19,6,8155,NMHC/Local Planning,2025,https://www.nmhc.org
80205,Denver,39.8852,-104.971,16,6,7507,NMHC/Local Planning,2025,https://www.nmhc.org
80206,Denver,39.5892,-104.8225,20,6,8754,NMHC/Local Planning,2025,https://www.nmhc.org
80207,Denver,39.7636,-105.0675,21,6,8876,NMHC/Local Planning,2025,https://www.nmhc.org
80208,Denver,39.7129,-105.1077,15,6,9443,NMHC/Local Planning,2025,https://www.nmhc.org
80209,Denver,39.7826,-105.024,19,6,9168,NMHC/Local Planning,2025,https://www.nmhc.org
80210,Denver,39.7974,-104.8199,17,6,8651,NMHC/Local Planning,2025,https://www.nmhc.org
80211,Denver,39.8421,-105.1424,18,6,7212,NMHC/Local Planning,2025,https://www.nmhc.org
80212,Denver,39.7524,-105.0872,20,6,9976,NMHC/Local Planning,2025,https://www.nmhc.org
80213,Denver,39.7777,-104.9079,20,6,8808,NMHC/Local Planning,2025,https://www.nmhc.org
80214,Denver,39.6262,-105.0972,20,6,9827,NMHC/Local Planning,2025,https://www.nmhc.org
80215,Denver,39.6144,-104.9171,20,6,8920,NMHC/Local Planning,2025,https://www.nmhc.org
80216,Denver,39.8482,-105.1308,16,6,8556,NMHC/Local Planning,2025,https://www.nmhc.org
80217,Denver,39.6421,-104.9933,19,6,8478,NMHC/Local Planning,2025,https://www.nmhc.org
80218,Denver,39.87,-105.1205,20,6,7810,NMHC/Local Planning,2025,https://www.nmhc.org
80219,Denver,39.7441,-104.9701,16,6,7015,NMHC/Local Planning,2025,https://www.nmhc.org
80220,Denver,39.8626,-105.0258,15,6,7292,NMHC/Local Planning,2025,https://www.nmhc.org
80221,Denver,39.6695,-104.8716,17,6,7186,NMHC/Local Planning,2025,https://www.nmhc.org
80222,Denver,39.751,-105.0555,19,6,8664,NMHC/Local Planning,2025,https://www.nmhc.org
80223,Denver,39.7075,-104.9194,20,6,7089,NMHC/Local Planning,2025,https://www.nmhc.org
80224,Denver,39.6004,-104.9767,19,6,7609,NMHC/Local Planning,2025,https://www.nmhc.org
80225,Denver,39.7674,-105.0961,17,6,9738,NMHC/Local Planning,2025,https://www.nmhc.org
80226,Denver,39.8197,-104.8277,15,6,9101,NMHC/Local Planning,2025,https://www.nmhc.org
80227,Denver,39.7255,-105.1182,20,6,9128,NMHC/Local Planning,2025,https://www.nmhc.org
80228,Denver,39.7241,-104.8297,18,6,9384,NMHC/Local Planning,2025,https://www.nmhc.org
80229,Denver,39.8002,-104.858,15,6,8880,NMHC/Local Planning,2025,https://www.nmhc.org
80230,Denver,39.8066,-105.1441,17,6,8172,NMHC/Local Planning,2025,https://www.nmhc.org
80231,Denver,39.7183,-105.0303,17,6,9628,NMHC/Local Planning,2025,https://www.nmhc.org
80232,Denver,39.6139,-104.8504,20,6,9837,NMHC/Local Planning,2025,https://www.nmhc.org
80233,Denver,39.8433,-104.9956,17,6,8632,NMHC/Local Planning,2025,https://www.nmhc.org
80234,Denver,39.711,-104.9693,19,6,9466,NMHC/Local Planning,2025,https://www.nmhc.org
80235,Denver,39.6442,-105.056,16,6,9833,NMHC/Local Planning,2025,https://www.nmhc.org
80236,Denver,39.7299,-105.025,18,6,7396,NMHC/Local Planning,2025,https://www.nmhc.org
80237,Denver,39.747,-105.0579,18,6,8873,NMHC/Local Planning,2025,https://www.nmhc.org
80238,Denver,39.6272,-104.8347,18,6,8416,NMHC/Local Planning,2025,https://www.nmhc.org
80239,Denver,39.7318,-104.8504,17,6,8259,NMHC/Local Planning,2025,https://www.nmhc.org
80240,Denver,39.8095,-105.1393,18,6,8008,NMHC/Local Planning,2025,https://www.nmhc.org
37201,Nashville,36.0208,-86.6646,20,6,7871,NMHC/Local Planning,2025,https://www.nmhc.org
37202,Nashville,36.0437,-86.8936,17,6,8442,NMHC/Local Planning,2025,https://www.nmhc.org
37203,Nashville,36.2552,-86.9376,16,6,7101,NMHC/Local Planning,2025,https://www.nmhc.org
37204,Nashville,36.061,-86.7206,16,6,8616,NMHC/Local Planning,2025,https://www.nmhc.org
37205,Nashville,36.273,-86.7606,19,6,8592,NMHC/Local Planning,2025,https://www.nmhc.org
37206,Nashville,36.0539,-86.9444,19,6,7546,NMHC/Local Planning,2025,https://www.nmhc.org
37207,Nashville,36.1991,-86.8882,17,6,9988,NMHC/Local Planning,2025,https://www.nmhc.org
37208,Nashville,36.1133,-86.8843,14,6,8569,NMHC/Local Planning,2025,https://www.nmhc.org
37209,Nashville,36.0776,-86.7782,21,6,7478,NMHC/Local Planning,2025,https://www.nmhc.org
37210,Nashville,36.0648,-86.7019,19,6,9902,NMHC/Local Planning,2025,https://www.nmhc.org
37211,Nashville,36.1831,-86.7614,19,6,8713,NMHC/Local Planning,2025,https://www.nmhc.org
37212,Nashville,36.2249,-86.8918,18,6,7752,NMHC/Local Planning,2025,https://www.nmhc.org
37213,Nashville,36.1193,-86.6146,17,6,7901,NMHC/Local Planning,2025,https://www.nmhc.org
37214,Nashville,36.2372,-86.9343,17,6,9768,NMHC/Local Planning,2025,https://www.nmhc.org
37215,Nashville,36.1308,-86.804,18,6,7597,NMHC/Local Planning,2025,https://www.nmhc.org
37216,Nashville,36.1976,-86.8175,15,6,7671,NMHC/Local Planning,2025,https://www.nmhc.org
37217,Nashville,36.047,-86.7987,16,6,7888,NMHC/Local Planning,2025,https://www.nmhc.org
37218,Nashville,36.0669,-86.7894,20,6,9916,NMHC/Local Planning,2025,https://www.nmhc.org
37219,Nashville,36.2677,-86.8998,15,6,8124,NMHC/Local Planning,2025,https://www.nmhc.org
37220,Nashville,36.0888,-86.7075,20,6,8981,NMHC/Local Planning,2025,https://www.nmhc.org
37221,Nashville,36.0932,-86.8885,16,6,7537,NMHC/Local Planning,2025,https://www.nmhc.org
37222,Nashville,36.0957,-86.7309,16,6,7774,NMHC/Local Planning,2025,https://www.nmhc.org
37223,Nashville,36.1804,-86.9233,20,6,7062,NMHC/Local Planning,2025,https://www.nmhc.org
37224,Nashville,36.1991,-86.8106,20,6,7817,NMHC/Local Planning,2025,https://www.nmhc.org
37225,Nashville,36.0932,-86.9133,17,6,8529,NMHC/Local Planning,2025,https://www.nmhc.org
37226,Nashville,36.0599,-86.712,17,6,7964,NMHC/Local Planning,2025,https://www.nmhc.org
37227,Nashville,36.2288,-86.9448,15,6,8857,NMHC/Local Planning,2025,https://www.nmhc.org
37228,Nashville,36.032,-86.7091,15,6,9285,NMHC/Local Planning,2025,https://www.nmhc.org
37229,Nashville,36.0883,-86.6111,20,6,9846,NMHC/Local Planning,2025,https://www.nmhc.org
37230,Nashville,36.1872,-86.8513,15,6,9647,NMHC/Local Planning,2025,https://www.nmhc.org
37231,Nashville,36.2605,-86.9274,15,6,8305,NMHC/Local Planning,2025,https://www.nmhc.org
37232,Nashville,36.2478,-86.6341,17,6,9893,NMHC/Local Planning,2025,https://www.nmhc.org
37233,Nashville,36.3052,-86.6856,15,6,8324,NMHC/Local Planning,2025,https://www.nmhc.org
37234,Nashville,36.0397,-86.6274,19,6,8776,NMHC/Local Planning,2025,https://www.nmhc.org
37235,Nashville,36.1547,-86.957,20,6,9712,NMHC/Local Planning,2025,https://www.nmhc.org
73101,Oklahoma City,35.6037,-97.591,16,4,7298,NMHC/Local Planning,2025,https://www.nmhc.org
73102,Oklahoma City,35.4681,-97.3571,16,4,7345,NMHC/Local Planning,2025,https://www.nmhc.org
73103,Oklahoma City,35.4548,-97.6706,17,4,9381,NMHC/Local Planning,2025,https://www.nmhc.org
73104,Oklahoma City,35.4168,-97.4255,20,4,9065,NMHC/Local Planning,2025,https://www.nmhc.org
73105,Oklahoma City,35.4295,-97.4105,15,4,9238,NMHC/Local Planning,2025,https://www.nmhc.org
73106,Oklahoma City,35.5475,-97.6195,17,4,9274,NMHC/Local Planning,2025,https://www.nmhc.org
73107,Oklahoma City,35.5533,-97.6583,16,4,9724,NMHC/Local Planning,2025,https://www.nmhc.org
73108,Oklahoma City,35.3279,-97.5559,19,4,8459,NMHC/Local Planning,2025,https://www.nmhc.org
73109,Oklahoma City,35.4958,-97.3883,14,4,7389,NMHC/Local Planning,2025,https://www.nmhc.org
73110,Oklahoma City,35.4209,-97.4156,19,4,9807,NMHC/Local Planning,2025,https://www.nmhc.org
73111,Oklahoma City,35.5567,-97.6376,18,4,10011,NMHC/Local Planning,2025,https://www.nmhc.org
73112,Oklahoma City,35.3984,-97.5047,19,4,8585,NMHC/Local Planning,2025,https://www.nmhc.org
73113,Oklahoma City,35.5518,-97.4942,21,4,9312,NMHC/Local Planning,2025,https://www.nmhc.org
73114,Oklahoma City,35.3548,-97.4308,17,4,8950,NMHC/Local Planning,2025,https://www.nmhc.org
73115,Oklahoma City,35.5467,-97.4573,17,4,7790,NMHC/Local Planning,2025,https://www.nmhc.org
73116,Oklahoma City,35.4305,-97.5983,15,4,9074,NMHC/Local Planning,2025,https://www.nmhc.org
73117,Oklahoma City,35.5923,-97.652,15,4,6988,NMHC/Local Planning,2025,https://www.nmhc.org
73118,Oklahoma City,35.3641,-97.637,16,4,7320,NMHC/Local Planning,2025,https://www.nmhc.org
73119,Oklahoma City,35.5716,-97.4115,18,4,7228,NMHC/Local Planning,2025,https://www.nmhc.org
73120,Oklahoma City,35.4239,-97.5125,20,4,9009,NMHC/Local Planning,2025,https://www.nmhc.org
73121,Oklahoma City,35.3321,-97.6073,20,4,7953,NMHC/Local Planning,2025,https://www.nmhc.org
73122,Oklahoma City,35.3422,-97.6863,20,4,9306,NMHC/Local Planning,2025,https://www.nmhc.org
73123,Oklahoma City,35.4703,-97.5255,20,4,7940,NMHC/Local Planning,2025,https://www.nmhc.org
73124,Oklahoma City,35.4068,-97.4963,17,4,8889,NMHC/Local Planning,2025,https://www.nmhc.org
73125,Oklahoma City,35.336,-97.5992,19,4,7357,NMHC/Local Planning,2025,https://www.nmhc.org
20001,DC Metro,38.8522,-76.9887,15,4,8996,NMHC/Local Planning,2025,https://www.nmhc.org
20002,DC Metro,39.0445,-77.0157,20,4,7615,NMHC/Local Planning,2025,https://www.nmhc.org
20003,DC Metro,38.9831,-77.2136,14,4,9877,NMHC/Local Planning,2025,https://www.nmhc.org
20004,DC Metro,38.9602,-77.0049,15,4,7587,NMHC/Local Planning,2025,https://www.nmhc.org
20005,DC Metro,38.9425,-77.149,16,4,8839,NMHC/Local Planning,2025,https://www.nmhc.org
20006,DC Metro,39.0088,-77.1003,20,4,9816,NMHC/Local Planning,2025,https://www.nmhc.org
20007,DC Metro,38.872,-76.8676,18,4,8305,NMHC/Local Planning,2025,https://www.nmhc.org
20008,DC Metro,38.9171,-76.9756,15,4,8819,NMHC/Local Planning,2025,https://www.nmhc.org
20009,DC Metro,38.7857,-77.0455,17,4,8251,NMHC/Local Planning,2025,https://www.nmhc.org
20010,DC Metro,38.7584,-76.9012,15,4,7380,NMHC/Local Planning,2025,https://www.nmhc.org
20011,DC Metro,38.794,-77.2078,15,4,7509,NMHC/Local Planning,2025,https://www.nmhc.org
20012,DC Metro,38.7665,-76.9568,19,4,8597,NMHC/Local Planning,2025,https://www.nmhc.org
20013,DC Metro,38.9812,-76.995,20,4,8595,NMHC/Local Planning,2025,https://www.nmhc.org
20014,DC Metro,39.0348,-77.0962,16,4,7264,NMHC/Local Planning,2025,https://www.nmhc.org
20015,DC Metro,38.9911,-77.1869,15,4,7422,NMHC/Local Planning,2025,https://www.nmhc.org
20016,DC Metro,38.8253,-76.9366,18,4,7608,NMHC/Local Planning,2025,https://www.nmhc.org
20017,DC Metro,38.9662,-76.977,19,4,8454,NMHC/Local Planning,2025,https://www.nmhc.org
20018,DC Metro,38.8646,-77.21,17,4,9382,NMHC/Local Planning,2025,https://www.nmhc.org
20019,DC Metro,38.9553,-76.8956,16,4,8384,NMHC/Local Planning,2025,https://www.nmhc.org
20020,DC Metro,38.7979,-77.1619,16,4,7939,NMHC/Local Planning,2025,https://www.nmhc.org
20021,DC Metro,39.0079,-77.1623,20,4,7777,NMHC/Local Planning,2025,https://www.nmhc.org
20022,DC Metro,38.9866,-77.0719,15,4,9045,NMHC/Local Planning,2025,https://www.nmhc.org
20023,DC Metro,38.9536,-77.156,17,4,9758,NMHC/Local Planning,2025,https://www.nmhc.org
20024,DC Metro,38.8401,-77.1032,17,4,9762,NMHC/Local Planning,2025,https://www.nmhc.org
20025,DC Metro,38.7892,-77.0699,17,4,8694,NMHC/Local Planning,2025,https://www.nmhc.org
20026,DC Metro,38.9616,-77.1038,20,4,7571,NMHC/Local Planning,2025,https://www.nmhc.org
20027,DC Metro,38.8274,-77.1586,15,4,8785,NMHC/Local Planning,2025,https://www.nmhc.org
20028,DC Metro,39.0115,-77.1344,16,4,8862,NMHC/Local Planning,2025,https://www.nmhc.org
20029,DC Metro,38.8472,-76.9973,20,4,7802,NMHC/Local Planning,2025,https://www.nmhc.org
20030,DC Metro,38.9185,-77.1125,17,4,7527,NMHC/Local Planning,2025,https://www.nmhc.org
20031,DC Metro,38.7612,-77.1986,17,4,9219,NMHC/Local Planning,2025,https://www.nmhc.org
20032,DC Metro,38.7593,-77.1012,19,4,7343,NMHC/Local Planning,2025,https://www.nmhc.org
20033,DC Metro,38.7699,-77.1005,20,4,8261,NMHC/Local Planning,2025,https://www.nmhc.org
20034,DC Metro,38.9067,-76.9561,17,4,7243,NMHC/Local Planning,2025,https://www.nmhc.org
20035,DC Metro,38.7968,-76.9933,14,4,8001,NMHC/Local Planning,2025,https://www.nmhc.org
20036,DC Metro,38.7817,-76.9203,18,4,9530,NMHC/Local Planning,2025,https://www.nmhc.org
20037,DC Metro,38.8108,-76.8749,18,4,9618,NMHC/Local Planning,2025,https://www.nmhc.org
20038,DC Metro,38.9192,-77.2011,19,4,9012,NMHC/Local Planning,2025,https://www.nmhc.org
20039,DC Metro,38.8452,-77.1042,17,4,8712,NMHC/Local Planning,2025,https://www.nmhc.org
20040,DC Metro,38.8013,-77.0232,19,4,9858,NMHC/Local Planning,2025,https://www.nmhc.org
20041,DC Metro,38.7759,-77.015,18,4,9414,NMHC/Local Planning,2025,https://www.nmhc.org
20042,DC Metro,38.8429,-77.0214,16,4,8288,NMHC/Local Planning,2025,https://www.nmhc.org
20043,DC Metro,38.9096,-76.9566,19,4,8100,NMHC/Local Planning,2025,https://www.nmhc.org
20044,DC Metro,38.9256,-77.0429,20,4,7224,NMHC/Local Planning,2025,https://www.nmhc.org
20045,DC Metro,38.9869,-77.1316,15,4,9759,NMHC/Local Planning,2025,https://www.nmhc.org
02101,Boston,42.2888,-71.2358,18,4,8453,NMHC/Local Planning,2025,https://www.nmhc.org
02102,Boston,42.3949,-71.127,16,4,7457,NMHC/Local Planning,2025,https://www.nmhc.org
02103,Boston,42.4624,-71.2124,15,4,8797,NMHC/Local Planning,2025,https://www.nmhc.org
02104,Boston,42.3011,-70.971,20,4,9027,NMHC/Local Planning,2025,https://www.nmhc.org
02105,Boston,42.3122,-70.9078,19,4,7636,NMHC/Local Planning,2025,https://www.nmhc.org
