zip_code,metro,lat,lng,units_under_construction,units_delivering_12mo,pct_affordable,data_source,as_of_date,source_url
75250,DFW,32.8254,-96.7217,2185,1195,11.19,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
75251,DFW,32.6285,-96.9364,1669,1415,11.97,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
75252,DFW,32.9069,-96.7817,1724,1479,13.9,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
75253,DFW,32.9211,-96.9045,2057,1075,13.98,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
75254,DFW,32.6326,-96.6595,1839,1111,10.31,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
75255,DFW,32.6419,-96.6349,2121,1096,12.93,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94101,Bay Area,37.7686,-122.3285,609,412,11.86,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94102,Bay Area,37.7378,-122.4342,505,411,13.04,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94103,Bay Area,37.7941,-122.5482,652,370,13.38,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94104,Bay Area,37.6351,-122.3395,469,436,10.43,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94105,Bay Area,37.7817,-122.5534,656,339,13.28,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94106,Bay Area,37.8431,-122.2828,607,427,11.69,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94107,Bay Area,37.6341,-122.5768,581,393,14.58,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94108,Bay Area,37.6948,-122.5603,610,426,11.84,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94109,Bay Area,37.7355,-122.3109,645,353,11.39,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94110,Bay Area,37.6377,-122.2649,646,453,12.39,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94111,Bay Area,37.7117,-122.2613,626,381,11.85,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94112,Bay Area,37.8873,-122.3034,549,385,12.0,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94113,Bay Area,37.8948,-122.5314,581,393,10.8,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94114,Bay Area,37.7382,-122.3844,546,414,13.82,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94115,Bay Area,37.6319,-122.3526,466,419,11.31,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94116,Bay Area,37.7022,-122.4266,655,321,10.36,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94117,Bay Area,37.645,-122.3776,489,322,10.44,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94118,Bay Area,37.7614,-122.3274,478,339,11.7,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94119,Bay Area,37.864,-122.4847,562,322,13.05,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94120,Bay Area,37.8643,-122.4794,646,453,11.07,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94121,Bay Area,37.7922,-122.4425,513,376,12.41,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94122,Bay Area,37.7784,-122.5458,655,414,11.53,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94123,Bay Area,37.8375,-122.478,524,434,14.68,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94124,Bay Area,37.8922,-122.2964,596,340,14.6,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94125,Bay Area,37.7645,-122.2409,527,437,14.47,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94126,Bay Area,37.7961,-122.354,654,355,10.64,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94127,Bay Area,37.902,-122.5564,620,357,11.81,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94128,Bay Area,37.7055,-122.481,609,352,12.93,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94129,Bay Area,37.8004,-122.5673,620,445,12.19,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94130,Bay Area,37.63,-122.2554,662,327,13.17,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94131,Bay Area,37.7703,-122.4485,517,439,13.92,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94132,Bay Area,37.7415,-122.4854,476,344,14.25,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94133,Bay Area,37.675,-122.257,489,406,10.73,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94134,Bay Area,37.8135,-122.358,641,325,10.76,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94135,Bay Area,37.6511,-122.5827,557,418,12.35,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94136,Bay Area,37.7382,-122.2633,593,359,13.03,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94137,Bay Area,37.6763,-122.4566,559,452,11.52,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94138,Bay Area,37.8736,-122.5811,583,317,14.5,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94139,Bay Area,37.7895,-122.586,502,317,12.21,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94140,Bay Area,37.9139,-122.486,502,341,10.87,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94141,Bay Area,37.8758,-122.3879,498,368,14.6,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94142,Bay Area,37.6422,-122.3426,588,417,12.98,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94143,Bay Area,37.8082,-122.5795,641,329,12.66,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94144,Bay Area,37.8858,-122.281,609,438,11.88,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
94145,Bay Area,37.6432,-122.5209,561,323,11.31,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78701,Austin,30.3382,-97.6172,1310,731,13.17,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78702,Austin,30.3313,-97.9187,1362,781,12.68,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78703,Austin,30.3588,-97.7992,1103,734,13.04,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78704,Austin,30.3485,-97.5735,1113,974,11.28,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78705,Austin,30.192,-97.6333,1236,836,13.06,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78706,Austin,30.2236,-97.5862,1450,805,12.49,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78707,Austin,30.1727,-97.7459,1414,719,14.02,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78708,Austin,30.3636,-97.907,1056,728,11.65,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78709,Austin,30.2667,-97.9021,1352,927,10.31,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78710,Austin,30.2586,-97.6572,1030,885,14.14,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78711,Austin,30.253,-97.78,1399,853,11.82,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78712,Austin,30.1884,-97.7832,1144,785,14.26,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78713,Austin,30.2819,-97.9136,1226,988,13.83,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78714,Austin,30.3681,-97.8602,1260,851,10.94,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78715,Austin,30.1509,-97.7203,1078,964,11.14,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78716,Austin,30.1242,-97.8795,1027,848,12.37,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78717,Austin,30.2849,-97.85,1371,746,14.39,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78718,Austin,30.3486,-97.9174,1086,811,13.52,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78719,Austin,30.1984,-97.6438,1396,707,10.42,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78720,Austin,30.3247,-97.909,1255,865,13.36,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78721,Austin,30.4068,-97.5869,1363,862,10.42,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78722,Austin,30.3546,-97.6028,1217,732,11.04,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78723,Austin,30.2531,-97.7371,1024,784,14.44,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78724,Austin,30.3978,-97.7357,1135,701,10.68,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78725,Austin,30.1486,-97.7035,1110,747,14.46,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78726,Austin,30.2222,-97.8281,1307,905,10.43,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78727,Austin,30.3423,-97.6881,1189,755,11.92,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78728,Austin,30.406,-97.6199,1374,863,10.55,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78729,Austin,30.2176,-97.822,1338,721,13.4,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78730,Austin,30.273,-97.8927,1295,959,11.05,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78731,Austin,30.3084,-97.8457,1176,861,14.48,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78732,Austin,30.2595,-97.8916,1085,795,10.7,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78733,Austin,30.2881,-97.6756,1151,922,10.93,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78734,Austin,30.2303,-97.7673,1302,779,12.62,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78735,Austin,30.254,-97.8311,1382,760,14.34,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78736,Austin,30.2918,-97.5715,1160,885,11.68,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78737,Austin,30.1935,-97.6166,1042,980,13.49,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78738,Austin,30.1819,-97.8828,1267,967,11.18,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78739,Austin,30.3529,-97.7689,1283,899,10.53,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78740,Austin,30.1443,-97.9126,1096,891,11.57,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32201,Jacksonville,30.2629,-81.7066,399,248,12.72,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32202,Jacksonville,30.3536,-81.713,360,268,11.81,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32203,Jacksonville,30.2064,-81.5933,428,286,13.36,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32204,Jacksonville,30.4018,-81.7388,393,340,12.1,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32205,Jacksonville,30.4381,-81.6621,409,334,11.72,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32206,Jacksonville,30.2515,-81.6968,414,276,12.45,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32207,Jacksonville,30.4142,-81.5678,383,311,10.43,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32208,Jacksonville,30.3669,-81.4937,478,318,14.23,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32209,Jacksonville,30.4213,-81.665,410,259,14.39,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32210,Jacksonville,30.2271,-81.7224,495,280,12.95,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32211,Jacksonville,30.3834,-81.7213,482,282,10.54,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32212,Jacksonville,30.3236,-81.7828,460,261,13.52,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32213,Jacksonville,30.3573,-81.7082,383,277,14.69,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32214,Jacksonville,30.4087,-81.4792,418,305,11.2,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32215,Jacksonville,30.4052,-81.681,489,324,14.65,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32216,Jacksonville,30.4745,-81.8128,492,316,10.83,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32217,Jacksonville,30.4096,-81.7954,372,303,12.73,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32218,Jacksonville,30.382,-81.6248,450,244,13.4,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32219,Jacksonville,30.4004,-81.6533,467,324,11.43,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32220,Jacksonville,30.4471,-81.5603,493,298,14.74,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32221,Jacksonville,30.3411,-81.5136,369,316,13.49,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32222,Jacksonville,30.4014,-81.521,497,273,10.76,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32223,Jacksonville,30.2715,-81.7715,444,321,10.79,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32224,Jacksonville,30.2841,-81.6254,427,244,11.82,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32225,Jacksonville,30.405,-81.5688,360,332,11.37,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32226,Jacksonville,30.2109,-81.812,372,321,13.27,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32227,Jacksonville,30.2571,-81.7746,383,310,12.47,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32228,Jacksonville,30.4455,-81.6666,402,326,11.23,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32229,Jacksonville,30.2369,-81.8232,435,321,14.49,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
32230,Jacksonville,30.1929,-81.8011,493,290,14.02,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43201,Columbus,39.897,-82.8522,551,323,11.46,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43202,Columbus,39.8117,-83.0635,463,342,12.41,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43203,Columbus,40.0196,-82.836,565,357,10.4,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43204,Columbus,40.0713,-82.9791,488,319,12.59,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43205,Columbus,39.9719,-82.9473,442,296,11.21,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43206,Columbus,39.9328,-82.8808,547,373,13.65,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43207,Columbus,39.8396,-83.0801,477,297,11.05,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43208,Columbus,39.9781,-83.1652,530,304,13.28,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43209,Columbus,39.8779,-82.9828,573,405,11.26,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43210,Columbus,39.8746,-83.1787,550,355,11.48,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43211,Columbus,39.8289,-82.9277,604,365,13.1,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43212,Columbus,40.0568,-83.028,573,385,10.6,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43213,Columbus,40.071,-83.1016,578,361,13.88,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43214,Columbus,39.8448,-82.9857,605,296,11.83,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43215,Columbus,39.9024,-82.8522,606,304,11.43,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43216,Columbus,40.0265,-82.8439,578,306,14.31,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43217,Columbus,39.9135,-83.0775,594,324,12.41,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43218,Columbus,40.0169,-83.0315,442,320,14.25,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43219,Columbus,39.8485,-82.8873,501,321,10.84,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43220,Columbus,39.8452,-83.0673,607,366,13.3,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43221,Columbus,39.9889,-82.939,474,413,11.97,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43222,Columbus,39.9443,-83.0074,605,410,12.9,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43223,Columbus,40.0075,-82.9615,569,374,12.48,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43224,Columbus,39.9804,-82.8342,592,325,12.87,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43225,Columbus,39.8397,-82.8365,590,409,13.27,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43226,Columbus,39.8909,-83.0486,538,393,13.8,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43227,Columbus,40.0849,-83.0658,460,380,11.41,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43228,Columbus,39.9456,-82.8252,573,320,12.83,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43229,Columbus,39.9931,-83.1476,528,337,13.02,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43230,Columbus,39.8566,-83.1024,475,400,13.57,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43231,Columbus,39.926,-83.0788,486,414,10.98,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43232,Columbus,39.9156,-82.9289,504,381,11.59,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43233,Columbus,40.0732,-83.1598,515,393,14.39,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43234,Columbus,39.9025,-83.1296,458,321,12.72,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
43235,Columbus,40.0553,-83.0767,538,358,13.2,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28201,Charlotte,35.114,-80.9609,902,736,13.03,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28202,Charlotte,35.2349,-80.7388,1061,640,10.5,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28203,Charlotte,35.3304,-81.0086,805,749,10.66,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28204,Charlotte,35.2807,-80.8843,818,713,11.72,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28205,Charlotte,35.2993,-80.8051,1088,774,12.11,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28206,Charlotte,35.1703,-80.9353,953,614,11.84,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28207,Charlotte,35.0789,-80.9889,1081,730,12.71,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28208,Charlotte,35.2953,-80.8903,838,726,12.16,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28209,Charlotte,35.1328,-80.8814,1092,752,11.85,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28210,Charlotte,35.2871,-80.8476,913,636,11.56,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28211,Charlotte,35.1844,-80.7765,985,596,12.36,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28212,Charlotte,35.0849,-80.767,839,672,10.66,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28213,Charlotte,35.1226,-80.9349,971,716,13.79,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28214,Charlotte,35.0786,-80.9486,848,740,10.99,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28215,Charlotte,35.1748,-80.8935,1025,650,11.26,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28216,Charlotte,35.3338,-80.7734,990,579,12.37,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28217,Charlotte,35.146,-80.7171,900,766,12.97,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28218,Charlotte,35.3371,-80.9789,957,701,12.07,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28219,Charlotte,35.2189,-80.8338,1035,725,11.85,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28220,Charlotte,35.3229,-81.0049,1019,639,14.41,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28221,Charlotte,35.1368,-80.6844,873,749,12.04,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28222,Charlotte,35.3012,-80.9534,1108,566,11.34,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28223,Charlotte,35.1556,-80.7174,966,564,10.32,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28224,Charlotte,35.1506,-80.9397,1103,762,14.16,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28225,Charlotte,35.0836,-80.702,1075,681,10.87,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28226,Charlotte,35.3561,-81.0101,1106,674,10.74,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28227,Charlotte,35.1523,-81.0029,921,581,13.33,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28228,Charlotte,35.3138,-80.9725,820,720,12.1,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28229,Charlotte,35.1326,-80.6913,831,622,14.38,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28230,Charlotte,35.1131,-80.7382,1118,652,10.56,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28231,Charlotte,35.2488,-80.91,1095,698,13.55,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28232,Charlotte,35.1105,-80.9699,982,741,10.36,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28233,Charlotte,35.2,-80.9636,1135,631,14.29,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28234,Charlotte,35.1898,-80.8272,850,628,13.17,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28235,Charlotte,35.3317,-80.9685,1127,772,13.38,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28236,Charlotte,35.132,-80.9687,811,738,12.95,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28237,Charlotte,35.0896,-80.7634,833,675,11.96,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28238,Charlotte,35.0773,-80.8534,965,672,11.41,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28239,Charlotte,35.2769,-80.8749,1062,630,13.43,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
28240,Charlotte,35.2606,-81.0069,1089,684,12.44,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46201,Indianapolis,39.818,-86.2891,331,272,11.77,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46202,Indianapolis,39.7269,-86.2056,380,267,12.78,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46203,Indianapolis,39.6224,-86.0448,380,235,13.78,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46204,Indianapolis,39.7655,-86.087,360,277,14.1,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46205,Indianapolis,39.6699,-86.0599,312,244,10.98,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46206,Indianapolis,39.9067,-86.0748,369,234,11.28,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46207,Indianapolis,39.6444,-86.2115,329,230,10.89,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46208,Indianapolis,39.6796,-86.0884,354,219,13.94,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46209,Indianapolis,39.7959,-86.2879,419,280,11.2,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46210,Indianapolis,39.7777,-86.026,413,235,10.42,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46211,Indianapolis,39.7722,-86.1321,317,284,12.08,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46212,Indianapolis,39.7517,-86.2824,428,222,10.53,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46213,Indianapolis,39.6656,-86.1348,345,236,13.78,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46214,Indianapolis,39.7742,-86.0613,381,207,11.33,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46215,Indianapolis,39.8959,-86.0608,414,237,11.66,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46216,Indianapolis,39.8445,-86.27,329,214,11.17,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46217,Indianapolis,39.7732,-86.0725,399,279,12.05,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46218,Indianapolis,39.7687,-85.9884,350,218,11.62,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46219,Indianapolis,39.6651,-86.1852,381,290,13.08,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46220,Indianapolis,39.7833,-86.0479,421,233,10.42,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46221,Indianapolis,39.773,-85.9968,302,233,12.31,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46222,Indianapolis,39.6397,-86.2797,376,280,14.09,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46223,Indianapolis,39.8894,-86.2675,386,250,10.61,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46224,Indianapolis,39.7344,-86.0993,385,265,14.25,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46225,Indianapolis,39.8196,-86.19,403,268,14.2,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46226,Indianapolis,39.7708,-86.2166,431,260,12.87,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46227,Indianapolis,39.8156,-86.3179,335,221,10.45,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46228,Indianapolis,39.6766,-86.1958,320,251,10.4,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46229,Indianapolis,39.8318,-86.2823,343,221,11.07,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
46230,Indianapolis,39.9109,-86.2648,412,211,10.78,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
98101,Seattle,47.4979,-122.3808,747,543,12.71,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
98102,Seattle,47.5801,-122.2696,907,544,14.21,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
98103,Seattle,47.6485,-122.1809,752,614,13.6,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
98104,Seattle,47.7062,-122.5068,769,457,13.0,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
98105,Seattle,47.4843,-122.1605,765,589,11.92,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
98106,Seattle,47.7263,-122.1912,792,527,14.35,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
98107,Seattle,47.659,-122.3495,892,598,10.73,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
98108,Seattle,47.6168,-122.4704,745,557,10.65,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
98109,Seattle,47.7366,-122.4055,930,544,14.75,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
98110,Seattle,47.6062,-122.2585,770,466,14.59,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
98111,Seattle,47.4864,-122.2214,814,547,11.23,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
