zip_code,metro,lat,lng,price_per_unit,price_per_unit_class_a,price_per_unit_class_b,price_per_unit_yoy_chg_pct,data_source,as_of_date,source_url
28209,Charlotte,35.1328,-80.8814,237376.06,281263.0,215671.0,-4.3,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28210,Charlotte,35.2871,-80.8476,172867.48,249720.0,214935.0,-4.79,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28211,Charlotte,35.1844,-80.7765,208653.1,306250.0,170639.0,-5.08,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28212,Charlotte,35.0849,-80.767,206003.68,325907.0,187557.0,-4.7,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28213,Charlotte,35.1226,-80.9349,223132.66,257143.0,213434.0,-4.83,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28214,Charlotte,35.0786,-80.9486,170040.94,300691.0,176227.0,-4.28,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28215,Charlotte,35.1748,-80.8935,195715.96,236968.0,193383.0,-4.87,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28216,Charlotte,35.3338,-80.7734,234202.66,234198.0,198227.0,-4.13,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28217,Charlotte,35.146,-80.7171,240881.56,242358.0,213645.0,-4.46,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28218,Charlotte,35.3371,-80.9789,225376.18,289513.0,211661.0,-4.61,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28219,Charlotte,35.2189,-80.8338,209464.9,254523.0,228214.0,-3.72,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28220,Charlotte,35.3229,-81.0049,174896.98,271828.0,206255.0,-3.98,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28221,Charlotte,35.1368,-80.6844,172262.32,251115.0,183000.0,-5.04,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28222,Charlotte,35.3012,-80.9534,201029.56,322938.0,219050.0,-5.25,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28223,Charlotte,35.1556,-80.7174,218475.88,276760.0,193404.0,-4.89,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28224,Charlotte,35.1506,-80.9397,176830.54,294634.0,171431.0,-5.02,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28225,Charlotte,35.0836,-80.702,238984.9,303849.0,188069.0,-5.15,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28226,Charlotte,35.3561,-81.0101,240763.48,273014.0,214023.0,-5.1,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28227,Charlotte,35.1523,-81.0029,183317.56,229715.0,220193.0,-4.71,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28228,Charlotte,35.3138,-80.9725,177753.04,264675.0,190207.0,-5.03,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28229,Charlotte,35.1326,-80.6913,236660.2,321623.0,207370.0,-4.68,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28230,Charlotte,35.1131,-80.7382,177627.58,237117.0,189604.0,-3.79,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28231,Charlotte,35.2488,-80.91,174896.98,266787.0,225626.0,-4.13,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28232,Charlotte,35.1105,-80.9699,196977.94,232833.0,168585.0,-3.95,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28233,Charlotte,35.2,-80.9636,177708.76,293667.0,207559.0,-4.25,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28234,Charlotte,35.1898,-80.8272,202195.6,254074.0,182894.0,-4.66,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28235,Charlotte,35.3317,-80.9685,220151.14,278792.0,188251.0,-5.1,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28236,Charlotte,35.132,-80.9687,196490.86,273642.0,209515.0,-5.09,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28237,Charlotte,35.0896,-80.7634,189708.64,277886.0,177797.0,-5.26,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28238,Charlotte,35.0773,-80.8534,188114.56,250408.0,218468.0,-4.59,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28239,Charlotte,35.2769,-80.8749,204608.86,241202.0,164385.0,-5.26,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
28240,Charlotte,35.2606,-81.0069,202859.8,275644.0,162499.0,-4.36,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46201,Indianapolis,39.818,-86.2891,141262.48,167442.0,161285.0,-5.22,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46202,Indianapolis,39.7269,-86.2056,142504.84,220344.0,154804.0,-3.85,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46203,Indianapolis,39.6224,-86.0448,135525.7,173425.0,159951.0,-4.56,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46204,Indianapolis,39.7655,-86.087,134460.82,207223.0,143527.0,-4.83,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46205,Indianapolis,39.6699,-86.0599,145302.76,182755.0,134373.0,-4.64,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46206,Indianapolis,39.9067,-86.0748,159662.98,177498.0,147732.0,-5.07,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46207,Indianapolis,39.6444,-86.2115,142614.46,183270.0,145427.0,-4.25,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46208,Indianapolis,39.6796,-86.0884,123237.82,202205.0,152339.0,-4.2,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46209,Indianapolis,39.7959,-86.2879,162607.06,208829.0,117795.0,-4.4,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46210,Indianapolis,39.7777,-86.026,133328.08,193248.0,140596.0,-4.17,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46211,Indianapolis,39.7722,-86.1321,151457.14,162375.0,144420.0,-3.8,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46212,Indianapolis,39.7517,-86.2824,156400.48,208702.0,158494.0,-4.69,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46213,Indianapolis,39.6656,-86.1348,164689.84,218921.0,118311.0,-3.87,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46214,Indianapolis,39.7742,-86.0613,163379.62,211444.0,161642.0,-4.76,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46215,Indianapolis,39.8959,-86.0608,170713.72,223114.0,116942.0,-3.85,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46216,Indianapolis,39.8445,-86.27,138151.36,204728.0,145258.0,-4.67,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46217,Indianapolis,39.7732,-86.0725,146492.92,160719.0,142074.0,-4.58,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46218,Indianapolis,39.7687,-85.9884,129141.64,176216.0,142773.0,-4.39,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46219,Indianapolis,39.6651,-86.1852,143835.94,168647.0,147524.0,-5.16,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46220,Indianapolis,39.7833,-86.0479,120267.64,184249.0,132925.0,-3.8,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46221,Indianapolis,39.773,-85.9968,139169.26,169599.0,115668.0,-4.37,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46222,Indianapolis,39.6397,-86.2797,143543.62,177238.0,130758.0,-4.65,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46223,Indianapolis,39.8894,-86.2675,131433.22,188407.0,142843.0,-4.79,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46224,Indianapolis,39.7344,-86.0993,169361.74,198477.0,130931.0,-4.01,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46225,Indianapolis,39.8196,-86.19,123107.32,197371.0,125005.0,-4.55,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46226,Indianapolis,39.7708,-86.2166,151008.22,225538.0,158186.0,-3.72,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46227,Indianapolis,39.8156,-86.3179,165337.12,182664.0,138722.0,-5.14,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46228,Indianapolis,39.6766,-86.1958,158540.68,229590.0,132241.0,-4.84,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46229,Indianapolis,39.8318,-86.2823,120763.54,191966.0,160180.0,-5.26,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
46230,Indianapolis,39.9109,-86.2648,128170.72,193495.0,123939.0,-4.47,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98101,Seattle,47.4979,-122.3808,363556.64,578377.0,390826.0,-4.24,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98102,Seattle,47.5801,-122.2696,375170.96,484633.0,296657.0,-4.33,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98103,Seattle,47.6485,-122.1809,376538.96,444114.0,319231.0,-4.44,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98104,Seattle,47.7062,-122.5068,369370.64,586226.0,340648.0,-4.83,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98105,Seattle,47.4843,-122.1605,372202.4,428343.0,378324.0,-3.79,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98106,Seattle,47.7263,-122.1912,324322.4,540203.0,423693.0,-4.88,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98107,Seattle,47.659,-122.3495,320067.92,467015.0,331408.0,-4.1,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98108,Seattle,47.6168,-122.4704,322366.16,591304.0,422445.0,-3.97,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98109,Seattle,47.7366,-122.4055,347564.72,427770.0,299256.0,-3.77,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98110,Seattle,47.6062,-122.2585,443023.76,441769.0,347497.0,-4.39,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98111,Seattle,47.4864,-122.2214,420109.76,537673.0,353306.0,-4.07,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98112,Seattle,47.5813,-122.3599,421081.04,476766.0,388253.0,-4.23,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98113,Seattle,47.7045,-122.3161,434624.24,522770.0,399416.0,-5.1,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98114,Seattle,47.7105,-122.4683,326743.76,573390.0,311056.0,-3.75,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98115,Seattle,47.4769,-122.3493,426566.72,467347.0,422757.0,-5.18,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98116,Seattle,47.6752,-122.3707,370957.52,502972.0,356308.0,-4.24,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98117,Seattle,47.5965,-122.2721,420246.56,580704.0,300452.0,-4.68,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98118,Seattle,47.5301,-122.153,442900.64,443468.0,363222.0,-4.8,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98119,Seattle,47.6787,-122.5039,349302.08,515493.0,351123.0,-5.04,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98120,Seattle,47.503,-122.4108,381272.24,534054.0,350707.0,-3.7,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98121,Seattle,47.6754,-122.3445,314636.96,483507.0,337373.0,-4.4,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98122,Seattle,47.5799,-122.1603,313323.68,512852.0,356841.0,-4.7,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98123,Seattle,47.4899,-122.3389,410862.08,568127.0,363989.0,-4.26,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98124,Seattle,47.5505,-122.3795,363173.6,600224.0,397558.0,-5.15,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98125,Seattle,47.6061,-122.2312,444514.88,530378.0,397506.0,-4.5,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98126,Seattle,47.6999,-122.3046,434090.72,436155.0,376322.0,-5.3,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98127,Seattle,47.457,-122.3199,402640.4,464115.0,417169.0,-3.84,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98128,Seattle,47.4624,-122.4788,400684.16,564304.0,301569.0,-4.59,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98129,Seattle,47.5938,-122.4359,390041.12,468529.0,330810.0,-4.51,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98130,Seattle,47.6215,-122.4707,318180.08,520461.0,362521.0,-4.5,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98131,Seattle,47.4666,-122.3512,367086.08,451077.0,328562.0,-5.06,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98132,Seattle,47.6181,-122.245,392667.68,429580.0,394426.0,-4.62,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98133,Seattle,47.4939,-122.4709,366484.16,493886.0,321544.0,-4.83,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98134,Seattle,47.5725,-122.3074,350204.96,458630.0,393724.0,-5.27,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98135,Seattle,47.7065,-122.4742,403324.4,588109.0,340154.0,-3.98,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98136,Seattle,47.6082,-122.3517,375102.56,531542.0,296228.0,-4.61,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98137,Seattle,47.6423,-122.509,412175.36,585930.0,386004.0,-4.17,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98138,Seattle,47.5649,-122.5058,437141.36,595995.0,302232.0,-5.13,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98139,Seattle,47.6434,-122.3681,366785.12,539317.0,318659.0,-5.11,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
98140,Seattle,47.6197,-122.3275,433023.68,440661.0,388837.0,-3.79,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80201,Denver,39.6256,-104.8904,289350.24,361009.0,312311.0,-4.27,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80202,Denver,39.7955,-105.1676,280383.0,398116.0,268840.0,-4.92,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80203,Denver,39.6205,-104.9694,248022.96,336535.0,296170.0,-4.05,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80204,Denver,39.6214,-104.8226,322449.0,415555.0,270233.0,-4.91,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80205,Denver,39.8852,-104.971,244934.7,409377.0,238790.0,-4.38,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80206,Denver,39.5892,-104.8225,286795.5,410250.0,244774.0,-4.51,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80207,Denver,39.7636,-105.0675,334658.4,371495.0,317623.0,-4.65,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80208,Denver,39.7129,-105.1077,240399.78,367035.0,230612.0,-4.54,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80209,Denver,39.7826,-105.024,234849.12,338654.0,257592.0,-4.77,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80210,Denver,39.7974,-104.8199,296429.64,362949.0,288694.0,-4.28,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80211,Denver,39.8421,-105.1424,274586.1,411427.0,261549.0,-4.19,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80212,Denver,39.7524,-105.0872,280321.44,403463.0,276199.0,-4.35,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80213,Denver,39.7777,-104.9079,298717.62,349305.0,270204.0,-4.74,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80214,Denver,39.6262,-105.0972,331128.96,316963.0,287242.0,-4.81,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80215,Denver,39.6144,-104.9171,255625.62,382451.0,270419.0,-5.28,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80216,Denver,39.8482,-105.1308,306607.56,388684.0,258927.0,-3.97,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80217,Denver,39.6421,-104.9933,328050.96,353170.0,301648.0,-5.08,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80218,Denver,39.87,-105.1205,284507.52,350316.0,224949.0,-4.13,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80219,Denver,39.7441,-104.9701,313153.44,449074.0,251675.0,-4.47,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80220,Denver,39.8626,-105.0258,285625.86,337726.0,265828.0,-5.09,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80221,Denver,39.6695,-104.8716,335202.18,345967.0,246178.0,-4.33,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80222,Denver,39.751,-105.0555,322182.24,324401.0,315693.0,-5.29,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80223,Denver,39.7075,-104.9194,268409.58,331327.0,305449.0,-3.9,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80224,Denver,39.6004,-104.9767,241097.46,399017.0,237961.0,-4.96,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80225,Denver,39.7674,-105.0961,240676.8,327725.0,228136.0,-5.19,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80226,Denver,39.8197,-104.8277,280300.92,425389.0,261081.0,-4.04,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80227,Denver,39.7255,-105.1182,332975.76,348945.0,289445.0,-4.13,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80228,Denver,39.7241,-104.8297,276863.82,424932.0,237318.0,-5.31,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80229,Denver,39.8002,-104.858,294572.58,332144.0,310654.0,-4.53,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80230,Denver,39.8066,-105.1441,243980.52,441775.0,281608.0,-4.74,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80231,Denver,39.7183,-105.0303,234613.14,404612.0,307360.0,-3.9,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80232,Denver,39.6139,-104.8504,305879.1,375719.0,295088.0,-4.25,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80233,Denver,39.8433,-104.9956,313728.0,430029.0,257864.0,-5.08,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80234,Denver,39.711,-104.9693,300810.66,329886.0,238400.0,-5.03,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80235,Denver,39.6442,-105.056,330102.96,393255.0,312877.0,-4.0,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80236,Denver,39.7299,-105.025,245334.84,319913.0,276238.0,-5.12,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80237,Denver,39.747,-105.0579,315913.38,429724.0,292301.0,-3.81,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80238,Denver,39.6272,-104.8347,259042.2,354984.0,265604.0,-3.82,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80239,Denver,39.7318,-104.8504,238450.38,391329.0,262952.0,-3.82,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
80240,Denver,39.8095,-105.1393,244585.86,404460.0,295926.0,-4.7,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37201,Nashville,36.0208,-86.6646,191263.5,283433.0,251563.0,-3.81,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37202,Nashville,36.0437,-86.8936,213198.3,334762.0,244907.0,-5.01,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37203,Nashville,36.2552,-86.9376,250944.3,250190.0,194066.0,-4.76,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37204,Nashville,36.061,-86.7206,263483.1,286287.0,231525.0,-5.18,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37205,Nashville,36.273,-86.7606,224983.8,314816.0,236058.0,-4.06,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37206,Nashville,36.0539,-86.9444,197071.2,328157.0,208440.0,-5.04,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37207,Nashville,36.1991,-86.8882,225170.1,257298.0,220368.0,-5.22,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37208,Nashville,36.1133,-86.8843,246716.1,311361.0,244191.0,-4.1,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37209,Nashville,36.0776,-86.7782,191312.1,307195.0,242722.0,-4.0,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37210,Nashville,36.0648,-86.7019,256071.6,318950.0,202615.0,-4.13,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37211,Nashville,36.1831,-86.7614,204806.7,282427.0,235250.0,-3.97,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37212,Nashville,36.2249,-86.8918,215012.7,335483.0,191365.0,-5.14,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37213,Nashville,36.1193,-86.6146,184597.2,300885.0,203708.0,-4.46,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37214,Nashville,36.2372,-86.9343,185569.2,264636.0,210187.0,-3.92,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37215,Nashville,36.1308,-86.804,244261.8,262558.0,223176.0,-4.88,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37216,Nashville,36.1976,-86.8175,232824.6,295264.0,211403.0,-3.94,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37217,Nashville,36.047,-86.7987,257934.6,282700.0,190188.0,-4.21,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37218,Nashville,36.0669,-86.7894,233715.6,351470.0,177437.0,-4.23,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37219,Nashville,36.2677,-86.8998,224821.8,315778.0,241691.0,-4.59,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37220,Nashville,36.0888,-86.7075,245387.7,311951.0,244869.0,-3.79,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37221,Nashville,36.0932,-86.8885,193434.3,281650.0,193781.0,-4.12,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37222,Nashville,36.0957,-86.7309,232273.8,334674.0,241352.0,-4.97,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37223,Nashville,36.1804,-86.9233,199898.1,265073.0,244999.0,-4.8,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37224,Nashville,36.1991,-86.8106,236647.8,273635.0,181469.0,-3.9,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37225,Nashville,36.0932,-86.9133,250839.0,332771.0,179269.0,-5.22,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37226,Nashville,36.0599,-86.712,231593.4,264187.0,194982.0,-4.09,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37227,Nashville,36.2288,-86.9448,235295.1,277342.0,203323.0,-4.56,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37228,Nashville,36.032,-86.7091,211643.1,262449.0,190526.0,-5.15,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37229,Nashville,36.0883,-86.6111,218179.8,258249.0,187764.0,-4.39,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37230,Nashville,36.1872,-86.8513,194333.4,325937.0,245300.0,-4.64,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37231,Nashville,36.2605,-86.9274,244180.8,335319.0,231495.0,-4.71,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37232,Nashville,36.2478,-86.6341,210687.3,285926.0,221699.0,-3.83,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37233,Nashville,36.3052,-86.6856,223347.6,264657.0,177176.0,-4.44,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37234,Nashville,36.0397,-86.6274,264900.6,270387.0,204370.0,-4.07,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
37235,Nashville,36.1547,-86.957,216357.3,250453.0,245046.0,-4.48,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
73101,Oklahoma City,35.6037,-97.591,145261.57,198032.0,107684.0,-3.7,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
73102,Oklahoma City,35.4681,-97.3571,128161.28,145099.0,129983.0,-4.21,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
73103,Oklahoma City,35.4548,-97.6706,135041.02,150013.0,123942.0,-4.43,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
73104,Oklahoma City,35.4168,-97.4255,109521.92,169932.0,112827.0,-5.08,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
73105,Oklahoma City,35.4295,-97.4105,125829.63,161764.0,126796.0,-4.69,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
73106,Oklahoma City,35.5475,-97.6195,114802.69,201353.0,109461.0,-4.33,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
73107,Oklahoma City,35.5533,-97.6583,122369.02,157491.0,103516.0,-5.18,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
73108,Oklahoma City,35.3279,-97.5559,130718.72,191873.0,132019.0,-3.81,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
73109,Oklahoma City,35.4958,-97.3883,136220.67,151624.0,134615.0,-4.24,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
73110,Oklahoma City,35.4209,-97.4156,125857.28,200937.0,143282.0,-4.23,CoStar/Real Capital Analytics,2025-Q4,https://www.rcanalytics.com
