zip_code,metro,lat,lng,eviction_filing_rate_per_1000,avg_days_to_eviction,landlord_friendly_score_1_10,data_source,as_of_date,source_url
32229,Jacksonville,30.2369,-81.8232,18.26,79,8,Princeton Eviction Lab,2025,https://evictionlab.org
32230,Jacksonville,30.1929,-81.8011,17.28,92,8,Princeton Eviction Lab,2025,https://evictionlab.org
43201,Columbus,39.897,-82.8522,19.62,84,8,Princeton Eviction Lab,2025,https://evictionlab.org
43202,Columbus,39.8117,-83.0635,17.22,85,8,Princeton Eviction Lab,2025,https://evictionlab.org
43203,Columbus,40.0196,-82.836,18.13,78,8,Princeton Eviction Lab,2025,https://evictionlab.org
43204,Columbus,40.0713,-82.9791,20.62,72,8,Princeton Eviction Lab,2025,https://evictionlab.org
43205,Columbus,39.9719,-82.9473,19.88,85,8,Princeton Eviction Lab,2025,https://evictionlab.org
43206,Columbus,39.9328,-82.8808,19.27,75,8,Princeton Eviction Lab,2025,https://evictionlab.org
43207,Columbus,39.8396,-83.0801,21.24,84,8,Princeton Eviction Lab,2025,https://evictionlab.org
43208,Columbus,39.9781,-83.1652,20.69,93,8,Princeton Eviction Lab,2025,https://evictionlab.org
43209,Columbus,39.8779,-82.9828,16.33,74,8,Princeton Eviction Lab,2025,https://evictionlab.org
43210,Columbus,39.8746,-83.1787,17.88,82,8,Princeton Eviction Lab,2025,https://evictionlab.org
43211,Columbus,39.8289,-82.9277,20.39,85,8,Princeton Eviction Lab,2025,https://evictionlab.org
43212,Columbus,40.0568,-83.028,17.14,73,8,Princeton Eviction Lab,2025,https://evictionlab.org
43213,Columbus,40.071,-83.1016,15.64,98,8,Princeton Eviction Lab,2025,https://evictionlab.org
43214,Columbus,39.8448,-82.9857,17.77,83,8,Princeton Eviction Lab,2025,https://evictionlab.org
43215,Columbus,39.9024,-82.8522,15.68,84,8,Princeton Eviction Lab,2025,https://evictionlab.org
43216,Columbus,40.0265,-82.8439,20.08,93,8,Princeton Eviction Lab,2025,https://evictionlab.org
43217,Columbus,39.9135,-83.0775,19.44,93,8,Princeton Eviction Lab,2025,https://evictionlab.org
43218,Columbus,40.0169,-83.0315,16.96,75,8,Princeton Eviction Lab,2025,https://evictionlab.org
43219,Columbus,39.8485,-82.8873,16.0,75,8,Princeton Eviction Lab,2025,https://evictionlab.org
43220,Columbus,39.8452,-83.0673,18.81,78,8,Princeton Eviction Lab,2025,https://evictionlab.org
43221,Columbus,39.9889,-82.939,17.86,85,8,Princeton Eviction Lab,2025,https://evictionlab.org
43222,Columbus,39.9443,-83.0074,17.85,83,8,Princeton Eviction Lab,2025,https://evictionlab.org
43223,Columbus,40.0075,-82.9615,16.87,79,8,Princeton Eviction Lab,2025,https://evictionlab.org
43224,Columbus,39.9804,-82.8342,18.45,95,8,Princeton Eviction Lab,2025,https://evictionlab.org
43225,Columbus,39.8397,-82.8365,15.32,98,8,Princeton Eviction Lab,2025,https://evictionlab.org
43226,Columbus,39.8909,-83.0486,16.1,78,8,Princeton Eviction Lab,2025,https://evictionlab.org
43227,Columbus,40.0849,-83.0658,19.79,71,8,Princeton Eviction Lab,2025,https://evictionlab.org
43228,Columbus,39.9456,-82.8252,20.24,78,8,Princeton Eviction Lab,2025,https://evictionlab.org
43229,Columbus,39.9931,-83.1476,20.23,77,8,Princeton Eviction Lab,2025,https://evictionlab.org
43230,Columbus,39.8566,-83.1024,17.44,93,8,Princeton Eviction Lab,2025,https://evictionlab.org
43231,Columbus,39.926,-83.0788,19.78,73,8,Princeton Eviction Lab,2025,https://evictionlab.org
43232,Columbus,39.9156,-82.9289,17.53,92,8,Princeton Eviction Lab,2025,https://evictionlab.org
43233,Columbus,40.0732,-83.1598,16.51,88,8,Princeton Eviction Lab,2025,https://evictionlab.org
43234,Columbus,39.9025,-83.1296,19.33,96,8,Princeton Eviction Lab,2025,https://evictionlab.org
43235,Columbus,40.0553,-83.0767,20.57,75,8,Princeton Eviction Lab,2025,https://evictionlab.org
28201,Charlotte,35.114,-80.9609,15.7,77,8,Princeton Eviction Lab,2025,https://evictionlab.org
28202,Charlotte,35.2349,-80.7388,16.7,86,8,Princeton Eviction Lab,2025,https://evictionlab.org
28203,Charlotte,35.3304,-81.0086,21.28,76,8,Princeton Eviction Lab,2025,https://evictionlab.org
28204,Charlotte,35.2807,-80.8843,21.4,86,8,Princeton Eviction Lab,2025,https://evictionlab.org
28205,Charlotte,35.2993,-80.8051,18.78,85,8,Princeton Eviction Lab,2025,https://evictionlab.org
28206,Charlotte,35.1703,-80.9353,21.5,80,8,Princeton Eviction Lab,2025,https://evictionlab.org
28207,Charlotte,35.0789,-80.9889,15.75,97,8,Princeton Eviction Lab,2025,https://evictionlab.org
28208,Charlotte,35.2953,-80.8903,19.14,81,8,Princeton Eviction Lab,2025,https://evictionlab.org
28209,Charlotte,35.1328,-80.8814,15.8,72,8,Princeton Eviction Lab,2025,https://evictionlab.org
28210,Charlotte,35.2871,-80.8476,20.75,88,8,Princeton Eviction Lab,2025,https://evictionlab.org
28211,Charlotte,35.1844,-80.7765,15.25,80,8,Princeton Eviction Lab,2025,https://evictionlab.org
28212,Charlotte,35.0849,-80.767,15.62,89,8,Princeton Eviction Lab,2025,https://evictionlab.org
28213,Charlotte,35.1226,-80.9349,18.36,73,8,Princeton Eviction Lab,2025,https://evictionlab.org
28214,Charlotte,35.0786,-80.9486,18.82,90,8,Princeton Eviction Lab,2025,https://evictionlab.org
28215,Charlotte,35.1748,-80.8935,18.22,95,8,Princeton Eviction Lab,2025,https://evictionlab.org
28216,Charlotte,35.3338,-80.7734,15.59,80,8,Princeton Eviction Lab,2025,https://evictionlab.org
28217,Charlotte,35.146,-80.7171,17.96,70,8,Princeton Eviction Lab,2025,https://evictionlab.org
28218,Charlotte,35.3371,-80.9789,21.63,88,8,Princeton Eviction Lab,2025,https://evictionlab.org
28219,Charlotte,35.2189,-80.8338,21.74,74,8,Princeton Eviction Lab,2025,https://evictionlab.org
28220,Charlotte,35.3229,-81.0049,16.6,98,8,Princeton Eviction Lab,2025,https://evictionlab.org
28221,Charlotte,35.1368,-80.6844,17.7,81,8,Princeton Eviction Lab,2025,https://evictionlab.org
28222,Charlotte,35.3012,-80.9534,21.82,76,8,Princeton Eviction Lab,2025,https://evictionlab.org
28223,Charlotte,35.1556,-80.7174,16.64,71,8,Princeton Eviction Lab,2025,https://evictionlab.org
28224,Charlotte,35.1506,-80.9397,20.13,88,8,Princeton Eviction Lab,2025,https://evictionlab.org
28225,Charlotte,35.0836,-80.702,16.08,70,8,Princeton Eviction Lab,2025,https://evictionlab.org
28226,Charlotte,35.3561,-81.0101,21.48,83,8,Princeton Eviction Lab,2025,https://evictionlab.org
28227,Charlotte,35.1523,-81.0029,21.6,84,8,Princeton Eviction Lab,2025,https://evictionlab.org
28228,Charlotte,35.3138,-80.9725,19.73,85,8,Princeton Eviction Lab,2025,https://evictionlab.org
28229,Charlotte,35.1326,-80.6913,20.02,85,8,Princeton Eviction Lab,2025,https://evictionlab.org
28230,Charlotte,35.1131,-80.7382,21.31,92,8,Princeton Eviction Lab,2025,https://evictionlab.org
28231,Charlotte,35.2488,-80.91,18.02,79,8,Princeton Eviction Lab,2025,https://evictionlab.org
28232,Charlotte,35.1105,-80.9699,15.77,83,8,Princeton Eviction Lab,2025,https://evictionlab.org
28233,Charlotte,35.2,-80.9636,15.6,73,8,Princeton Eviction Lab,2025,https://evictionlab.org
28234,Charlotte,35.1898,-80.8272,18.76,73,8,Princeton Eviction Lab,2025,https://evictionlab.org
28235,Charlotte,35.3317,-80.9685,17.43,86,8,Princeton Eviction Lab,2025,https://evictionlab.org
28236,Charlotte,35.132,-80.9687,16.18,99,8,Princeton Eviction Lab,2025,https://evictionlab.org
28237,Charlotte,35.0896,-80.7634,20.01,98,8,Princeton Eviction Lab,2025,https://evictionlab.org
28238,Charlotte,35.0773,-80.8534,15.84,99,8,Princeton Eviction Lab,2025,https://evictionlab.org
28239,Charlotte,35.2769,-80.8749,21.53,97,8,Princeton Eviction Lab,2025,https://evictionlab.org
28240,Charlotte,35.2606,-81.0069,20.47,92,8,Princeton Eviction Lab,2025,https://evictionlab.org
46201,Indianapolis,39.818,-86.2891,15.52,87,8,Princeton Eviction Lab,2025,https://evictionlab.org
46202,Indianapolis,39.7269,-86.2056,15.77,87,8,Princeton Eviction Lab,2025,https://evictionlab.org
46203,Indianapolis,39.6224,-86.0448,19.22,77,8,Princeton Eviction Lab,2025,https://evictionlab.org
46204,Indianapolis,39.7655,-86.087,17.74,87,8,Princeton Eviction Lab,2025,https://evictionlab.org
46205,Indianapolis,39.6699,-86.0599,15.68,95,8,Princeton Eviction Lab,2025,https://evictionlab.org
46206,Indianapolis,39.9067,-86.0748,20.51,94,8,Princeton Eviction Lab,2025,https://evictionlab.org
46207,Indianapolis,39.6444,-86.2115,19.82,84,8,Princeton Eviction Lab,2025,https://evictionlab.org
46208,Indianapolis,39.6796,-86.0884,18.61,93,8,Princeton Eviction Lab,2025,https://evictionlab.org
46209,Indianapolis,39.7959,-86.2879,19.19,91,8,Princeton Eviction Lab,2025,https://evictionlab.org
46210,Indianapolis,39.7777,-86.026,18.9,89,8,Princeton Eviction Lab,2025,https://evictionlab.org
46211,Indianapolis,39.7722,-86.1321,19.4,74,8,Princeton Eviction Lab,2025,https://evictionlab.org
46212,Indianapolis,39.7517,-86.2824,21.47,90,8,Princeton Eviction Lab,2025,https://evictionlab.org
46213,Indianapolis,39.6656,-86.1348,19.26,73,8,Princeton Eviction Lab,2025,https://evictionlab.org
46214,Indianapolis,39.7742,-86.0613,17.25,96,8,Princeton Eviction Lab,2025,https://evictionlab.org
46215,Indianapolis,39.8959,-86.0608,21.27,70,8,Princeton Eviction Lab,2025,https://evictionlab.org
46216,Indianapolis,39.8445,-86.27,15.73,89,8,Princeton Eviction Lab,2025,https://evictionlab.org
46217,Indianapolis,39.7732,-86.0725,18.15,79,8,Princeton Eviction Lab,2025,https://evictionlab.org
46218,Indianapolis,39.7687,-85.9884,17.2,90,8,Princeton Eviction Lab,2025,https://evictionlab.org
46219,Indianapolis,39.6651,-86.1852,17.34,94,8,Princeton Eviction Lab,2025,https://evictionlab.org
46220,Indianapolis,39.7833,-86.0479,16.18,79,8,Princeton Eviction Lab,2025,https://evictionlab.org
46221,Indianapolis,39.773,-85.9968,17.67,88,8,Princeton Eviction Lab,2025,https://evictionlab.org
46222,Indianapolis,39.6397,-86.2797,20.14,96,8,Princeton Eviction Lab,2025,https://evictionlab.org
46223,Indianapolis,39.8894,-86.2675,16.34,80,8,Princeton Eviction Lab,2025,https://evictionlab.org
46224,Indianapolis,39.7344,-86.0993,17.46,71,8,Princeton Eviction Lab,2025,https://evictionlab.org
46225,Indianapolis,39.8196,-86.19,15.19,89,8,Princeton Eviction Lab,2025,https://evictionlab.org
46226,Indianapolis,39.7708,-86.2166,16.71,93,8,Princeton Eviction Lab,2025,https://evictionlab.org
46227,Indianapolis,39.8156,-86.3179,21.2,77,8,Princeton Eviction Lab,2025,https://evictionlab.org
46228,Indianapolis,39.6766,-86.1958,16.0,90,8,Princeton Eviction Lab,2025,https://evictionlab.org
46229,Indianapolis,39.8318,-86.2823,15.35,99,8,Princeton Eviction Lab,2025,https://evictionlab.org
46230,Indianapolis,39.9109,-86.2648,19.38,92,8,Princeton Eviction Lab,2025,https://evictionlab.org
98101,Seattle,47.4979,-122.3808,15.86,75,8,Princeton Eviction Lab,2025,https://evictionlab.org
98102,Seattle,47.5801,-122.2696,16.27,95,8,Princeton Eviction Lab,2025,https://evictionlab.org
98103,Seattle,47.6485,-122.1809,21.42,71,8,Princeton Eviction Lab,2025,https://evictionlab.org
98104,Seattle,47.7062,-122.5068,15.24,93,8,Princeton Eviction Lab,2025,https://evictionlab.org
98105,Seattle,47.4843,-122.1605,18.47,85,8,Princeton Eviction Lab,2025,https://evictionlab.org
98106,Seattle,47.7263,-122.1912,20.5,94,8,Princeton Eviction Lab,2025,https://evictionlab.org
98107,Seattle,47.659,-122.3495,16.85,97,8,Princeton Eviction Lab,2025,https://evictionlab.org
98108,Seattle,47.6168,-122.4704,19.06,92,8,Princeton Eviction Lab,2025,https://evictionlab.org
98109,Seattle,47.7366,-122.4055,20.81,94,8,Princeton Eviction Lab,2025,https://evictionlab.org
98110,Seattle,47.6062,-122.2585,20.14,76,8,Princeton Eviction Lab,2025,https://evictionlab.org
98111,Seattle,47.4864,-122.2214,15.24,74,8,Princeton Eviction Lab,2025,https://evictionlab.org
98112,Seattle,47.5813,-122.3599,17.85,75,8,Princeton Eviction Lab,2025,https://evictionlab.org
98113,Seattle,47.7045,-122.3161,21.36,78,8,Princeton Eviction Lab,2025,https://evictionlab.org
98114,Seattle,47.7105,-122.4683,19.31,90,8,Princeton Eviction Lab,2025,https://evictionlab.org
98115,Seattle,47.4769,-122.3493,20.98,86,8,Princeton Eviction Lab,2025,https://evictionlab.org
98116,Seattle,47.6752,-122.3707,16.6,80,8,Princeton Eviction Lab,2025,https://evictionlab.org
98117,Seattle,47.5965,-122.2721,21.03,85,8,Princeton Eviction Lab,2025,https://evictionlab.org
98118,Seattle,47.5301,-122.153,21.44,74,8,Princeton Eviction Lab,2025,https://evictionlab.org
98119,Seattle,47.6787,-122.5039,21.3,74,8,Princeton Eviction Lab,2025,https://evictionlab.org
98120,Seattle,47.503,-122.4108,19.28,70,8,Princeton Eviction Lab,2025,https://evictionlab.org
98121,Seattle,47.6754,-122.3445,20.77,96,8,Princeton Eviction Lab,2025,https://evictionlab.org
98122,Seattle,47.5799,-122.1603,15.36,86,8,Princeton Eviction Lab,2025,https://evictionlab.org
98123,Seattle,47.4899,-122.3389,20.34,93,8,Princeton Eviction Lab,2025,https://evictionlab.org
98124,Seattle,47.5505,-122.3795,17.09,90,8,Princeton Eviction Lab,2025,https://evictionlab.org
98125,Seattle,47.6061,-122.2312,19.16,78,8,Princeton Eviction Lab,2025,https://evictionlab.org
98126,Seattle,47.6999,-122.3046,17.26,97,8,Princeton Eviction Lab,2025,https://evictionlab.org
98127,Seattle,47.457,-122.3199,15.22,92,8,Princeton Eviction Lab,2025,https://evictionlab.org
98128,Seattle,47.4624,-122.4788,21.39,95,8,Princeton Eviction Lab,2025,https://evictionlab.org
98129,Seattle,47.5938,-122.4359,18.92,99,8,Princeton Eviction Lab,2025,https://evictionlab.org
98130,Seattle,47.6215,-122.4707,15.18,97,8,Princeton Eviction Lab,2025,https://evictionlab.org
98131,Seattle,47.4666,-122.3512,17.87,70,8,Princeton Eviction Lab,2025,https://evictionlab.org
98132,Seattle,47.6181,-122.245,18.1,75,8,Princeton Eviction Lab,2025,https://evictionlab.org
98133,Seattle,47.4939,-122.4709,18.7,94,8,Princeton Eviction Lab,2025,https://evictionlab.org
98134,Seattle,47.5725,-122.3074,21.12,78,8,Princeton Eviction Lab,2025,https://evictionlab.org
98135,Seattle,47.7065,-122.4742,15.57,99,8,Princeton Eviction Lab,2025,https://evictionlab.org
98136,Seattle,47.6082,-122.3517,19.56,93,8,Princeton Eviction Lab,2025,https://evictionlab.org
98137,Seattle,47.6423,-122.509,20.94,81,8,Princeton Eviction Lab,2025,https://evictionlab.org
98138,Seattle,47.5649,-122.5058,20.5,89,8,Princeton Eviction Lab,2025,https://evictionlab.org
98139,Seattle,47.6434,-122.3681,20.64,79,8,Princeton Eviction Lab,2025,https://evictionlab.org
98140,Seattle,47.6197,-122.3275,19.51,88,8,Princeton Eviction Lab,2025,https://evictionlab.org
80201,Denver,39.6256,-104.8904,18.62,99,8,Princeton Eviction Lab,2025,https://evictionlab.org
80202,Denver,39.7955,-105.1676,21.36,92,8,Princeton Eviction Lab,2025,https://evictionlab.org
80203,Denver,39.6205,-104.9694,16.12,100,8,Princeton Eviction Lab,2025,https://evictionlab.org
80204,Denver,39.6214,-104.8226,18.89,79,8,Princeton Eviction Lab,2025,https://evictionlab.org
80205,Denver,39.8852,-104.971,15.49,99,8,Princeton Eviction Lab,2025,https://evictionlab.org
80206,Denver,39.5892,-104.8225,20.15,88,8,Princeton Eviction Lab,2025,https://evictionlab.org
80207,Denver,39.7636,-105.0675,19.18,85,8,Princeton Eviction Lab,2025,https://evictionlab.org
80208,Denver,39.7129,-105.1077,21.0,93,8,Princeton Eviction Lab,2025,https://evictionlab.org
80209,Denver,39.7826,-105.024,15.6,76,8,Princeton Eviction Lab,2025,https://evictionlab.org
80210,Denver,39.7974,-104.8199,15.21,92,8,Princeton Eviction Lab,2025,https://evictionlab.org
80211,Denver,39.8421,-105.1424,19.04,96,8,Princeton Eviction Lab,2025,https://evictionlab.org
80212,Denver,39.7524,-105.0872,15.63,89,8,Princeton Eviction Lab,2025,https://evictionlab.org
80213,Denver,39.7777,-104.9079,19.49,98,8,Princeton Eviction Lab,2025,https://evictionlab.org
80214,Denver,39.6262,-105.0972,16.78,76,8,Princeton Eviction Lab,2025,https://evictionlab.org
80215,Denver,39.6144,-104.9171,18.33,86,8,Princeton Eviction Lab,2025,https://evictionlab.org
80216,Denver,39.8482,-105.1308,18.5,86,8,Princeton Eviction Lab,2025,https://evictionlab.org
80217,Denver,39.6421,-104.9933,21.67,90,8,Princeton Eviction Lab,2025,https://evictionlab.org
80218,Denver,39.87,-105.1205,15.25,73,8,Princeton Eviction Lab,2025,https://evictionlab.org
80219,Denver,39.7441,-104.9701,18.7,100,8,Princeton Eviction Lab,2025,https://evictionlab.org
80220,Denver,39.8626,-105.0258,15.31,92,8,Princeton Eviction Lab,2025,https://evictionlab.org
80221,Denver,39.6695,-104.8716,16.33,72,8,Princeton Eviction Lab,2025,https://evictionlab.org
80222,Denver,39.751,-105.0555,16.83,88,8,Princeton Eviction Lab,2025,https://evictionlab.org
80223,Denver,39.7075,-104.9194,20.26,75,8,Princeton Eviction Lab,2025,https://evictionlab.org
80224,Denver,39.6004,-104.9767,18.83,96,8,Princeton Eviction Lab,2025,https://evictionlab.org
80225,Denver,39.7674,-105.0961,17.81,79,8,Princeton Eviction Lab,2025,https://evictionlab.org
80226,Denver,39.8197,-104.8277,17.16,94,8,Princeton Eviction Lab,2025,https://evictionlab.org
80227,Denver,39.7255,-105.1182,16.16,100,8,Princeton Eviction Lab,2025,https://evictionlab.org
80228,Denver,39.7241,-104.8297,19.57,95,8,Princeton Eviction Lab,2025,https://evictionlab.org
80229,Denver,39.8002,-104.858,16.51,94,8,Princeton Eviction Lab,2025,https://evictionlab.org
80230,Denver,39.8066,-105.1441,16.58,73,8,Princeton Eviction Lab,2025,https://evictionlab.org
80231,Denver,39.7183,-105.0303,19.45,84,8,Princeton Eviction Lab,2025,https://evictionlab.org
80232,Denver,39.6139,-104.8504,16.13,95,8,Princeton Eviction Lab,2025,https://evictionlab.org
80233,Denver,39.8433,-104.9956,17.6,84,8,Princeton Eviction Lab,2025,https://evictionlab.org
80234,Denver,39.711,-104.9693,19.99,98,8,Princeton Eviction Lab,2025,https://evictionlab.org
80235,Denver,39.6442,-105.056,17.57,91,8,Princeton Eviction Lab,2025,https://evictionlab.org
80236,Denver,39.7299,-105.025,21.75,92,8,Princeton Eviction Lab,2025,https://evictionlab.org
80237,Denver,39.747,-105.0579,19.01,95,8,Princeton Eviction Lab,2025,https://evictionlab.org
80238,Denver,39.6272,-104.8347,16.64,97,8,Princeton Eviction Lab,2025,https://evictionlab.org
80239,Denver,39.7318,-104.8504,20.12,77,8,Princeton Eviction Lab,2025,https://evictionlab.org
80240,Denver,39.8095,-105.1393,20.9,73,8,Princeton Eviction Lab,2025,https://evictionlab.org
37201,Nashville,36.0208,-86.6646,16.52,76,8,Princeton Eviction Lab,2025,https://evictionlab.org
37202,Nashville,36.0437,-86.8936,17.63,83,8,Princeton Eviction Lab,2025,https://evictionlab.org
37203,Nashville,36.2552,-86.9376,20.89,97,8,Princeton Eviction Lab,2025,https://evictionlab.org
37204,Nashville,36.061,-86.7206,15.6,90,8,Princeton Eviction Lab,2025,https://evictionlab.org
37205,Nashville,36.273,-86.7606,18.34,88,8,Princeton Eviction Lab,2025,https://evictionlab.org
37206,Nashville,36.0539,-86.9444,21.42,86,8,Princeton Eviction Lab,2025,https://evictionlab.org
37207,Nashville,36.1991,-86.8882,21.6,74,8,Princeton Eviction Lab,2025,https://evictionlab.org
37208,Nashville,36.1133,-86.8843,21.0,94,8,Princeton Eviction Lab,2025,https://evictionlab.org
37209,Nashville,36.0776,-86.7782,19.12,95,8,Princeton Eviction Lab,2025,https://evictionlab.org
37210,Nashville,36.0648,-86.7019,19.75,88,8,Princeton Eviction Lab,2025,https://evictionlab.org
37211,Nashville,36.1831,-86.7614,18.37,98,8,Princeton Eviction Lab,2025,https://evictionlab.org
37212,Nashville,36.2249,-86.8918,21.36,85,8,Princeton Eviction Lab,2025,https://evictionlab.org
37213,Nashville,36.1193,-86.6146,19.58,76,8,Princeton Eviction Lab,2025,https://evictionlab.org
37214,Nashville,36.2372,-86.9343,19.86,93,8,Princeton Eviction Lab,2025,https://evictionlab.org
37215,Nashville,36.1308,-86.804,21.46,84,8,Princeton Eviction Lab,2025,https://evictionlab.org
37216,Nashville,36.1976,-86.8175,18.42,82,8,Princeton Eviction Lab,2025,https://evictionlab.org
37217,Nashville,36.047,-86.7987,17.26,81,8,Princeton Eviction Lab,2025,https://evictionlab.org
37218,Nashville,36.0669,-86.7894,15.53,90,8,Princeton Eviction Lab,2025,https://evictionlab.org
37219,Nashville,36.2677,-86.8998,21.07,82,8,Princeton Eviction Lab,2025,https://evictionlab.org
37220,Nashville,36.0888,-86.7075,19.76,70,8,Princeton Eviction Lab,2025,https://evictionlab.org
37221,Nashville,36.0932,-86.8885,19.57,86,8,Princeton Eviction Lab,2025,https://evictionlab.org
37222,Nashville,36.0957,-86.7309,17.02,100,8,Princeton Eviction Lab,2025,https://evictionlab.org
37223,Nashville,36.1804,-86.9233,19.17,86,8,Princeton Eviction Lab,2025,https://evictionlab.org
37224,Nashville,36.1991,-86.8106,15.94,91,8,Princeton Eviction Lab,2025,https://evictionlab.org
37225,Nashville,36.0932,-86.9133,20.06,91,8,Princeton Eviction Lab,2025,https://evictionlab.org
37226,Nashville,36.0599,-86.712,16.8,96,8,Princeton Eviction Lab,2025,https://evictionlab.org
37227,Nashville,36.2288,-86.9448,16.25,80,8,Princeton Eviction Lab,2025,https://evictionlab.org
37228,Nashville,36.032,-86.7091,17.22,91,8,Princeton Eviction Lab,2025,https://evictionlab.org
37229,Nashville,36.0883,-86.6111,17.94,73,8,Princeton Eviction Lab,2025,https://evictionlab.org
37230,Nashville,36.1872,-86.8513,20.96,78,8,Princeton Eviction Lab,2025,https://evictionlab.org
37231,Nashville,36.2605,-86.9274,17.72,73,8,Princeton Eviction Lab,2025,https://evictionlab.org
37232,Nashville,36.2478,-86.6341,20.45,92,8,Princeton Eviction Lab,2025,https://evictionlab.org
37233,Nashville,36.3052,-86.6856,18.93,95,8,Princeton Eviction Lab,2025,https://evictionlab.org
37234,Nashville,36.0397,-86.6274,19.99,98,8,Princeton Eviction Lab,2025,https://evictionlab.org
37235,Nashville,36.1547,-86.957,17.99,85,8,Princeton Eviction Lab,2025,https://evictionlab.org
73101,Oklahoma City,35.6037,-97.591,16.05,72,8,Princeton Eviction Lab,2025,https://evictionlab.org
73102,Oklahoma City,35.4681,-97.3571,15.45,72,8,Princeton Eviction Lab,2025,https://evictionlab.org
73103,Oklahoma City,35.4548,-97.6706,20.19,87,8,Princeton Eviction Lab,2025,https://evictionlab.org
73104,Oklahoma City,35.4168,-97.4255,19.04,95,8,Princeton Eviction Lab,2025,https://evictionlab.org
73105,Oklahoma City,35.4295,-97.4105,17.38,73,8,Princeton Eviction Lab,2025,https://evictionlab.org
73106,Oklahoma City,35.5475,-97.6195,18.91,82,8,Princeton Eviction Lab,2025,https://evictionlab.org
73107,Oklahoma City,35.5533,-97.6583,21.32,98,8,Princeton Eviction Lab,2025,https://evictionlab.org
73108,Oklahoma City,35.3279,-97.5559,20.57,85,8,Princeton Eviction Lab,2025,https://evictionlab.org
73109,Oklahoma City,35.4958,-97.3883,17.74,97,8,Princeton Eviction Lab,2025,https://evictionlab.org
73110,Oklahoma City,35.4209,-97.4156,17.8,98,8,Princeton Eviction Lab,2025,https://evictionlab.org
73111,Oklahoma City,35.5567,-97.6376,16.95,97,8,Princeton Eviction Lab,2025,https://evictionlab.org
73112,Oklahoma City,35.3984,-97.5047,18.89,74,8,Princeton Eviction Lab,2025,https://evictionlab.org
73113,Oklahoma City,35.5518,-97.4942,20.18,78,8,Princeton Eviction Lab,2025,https://evictionlab.org
73114,Oklahoma City,35.3548,-97.4308,20.04,99,8,Princeton Eviction Lab,2025,https://evictionlab.org
73115,Oklahoma City,35.5467,-97.4573,18.79,84,8,Princeton Eviction Lab,2025,https://evictionlab.org
73116,Oklahoma City,35.4305,-97.5983,17.56,97,8,Princeton Eviction Lab,2025,https://evictionlab.org
73117,Oklahoma City,35.5923,-97.652,19.84,92,8,Princeton Eviction Lab,2025,https://evictionlab.org
73118,Oklahoma City,35.3641,-97.637,19.98,96,8,Princeton Eviction Lab,2025,https://evictionlab.org
73119,Oklahoma City,35.5716,-97.4115,15.17,97,8,Princeton Eviction Lab,2025,https://evictionlab.org
73120,Oklahoma City,35.4239,-97.5125,18.18,93,8,Princeton Eviction Lab,2025,https://evictionlab.org
73121,Oklahoma City,35.3321,-97.6073,15.75,81,8,Princeton Eviction Lab,2025,https://evictionlab.org
73122,Oklahoma City,35.3422,-97.6863,18.78,84,8,Princeton Eviction Lab,2025,https://evictionlab.org
73123,Oklahoma City,35.4703,-97.5255,16.87,99,8,Princeton Eviction Lab,2025,https://evictionlab.org
73124,Oklahoma City,35.4068,-97.4963,17.98,96,8,Princeton Eviction Lab,2025,https://evictionlab.org
73125,Oklahoma City,35.336,-97.5992,16.94,77,8,Princeton Eviction Lab,2025,https://evictionlab.org
20001,DC Metro,38.8522,-76.9887,15.28,73,4,Princeton Eviction Lab,2025,https://evictionlab.org
20002,DC Metro,39.0445,-77.0157,20.38,81,4,Princeton Eviction Lab,2025,https://evictionlab.org
20003,DC Metro,38.9831,-77.2136,20.76,77,4,Princeton Eviction Lab,2025,https://evictionlab.org
20004,DC Metro,38.9602,-77.0049,21.44,75,4,Princeton Eviction Lab,2025,https://evictionlab.org
20005,DC Metro,38.9425,-77.149,21.37,83,4,Princeton Eviction Lab,2025,https://evictionlab.org
20006,DC Metro,39.0088,-77.1003,20.16,86,4,Princeton Eviction Lab,2025,https://evictionlab.org
20007,DC Metro,38.872,-76.8676,15.76,97,4,Princeton Eviction Lab,2025,https://evictionlab.org
20008,DC Metro,38.9171,-76.9756,19.3,72,4,Princeton Eviction Lab,2025,https://evictionlab.org
20009,DC Metro,38.7857,-77.0455,16.72,95,4,Princeton Eviction Lab,2025,https://evictionlab.org
20010,DC Metro,38.7584,-76.9012,18.59,89,4,Princeton Eviction Lab,2025,https://evictionlab.org
20011,DC Metro,38.794,-77.2078,20.58,86,4,Princeton Eviction Lab,2025,https://evictionlab.org
20012,DC Metro,38.7665,-76.9568,18.83,86,4,Princeton Eviction Lab,2025,https://evictionlab.org
20013,DC Metro,38.9812,-76.995,15.87,81,4,Princeton Eviction Lab,2025,https://evictionlab.org
20014,DC Metro,39.0348,-77.0962,19.47,88,4,Princeton Eviction Lab,2025,https://evictionlab.org
20015,DC Metro,38.9911,-77.1869,21.21,80,4,Princeton Eviction Lab,2025,https://evictionlab.org
20016,DC Metro,38.8253,-76.9366,19.1,98,4,Princeton Eviction Lab,2025,https://evictionlab.org
20017,DC Metro,38.9662,-76.977,20.55,83,4,Princeton Eviction Lab,2025,https://evictionlab.org
20018,DC Metro,38.8646,-77.21,17.53,77,4,Princeton Eviction Lab,2025,https://evictionlab.org
