zip_code,metro,lat,lng,occupancy_rate_pct,vacancy_rate_pct,market_tightness,data_source,as_of_date,source_url
28218,Charlotte,35.3371,-80.9789,89.1,9.58,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
28219,Charlotte,35.2189,-80.8338,77.4,-3.23,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
28220,Charlotte,35.3229,-81.0049,91.96,23.97,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
28221,Charlotte,35.1368,-80.6844,99.26,13.9,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
28222,Charlotte,35.3012,-80.9534,106.79,-4.54,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
28223,Charlotte,35.1556,-80.7174,88.4,10.94,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
28224,Charlotte,35.1506,-80.9397,92.04,23.02,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
28225,Charlotte,35.0836,-80.702,96.85,-1.7,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
28226,Charlotte,35.3561,-81.0101,94.31,21.95,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
28227,Charlotte,35.1523,-81.0029,97.1,3.82,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
28228,Charlotte,35.3138,-80.9725,89.33,19.69,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
28229,Charlotte,35.1326,-80.6913,96.86,2.89,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
28230,Charlotte,35.1131,-80.7382,94.0,23.84,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
28231,Charlotte,35.2488,-80.91,94.46,4.74,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
28232,Charlotte,35.1105,-80.9699,82.33,20.34,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
28233,Charlotte,35.2,-80.9636,85.92,4.92,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
28234,Charlotte,35.1898,-80.8272,102.22,13.29,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
28235,Charlotte,35.3317,-80.9685,99.96,6.11,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
28236,Charlotte,35.132,-80.9687,93.67,-6.62,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
28237,Charlotte,35.0896,-80.7634,104.61,0.8,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
28238,Charlotte,35.0773,-80.8534,84.07,10.55,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
28239,Charlotte,35.2769,-80.8749,94.77,17.14,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
28240,Charlotte,35.2606,-81.0069,99.54,14.11,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46201,Indianapolis,39.818,-86.2891,81.59,14.02,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46202,Indianapolis,39.7269,-86.2056,105.83,1.61,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46203,Indianapolis,39.6224,-86.0448,95.82,3.97,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46204,Indianapolis,39.7655,-86.087,86.17,-9.15,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46205,Indianapolis,39.6699,-86.0599,94.38,9.29,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46206,Indianapolis,39.9067,-86.0748,107.59,-9.57,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46207,Indianapolis,39.6444,-86.2115,104.39,19.46,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46208,Indianapolis,39.6796,-86.0884,109.95,7.04,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46209,Indianapolis,39.7959,-86.2879,100.66,8.18,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46210,Indianapolis,39.7777,-86.026,78.08,-7.55,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46211,Indianapolis,39.7722,-86.1321,99.11,4.88,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46212,Indianapolis,39.7517,-86.2824,97.16,2.3,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46213,Indianapolis,39.6656,-86.1348,97.74,20.63,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46214,Indianapolis,39.7742,-86.0613,86.57,8.11,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46215,Indianapolis,39.8959,-86.0608,106.95,9.0,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46216,Indianapolis,39.8445,-86.27,99.41,21.32,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46217,Indianapolis,39.7732,-86.0725,109.94,10.59,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46218,Indianapolis,39.7687,-85.9884,79.4,12.99,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46219,Indianapolis,39.6651,-86.1852,78.97,14.62,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46220,Indianapolis,39.7833,-86.0479,98.16,16.11,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46221,Indianapolis,39.773,-85.9968,76.71,5.06,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46222,Indianapolis,39.6397,-86.2797,86.07,20.61,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46223,Indianapolis,39.8894,-86.2675,107.04,13.12,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46224,Indianapolis,39.7344,-86.0993,93.03,8.75,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46225,Indianapolis,39.8196,-86.19,96.01,17.13,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46226,Indianapolis,39.7708,-86.2166,87.75,5.19,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46227,Indianapolis,39.8156,-86.3179,87.82,20.09,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46228,Indianapolis,39.6766,-86.1958,100.6,6.95,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46229,Indianapolis,39.8318,-86.2823,96.32,19.77,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
46230,Indianapolis,39.9109,-86.2648,101.94,22.88,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98101,Seattle,47.4979,-122.3808,104.42,12.16,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98102,Seattle,47.5801,-122.2696,100.73,18.37,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98103,Seattle,47.6485,-122.1809,93.83,21.43,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98104,Seattle,47.7062,-122.5068,96.32,11.65,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98105,Seattle,47.4843,-122.1605,85.46,1.11,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98106,Seattle,47.7263,-122.1912,91.6,1.32,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98107,Seattle,47.659,-122.3495,80.43,6.1,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98108,Seattle,47.6168,-122.4704,105.86,-0.52,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98109,Seattle,47.7366,-122.4055,101.81,15.77,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98110,Seattle,47.6062,-122.2585,96.27,16.57,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98111,Seattle,47.4864,-122.2214,105.1,15.98,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98112,Seattle,47.5813,-122.3599,86.88,2.11,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98113,Seattle,47.7045,-122.3161,84.17,21.12,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98114,Seattle,47.7105,-122.4683,104.43,-2.37,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98115,Seattle,47.4769,-122.3493,98.73,-0.27,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98116,Seattle,47.6752,-122.3707,108.04,0.87,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98117,Seattle,47.5965,-122.2721,105.02,11.63,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98118,Seattle,47.5301,-122.153,82.01,0.59,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98119,Seattle,47.6787,-122.5039,103.32,8.85,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98120,Seattle,47.503,-122.4108,105.64,13.03,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98121,Seattle,47.6754,-122.3445,82.71,11.95,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98122,Seattle,47.5799,-122.1603,98.97,-9.06,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98123,Seattle,47.4899,-122.3389,88.28,4.48,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98124,Seattle,47.5505,-122.3795,86.47,22.28,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98125,Seattle,47.6061,-122.2312,108.26,4.63,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98126,Seattle,47.6999,-122.3046,84.92,-10.55,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98127,Seattle,47.457,-122.3199,87.61,-0.73,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98128,Seattle,47.4624,-122.4788,86.37,-2.66,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98129,Seattle,47.5938,-122.4359,91.6,1.7,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98130,Seattle,47.6215,-122.4707,86.37,3.59,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98131,Seattle,47.4666,-122.3512,81.37,5.39,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98132,Seattle,47.6181,-122.245,81.61,14.9,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98133,Seattle,47.4939,-122.4709,90.21,-3.73,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98134,Seattle,47.5725,-122.3074,82.3,19.46,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98135,Seattle,47.7065,-122.4742,79.8,0.2,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98136,Seattle,47.6082,-122.3517,99.37,13.48,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98137,Seattle,47.6423,-122.509,102.18,-5.84,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98138,Seattle,47.5649,-122.5058,79.4,0.11,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98139,Seattle,47.6434,-122.3681,108.66,16.02,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
98140,Seattle,47.6197,-122.3275,99.64,-1.99,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80201,Denver,39.6256,-104.8904,108.14,11.53,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80202,Denver,39.7955,-105.1676,76.27,4.67,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80203,Denver,39.6205,-104.9694,77.86,2.24,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80204,Denver,39.6214,-104.8226,76.82,23.6,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80205,Denver,39.8852,-104.971,102.69,11.14,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80206,Denver,39.5892,-104.8225,91.23,23.62,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80207,Denver,39.7636,-105.0675,105.04,6.2,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80208,Denver,39.7129,-105.1077,94.47,17.67,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80209,Denver,39.7826,-105.024,103.82,16.58,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80210,Denver,39.7974,-104.8199,76.36,-0.66,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80211,Denver,39.8421,-105.1424,103.64,22.06,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80212,Denver,39.7524,-105.0872,92.68,-0.57,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80213,Denver,39.7777,-104.9079,98.63,16.2,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80214,Denver,39.6262,-105.0972,82.19,-3.81,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80215,Denver,39.6144,-104.9171,98.28,11.29,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80216,Denver,39.8482,-105.1308,82.26,13.28,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80217,Denver,39.6421,-104.9933,95.59,-6.02,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80218,Denver,39.87,-105.1205,79.85,3.13,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80219,Denver,39.7441,-104.9701,76.63,19.19,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80220,Denver,39.8626,-105.0258,89.63,9.73,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80221,Denver,39.6695,-104.8716,87.33,20.87,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80222,Denver,39.751,-105.0555,85.11,2.53,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80223,Denver,39.7075,-104.9194,97.5,1.05,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80224,Denver,39.6004,-104.9767,85.18,17.26,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80225,Denver,39.7674,-105.0961,83.19,2.05,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80226,Denver,39.8197,-104.8277,84.69,9.01,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80227,Denver,39.7255,-105.1182,95.66,1.66,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80228,Denver,39.7241,-104.8297,94.89,2.45,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80229,Denver,39.8002,-104.858,105.49,4.42,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80230,Denver,39.8066,-105.1441,90.16,-7.7,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80231,Denver,39.7183,-105.0303,92.18,21.48,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80232,Denver,39.6139,-104.8504,107.97,14.92,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80233,Denver,39.8433,-104.9956,87.21,0.93,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80234,Denver,39.711,-104.9693,76.02,-1.09,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80235,Denver,39.6442,-105.056,94.28,-1.14,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80236,Denver,39.7299,-105.025,101.47,17.75,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80237,Denver,39.747,-105.0579,84.9,-2.16,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80238,Denver,39.6272,-104.8347,101.39,4.15,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80239,Denver,39.7318,-104.8504,84.27,21.33,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
80240,Denver,39.8095,-105.1393,88.42,-2.81,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37201,Nashville,36.0208,-86.6646,84.85,15.07,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37202,Nashville,36.0437,-86.8936,77.6,22.36,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37203,Nashville,36.2552,-86.9376,86.15,4.32,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37204,Nashville,36.061,-86.7206,97.2,-4.47,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37205,Nashville,36.273,-86.7606,87.43,11.73,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37206,Nashville,36.0539,-86.9444,104.02,-3.18,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37207,Nashville,36.1991,-86.8882,96.5,15.01,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37208,Nashville,36.1133,-86.8843,75.73,20.33,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37209,Nashville,36.0776,-86.7782,94.4,5.55,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37210,Nashville,36.0648,-86.7019,84.77,2.82,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37211,Nashville,36.1831,-86.7614,77.85,8.88,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37212,Nashville,36.2249,-86.8918,92.31,-4.54,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37213,Nashville,36.1193,-86.6146,77.34,2.91,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37214,Nashville,36.2372,-86.9343,98.48,12.83,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37215,Nashville,36.1308,-86.804,82.65,8.41,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37216,Nashville,36.1976,-86.8175,84.26,21.94,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37217,Nashville,36.047,-86.7987,84.55,16.05,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37218,Nashville,36.0669,-86.7894,76.16,0.18,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37219,Nashville,36.2677,-86.8998,82.46,-6.63,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37220,Nashville,36.0888,-86.7075,96.77,21.9,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37221,Nashville,36.0932,-86.8885,102.05,21.95,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37222,Nashville,36.0957,-86.7309,93.39,15.28,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37223,Nashville,36.1804,-86.9233,80.81,17.98,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37224,Nashville,36.1991,-86.8106,97.86,-3.46,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37225,Nashville,36.0932,-86.9133,92.75,5.35,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37226,Nashville,36.0599,-86.712,103.54,24.83,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37227,Nashville,36.2288,-86.9448,76.85,-3.55,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37228,Nashville,36.032,-86.7091,76.97,12.3,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37229,Nashville,36.0883,-86.6111,88.95,20.34,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37230,Nashville,36.1872,-86.8513,90.38,4.05,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37231,Nashville,36.2605,-86.9274,85.62,0.82,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37232,Nashville,36.2478,-86.6341,105.17,14.83,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37233,Nashville,36.3052,-86.6856,103.4,18.9,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37234,Nashville,36.0397,-86.6274,79.37,4.06,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
37235,Nashville,36.1547,-86.957,76.3,1.95,Loose,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73101,Oklahoma City,35.6037,-97.591,77.49,-3.32,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73102,Oklahoma City,35.4681,-97.3571,108.54,20.42,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73103,Oklahoma City,35.4548,-97.6706,101.12,13.58,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73104,Oklahoma City,35.4168,-97.4255,105.94,-5.76,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73105,Oklahoma City,35.4295,-97.4105,94.35,0.0,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73106,Oklahoma City,35.5475,-97.6195,90.23,22.84,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73107,Oklahoma City,35.5533,-97.6583,104.34,15.75,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73108,Oklahoma City,35.3279,-97.5559,104.09,7.76,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73109,Oklahoma City,35.4958,-97.3883,98.3,3.47,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73110,Oklahoma City,35.4209,-97.4156,101.61,12.78,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73111,Oklahoma City,35.5567,-97.6376,82.03,-4.12,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73112,Oklahoma City,35.3984,-97.5047,81.67,-2.08,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73113,Oklahoma City,35.5518,-97.4942,102.39,22.13,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73114,Oklahoma City,35.3548,-97.4308,82.79,17.63,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73115,Oklahoma City,35.5467,-97.4573,107.0,1.42,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73116,Oklahoma City,35.4305,-97.5983,104.47,15.54,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73117,Oklahoma City,35.5923,-97.652,90.61,5.57,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73118,Oklahoma City,35.3641,-97.637,86.14,4.1,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73119,Oklahoma City,35.5716,-97.4115,84.41,9.41,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73120,Oklahoma City,35.4239,-97.5125,101.42,22.16,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73121,Oklahoma City,35.3321,-97.6073,97.88,-6.66,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73122,Oklahoma City,35.3422,-97.6863,97.04,12.87,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73123,Oklahoma City,35.4703,-97.5255,91.59,11.7,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73124,Oklahoma City,35.4068,-97.4963,90.26,-0.38,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
73125,Oklahoma City,35.336,-97.5992,91.51,20.54,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
20001,DC Metro,38.8522,-76.9887,100.12,19.16,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
20002,DC Metro,39.0445,-77.0157,92.05,-6.95,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
20003,DC Metro,38.9831,-77.2136,110.28,9.74,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
20004,DC Metro,38.9602,-77.0049,81.85,-7.36,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
20005,DC Metro,38.9425,-77.149,81.69,-9.99,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
20006,DC Metro,39.0088,-77.1003,77.87,3.96,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
20007,DC Metro,38.872,-76.8676,95.75,15.81,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
20008,DC Metro,38.9171,-76.9756,89.62,18.55,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
20009,DC Metro,38.7857,-77.0455,92.99,18.3,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
20010,DC Metro,38.7584,-76.9012,91.1,-4.23,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
20011,DC Metro,38.794,-77.2078,100.1,-3.39,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
20012,DC Metro,38.7665,-76.9568,86.2,14.05,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
20013,DC Metro,38.9812,-76.995,93.08,16.82,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
20014,DC Metro,39.0348,-77.0962,97.39,-7.72,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
20015,DC Metro,38.9911,-77.1869,79.15,-0.16,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
20016,DC Metro,38.8253,-76.9366,106.55,0.64,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
20017,DC Metro,38.9662,-76.977,99.79,-10.04,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
20018,DC Metro,38.8646,-77.21,85.57,4.34,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
20019,DC Metro,38.9553,-76.8956,91.37,-6.41,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
20020,DC Metro,38.7979,-77.1619,103.13,-9.04,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
