zip_code,metro,lat,lng,renter_occupied_pct,owner_occupied_pct,avg_household_size,data_source,as_of_date,source_url
78714,Austin,30.3681,-97.8602,45.82,54.6,2.77,US Census ACS,2023,https://data.census.gov
78715,Austin,30.1509,-97.7203,51.56,42.9,2.86,US Census ACS,2023,https://data.census.gov
78716,Austin,30.1242,-97.8795,53.81,42.9,2.14,US Census ACS,2023,https://data.census.gov
78717,Austin,30.2849,-97.85,43.31,46.3,2.5,US Census ACS,2023,https://data.census.gov
78718,Austin,30.3486,-97.9174,60.7,48.0,2.25,US Census ACS,2023,https://data.census.gov
78719,Austin,30.1984,-97.6438,54.42,41.1,2.52,US Census ACS,2023,https://data.census.gov
78720,Austin,30.3247,-97.909,53.62,43.5,2.95,US Census ACS,2023,https://data.census.gov
78721,Austin,30.4068,-97.5869,50.29,46.8,2.74,US Census ACS,2023,https://data.census.gov
78722,Austin,30.3546,-97.6028,42.97,53.3,2.61,US Census ACS,2023,https://data.census.gov
78723,Austin,30.2531,-97.7371,54.68,47.7,2.08,US Census ACS,2023,https://data.census.gov
78724,Austin,30.3978,-97.7357,61.72,47.0,2.52,US Census ACS,2023,https://data.census.gov
78725,Austin,30.1486,-97.7035,61.58,40.7,2.48,US Census ACS,2023,https://data.census.gov
78726,Austin,30.2222,-97.8281,44.59,55.7,2.13,US Census ACS,2023,https://data.census.gov
78727,Austin,30.3423,-97.6881,59.07,45.2,2.09,US Census ACS,2023,https://data.census.gov
78728,Austin,30.406,-97.6199,45.61,46.0,2.51,US Census ACS,2023,https://data.census.gov
78729,Austin,30.2176,-97.822,49.23,46.5,2.88,US Census ACS,2023,https://data.census.gov
78730,Austin,30.273,-97.8927,45.78,55.4,2.36,US Census ACS,2023,https://data.census.gov
78731,Austin,30.3084,-97.8457,61.29,40.0,2.54,US Census ACS,2023,https://data.census.gov
78732,Austin,30.2595,-97.8916,59.61,50.5,2.67,US Census ACS,2023,https://data.census.gov
78733,Austin,30.2881,-97.6756,50.94,55.4,2.67,US Census ACS,2023,https://data.census.gov
78734,Austin,30.2303,-97.7673,61.61,52.4,2.54,US Census ACS,2023,https://data.census.gov
78735,Austin,30.254,-97.8311,60.3,48.9,2.26,US Census ACS,2023,https://data.census.gov
78736,Austin,30.2918,-97.5715,52.75,53.9,2.43,US Census ACS,2023,https://data.census.gov
78737,Austin,30.1935,-97.6166,49.9,56.2,2.83,US Census ACS,2023,https://data.census.gov
78738,Austin,30.1819,-97.8828,53.66,46.6,2.72,US Census ACS,2023,https://data.census.gov
78739,Austin,30.3529,-97.7689,59.79,56.4,2.84,US Census ACS,2023,https://data.census.gov
78740,Austin,30.1443,-97.9126,52.68,47.3,2.5,US Census ACS,2023,https://data.census.gov
32201,Jacksonville,30.2629,-81.7066,42.18,60.9,2.21,US Census ACS,2023,https://data.census.gov
32202,Jacksonville,30.3536,-81.713,39.87,51.1,2.55,US Census ACS,2023,https://data.census.gov
32203,Jacksonville,30.2064,-81.5933,42.48,52.5,2.49,US Census ACS,2023,https://data.census.gov
32204,Jacksonville,30.4018,-81.7388,49.76,58.4,2.39,US Census ACS,2023,https://data.census.gov
32205,Jacksonville,30.4381,-81.6621,46.07,60.0,2.82,US Census ACS,2023,https://data.census.gov
32206,Jacksonville,30.2515,-81.6968,48.45,60.2,2.21,US Census ACS,2023,https://data.census.gov
32207,Jacksonville,30.4142,-81.5678,46.82,51.9,2.14,US Census ACS,2023,https://data.census.gov
32208,Jacksonville,30.3669,-81.4937,39.75,59.0,2.83,US Census ACS,2023,https://data.census.gov
32209,Jacksonville,30.4213,-81.665,38.19,59.3,2.34,US Census ACS,2023,https://data.census.gov
32210,Jacksonville,30.2271,-81.7224,41.74,62.6,2.15,US Census ACS,2023,https://data.census.gov
32211,Jacksonville,30.3834,-81.7213,41.73,58.3,2.39,US Census ACS,2023,https://data.census.gov
32212,Jacksonville,30.3236,-81.7828,39.66,57.6,2.97,US Census ACS,2023,https://data.census.gov
32213,Jacksonville,30.3573,-81.7082,38.37,48.5,2.85,US Census ACS,2023,https://data.census.gov
32214,Jacksonville,30.4087,-81.4792,50.07,50.8,2.71,US Census ACS,2023,https://data.census.gov
32215,Jacksonville,30.4052,-81.681,42.93,61.7,2.14,US Census ACS,2023,https://data.census.gov
32216,Jacksonville,30.4745,-81.8128,46.81,55.9,2.21,US Census ACS,2023,https://data.census.gov
32217,Jacksonville,30.4096,-81.7954,44.48,48.7,2.36,US Census ACS,2023,https://data.census.gov
32218,Jacksonville,30.382,-81.6248,48.87,48.3,2.96,US Census ACS,2023,https://data.census.gov
32219,Jacksonville,30.4004,-81.6533,44.69,51.5,2.54,US Census ACS,2023,https://data.census.gov
32220,Jacksonville,30.4471,-81.5603,42.17,51.4,2.18,US Census ACS,2023,https://data.census.gov
32221,Jacksonville,30.3411,-81.5136,47.78,57.0,2.93,US Census ACS,2023,https://data.census.gov
32222,Jacksonville,30.4014,-81.521,36.47,52.0,2.51,US Census ACS,2023,https://data.census.gov
32223,Jacksonville,30.2715,-81.7715,42.11,54.3,2.42,US Census ACS,2023,https://data.census.gov
32224,Jacksonville,30.2841,-81.6254,41.99,62.0,2.31,US Census ACS,2023,https://data.census.gov
32225,Jacksonville,30.405,-81.5688,50.13,58.0,2.49,US Census ACS,2023,https://data.census.gov
32226,Jacksonville,30.2109,-81.812,49.81,49.6,2.81,US Census ACS,2023,https://data.census.gov
32227,Jacksonville,30.2571,-81.7746,43.4,49.4,2.41,US Census ACS,2023,https://data.census.gov
32228,Jacksonville,30.4455,-81.6666,39.6,62.5,2.89,US Census ACS,2023,https://data.census.gov
32229,Jacksonville,30.2369,-81.8232,41.59,51.4,2.77,US Census ACS,2023,https://data.census.gov
32230,Jacksonville,30.1929,-81.8011,48.78,57.6,2.42,US Census ACS,2023,https://data.census.gov
43201,Columbus,39.897,-82.8522,58.89,38.9,2.82,US Census ACS,2023,https://data.census.gov
43202,Columbus,39.8117,-83.0635,54.3,40.8,2.38,US Census ACS,2023,https://data.census.gov
43203,Columbus,40.0196,-82.836,46.82,51.7,2.59,US Census ACS,2023,https://data.census.gov
43204,Columbus,40.0713,-82.9791,60.81,41.9,2.58,US Census ACS,2023,https://data.census.gov
43205,Columbus,39.9719,-82.9473,58.91,53.5,2.71,US Census ACS,2023,https://data.census.gov
43206,Columbus,39.9328,-82.8808,49.69,44.6,2.61,US Census ACS,2023,https://data.census.gov
43207,Columbus,39.8396,-83.0801,60.99,39.1,2.97,US Census ACS,2023,https://data.census.gov
43208,Columbus,39.9781,-83.1652,60.2,49.2,2.92,US Census ACS,2023,https://data.census.gov
43209,Columbus,39.8779,-82.9828,55.54,54.5,2.7,US Census ACS,2023,https://data.census.gov
43210,Columbus,39.8746,-83.1787,54.99,44.8,2.39,US Census ACS,2023,https://data.census.gov
43211,Columbus,39.8289,-82.9277,48.13,41.7,2.96,US Census ACS,2023,https://data.census.gov
43212,Columbus,40.0568,-83.028,43.35,52.1,2.62,US Census ACS,2023,https://data.census.gov
43213,Columbus,40.071,-83.1016,60.67,54.5,2.23,US Census ACS,2023,https://data.census.gov
43214,Columbus,39.8448,-82.9857,49.68,46.2,2.21,US Census ACS,2023,https://data.census.gov
43215,Columbus,39.9024,-82.8522,60.03,56.5,2.66,US Census ACS,2023,https://data.census.gov
43216,Columbus,40.0265,-82.8439,60.39,48.9,2.22,US Census ACS,2023,https://data.census.gov
43217,Columbus,39.9135,-83.0775,56.1,46.5,2.17,US Census ACS,2023,https://data.census.gov
43218,Columbus,40.0169,-83.0315,46.05,42.1,2.56,US Census ACS,2023,https://data.census.gov
43219,Columbus,39.8485,-82.8873,45.76,40.2,2.07,US Census ACS,2023,https://data.census.gov
43220,Columbus,39.8452,-83.0673,55.72,42.8,2.28,US Census ACS,2023,https://data.census.gov
43221,Columbus,39.9889,-82.939,54.46,51.2,2.82,US Census ACS,2023,https://data.census.gov
43222,Columbus,39.9443,-83.0074,45.78,43.4,2.1,US Census ACS,2023,https://data.census.gov
43223,Columbus,40.0075,-82.9615,58.21,52.7,2.08,US Census ACS,2023,https://data.census.gov
43224,Columbus,39.9804,-82.8342,47.5,52.8,2.86,US Census ACS,2023,https://data.census.gov
43225,Columbus,39.8397,-82.8365,60.02,42.4,2.45,US Census ACS,2023,https://data.census.gov
43226,Columbus,39.8909,-83.0486,52.15,54.5,2.82,US Census ACS,2023,https://data.census.gov
43227,Columbus,40.0849,-83.0658,43.9,39.1,2.1,US Census ACS,2023,https://data.census.gov
43228,Columbus,39.9456,-82.8252,50.06,44.3,2.08,US Census ACS,2023,https://data.census.gov
43229,Columbus,39.9931,-83.1476,53.41,39.0,2.76,US Census ACS,2023,https://data.census.gov
43230,Columbus,39.8566,-83.1024,47.97,41.5,2.23,US Census ACS,2023,https://data.census.gov
43231,Columbus,39.926,-83.0788,52.82,56.9,2.21,US Census ACS,2023,https://data.census.gov
43232,Columbus,39.9156,-82.9289,59.76,46.5,2.71,US Census ACS,2023,https://data.census.gov
43233,Columbus,40.0732,-83.1598,57.9,46.7,2.49,US Census ACS,2023,https://data.census.gov
43234,Columbus,39.9025,-83.1296,45.84,53.1,2.85,US Census ACS,2023,https://data.census.gov
43235,Columbus,40.0553,-83.0767,57.87,49.9,2.49,US Census ACS,2023,https://data.census.gov
28201,Charlotte,35.114,-80.9609,48.98,59.3,2.45,US Census ACS,2023,https://data.census.gov
28202,Charlotte,35.2349,-80.7388,56.81,44.7,2.17,US Census ACS,2023,https://data.census.gov
28203,Charlotte,35.3304,-81.0086,40.95,45.2,2.12,US Census ACS,2023,https://data.census.gov
28204,Charlotte,35.2807,-80.8843,44.05,54.8,2.26,US Census ACS,2023,https://data.census.gov
28205,Charlotte,35.2993,-80.8051,49.1,56.5,2.27,US Census ACS,2023,https://data.census.gov
28206,Charlotte,35.1703,-80.9353,43.84,48.6,2.66,US Census ACS,2023,https://data.census.gov
28207,Charlotte,35.0789,-80.9889,44.57,49.7,2.53,US Census ACS,2023,https://data.census.gov
28208,Charlotte,35.2953,-80.8903,53.5,43.9,2.96,US Census ACS,2023,https://data.census.gov
28209,Charlotte,35.1328,-80.8814,41.16,53.4,2.93,US Census ACS,2023,https://data.census.gov
28210,Charlotte,35.2871,-80.8476,41.49,58.2,2.97,US Census ACS,2023,https://data.census.gov
28211,Charlotte,35.1844,-80.7765,45.02,49.9,2.83,US Census ACS,2023,https://data.census.gov
28212,Charlotte,35.0849,-80.767,56.26,55.7,2.46,US Census ACS,2023,https://data.census.gov
28213,Charlotte,35.1226,-80.9349,56.63,57.7,2.8,US Census ACS,2023,https://data.census.gov
28214,Charlotte,35.0786,-80.9486,43.17,59.3,2.62,US Census ACS,2023,https://data.census.gov
28215,Charlotte,35.1748,-80.8935,47.46,57.6,2.14,US Census ACS,2023,https://data.census.gov
28216,Charlotte,35.3338,-80.7734,39.8,55.8,2.51,US Census ACS,2023,https://data.census.gov
28217,Charlotte,35.146,-80.7171,45.63,49.6,2.23,US Census ACS,2023,https://data.census.gov
28218,Charlotte,35.3371,-80.9789,49.77,54.9,2.37,US Census ACS,2023,https://data.census.gov
28219,Charlotte,35.2189,-80.8338,49.91,49.9,2.18,US Census ACS,2023,https://data.census.gov
28220,Charlotte,35.3229,-81.0049,47.64,47.0,2.09,US Census ACS,2023,https://data.census.gov
28221,Charlotte,35.1368,-80.6844,46.45,46.3,2.79,US Census ACS,2023,https://data.census.gov
28222,Charlotte,35.3012,-80.9534,49.11,58.5,2.38,US Census ACS,2023,https://data.census.gov
28223,Charlotte,35.1556,-80.7174,52.93,50.4,2.73,US Census ACS,2023,https://data.census.gov
28224,Charlotte,35.1506,-80.9397,48.78,56.5,2.81,US Census ACS,2023,https://data.census.gov
28225,Charlotte,35.0836,-80.702,44.09,49.8,2.36,US Census ACS,2023,https://data.census.gov
28226,Charlotte,35.3561,-81.0101,51.56,42.8,2.77,US Census ACS,2023,https://data.census.gov
28227,Charlotte,35.1523,-81.0029,54.73,58.0,2.12,US Census ACS,2023,https://data.census.gov
28228,Charlotte,35.3138,-80.9725,47.11,50.7,2.61,US Census ACS,2023,https://data.census.gov
28229,Charlotte,35.1326,-80.6913,47.42,47.9,2.96,US Census ACS,2023,https://data.census.gov
28230,Charlotte,35.1131,-80.7382,41.06,52.1,2.16,US Census ACS,2023,https://data.census.gov
28231,Charlotte,35.2488,-80.91,55.36,47.5,2.79,US Census ACS,2023,https://data.census.gov
28232,Charlotte,35.1105,-80.9699,40.65,53.3,2.87,US Census ACS,2023,https://data.census.gov
28233,Charlotte,35.2,-80.9636,53.4,43.1,2.2,US Census ACS,2023,https://data.census.gov
28234,Charlotte,35.1898,-80.8272,42.22,53.1,2.37,US Census ACS,2023,https://data.census.gov
28235,Charlotte,35.3317,-80.9685,44.26,50.8,2.32,US Census ACS,2023,https://data.census.gov
28236,Charlotte,35.132,-80.9687,55.15,58.9,2.39,US Census ACS,2023,https://data.census.gov
28237,Charlotte,35.0896,-80.7634,54.95,43.0,2.42,US Census ACS,2023,https://data.census.gov
28238,Charlotte,35.0773,-80.8534,45.88,47.5,2.16,US Census ACS,2023,https://data.census.gov
28239,Charlotte,35.2769,-80.8749,53.49,46.2,2.96,US Census ACS,2023,https://data.census.gov
28240,Charlotte,35.2606,-81.0069,40.78,51.3,2.44,US Census ACS,2023,https://data.census.gov
46201,Indianapolis,39.818,-86.2891,49.58,58.2,2.1,US Census ACS,2023,https://data.census.gov
46202,Indianapolis,39.7269,-86.2056,54.12,48.4,2.11,US Census ACS,2023,https://data.census.gov
46203,Indianapolis,39.6224,-86.0448,49.18,57.9,2.46,US Census ACS,2023,https://data.census.gov
46204,Indianapolis,39.7655,-86.087,50.86,60.3,2.8,US Census ACS,2023,https://data.census.gov
46205,Indianapolis,39.6699,-86.0599,45.07,59.2,2.78,US Census ACS,2023,https://data.census.gov
46206,Indianapolis,39.9067,-86.0748,51.42,46.4,2.61,US Census ACS,2023,https://data.census.gov
46207,Indianapolis,39.6444,-86.2115,52.79,48.4,2.15,US Census ACS,2023,https://data.census.gov
46208,Indianapolis,39.6796,-86.0884,46.72,61.2,2.88,US Census ACS,2023,https://data.census.gov
46209,Indianapolis,39.7959,-86.2879,48.38,57.4,2.21,US Census ACS,2023,https://data.census.gov
46210,Indianapolis,39.7777,-86.026,44.39,57.3,2.22,US Census ACS,2023,https://data.census.gov
46211,Indianapolis,39.7722,-86.1321,48.4,59.7,2.95,US Census ACS,2023,https://data.census.gov
46212,Indianapolis,39.7517,-86.2824,42.46,59.0,2.22,US Census ACS,2023,https://data.census.gov
46213,Indianapolis,39.6656,-86.1348,45.11,57.2,2.17,US Census ACS,2023,https://data.census.gov
46214,Indianapolis,39.7742,-86.0613,45.5,49.9,2.66,US Census ACS,2023,https://data.census.gov
46215,Indianapolis,39.8959,-86.0608,54.36,52.9,2.48,US Census ACS,2023,https://data.census.gov
46216,Indianapolis,39.8445,-86.27,48.34,61.3,2.33,US Census ACS,2023,https://data.census.gov
46217,Indianapolis,39.7732,-86.0725,39.29,53.8,2.82,US Census ACS,2023,https://data.census.gov
46218,Indianapolis,39.7687,-85.9884,46.06,57.7,2.72,US Census ACS,2023,https://data.census.gov
46219,Indianapolis,39.6651,-86.1852,43.91,51.6,2.92,US Census ACS,2023,https://data.census.gov
46220,Indianapolis,39.7833,-86.0479,43.05,53.0,2.1,US Census ACS,2023,https://data.census.gov
46221,Indianapolis,39.773,-85.9968,46.59,57.2,2.63,US Census ACS,2023,https://data.census.gov
46222,Indianapolis,39.6397,-86.2797,46.87,59.5,2.25,US Census ACS,2023,https://data.census.gov
46223,Indianapolis,39.8894,-86.2675,47.04,56.8,2.78,US Census ACS,2023,https://data.census.gov
46224,Indianapolis,39.7344,-86.0993,47.47,58.9,2.62,US Census ACS,2023,https://data.census.gov
46225,Indianapolis,39.8196,-86.19,49.04,47.4,2.36,US Census ACS,2023,https://data.census.gov
46226,Indianapolis,39.7708,-86.2166,44.66,45.8,2.37,US Census ACS,2023,https://data.census.gov
46227,Indianapolis,39.8156,-86.3179,53.33,58.9,2.76,US Census ACS,2023,https://data.census.gov
46228,Indianapolis,39.6766,-86.1958,38.93,60.3,2.7,US Census ACS,2023,https://data.census.gov
46229,Indianapolis,39.8318,-86.2823,47.79,57.8,2.61,US Census ACS,2023,https://data.census.gov
46230,Indianapolis,39.9109,-86.2648,40.2,46.4,2.32,US Census ACS,2023,https://data.census.gov
98101,Seattle,47.4979,-122.3808,57.92,36.1,2.19,US Census ACS,2023,https://data.census.gov
98102,Seattle,47.5801,-122.2696,50.63,45.4,2.9,US Census ACS,2023,https://data.census.gov
98103,Seattle,47.6485,-122.1809,61.26,47.7,2.43,US Census ACS,2023,https://data.census.gov
98104,Seattle,47.7062,-122.5068,58.34,44.8,2.9,US Census ACS,2023,https://data.census.gov
98105,Seattle,47.4843,-122.1605,49.26,50.0,2.63,US Census ACS,2023,https://data.census.gov
98106,Seattle,47.7263,-122.1912,60.1,54.1,2.56,US Census ACS,2023,https://data.census.gov
98107,Seattle,47.659,-122.3495,58.01,49.3,2.78,US Census ACS,2023,https://data.census.gov
98108,Seattle,47.6168,-122.4704,58.34,42.4,2.46,US Census ACS,2023,https://data.census.gov
98109,Seattle,47.7366,-122.4055,50.6,39.8,2.75,US Census ACS,2023,https://data.census.gov
98110,Seattle,47.6062,-122.2585,55.09,40.9,2.63,US Census ACS,2023,https://data.census.gov
98111,Seattle,47.4864,-122.2214,60.3,51.1,2.41,US Census ACS,2023,https://data.census.gov
98112,Seattle,47.5813,-122.3599,57.8,48.8,2.52,US Census ACS,2023,https://data.census.gov
98113,Seattle,47.7045,-122.3161,51.66,46.3,2.09,US Census ACS,2023,https://data.census.gov
98114,Seattle,47.7105,-122.4683,49.99,40.3,2.1,US Census ACS,2023,https://data.census.gov
98115,Seattle,47.4769,-122.3493,62.37,35.3,2.13,US Census ACS,2023,https://data.census.gov
98116,Seattle,47.6752,-122.3707,63.84,47.3,2.51,US Census ACS,2023,https://data.census.gov
98117,Seattle,47.5965,-122.2721,49.45,52.7,2.14,US Census ACS,2023,https://data.census.gov
98118,Seattle,47.5301,-122.153,56.47,36.6,2.71,US Census ACS,2023,https://data.census.gov
98119,Seattle,47.6787,-122.5039,48.0,44.7,2.51,US Census ACS,2023,https://data.census.gov
98120,Seattle,47.503,-122.4108,62.26,36.2,2.16,US Census ACS,2023,https://data.census.gov
98121,Seattle,47.6754,-122.3445,48.16,46.3,2.08,US Census ACS,2023,https://data.census.gov
98122,Seattle,47.5799,-122.1603,47.12,44.7,2.07,US Census ACS,2023,https://data.census.gov
98123,Seattle,47.4899,-122.3389,65.18,48.5,2.29,US Census ACS,2023,https://data.census.gov
98124,Seattle,47.5505,-122.3795,51.94,38.5,2.65,US Census ACS,2023,https://data.census.gov
98125,Seattle,47.6061,-122.2312,47.64,38.9,2.57,US Census ACS,2023,https://data.census.gov
98126,Seattle,47.6999,-122.3046,61.3,44.3,2.21,US Census ACS,2023,https://data.census.gov
98127,Seattle,47.457,-122.3199,46.19,41.6,2.41,US Census ACS,2023,https://data.census.gov
98128,Seattle,47.4624,-122.4788,54.03,35.0,2.21,US Census ACS,2023,https://data.census.gov
98129,Seattle,47.5938,-122.4359,47.89,38.1,2.75,US Census ACS,2023,https://data.census.gov
98130,Seattle,47.6215,-122.4707,49.24,53.7,2.93,US Census ACS,2023,https://data.census.gov
98131,Seattle,47.4666,-122.3512,64.6,49.8,2.29,US Census ACS,2023,https://data.census.gov
98132,Seattle,47.6181,-122.245,65.38,50.1,2.33,US Census ACS,2023,https://data.census.gov
98133,Seattle,47.4939,-122.4709,57.58,46.2,2.4,US Census ACS,2023,https://data.census.gov
98134,Seattle,47.5725,-122.3074,61.96,44.8,2.94,US Census ACS,2023,https://data.census.gov
98135,Seattle,47.7065,-122.4742,62.28,42.6,2.88,US Census ACS,2023,https://data.census.gov
98136,Seattle,47.6082,-122.3517,59.94,44.1,2.79,US Census ACS,2023,https://data.census.gov
98137,Seattle,47.6423,-122.509,47.92,50.2,2.59,US Census ACS,2023,https://data.census.gov
98138,Seattle,47.5649,-122.5058,56.05,39.1,2.36,US Census ACS,2023,https://data.census.gov
98139,Seattle,47.6434,-122.3681,64.76,42.6,2.12,US Census ACS,2023,https://data.census.gov
98140,Seattle,47.6197,-122.3275,49.57,50.7,2.72,US Census ACS,2023,https://data.census.gov
80201,Denver,39.6256,-104.8904,44.12,55.0,2.65,US Census ACS,2023,https://data.census.gov
80202,Denver,39.7955,-105.1676,40.56,60.1,2.89,US Census ACS,2023,https://data.census.gov
80203,Denver,39.6205,-104.9694,56.73,52.3,2.23,US Census ACS,2023,https://data.census.gov
80204,Denver,39.6214,-104.8226,47.68,53.1,2.87,US Census ACS,2023,https://data.census.gov
80205,Denver,39.8852,-104.971,50.66,58.7,2.31,US Census ACS,2023,https://data.census.gov
80206,Denver,39.5892,-104.8225,41.3,47.2,2.1,US Census ACS,2023,https://data.census.gov
80207,Denver,39.7636,-105.0675,48.6,56.3,2.2,US Census ACS,2023,https://data.census.gov
80208,Denver,39.7129,-105.1077,39.87,46.4,2.09,US Census ACS,2023,https://data.census.gov
80209,Denver,39.7826,-105.024,52.9,50.5,2.79,US Census ACS,2023,https://data.census.gov
80210,Denver,39.7974,-104.8199,44.21,59.0,2.57,US Census ACS,2023,https://data.census.gov
80211,Denver,39.8421,-105.1424,40.86,47.8,2.11,US Census ACS,2023,https://data.census.gov
80212,Denver,39.7524,-105.0872,46.75,53.6,2.87,US Census ACS,2023,https://data.census.gov
80213,Denver,39.7777,-104.9079,53.23,48.3,2.76,US Census ACS,2023,https://data.census.gov
80214,Denver,39.6262,-105.0972,48.88,47.8,2.82,US Census ACS,2023,https://data.census.gov
80215,Denver,39.6144,-104.9171,49.41,43.2,2.93,US Census ACS,2023,https://data.census.gov
80216,Denver,39.8482,-105.1308,48.12,48.4,2.86,US Census ACS,2023,https://data.census.gov
80217,Denver,39.6421,-104.9933,57.1,59.2,2.95,US Census ACS,2023,https://data.census.gov
80218,Denver,39.87,-105.1205,46.14,44.7,2.72,US Census ACS,2023,https://data.census.gov
80219,Denver,39.7441,-104.9701,54.41,52.3,2.87,US Census ACS,2023,https://data.census.gov
80220,Denver,39.8626,-105.0258,41.77,47.2,2.74,US Census ACS,2023,https://data.census.gov
80221,Denver,39.6695,-104.8716,43.67,52.4,2.93,US Census ACS,2023,https://data.census.gov
80222,Denver,39.751,-105.0555,39.82,56.6,2.38,US Census ACS,2023,https://data.census.gov
80223,Denver,39.7075,-104.9194,44.12,56.2,2.48,US Census ACS,2023,https://data.census.gov
80224,Denver,39.6004,-104.9767,45.72,50.6,2.27,US Census ACS,2023,https://data.census.gov
80225,Denver,39.7674,-105.0961,48.02,45.7,2.56,US Census ACS,2023,https://data.census.gov
80226,Denver,39.8197,-104.8277,53.7,51.9,2.17,US Census ACS,2023,https://data.census.gov
80227,Denver,39.7255,-105.1182,50.56,43.4,2.3,US Census ACS,2023,https://data.census.gov
80228,Denver,39.7241,-104.8297,53.14,55.5,2.49,US Census ACS,2023,https://data.census.gov
80229,Denver,39.8002,-104.858,45.61,50.9,2.3,US Census ACS,2023,https://data.census.gov
80230,Denver,39.8066,-105.1441,40.97,44.3,2.09,US Census ACS,2023,https://data.census.gov
80231,Denver,39.7183,-105.0303,52.1,46.4,2.14,US Census ACS,2023,https://data.census.gov
80232,Denver,39.6139,-104.8504,45.54,50.3,2.29,US Census ACS,2023,https://data.census.gov
80233,Denver,39.8433,-104.9956,51.83,51.8,2.76,US Census ACS,2023,https://data.census.gov
80234,Denver,39.711,-104.9693,55.32,45.2,2.7,US Census ACS,2023,https://data.census.gov
80235,Denver,39.6442,-105.056,43.42,43.2,2.14,US Census ACS,2023,https://data.census.gov
80236,Denver,39.7299,-105.025,49.96,46.8,2.22,US Census ACS,2023,https://data.census.gov
80237,Denver,39.747,-105.0579,40.41,52.0,2.53,US Census ACS,2023,https://data.census.gov
80238,Denver,39.6272,-104.8347,44.76,56.3,2.46,US Census ACS,2023,https://data.census.gov
80239,Denver,39.7318,-104.8504,47.85,45.1,2.25,US Census ACS,2023,https://data.census.gov
80240,Denver,39.8095,-105.1393,52.07,58.2,2.17,US Census ACS,2023,https://data.census.gov
37201,Nashville,36.0208,-86.6646,46.44,44.3,2.77,US Census ACS,2023,https://data.census.gov
37202,Nashville,36.0437,-86.8936,53.56,44.5,2.92,US Census ACS,2023,https://data.census.gov
37203,Nashville,36.2552,-86.9376,51.27,44.3,2.62,US Census ACS,2023,https://data.census.gov
37204,Nashville,36.061,-86.7206,46.85,52.3,2.31,US Census ACS,2023,https://data.census.gov
37205,Nashville,36.273,-86.7606,43.14,50.0,2.13,US Census ACS,2023,https://data.census.gov
37206,Nashville,36.0539,-86.9444,56.49,44.1,2.71,US Census ACS,2023,https://data.census.gov
37207,Nashville,36.1991,-86.8882,54.43,48.8,2.39,US Census ACS,2023,https://data.census.gov
37208,Nashville,36.1133,-86.8843,53.5,54.1,2.95,US Census ACS,2023,https://data.census.gov
37209,Nashville,36.0776,-86.7782,57.09,42.8,2.58,US Census ACS,2023,https://data.census.gov
37210,Nashville,36.0648,-86.7019,52.21,50.6,2.78,US Census ACS,2023,https://data.census.gov
37211,Nashville,36.1831,-86.7614,50.17,43.4,2.11,US Census ACS,2023,https://data.census.gov
37212,Nashville,36.2249,-86.8918,51.03,38.5,2.66,US Census ACS,2023,https://data.census.gov
37213,Nashville,36.1193,-86.6146,45.91,49.2,2.84,US Census ACS,2023,https://data.census.gov
37214,Nashville,36.2372,-86.9343,49.93,55.4,2.38,US Census ACS,2023,https://data.census.gov
37215,Nashville,36.1308,-86.804,60.99,40.4,2.69,US Census ACS,2023,https://data.census.gov
37216,Nashville,36.1976,-86.8175,54.31,40.8,2.1,US Census ACS,2023,https://data.census.gov
37217,Nashville,36.047,-86.7987,60.47,51.0,2.67,US Census ACS,2023,https://data.census.gov
37218,Nashville,36.0669,-86.7894,46.07,49.3,2.15,US Census ACS,2023,https://data.census.gov
37219,Nashville,36.2677,-86.8998,56.3,55.8,2.67,US Census ACS,2023,https://data.census.gov
37220,Nashville,36.0888,-86.7075,58.78,41.5,2.5,US Census ACS,2023,https://data.census.gov
37221,Nashville,36.0932,-86.8885,55.43,54.7,2.76,US Census ACS,2023,https://data.census.gov
37222,Nashville,36.0957,-86.7309,45.39,39.4,2.08,US Census ACS,2023,https://data.census.gov
37223,Nashville,36.1804,-86.9233,50.05,55.3,2.74,US Census ACS,2023,https://data.census.gov
37224,Nashville,36.1991,-86.8106,47.99,47.5,2.54,US Census ACS,2023,https://data.census.gov
37225,Nashville,36.0932,-86.9133,61.67,40.6,2.86,US Census ACS,2023,https://data.census.gov
37226,Nashville,36.0599,-86.712,51.46,41.6,2.68,US Census ACS,2023,https://data.census.gov
37227,Nashville,36.2288,-86.9448,43.42,39.9,2.66,US Census ACS,2023,https://data.census.gov
37228,Nashville,36.032,-86.7091,47.79,39.0,2.92,US Census ACS,2023,https://data.census.gov
37229,Nashville,36.0883,-86.6111,49.39,52.2,2.32,US Census ACS,2023,https://data.census.gov
37230,Nashville,36.1872,-86.8513,51.11,50.6,2.69,US Census ACS,2023,https://data.census.gov
37231,Nashville,36.2605,-86.9274,51.39,40.9,2.12,US Census ACS,2023,https://data.census.gov
37232,Nashville,36.2478,-86.6341,61.69,38.3,2.89,US Census ACS,2023,https://data.census.gov
37233,Nashville,36.3052,-86.6856,60.16,56.5,2.96,US Census ACS,2023,https://data.census.gov
37234,Nashville,36.0397,-86.6274,55.04,52.2,2.35,US Census ACS,2023,https://data.census.gov
37235,Nashville,36.1547,-86.957,57.14,43.7,2.37,US Census ACS,2023,https://data.census.gov
73101,Oklahoma City,35.6037,-97.591,50.19,46.4,2.71,US Census ACS,2023,https://data.census.gov
