zip_code,metro,lat,lng,rent_control_status,regulatory_risk_score,data_source,as_of_date,source_url
46220,Indianapolis,39.7833,-86.0479,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
46221,Indianapolis,39.773,-85.9968,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
46222,Indianapolis,39.6397,-86.2797,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
46223,Indianapolis,39.8894,-86.2675,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
46224,Indianapolis,39.7344,-86.0993,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
46225,Indianapolis,39.8196,-86.19,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
46226,Indianapolis,39.7708,-86.2166,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
46227,Indianapolis,39.8156,-86.3179,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
46228,Indianapolis,39.6766,-86.1958,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
46229,Indianapolis,39.8318,-86.2823,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
46230,Indianapolis,39.9109,-86.2648,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98101,Seattle,47.4979,-122.3808,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98102,Seattle,47.5801,-122.2696,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98103,Seattle,47.6485,-122.1809,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98104,Seattle,47.7062,-122.5068,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98105,Seattle,47.4843,-122.1605,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98106,Seattle,47.7263,-122.1912,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98107,Seattle,47.659,-122.3495,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98108,Seattle,47.6168,-122.4704,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98109,Seattle,47.7366,-122.4055,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98110,Seattle,47.6062,-122.2585,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98111,Seattle,47.4864,-122.2214,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98112,Seattle,47.5813,-122.3599,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98113,Seattle,47.7045,-122.3161,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98114,Seattle,47.7105,-122.4683,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98115,Seattle,47.4769,-122.3493,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98116,Seattle,47.6752,-122.3707,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98117,Seattle,47.5965,-122.2721,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98118,Seattle,47.5301,-122.153,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98119,Seattle,47.6787,-122.5039,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98120,Seattle,47.503,-122.4108,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98121,Seattle,47.6754,-122.3445,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98122,Seattle,47.5799,-122.1603,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98123,Seattle,47.4899,-122.3389,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98124,Seattle,47.5505,-122.3795,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98125,Seattle,47.6061,-122.2312,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98126,Seattle,47.6999,-122.3046,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98127,Seattle,47.457,-122.3199,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98128,Seattle,47.4624,-122.4788,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98129,Seattle,47.5938,-122.4359,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98130,Seattle,47.6215,-122.4707,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98131,Seattle,47.4666,-122.3512,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98132,Seattle,47.6181,-122.245,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98133,Seattle,47.4939,-122.4709,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98134,Seattle,47.5725,-122.3074,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98135,Seattle,47.7065,-122.4742,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98136,Seattle,47.6082,-122.3517,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98137,Seattle,47.6423,-122.509,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98138,Seattle,47.5649,-122.5058,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98139,Seattle,47.6434,-122.3681,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
98140,Seattle,47.6197,-122.3275,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80201,Denver,39.6256,-104.8904,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80202,Denver,39.7955,-105.1676,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80203,Denver,39.6205,-104.9694,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80204,Denver,39.6214,-104.8226,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80205,Denver,39.8852,-104.971,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80206,Denver,39.5892,-104.8225,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80207,Denver,39.7636,-105.0675,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80208,Denver,39.7129,-105.1077,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80209,Denver,39.7826,-105.024,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80210,Denver,39.7974,-104.8199,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80211,Denver,39.8421,-105.1424,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80212,Denver,39.7524,-105.0872,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80213,Denver,39.7777,-104.9079,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80214,Denver,39.6262,-105.0972,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80215,Denver,39.6144,-104.9171,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80216,Denver,39.8482,-105.1308,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80217,Denver,39.6421,-104.9933,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80218,Denver,39.87,-105.1205,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80219,Denver,39.7441,-104.9701,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80220,Denver,39.8626,-105.0258,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80221,Denver,39.6695,-104.8716,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80222,Denver,39.751,-105.0555,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80223,Denver,39.7075,-104.9194,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80224,Denver,39.6004,-104.9767,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80225,Denver,39.7674,-105.0961,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80226,Denver,39.8197,-104.8277,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80227,Denver,39.7255,-105.1182,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80228,Denver,39.7241,-104.8297,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80229,Denver,39.8002,-104.858,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80230,Denver,39.8066,-105.1441,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80231,Denver,39.7183,-105.0303,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80232,Denver,39.6139,-104.8504,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80233,Denver,39.8433,-104.9956,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80234,Denver,39.711,-104.9693,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80235,Denver,39.6442,-105.056,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80236,Denver,39.7299,-105.025,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80237,Denver,39.747,-105.0579,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80238,Denver,39.6272,-104.8347,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80239,Denver,39.7318,-104.8504,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
80240,Denver,39.8095,-105.1393,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37201,Nashville,36.0208,-86.6646,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37202,Nashville,36.0437,-86.8936,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37203,Nashville,36.2552,-86.9376,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37204,Nashville,36.061,-86.7206,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37205,Nashville,36.273,-86.7606,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37206,Nashville,36.0539,-86.9444,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37207,Nashville,36.1991,-86.8882,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37208,Nashville,36.1133,-86.8843,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37209,Nashville,36.0776,-86.7782,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37210,Nashville,36.0648,-86.7019,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37211,Nashville,36.1831,-86.7614,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37212,Nashville,36.2249,-86.8918,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37213,Nashville,36.1193,-86.6146,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37214,Nashville,36.2372,-86.9343,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37215,Nashville,36.1308,-86.804,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37216,Nashville,36.1976,-86.8175,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37217,Nashville,36.047,-86.7987,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37218,Nashville,36.0669,-86.7894,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37219,Nashville,36.2677,-86.8998,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37220,Nashville,36.0888,-86.7075,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37221,Nashville,36.0932,-86.8885,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37222,Nashville,36.0957,-86.7309,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37223,Nashville,36.1804,-86.9233,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37224,Nashville,36.1991,-86.8106,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37225,Nashville,36.0932,-86.9133,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37226,Nashville,36.0599,-86.712,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37227,Nashville,36.2288,-86.9448,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37228,Nashville,36.032,-86.7091,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37229,Nashville,36.0883,-86.6111,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37230,Nashville,36.1872,-86.8513,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37231,Nashville,36.2605,-86.9274,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37232,Nashville,36.2478,-86.6341,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37233,Nashville,36.3052,-86.6856,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37234,Nashville,36.0397,-86.6274,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
37235,Nashville,36.1547,-86.957,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73101,Oklahoma City,35.6037,-97.591,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73102,Oklahoma City,35.4681,-97.3571,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73103,Oklahoma City,35.4548,-97.6706,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73104,Oklahoma City,35.4168,-97.4255,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73105,Oklahoma City,35.4295,-97.4105,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73106,Oklahoma City,35.5475,-97.6195,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73107,Oklahoma City,35.5533,-97.6583,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73108,Oklahoma City,35.3279,-97.5559,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73109,Oklahoma City,35.4958,-97.3883,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73110,Oklahoma City,35.4209,-97.4156,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73111,Oklahoma City,35.5567,-97.6376,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73112,Oklahoma City,35.3984,-97.5047,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73113,Oklahoma City,35.5518,-97.4942,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73114,Oklahoma City,35.3548,-97.4308,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73115,Oklahoma City,35.5467,-97.4573,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73116,Oklahoma City,35.4305,-97.5983,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73117,Oklahoma City,35.5923,-97.652,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73118,Oklahoma City,35.3641,-97.637,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73119,Oklahoma City,35.5716,-97.4115,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73120,Oklahoma City,35.4239,-97.5125,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73121,Oklahoma City,35.3321,-97.6073,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73122,Oklahoma City,35.3422,-97.6863,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73123,Oklahoma City,35.4703,-97.5255,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73124,Oklahoma City,35.4068,-97.4963,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
73125,Oklahoma City,35.336,-97.5992,No,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20001,DC Metro,38.8522,-76.9887,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20002,DC Metro,39.0445,-77.0157,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20003,DC Metro,38.9831,-77.2136,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20004,DC Metro,38.9602,-77.0049,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20005,DC Metro,38.9425,-77.149,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20006,DC Metro,39.0088,-77.1003,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20007,DC Metro,38.872,-76.8676,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20008,DC Metro,38.9171,-76.9756,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20009,DC Metro,38.7857,-77.0455,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20010,DC Metro,38.7584,-76.9012,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20011,DC Metro,38.794,-77.2078,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20012,DC Metro,38.7665,-76.9568,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20013,DC Metro,38.9812,-76.995,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20014,DC Metro,39.0348,-77.0962,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20015,DC Metro,38.9911,-77.1869,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20016,DC Metro,38.8253,-76.9366,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20017,DC Metro,38.9662,-76.977,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20018,DC Metro,38.8646,-77.21,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20019,DC Metro,38.9553,-76.8956,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20020,DC Metro,38.7979,-77.1619,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20021,DC Metro,39.0079,-77.1623,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20022,DC Metro,38.9866,-77.0719,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20023,DC Metro,38.9536,-77.156,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20024,DC Metro,38.8401,-77.1032,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20025,DC Metro,38.7892,-77.0699,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20026,DC Metro,38.9616,-77.1038,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20027,DC Metro,38.8274,-77.1586,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20028,DC Metro,39.0115,-77.1344,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20029,DC Metro,38.8472,-76.9973,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20030,DC Metro,38.9185,-77.1125,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20031,DC Metro,38.7612,-77.1986,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20032,DC Metro,38.7593,-77.1012,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20033,DC Metro,38.7699,-77.1005,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20034,DC Metro,38.9067,-76.9561,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20035,DC Metro,38.7968,-76.9933,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20036,DC Metro,38.7817,-76.9203,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20037,DC Metro,38.8108,-76.8749,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20038,DC Metro,38.9192,-77.2011,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20039,DC Metro,38.8452,-77.1042,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20040,DC Metro,38.8013,-77.0232,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20041,DC Metro,38.7759,-77.015,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20042,DC Metro,38.8429,-77.0214,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20043,DC Metro,38.9096,-76.9566,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20044,DC Metro,38.9256,-77.0429,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
20045,DC Metro,38.9869,-77.1316,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
02101,Boston,42.2888,-71.2358,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
02102,Boston,42.3949,-71.127,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
02103,Boston,42.4624,-71.2124,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
02104,Boston,42.3011,-70.971,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
02105,Boston,42.3122,-70.9078,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
02106,Boston,42.4218,-71.1243,Yes - Moderate,6,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
