zip_code,metro,lat,lng,gross_rent_multiplier,grm_class_a,grm_class_b,data_source,as_of_date,source_url
94106,Bay Area,37.8431,-122.2828,17.8,19.6,15.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94107,Bay Area,37.6341,-122.5768,19.27,18.5,18.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94108,Bay Area,37.6948,-122.5603,21.28,19.1,20.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94109,Bay Area,37.7355,-122.3109,15.93,22.4,18.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94110,Bay Area,37.6377,-122.2649,17.75,25.6,16.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94111,Bay Area,37.7117,-122.2613,16.97,24.0,18.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94112,Bay Area,37.8873,-122.3034,18.0,25.0,15.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94113,Bay Area,37.8948,-122.5314,21.74,19.4,20.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94114,Bay Area,37.7382,-122.3844,16.3,20.6,17.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94115,Bay Area,37.6319,-122.3526,19.49,25.3,15.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94116,Bay Area,37.7022,-122.4266,16.11,19.6,20.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94117,Bay Area,37.645,-122.3776,15.78,18.7,19.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94118,Bay Area,37.7614,-122.3274,17.05,21.8,15.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94119,Bay Area,37.864,-122.4847,15.92,21.0,19.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94120,Bay Area,37.8643,-122.4794,20.57,20.5,19.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94121,Bay Area,37.7922,-122.4425,16.82,25.4,15.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94122,Bay Area,37.7784,-122.5458,21.41,18.3,19.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94123,Bay Area,37.8375,-122.478,15.29,18.1,19.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94124,Bay Area,37.8922,-122.2964,18.44,21.4,16.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94125,Bay Area,37.7645,-122.2409,21.54,21.1,20.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94126,Bay Area,37.7961,-122.354,21.61,24.4,18.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94127,Bay Area,37.902,-122.5564,18.33,22.9,14.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94128,Bay Area,37.7055,-122.481,19.91,20.3,14.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94129,Bay Area,37.8004,-122.5673,16.71,18.1,16.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94130,Bay Area,37.63,-122.2554,20.37,24.4,19.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94131,Bay Area,37.7703,-122.4485,15.62,19.1,16.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94132,Bay Area,37.7415,-122.4854,15.51,22.4,16.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94133,Bay Area,37.675,-122.257,18.32,19.3,18.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94134,Bay Area,37.8135,-122.358,21.02,25.0,18.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94135,Bay Area,37.6511,-122.5827,18.47,24.1,20.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94136,Bay Area,37.7382,-122.2633,20.18,19.8,19.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94137,Bay Area,37.6763,-122.4566,21.0,24.1,18.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94138,Bay Area,37.8736,-122.5811,16.24,19.6,19.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94139,Bay Area,37.7895,-122.586,18.09,20.8,17.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94140,Bay Area,37.9139,-122.486,17.03,25.5,15.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94141,Bay Area,37.8758,-122.3879,15.68,22.1,19.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94142,Bay Area,37.6422,-122.3426,15.56,24.0,17.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94143,Bay Area,37.8082,-122.5795,21.04,23.4,15.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94144,Bay Area,37.8858,-122.281,17.24,19.4,18.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
94145,Bay Area,37.6432,-122.5209,21.78,22.7,15.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78701,Austin,30.3382,-97.6172,13.63,13.4,13.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78702,Austin,30.3313,-97.9187,10.58,16.2,13.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78703,Austin,30.3588,-97.7992,14.44,13.6,12.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78704,Austin,30.3485,-97.5735,12.47,15.7,10.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78705,Austin,30.192,-97.6333,11.54,16.1,11.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78706,Austin,30.2236,-97.5862,11.07,13.0,13.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78707,Austin,30.1727,-97.7459,11.37,17.1,9.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78708,Austin,30.3636,-97.907,10.45,17.1,12.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78709,Austin,30.2667,-97.9021,11.49,15.1,13.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78710,Austin,30.2586,-97.6572,12.95,13.4,12.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78711,Austin,30.253,-97.78,10.98,14.9,13.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78712,Austin,30.1884,-97.7832,13.04,14.7,11.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78713,Austin,30.2819,-97.9136,12.49,14.8,12.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78714,Austin,30.3681,-97.8602,10.47,15.7,12.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78715,Austin,30.1509,-97.7203,11.66,15.2,12.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78716,Austin,30.1242,-97.8795,14.68,12.1,13.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78717,Austin,30.2849,-97.85,10.81,14.4,10.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78718,Austin,30.3486,-97.9174,12.34,13.4,10.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78719,Austin,30.1984,-97.6438,11.42,15.5,10.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78720,Austin,30.3247,-97.909,14.55,13.2,11.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78721,Austin,30.4068,-97.5869,11.51,16.1,10.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78722,Austin,30.3546,-97.6028,11.88,14.9,12.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78723,Austin,30.2531,-97.7371,10.73,16.4,10.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78724,Austin,30.3978,-97.7357,12.54,16.7,12.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78725,Austin,30.1486,-97.7035,13.99,17.3,12.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78726,Austin,30.2222,-97.8281,10.7,13.1,11.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78727,Austin,30.3423,-97.6881,11.23,16.6,12.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78728,Austin,30.406,-97.6199,11.85,16.9,12.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78729,Austin,30.2176,-97.822,14.74,14.2,11.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78730,Austin,30.273,-97.8927,14.58,15.2,10.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78731,Austin,30.3084,-97.8457,10.48,14.4,11.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78732,Austin,30.2595,-97.8916,10.8,12.2,10.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78733,Austin,30.2881,-97.6756,12.84,13.3,12.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78734,Austin,30.2303,-97.7673,12.51,12.8,12.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78735,Austin,30.254,-97.8311,12.0,16.5,11.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78736,Austin,30.2918,-97.5715,12.4,16.3,11.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78737,Austin,30.1935,-97.6166,14.3,16.1,10.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78738,Austin,30.1819,-97.8828,14.29,17.2,10.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78739,Austin,30.3529,-97.7689,12.64,15.4,11.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
78740,Austin,30.1443,-97.9126,10.36,12.5,13.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32201,Jacksonville,30.2629,-81.7066,10.03,12.3,10.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32202,Jacksonville,30.3536,-81.713,11.99,10.7,9.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32203,Jacksonville,30.2064,-81.5933,11.52,10.4,8.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32204,Jacksonville,30.4018,-81.7388,11.19,14.1,9.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32205,Jacksonville,30.4381,-81.6621,9.8,13.3,8.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32206,Jacksonville,30.2515,-81.6968,10.03,10.2,10.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32207,Jacksonville,30.4142,-81.5678,11.17,13.1,9.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32208,Jacksonville,30.3669,-81.4937,9.81,12.5,10.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32209,Jacksonville,30.4213,-81.665,11.71,11.5,10.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32210,Jacksonville,30.2271,-81.7224,10.96,11.7,8.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32211,Jacksonville,30.3834,-81.7213,10.16,12.4,9.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32212,Jacksonville,30.3236,-81.7828,9.6,13.5,11.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32213,Jacksonville,30.3573,-81.7082,11.04,10.8,10.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32214,Jacksonville,30.4087,-81.4792,10.16,10.1,8.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32215,Jacksonville,30.4052,-81.681,10.35,11.7,8.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32216,Jacksonville,30.4745,-81.8128,11.2,10.6,8.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32217,Jacksonville,30.4096,-81.7954,10.9,10.2,8.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32218,Jacksonville,30.382,-81.6248,11.72,11.6,11.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32219,Jacksonville,30.4004,-81.6533,9.77,12.4,8.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32220,Jacksonville,30.4471,-81.5603,9.86,12.8,8.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32221,Jacksonville,30.3411,-81.5136,8.45,10.9,8.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32222,Jacksonville,30.4014,-81.521,10.37,13.1,10.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32223,Jacksonville,30.2715,-81.7715,11.05,13.5,10.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32224,Jacksonville,30.2841,-81.6254,9.55,13.4,10.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32225,Jacksonville,30.405,-81.5688,11.19,11.7,8.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32226,Jacksonville,30.2109,-81.812,9.47,13.9,11.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32227,Jacksonville,30.2571,-81.7746,9.91,10.2,10.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32228,Jacksonville,30.4455,-81.6666,8.73,11.1,11.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32229,Jacksonville,30.2369,-81.8232,9.12,11.4,10.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
32230,Jacksonville,30.1929,-81.8011,11.11,12.1,8.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43201,Columbus,39.897,-82.8522,8.39,13.1,8.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43202,Columbus,39.8117,-83.0635,8.1,12.6,10.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43203,Columbus,40.0196,-82.836,10.68,10.8,8.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43204,Columbus,40.0713,-82.9791,9.46,12.7,8.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43205,Columbus,39.9719,-82.9473,8.15,11.7,9.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43206,Columbus,39.9328,-82.8808,9.45,10.8,8.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43207,Columbus,39.8396,-83.0801,10.98,11.0,9.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43208,Columbus,39.9781,-83.1652,9.65,11.8,9.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43209,Columbus,39.8779,-82.9828,10.98,12.8,9.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43210,Columbus,39.8746,-83.1787,9.83,11.1,10.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43211,Columbus,39.8289,-82.9277,10.1,9.8,9.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43212,Columbus,40.0568,-83.028,9.86,11.8,8.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43213,Columbus,40.071,-83.1016,8.96,11.5,9.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43214,Columbus,39.8448,-82.9857,8.36,10.5,10.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43215,Columbus,39.9024,-82.8522,9.29,13.0,10.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43216,Columbus,40.0265,-82.8439,8.16,11.2,8.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43217,Columbus,39.9135,-83.0775,9.28,11.1,9.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43218,Columbus,40.0169,-83.0315,11.12,11.5,9.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43219,Columbus,39.8485,-82.8873,9.1,11.5,10.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43220,Columbus,39.8452,-83.0673,11.12,11.8,9.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43221,Columbus,39.9889,-82.939,10.61,12.3,8.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43222,Columbus,39.9443,-83.0074,10.67,11.4,10.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43223,Columbus,40.0075,-82.9615,8.17,12.7,7.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43224,Columbus,39.9804,-82.8342,9.48,12.4,9.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43225,Columbus,39.8397,-82.8365,10.51,11.8,9.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43226,Columbus,39.8909,-83.0486,8.49,10.6,10.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43227,Columbus,40.0849,-83.0658,8.44,10.8,8.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43228,Columbus,39.9456,-82.8252,10.39,9.8,10.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43229,Columbus,39.9931,-83.1476,10.95,12.5,8.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43230,Columbus,39.8566,-83.1024,10.17,12.1,8.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43231,Columbus,39.926,-83.0788,10.75,13.4,10.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43232,Columbus,39.9156,-82.9289,10.93,9.5,9.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43233,Columbus,40.0732,-83.1598,9.42,12.0,7.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43234,Columbus,39.9025,-83.1296,9.2,11.1,8.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
43235,Columbus,40.0553,-83.0767,8.81,10.0,9.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28201,Charlotte,35.114,-80.9609,9.9,11.9,10.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28202,Charlotte,35.2349,-80.7388,10.5,14.3,10.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28203,Charlotte,35.3304,-81.0086,12.9,11.4,9.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28204,Charlotte,35.2807,-80.8843,11.56,13.9,9.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28205,Charlotte,35.2993,-80.8051,10.56,14.1,11.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28206,Charlotte,35.1703,-80.9353,10.53,15.6,12.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28207,Charlotte,35.0789,-80.9889,12.97,11.9,12.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28208,Charlotte,35.2953,-80.8903,10.6,15.4,9.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28209,Charlotte,35.1328,-80.8814,11.38,13.2,11.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28210,Charlotte,35.2871,-80.8476,10.16,11.0,12.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28211,Charlotte,35.1844,-80.7765,12.39,14.4,11.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28212,Charlotte,35.0849,-80.767,12.05,11.7,11.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28213,Charlotte,35.1226,-80.9349,9.33,14.3,10.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28214,Charlotte,35.0786,-80.9486,13.04,12.1,9.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28215,Charlotte,35.1748,-80.8935,9.35,14.5,9.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28216,Charlotte,35.3338,-80.7734,10.32,13.2,10.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28217,Charlotte,35.146,-80.7171,9.96,13.2,9.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28218,Charlotte,35.3371,-80.9789,13.17,12.1,10.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28219,Charlotte,35.2189,-80.8338,12.42,13.9,9.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28220,Charlotte,35.3229,-81.0049,12.9,13.3,10.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28221,Charlotte,35.1368,-80.6844,10.3,14.5,9.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28222,Charlotte,35.3012,-80.9534,12.2,13.3,11.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28223,Charlotte,35.1556,-80.7174,10.29,11.4,11.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28224,Charlotte,35.1506,-80.9397,10.78,12.5,12.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28225,Charlotte,35.0836,-80.702,11.52,12.3,9.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28226,Charlotte,35.3561,-81.0101,12.05,13.9,10.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28227,Charlotte,35.1523,-81.0029,12.02,13.8,11.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28228,Charlotte,35.3138,-80.9725,12.73,14.9,11.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28229,Charlotte,35.1326,-80.6913,12.1,12.7,8.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28230,Charlotte,35.1131,-80.7382,11.94,15.0,9.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28231,Charlotte,35.2488,-80.91,10.75,14.2,11.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28232,Charlotte,35.1105,-80.9699,12.61,12.2,9.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28233,Charlotte,35.2,-80.9636,10.33,12.2,10.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28234,Charlotte,35.1898,-80.8272,11.23,11.6,8.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28235,Charlotte,35.3317,-80.9685,9.84,14.8,11.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28236,Charlotte,35.132,-80.9687,12.61,14.8,9.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28237,Charlotte,35.0896,-80.7634,11.12,11.6,9.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28238,Charlotte,35.0773,-80.8534,11.8,14.2,9.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28239,Charlotte,35.2769,-80.8749,12.04,14.0,10.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
28240,Charlotte,35.2606,-81.0069,12.78,13.2,9.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
46201,Indianapolis,39.818,-86.2891,7.94,10.8,7.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
46202,Indianapolis,39.7269,-86.2056,7.96,12.7,7.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
46203,Indianapolis,39.6224,-86.0448,7.91,12.2,8.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
46204,Indianapolis,39.7655,-86.087,8.37,10.9,9.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
46205,Indianapolis,39.6699,-86.0599,10.0,10.5,8.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
46206,Indianapolis,39.9067,-86.0748,10.4,10.8,9.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
46207,Indianapolis,39.6444,-86.2115,10.75,9.3,7.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
46208,Indianapolis,39.6796,-86.0884,10.74,12.7,10.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
46209,Indianapolis,39.7959,-86.2879,9.06,12.3,8.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
46210,Indianapolis,39.7777,-86.026,7.94,12.4,10.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
46211,Indianapolis,39.7722,-86.1321,8.01,12.5,9.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
46212,Indianapolis,39.7517,-86.2824,10.16,10.6,10.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
46213,Indianapolis,39.6656,-86.1348,8.23,12.2,9.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
46214,Indianapolis,39.7742,-86.0613,10.43,11.9,9.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
46215,Indianapolis,39.8959,-86.0608,9.98,9.8,8.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
46216,Indianapolis,39.8445,-86.27,7.72,11.8,9.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
46217,Indianapolis,39.7732,-86.0725,7.96,11.8,8.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
46218,Indianapolis,39.7687,-85.9884,8.49,10.1,8.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
46219,Indianapolis,39.6651,-86.1852,8.61,12.1,9.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
46220,Indianapolis,39.7833,-86.0479,9.25,10.7,7.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
46221,Indianapolis,39.773,-85.9968,7.69,11.6,9.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
