zip_code,metro,lat,lng,composite_mf_score_100,market_tier,data_source,as_of_date,source_url
94140,Bay Area,37.9139,-122.486,56.3,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
94141,Bay Area,37.8758,-122.3879,54.2,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
94142,Bay Area,37.6422,-122.3426,55.6,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
94143,Bay Area,37.8082,-122.5795,54.0,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
94144,Bay Area,37.8858,-122.281,52.0,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
94145,Bay Area,37.6432,-122.5209,49.7,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78701,Austin,30.3382,-97.6172,53.4,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78702,Austin,30.3313,-97.9187,61.3,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78703,Austin,30.3588,-97.7992,59.1,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78704,Austin,30.3485,-97.5735,56.4,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78705,Austin,30.192,-97.6333,58.3,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78706,Austin,30.2236,-97.5862,60.1,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78707,Austin,30.1727,-97.7459,58.5,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78708,Austin,30.3636,-97.907,60.7,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78709,Austin,30.2667,-97.9021,59.6,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78710,Austin,30.2586,-97.6572,54.8,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78711,Austin,30.253,-97.78,57.6,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78712,Austin,30.1884,-97.7832,54.1,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78713,Austin,30.2819,-97.9136,56.7,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78714,Austin,30.3681,-97.8602,54.7,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78715,Austin,30.1509,-97.7203,53.0,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78716,Austin,30.1242,-97.8795,60.0,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78717,Austin,30.2849,-97.85,61.1,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78718,Austin,30.3486,-97.9174,59.6,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78719,Austin,30.1984,-97.6438,56.3,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78720,Austin,30.3247,-97.909,55.3,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78721,Austin,30.4068,-97.5869,58.6,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78722,Austin,30.3546,-97.6028,61.5,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78723,Austin,30.2531,-97.7371,59.1,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78724,Austin,30.3978,-97.7357,55.5,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78725,Austin,30.1486,-97.7035,54.9,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78726,Austin,30.2222,-97.8281,58.3,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78727,Austin,30.3423,-97.6881,58.7,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78728,Austin,30.406,-97.6199,55.8,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78729,Austin,30.2176,-97.822,55.0,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78730,Austin,30.273,-97.8927,54.9,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78731,Austin,30.3084,-97.8457,56.3,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78732,Austin,30.2595,-97.8916,60.5,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78733,Austin,30.2881,-97.6756,59.6,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78734,Austin,30.2303,-97.7673,55.2,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78735,Austin,30.254,-97.8311,60.3,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78736,Austin,30.2918,-97.5715,53.4,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78737,Austin,30.1935,-97.6166,55.4,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78738,Austin,30.1819,-97.8828,54.8,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78739,Austin,30.3529,-97.7689,59.5,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
78740,Austin,30.1443,-97.9126,54.9,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32201,Jacksonville,30.2629,-81.7066,46.4,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32202,Jacksonville,30.3536,-81.713,41.0,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32203,Jacksonville,30.2064,-81.5933,45.8,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32204,Jacksonville,30.4018,-81.7388,44.4,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32205,Jacksonville,30.4381,-81.6621,47.7,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32206,Jacksonville,30.2515,-81.6968,40.5,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32207,Jacksonville,30.4142,-81.5678,45.7,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32208,Jacksonville,30.3669,-81.4937,48.2,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32209,Jacksonville,30.4213,-81.665,43.7,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32210,Jacksonville,30.2271,-81.7224,48.3,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32211,Jacksonville,30.3834,-81.7213,46.0,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32212,Jacksonville,30.3236,-81.7828,46.4,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32213,Jacksonville,30.3573,-81.7082,41.4,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32214,Jacksonville,30.4087,-81.4792,47.3,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32215,Jacksonville,30.4052,-81.681,48.4,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32216,Jacksonville,30.4745,-81.8128,43.1,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32217,Jacksonville,30.4096,-81.7954,44.9,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32218,Jacksonville,30.382,-81.6248,47.5,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32219,Jacksonville,30.4004,-81.6533,48.8,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32220,Jacksonville,30.4471,-81.5603,40.1,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32221,Jacksonville,30.3411,-81.5136,42.0,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32222,Jacksonville,30.4014,-81.521,48.0,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32223,Jacksonville,30.2715,-81.7715,44.1,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32224,Jacksonville,30.2841,-81.6254,41.2,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32225,Jacksonville,30.405,-81.5688,42.3,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32226,Jacksonville,30.2109,-81.812,40.0,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32227,Jacksonville,30.2571,-81.7746,47.1,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32228,Jacksonville,30.4455,-81.6666,46.4,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32229,Jacksonville,30.2369,-81.8232,44.5,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
32230,Jacksonville,30.1929,-81.8011,48.3,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43201,Columbus,39.897,-82.8522,74.7,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43202,Columbus,39.8117,-83.0635,66.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43203,Columbus,40.0196,-82.836,66.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43204,Columbus,40.0713,-82.9791,74.7,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43205,Columbus,39.9719,-82.9473,74.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43206,Columbus,39.9328,-82.8808,74.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43207,Columbus,39.8396,-83.0801,71.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43208,Columbus,39.9781,-83.1652,70.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43209,Columbus,39.8779,-82.9828,66.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43210,Columbus,39.8746,-83.1787,72.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43211,Columbus,39.8289,-82.9277,72.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43212,Columbus,40.0568,-83.028,73.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43213,Columbus,40.071,-83.1016,74.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43214,Columbus,39.8448,-82.9857,66.3,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43215,Columbus,39.9024,-82.8522,68.3,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43216,Columbus,40.0265,-82.8439,70.3,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43217,Columbus,39.9135,-83.0775,74.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43218,Columbus,40.0169,-83.0315,66.7,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43219,Columbus,39.8485,-82.8873,72.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43220,Columbus,39.8452,-83.0673,68.8,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43221,Columbus,39.9889,-82.939,69.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43222,Columbus,39.9443,-83.0074,69.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43223,Columbus,40.0075,-82.9615,73.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43224,Columbus,39.9804,-82.8342,70.7,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43225,Columbus,39.8397,-82.8365,69.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43226,Columbus,39.8909,-83.0486,73.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43227,Columbus,40.0849,-83.0658,67.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43228,Columbus,39.9456,-82.8252,73.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43229,Columbus,39.9931,-83.1476,74.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43230,Columbus,39.8566,-83.1024,69.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43231,Columbus,39.926,-83.0788,68.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43232,Columbus,39.9156,-82.9289,66.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43233,Columbus,40.0732,-83.1598,66.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43234,Columbus,39.9025,-83.1296,72.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
43235,Columbus,40.0553,-83.0767,70.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28201,Charlotte,35.114,-80.9609,63.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28202,Charlotte,35.2349,-80.7388,65.3,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28203,Charlotte,35.3304,-81.0086,66.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28204,Charlotte,35.2807,-80.8843,62.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28205,Charlotte,35.2993,-80.8051,69.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28206,Charlotte,35.1703,-80.9353,63.8,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28207,Charlotte,35.0789,-80.9889,63.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28208,Charlotte,35.2953,-80.8903,61.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28209,Charlotte,35.1328,-80.8814,70.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28210,Charlotte,35.2871,-80.8476,62.7,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28211,Charlotte,35.1844,-80.7765,61.8,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28212,Charlotte,35.0849,-80.767,66.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28213,Charlotte,35.1226,-80.9349,63.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28214,Charlotte,35.0786,-80.9486,63.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28215,Charlotte,35.1748,-80.8935,62.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28216,Charlotte,35.3338,-80.7734,69.7,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28217,Charlotte,35.146,-80.7171,64.7,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28218,Charlotte,35.3371,-80.9789,63.7,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28219,Charlotte,35.2189,-80.8338,70.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28220,Charlotte,35.3229,-81.0049,63.3,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28221,Charlotte,35.1368,-80.6844,64.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28222,Charlotte,35.3012,-80.9534,68.7,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28223,Charlotte,35.1556,-80.7174,62.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28224,Charlotte,35.1506,-80.9397,68.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28225,Charlotte,35.0836,-80.702,70.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28226,Charlotte,35.3561,-81.0101,65.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28227,Charlotte,35.1523,-81.0029,62.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28228,Charlotte,35.3138,-80.9725,63.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28229,Charlotte,35.1326,-80.6913,63.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28230,Charlotte,35.1131,-80.7382,61.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28231,Charlotte,35.2488,-80.91,61.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28232,Charlotte,35.1105,-80.9699,68.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28233,Charlotte,35.2,-80.9636,67.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28234,Charlotte,35.1898,-80.8272,64.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28235,Charlotte,35.3317,-80.9685,65.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28236,Charlotte,35.132,-80.9687,66.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28237,Charlotte,35.0896,-80.7634,64.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28238,Charlotte,35.0773,-80.8534,66.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28239,Charlotte,35.2769,-80.8749,67.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
28240,Charlotte,35.2606,-81.0069,70.3,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46201,Indianapolis,39.818,-86.2891,66.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46202,Indianapolis,39.7269,-86.2056,64.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46203,Indianapolis,39.6224,-86.0448,60.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46204,Indianapolis,39.7655,-86.087,67.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46205,Indianapolis,39.6699,-86.0599,65.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46206,Indianapolis,39.9067,-86.0748,64.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46207,Indianapolis,39.6444,-86.2115,67.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46208,Indianapolis,39.6796,-86.0884,61.3,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46209,Indianapolis,39.7959,-86.2879,67.8,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46210,Indianapolis,39.7777,-86.026,61.8,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46211,Indianapolis,39.7722,-86.1321,60.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46212,Indianapolis,39.7517,-86.2824,68.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46213,Indianapolis,39.6656,-86.1348,61.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46214,Indianapolis,39.7742,-86.0613,60.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46215,Indianapolis,39.8959,-86.0608,67.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46216,Indianapolis,39.8445,-86.27,61.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46217,Indianapolis,39.7732,-86.0725,67.7,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46218,Indianapolis,39.7687,-85.9884,66.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46219,Indianapolis,39.6651,-86.1852,62.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46220,Indianapolis,39.7833,-86.0479,63.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46221,Indianapolis,39.773,-85.9968,60.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46222,Indianapolis,39.6397,-86.2797,61.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46223,Indianapolis,39.8894,-86.2675,69.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46224,Indianapolis,39.7344,-86.0993,63.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46225,Indianapolis,39.8196,-86.19,65.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46226,Indianapolis,39.7708,-86.2166,63.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46227,Indianapolis,39.8156,-86.3179,68.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46228,Indianapolis,39.6766,-86.1958,66.8,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46229,Indianapolis,39.8318,-86.2823,67.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
46230,Indianapolis,39.9109,-86.2648,63.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98101,Seattle,47.4979,-122.3808,62.1,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98102,Seattle,47.5801,-122.2696,67.4,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98103,Seattle,47.6485,-122.1809,65.7,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98104,Seattle,47.7062,-122.5068,61.3,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98105,Seattle,47.4843,-122.1605,61.4,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98106,Seattle,47.7263,-122.1912,67.5,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98107,Seattle,47.659,-122.3495,60.6,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98108,Seattle,47.6168,-122.4704,59.5,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98109,Seattle,47.7366,-122.4055,63.3,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98110,Seattle,47.6062,-122.2585,63.1,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98111,Seattle,47.4864,-122.2214,60.3,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98112,Seattle,47.5813,-122.3599,68.0,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98113,Seattle,47.7045,-122.3161,61.6,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98114,Seattle,47.7105,-122.4683,58.9,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98115,Seattle,47.4769,-122.3493,64.7,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98116,Seattle,47.6752,-122.3707,62.4,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98117,Seattle,47.5965,-122.2721,66.4,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98118,Seattle,47.5301,-122.153,67.5,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98119,Seattle,47.6787,-122.5039,61.0,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98120,Seattle,47.503,-122.4108,60.6,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98121,Seattle,47.6754,-122.3445,59.5,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98122,Seattle,47.5799,-122.1603,58.8,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98123,Seattle,47.4899,-122.3389,61.8,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98124,Seattle,47.5505,-122.3795,66.2,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98125,Seattle,47.6061,-122.2312,60.9,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98126,Seattle,47.6999,-122.3046,63.8,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98127,Seattle,47.457,-122.3199,63.7,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98128,Seattle,47.4624,-122.4788,65.4,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98129,Seattle,47.5938,-122.4359,62.7,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98130,Seattle,47.6215,-122.4707,66.7,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98131,Seattle,47.4666,-122.3512,61.3,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98132,Seattle,47.6181,-122.245,59.5,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98133,Seattle,47.4939,-122.4709,64.0,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98134,Seattle,47.5725,-122.3074,65.3,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98135,Seattle,47.7065,-122.4742,62.6,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98136,Seattle,47.6082,-122.3517,68.3,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98137,Seattle,47.6423,-122.509,61.8,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98138,Seattle,47.5649,-122.5058,61.0,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98139,Seattle,47.6434,-122.3681,59.7,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
98140,Seattle,47.6197,-122.3275,66.6,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
80201,Denver,39.6256,-104.8904,54.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
80202,Denver,39.7955,-105.1676,57.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
80203,Denver,39.6205,-104.9694,59.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
80204,Denver,39.6214,-104.8226,61.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
80205,Denver,39.8852,-104.971,62.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
80206,Denver,39.5892,-104.8225,55.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
