zip_code,metro,lat,lng,hard_cost_per_sf,total_dev_cost_per_unit,construction_cost_yoy_chg_pct,data_source,as_of_date,source_url
78714,Austin,30.3681,-97.8602,151.1,249526.3,2.9,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78715,Austin,30.1509,-97.7203,155.98,198853.52,3.86,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78716,Austin,30.1242,-97.8795,129.86,206746.15,3.24,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78717,Austin,30.2849,-97.85,164.56,249432.75,3.52,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78718,Austin,30.3486,-97.9174,152.79,256593.96,3.07,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78719,Austin,30.1984,-97.6438,131.7,229411.98,3.41,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78720,Austin,30.3247,-97.909,154.11,202646.74,3.17,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78721,Austin,30.4068,-97.5869,175.8,200384.41,3.23,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78722,Austin,30.3546,-97.6028,174.25,262173.24,3.08,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78723,Austin,30.2531,-97.7371,177.08,201328.47,3.89,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78724,Austin,30.3978,-97.7357,172.36,232635.38,3.81,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78725,Austin,30.1486,-97.7035,175.85,209918.52,3.48,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78726,Austin,30.2222,-97.8281,133.0,224368.51,3.25,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78727,Austin,30.3423,-97.6881,148.25,246124.3,3.08,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78728,Austin,30.406,-97.6199,178.04,201200.9,2.9,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78729,Austin,30.2176,-97.822,129.62,245452.41,4.05,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78730,Austin,30.273,-97.8927,127.57,238308.21,3.29,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78731,Austin,30.3084,-97.8457,132.96,275653.66,4.07,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78732,Austin,30.2595,-97.8916,165.32,201481.56,4.01,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78733,Austin,30.2881,-97.6756,140.79,199840.1,4.08,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78734,Austin,30.2303,-97.7673,174.53,230696.24,3.24,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78735,Austin,30.254,-97.8311,161.84,271426.68,3.59,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78736,Austin,30.2918,-97.5715,164.92,233154.18,4.13,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78737,Austin,30.1935,-97.6166,132.27,256585.46,4.02,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78738,Austin,30.1819,-97.8828,178.24,206286.89,3.11,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78739,Austin,30.3529,-97.7689,150.28,270133.92,4.01,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78740,Austin,30.1443,-97.9126,164.86,276470.15,3.66,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32201,Jacksonville,30.2629,-81.7066,134.98,151058.67,3.35,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32202,Jacksonville,30.3536,-81.713,178.6,155695.79,3.93,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32203,Jacksonville,30.2064,-81.5933,158.6,170731.68,3.36,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32204,Jacksonville,30.4018,-81.7388,129.24,172134.06,2.91,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32205,Jacksonville,30.4381,-81.6621,137.57,166564.23,3.65,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32206,Jacksonville,30.2515,-81.6968,151.31,177049.01,4.11,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32207,Jacksonville,30.4142,-81.5678,155.69,210931.04,4.07,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32208,Jacksonville,30.3669,-81.4937,162.72,153962.65,3.59,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32209,Jacksonville,30.4213,-81.665,128.84,197118.92,3.21,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32210,Jacksonville,30.2271,-81.7224,177.73,174978.51,3.11,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32211,Jacksonville,30.3834,-81.7213,140.27,182804.06,3.69,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32212,Jacksonville,30.3236,-81.7828,182.61,186971.51,3.19,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32213,Jacksonville,30.3573,-81.7082,170.95,186640.76,3.69,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32214,Jacksonville,30.4087,-81.4792,133.46,175798.77,3.57,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32215,Jacksonville,30.4052,-81.681,153.86,189491.82,3.86,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32216,Jacksonville,30.4745,-81.8128,163.2,204640.17,3.61,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32217,Jacksonville,30.4096,-81.7954,140.43,172517.73,2.88,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32218,Jacksonville,30.382,-81.6248,177.59,212465.72,3.27,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32219,Jacksonville,30.4004,-81.6533,159.17,158460.86,3.55,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32220,Jacksonville,30.4471,-81.5603,143.06,207993.97,3.57,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32221,Jacksonville,30.3411,-81.5136,171.03,214423.76,3.0,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32222,Jacksonville,30.4014,-81.521,180.9,189128.0,3.7,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32223,Jacksonville,30.2715,-81.7715,160.47,168350.28,3.46,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32224,Jacksonville,30.2841,-81.6254,161.69,178424.92,3.23,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32225,Jacksonville,30.405,-81.5688,179.22,152494.12,3.18,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32226,Jacksonville,30.2109,-81.812,158.98,179952.99,3.98,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32227,Jacksonville,30.2571,-81.7746,137.96,176890.24,2.87,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32228,Jacksonville,30.4455,-81.6666,133.61,206360.07,3.0,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32229,Jacksonville,30.2369,-81.8232,137.42,192296.58,3.06,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
32230,Jacksonville,30.1929,-81.8011,164.31,155451.03,3.76,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43201,Columbus,39.897,-82.8522,154.72,143169.22,3.8,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43202,Columbus,39.8117,-83.0635,162.77,168550.41,4.06,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43203,Columbus,40.0196,-82.836,130.88,171954.49,3.72,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43204,Columbus,40.0713,-82.9791,151.0,149567.25,4.12,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43205,Columbus,39.9719,-82.9473,159.56,176963.93,4.01,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43206,Columbus,39.9328,-82.8808,139.15,135300.58,3.68,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43207,Columbus,39.8396,-83.0801,154.2,149743.02,3.79,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43208,Columbus,39.9781,-83.1652,164.56,167366.89,3.97,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43209,Columbus,39.8779,-82.9828,172.79,161900.45,3.95,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43210,Columbus,39.8746,-83.1787,148.74,188412.42,3.54,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43211,Columbus,39.8289,-82.9277,132.68,142489.58,3.13,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43212,Columbus,40.0568,-83.028,179.31,167759.45,3.51,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43213,Columbus,40.071,-83.1016,154.19,136689.17,3.65,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43214,Columbus,39.8448,-82.9857,160.93,181241.0,3.54,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43215,Columbus,39.9024,-82.8522,166.39,142138.04,3.82,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43216,Columbus,40.0265,-82.8439,165.61,186256.31,4.11,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43217,Columbus,39.9135,-83.0775,178.2,182822.93,3.64,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43218,Columbus,40.0169,-83.0315,176.13,159586.14,3.55,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43219,Columbus,39.8485,-82.8873,173.7,152889.3,3.69,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43220,Columbus,39.8452,-83.0673,135.81,140761.17,3.71,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43221,Columbus,39.9889,-82.939,150.28,168058.25,3.87,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43222,Columbus,39.9443,-83.0074,163.02,165409.99,3.62,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43223,Columbus,40.0075,-82.9615,147.58,157799.14,3.01,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43224,Columbus,39.9804,-82.8342,169.17,155232.9,3.35,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43225,Columbus,39.8397,-82.8365,176.13,164074.13,3.72,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43226,Columbus,39.8909,-83.0486,127.19,182354.21,3.85,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43227,Columbus,40.0849,-83.0658,178.9,183250.64,3.5,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43228,Columbus,39.9456,-82.8252,151.09,149162.98,3.86,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43229,Columbus,39.9931,-83.1476,163.48,175305.84,3.65,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43230,Columbus,39.8566,-83.1024,152.1,137661.76,3.69,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43231,Columbus,39.926,-83.0788,136.63,162996.08,3.98,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43232,Columbus,39.9156,-82.9289,157.74,158912.36,3.53,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43233,Columbus,40.0732,-83.1598,163.81,165070.16,3.36,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43234,Columbus,39.9025,-83.1296,149.78,184996.62,3.32,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
43235,Columbus,40.0553,-83.0767,173.45,168972.26,4.0,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28201,Charlotte,35.114,-80.9609,156.48,249523.83,3.56,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28202,Charlotte,35.2349,-80.7388,164.32,196799.63,3.09,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28203,Charlotte,35.3304,-81.0086,176.67,177535.62,3.62,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28204,Charlotte,35.2807,-80.8843,175.66,181751.07,3.31,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28205,Charlotte,35.2993,-80.8051,177.01,186245.49,3.5,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28206,Charlotte,35.1703,-80.9353,138.49,252359.96,3.54,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28207,Charlotte,35.0789,-80.9889,163.64,178984.68,3.65,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28208,Charlotte,35.2953,-80.8903,177.77,219519.7,3.86,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28209,Charlotte,35.1328,-80.8814,160.93,243185.14,3.69,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28210,Charlotte,35.2871,-80.8476,173.65,213630.46,3.72,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28211,Charlotte,35.1844,-80.7765,157.34,213297.25,2.99,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28212,Charlotte,35.0849,-80.767,172.09,243766.32,3.73,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28213,Charlotte,35.1226,-80.9349,155.07,192537.68,3.32,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28214,Charlotte,35.0786,-80.9486,142.63,237791.84,3.98,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28215,Charlotte,35.1748,-80.8935,167.06,223076.49,3.73,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28216,Charlotte,35.3338,-80.7734,175.89,220813.78,3.45,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28217,Charlotte,35.146,-80.7171,155.81,230314.06,3.08,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28218,Charlotte,35.3371,-80.9789,166.86,233080.45,3.54,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28219,Charlotte,35.2189,-80.8338,142.09,207671.48,3.93,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28220,Charlotte,35.3229,-81.0049,137.66,207198.79,3.46,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28221,Charlotte,35.1368,-80.6844,147.58,225191.97,3.4,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28222,Charlotte,35.3012,-80.9534,181.28,225951.37,3.02,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28223,Charlotte,35.1556,-80.7174,139.89,252421.95,2.87,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28224,Charlotte,35.1506,-80.9397,165.72,239806.58,3.17,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28225,Charlotte,35.0836,-80.702,177.3,211050.04,4.09,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28226,Charlotte,35.3561,-81.0101,131.73,244386.24,2.91,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28227,Charlotte,35.1523,-81.0029,152.87,191406.33,3.65,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28228,Charlotte,35.3138,-80.9725,137.53,249694.31,3.11,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28229,Charlotte,35.1326,-80.6913,166.78,179891.31,3.97,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28230,Charlotte,35.1131,-80.7382,181.54,209190.28,3.09,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28231,Charlotte,35.2488,-80.91,169.12,250469.2,3.3,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28232,Charlotte,35.1105,-80.9699,162.34,235808.1,3.77,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28233,Charlotte,35.2,-80.9636,175.24,216365.86,2.93,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28234,Charlotte,35.1898,-80.8272,181.43,190484.2,3.82,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28235,Charlotte,35.3317,-80.9685,174.17,229794.87,3.89,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28236,Charlotte,35.132,-80.9687,156.46,236156.8,4.11,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28237,Charlotte,35.0896,-80.7634,173.66,200488.15,3.76,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28238,Charlotte,35.0773,-80.8534,174.78,177303.15,3.67,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28239,Charlotte,35.2769,-80.8749,167.67,180054.04,4.01,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
28240,Charlotte,35.2606,-81.0069,168.75,218465.83,3.37,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46201,Indianapolis,39.818,-86.2891,165.14,137719.87,3.05,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46202,Indianapolis,39.7269,-86.2056,179.61,132934.96,4.01,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46203,Indianapolis,39.6224,-86.0448,136.7,133965.38,3.71,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46204,Indianapolis,39.7655,-86.087,180.8,177259.8,3.44,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46205,Indianapolis,39.6699,-86.0599,164.53,126297.46,3.38,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46206,Indianapolis,39.9067,-86.0748,129.67,140147.95,3.77,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46207,Indianapolis,39.6444,-86.2115,178.07,175412.71,3.85,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46208,Indianapolis,39.6796,-86.0884,140.97,156547.1,4.01,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46209,Indianapolis,39.7959,-86.2879,150.99,129098.26,3.1,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46210,Indianapolis,39.7777,-86.026,161.95,132628.02,2.91,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46211,Indianapolis,39.7722,-86.1321,141.6,132058.0,3.24,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46212,Indianapolis,39.7517,-86.2824,131.0,137900.74,3.2,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46213,Indianapolis,39.6656,-86.1348,156.75,179057.57,3.35,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46214,Indianapolis,39.7742,-86.0613,174.86,141277.04,3.97,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46215,Indianapolis,39.8959,-86.0608,176.2,156042.85,3.39,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46216,Indianapolis,39.8445,-86.27,172.57,162565.24,3.11,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46217,Indianapolis,39.7732,-86.0725,152.21,165124.87,3.4,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46218,Indianapolis,39.7687,-85.9884,168.11,142833.64,3.93,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46219,Indianapolis,39.6651,-86.1852,139.59,139950.64,3.32,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46220,Indianapolis,39.7833,-86.0479,157.83,151016.77,2.99,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46221,Indianapolis,39.773,-85.9968,172.17,163562.78,2.91,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46222,Indianapolis,39.6397,-86.2797,173.77,152041.72,4.06,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46223,Indianapolis,39.8894,-86.2675,171.44,139621.78,3.5,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46224,Indianapolis,39.7344,-86.0993,158.25,167251.5,3.72,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46225,Indianapolis,39.8196,-86.19,181.16,168714.92,2.96,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46226,Indianapolis,39.7708,-86.2166,165.04,127766.37,3.96,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46227,Indianapolis,39.8156,-86.3179,163.57,143913.4,3.78,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46228,Indianapolis,39.6766,-86.1958,138.42,158755.95,2.92,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46229,Indianapolis,39.8318,-86.2823,170.43,142548.63,3.59,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
46230,Indianapolis,39.9109,-86.2648,133.9,169756.31,3.16,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98101,Seattle,47.4979,-122.3808,200.53,415820.24,3.98,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98102,Seattle,47.5801,-122.2696,153.03,438644.64,3.05,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98103,Seattle,47.6485,-122.1809,177.32,402490.45,3.94,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98104,Seattle,47.7062,-122.5068,180.0,329147.87,4.06,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98105,Seattle,47.4843,-122.1605,158.38,395567.0,2.95,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98106,Seattle,47.7263,-122.1912,151.73,373374.62,3.17,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98107,Seattle,47.659,-122.3495,187.3,398439.8,2.88,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98108,Seattle,47.6168,-122.4704,172.09,465720.78,3.35,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98109,Seattle,47.7366,-122.4055,218.29,440713.06,3.74,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98110,Seattle,47.6062,-122.2585,166.37,413249.09,3.46,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98111,Seattle,47.4864,-122.2214,186.19,340653.43,3.3,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98112,Seattle,47.5813,-122.3599,176.62,425027.57,3.43,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98113,Seattle,47.7045,-122.3161,183.67,420502.91,3.97,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98114,Seattle,47.7105,-122.4683,215.51,423849.72,3.15,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98115,Seattle,47.4769,-122.3493,157.61,340854.53,3.22,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98116,Seattle,47.6752,-122.3707,211.46,447808.87,3.32,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98117,Seattle,47.5965,-122.2721,166.04,427483.81,3.01,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98118,Seattle,47.5301,-122.153,168.96,450408.76,3.47,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98119,Seattle,47.6787,-122.5039,203.79,378402.02,3.16,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98120,Seattle,47.503,-122.4108,216.13,338168.46,3.19,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98121,Seattle,47.6754,-122.3445,165.87,334189.63,3.84,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98122,Seattle,47.5799,-122.1603,208.69,379105.86,3.04,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98123,Seattle,47.4899,-122.3389,182.18,363118.73,3.55,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98124,Seattle,47.5505,-122.3795,200.45,351325.88,3.24,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98125,Seattle,47.6061,-122.2312,177.39,412875.62,3.8,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98126,Seattle,47.6999,-122.3046,176.45,351297.16,3.5,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98127,Seattle,47.457,-122.3199,201.66,397678.51,3.41,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98128,Seattle,47.4624,-122.4788,161.11,350191.13,3.01,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98129,Seattle,47.5938,-122.4359,212.73,355060.52,4.09,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98130,Seattle,47.6215,-122.4707,153.96,438630.28,3.39,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98131,Seattle,47.4666,-122.3512,177.63,382941.05,3.65,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98132,Seattle,47.6181,-122.245,182.92,408192.96,3.62,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98133,Seattle,47.4939,-122.4709,207.56,450724.76,3.55,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98134,Seattle,47.5725,-122.3074,185.96,347476.33,3.88,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
98135,Seattle,47.7065,-122.4742,202.88,356568.74,3.22,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
