zip_code,metro,lat,lng,debt_coverage_ratio,pencils_at_current_rates,assumed_interest_rate_pct,data_source,as_of_date,source_url
43228,Columbus,39.9456,-82.8252,1.11,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
43229,Columbus,39.9931,-83.1476,1.13,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
43230,Columbus,39.8566,-83.1024,1.3,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
43231,Columbus,39.926,-83.0788,1.51,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
43232,Columbus,39.9156,-82.9289,1.45,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
43233,Columbus,40.0732,-83.1598,1.2,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
43234,Columbus,39.9025,-83.1296,1.41,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
43235,Columbus,40.0553,-83.0767,1.33,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28201,Charlotte,35.114,-80.9609,0.91,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28202,Charlotte,35.2349,-80.7388,1.01,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28203,Charlotte,35.3304,-81.0086,1.07,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28204,Charlotte,35.2807,-80.8843,1.28,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28205,Charlotte,35.2993,-80.8051,1.05,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28206,Charlotte,35.1703,-80.9353,1.26,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28207,Charlotte,35.0789,-80.9889,1.08,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28208,Charlotte,35.2953,-80.8903,1.14,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28209,Charlotte,35.1328,-80.8814,1.08,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28210,Charlotte,35.2871,-80.8476,1.03,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28211,Charlotte,35.1844,-80.7765,1.28,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28212,Charlotte,35.0849,-80.767,1.19,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28213,Charlotte,35.1226,-80.9349,0.97,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28214,Charlotte,35.0786,-80.9486,1.17,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28215,Charlotte,35.1748,-80.8935,1.16,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28216,Charlotte,35.3338,-80.7734,1.16,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28217,Charlotte,35.146,-80.7171,1.06,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28218,Charlotte,35.3371,-80.9789,1.25,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28219,Charlotte,35.2189,-80.8338,1.14,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28220,Charlotte,35.3229,-81.0049,1.15,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28221,Charlotte,35.1368,-80.6844,0.95,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28222,Charlotte,35.3012,-80.9534,1.11,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28223,Charlotte,35.1556,-80.7174,1.13,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28224,Charlotte,35.1506,-80.9397,1.15,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28225,Charlotte,35.0836,-80.702,1.24,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28226,Charlotte,35.3561,-81.0101,1.01,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28227,Charlotte,35.1523,-81.0029,0.96,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28228,Charlotte,35.3138,-80.9725,1.04,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28229,Charlotte,35.1326,-80.6913,0.96,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28230,Charlotte,35.1131,-80.7382,1.13,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28231,Charlotte,35.2488,-80.91,1.26,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28232,Charlotte,35.1105,-80.9699,1.19,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28233,Charlotte,35.2,-80.9636,1.21,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28234,Charlotte,35.1898,-80.8272,0.9,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28235,Charlotte,35.3317,-80.9685,1.25,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28236,Charlotte,35.132,-80.9687,1.2,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28237,Charlotte,35.0896,-80.7634,1.0,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28238,Charlotte,35.0773,-80.8534,0.95,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28239,Charlotte,35.2769,-80.8749,1.03,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
28240,Charlotte,35.2606,-81.0069,1.05,Marginal,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46201,Indianapolis,39.818,-86.2891,1.32,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46202,Indianapolis,39.7269,-86.2056,1.18,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46203,Indianapolis,39.6224,-86.0448,1.25,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46204,Indianapolis,39.7655,-86.087,1.12,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46205,Indianapolis,39.6699,-86.0599,1.24,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46206,Indianapolis,39.9067,-86.0748,1.36,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46207,Indianapolis,39.6444,-86.2115,1.27,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46208,Indianapolis,39.6796,-86.0884,1.05,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46209,Indianapolis,39.7959,-86.2879,1.28,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46210,Indianapolis,39.7777,-86.026,1.42,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46211,Indianapolis,39.7722,-86.1321,1.28,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46212,Indianapolis,39.7517,-86.2824,1.27,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46213,Indianapolis,39.6656,-86.1348,1.37,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46214,Indianapolis,39.7742,-86.0613,1.29,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46215,Indianapolis,39.8959,-86.0608,1.09,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46216,Indianapolis,39.8445,-86.27,1.45,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46217,Indianapolis,39.7732,-86.0725,1.49,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46218,Indianapolis,39.7687,-85.9884,1.3,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46219,Indianapolis,39.6651,-86.1852,1.29,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46220,Indianapolis,39.7833,-86.0479,1.22,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46221,Indianapolis,39.773,-85.9968,1.22,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46222,Indianapolis,39.6397,-86.2797,1.21,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46223,Indianapolis,39.8894,-86.2675,1.21,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46224,Indianapolis,39.7344,-86.0993,1.08,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46225,Indianapolis,39.8196,-86.19,1.25,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46226,Indianapolis,39.7708,-86.2166,1.22,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46227,Indianapolis,39.8156,-86.3179,1.51,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46228,Indianapolis,39.6766,-86.1958,1.46,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46229,Indianapolis,39.8318,-86.2823,1.12,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
46230,Indianapolis,39.9109,-86.2648,1.1,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98101,Seattle,47.4979,-122.3808,0.96,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98102,Seattle,47.5801,-122.2696,0.99,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98103,Seattle,47.6485,-122.1809,0.91,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98104,Seattle,47.7062,-122.5068,1.16,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98105,Seattle,47.4843,-122.1605,1.08,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98106,Seattle,47.7263,-122.1912,1.15,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98107,Seattle,47.659,-122.3495,0.9,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98108,Seattle,47.6168,-122.4704,0.88,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98109,Seattle,47.7366,-122.4055,1.19,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98110,Seattle,47.6062,-122.2585,1.09,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98111,Seattle,47.4864,-122.2214,1.02,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98112,Seattle,47.5813,-122.3599,1.0,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98113,Seattle,47.7045,-122.3161,0.9,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98114,Seattle,47.7105,-122.4683,1.12,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98115,Seattle,47.4769,-122.3493,0.89,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98116,Seattle,47.6752,-122.3707,0.86,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98117,Seattle,47.5965,-122.2721,1.22,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98118,Seattle,47.5301,-122.153,1.07,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98119,Seattle,47.6787,-122.5039,1.15,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98120,Seattle,47.503,-122.4108,1.06,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98121,Seattle,47.6754,-122.3445,1.01,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98122,Seattle,47.5799,-122.1603,0.9,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98123,Seattle,47.4899,-122.3389,1.16,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98124,Seattle,47.5505,-122.3795,1.19,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98125,Seattle,47.6061,-122.2312,1.14,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98126,Seattle,47.6999,-122.3046,1.01,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98127,Seattle,47.457,-122.3199,1.15,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98128,Seattle,47.4624,-122.4788,1.05,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98129,Seattle,47.5938,-122.4359,1.12,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98130,Seattle,47.6215,-122.4707,1.1,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98131,Seattle,47.4666,-122.3512,1.01,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98132,Seattle,47.6181,-122.245,1.19,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98133,Seattle,47.4939,-122.4709,1.09,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98134,Seattle,47.5725,-122.3074,0.93,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98135,Seattle,47.7065,-122.4742,1.22,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98136,Seattle,47.6082,-122.3517,0.92,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98137,Seattle,47.6423,-122.509,1.21,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98138,Seattle,47.5649,-122.5058,0.88,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98139,Seattle,47.6434,-122.3681,1.03,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
98140,Seattle,47.6197,-122.3275,1.01,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80201,Denver,39.6256,-104.8904,1.0,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80202,Denver,39.7955,-105.1676,0.96,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80203,Denver,39.6205,-104.9694,1.05,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80204,Denver,39.6214,-104.8226,1.13,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80205,Denver,39.8852,-104.971,1.08,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80206,Denver,39.5892,-104.8225,1.14,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80207,Denver,39.7636,-105.0675,1.01,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80208,Denver,39.7129,-105.1077,1.26,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80209,Denver,39.7826,-105.024,1.17,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80210,Denver,39.7974,-104.8199,1.06,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80211,Denver,39.8421,-105.1424,0.99,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80212,Denver,39.7524,-105.0872,0.89,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80213,Denver,39.7777,-104.9079,0.91,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80214,Denver,39.6262,-105.0972,1.05,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80215,Denver,39.6144,-104.9171,0.9,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80216,Denver,39.8482,-105.1308,1.13,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80217,Denver,39.6421,-104.9933,1.03,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80218,Denver,39.87,-105.1205,1.25,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80219,Denver,39.7441,-104.9701,1.24,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80220,Denver,39.8626,-105.0258,1.1,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80221,Denver,39.6695,-104.8716,1.05,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80222,Denver,39.751,-105.0555,1.02,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80223,Denver,39.7075,-104.9194,1.15,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80224,Denver,39.6004,-104.9767,1.1,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80225,Denver,39.7674,-105.0961,0.99,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80226,Denver,39.8197,-104.8277,0.91,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80227,Denver,39.7255,-105.1182,1.08,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80228,Denver,39.7241,-104.8297,1.15,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80229,Denver,39.8002,-104.858,1.25,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80230,Denver,39.8066,-105.1441,1.11,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80231,Denver,39.7183,-105.0303,1.25,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80232,Denver,39.6139,-104.8504,1.13,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80233,Denver,39.8433,-104.9956,0.97,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80234,Denver,39.711,-104.9693,1.06,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80235,Denver,39.6442,-105.056,1.22,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80236,Denver,39.7299,-105.025,1.06,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80237,Denver,39.747,-105.0579,1.17,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80238,Denver,39.6272,-104.8347,1.12,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80239,Denver,39.7318,-104.8504,0.92,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
80240,Denver,39.8095,-105.1393,1.16,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37201,Nashville,36.0208,-86.6646,0.9,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37202,Nashville,36.0437,-86.8936,1.06,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37203,Nashville,36.2552,-86.9376,1.05,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37204,Nashville,36.061,-86.7206,1.23,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37205,Nashville,36.273,-86.7606,1.14,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37206,Nashville,36.0539,-86.9444,0.99,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37207,Nashville,36.1991,-86.8882,0.95,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37208,Nashville,36.1133,-86.8843,0.89,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37209,Nashville,36.0776,-86.7782,1.08,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37210,Nashville,36.0648,-86.7019,0.94,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37211,Nashville,36.1831,-86.7614,1.17,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37212,Nashville,36.2249,-86.8918,1.02,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37213,Nashville,36.1193,-86.6146,1.09,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37214,Nashville,36.2372,-86.9343,0.87,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37215,Nashville,36.1308,-86.804,0.98,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37216,Nashville,36.1976,-86.8175,1.07,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37217,Nashville,36.047,-86.7987,1.16,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37218,Nashville,36.0669,-86.7894,1.01,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37219,Nashville,36.2677,-86.8998,0.9,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37220,Nashville,36.0888,-86.7075,1.18,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37221,Nashville,36.0932,-86.8885,1.12,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37222,Nashville,36.0957,-86.7309,1.18,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37223,Nashville,36.1804,-86.9233,0.9,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37224,Nashville,36.1991,-86.8106,1.05,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37225,Nashville,36.0932,-86.9133,0.92,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37226,Nashville,36.0599,-86.712,1.04,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37227,Nashville,36.2288,-86.9448,1.06,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37228,Nashville,36.032,-86.7091,0.92,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37229,Nashville,36.0883,-86.6111,1.0,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37230,Nashville,36.1872,-86.8513,0.98,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37231,Nashville,36.2605,-86.9274,0.98,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37232,Nashville,36.2478,-86.6341,1.08,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37233,Nashville,36.3052,-86.6856,0.97,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37234,Nashville,36.0397,-86.6274,1.0,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
37235,Nashville,36.1547,-86.957,1.04,No,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
73101,Oklahoma City,35.6037,-97.591,1.1,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
73102,Oklahoma City,35.4681,-97.3571,1.37,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
73103,Oklahoma City,35.4548,-97.6706,1.53,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
73104,Oklahoma City,35.4168,-97.4255,1.18,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
73105,Oklahoma City,35.4295,-97.4105,1.52,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
73106,Oklahoma City,35.5475,-97.6195,1.28,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
73107,Oklahoma City,35.5533,-97.6583,1.35,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
73108,Oklahoma City,35.3279,-97.5559,1.37,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
73109,Oklahoma City,35.4958,-97.3883,1.3,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
73110,Oklahoma City,35.4209,-97.4156,1.36,Yes,6.85,CBRE/JLL Capital Markets,2025-Q4,https://www.cbre.com/insights/reports
