zip_code,metro,lat,lng,primary_hazard,hazard_severity,composite_hazard_score_1_10,data_source,as_of_date,source_url
92113,San Diego,32.5832,-117.0971,Low,Low,3.97,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
92114,San Diego,32.8411,-117.2208,Low,Low,3.31,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
92115,San Diego,32.6924,-117.3261,Low,Low,3.35,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
92116,San Diego,32.7443,-117.0421,Low,Low,4.1,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
92117,San Diego,32.6166,-117.2652,Low,Low,3.49,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
92118,San Diego,32.6171,-117.3145,Low,Low,3.68,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
92119,San Diego,32.8424,-117.2903,Low,Low,4.08,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
92120,San Diego,32.7477,-117.2998,Low,Low,4.1,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
92121,San Diego,32.6178,-117.0959,Low,Low,3.59,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
92122,San Diego,32.6564,-117.0229,Low,Low,3.6,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
92123,San Diego,32.8428,-116.9898,Low,Low,2.89,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
92124,San Diego,32.7553,-117.2175,Low,Low,3.75,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
92125,San Diego,32.8545,-117.0553,Low,Low,3.74,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
92126,San Diego,32.827,-117.2302,Low,Low,3.09,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
92127,San Diego,32.6442,-117.3115,Low,Low,4.0,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
92128,San Diego,32.6958,-117.2376,Low,Low,3.04,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
92129,San Diego,32.7666,-117.1934,Low,Low,3.42,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
92130,San Diego,32.7361,-117.1071,Low,Low,3.95,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
92131,San Diego,32.7603,-117.2212,Low,Low,3.7,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
92132,San Diego,32.6926,-117.2,Low,Low,2.88,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
92133,San Diego,32.6658,-117.0085,Low,Low,3.62,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
92134,San Diego,32.8061,-117.1781,Low,Low,4.1,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
92135,San Diego,32.7679,-117.1386,Low,Low,3.82,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75201,DFW,32.7342,-96.9509,Tornado/Hail,Moderate,3.96,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75202,DFW,32.7228,-96.6538,Tornado/Hail,Moderate,3.81,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75203,DFW,32.7113,-96.8618,Tornado/Hail,Moderate,3.24,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75204,DFW,32.6426,-96.6474,Tornado/Hail,Moderate,3.31,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75205,DFW,32.8517,-96.9384,Tornado/Hail,Moderate,3.87,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75206,DFW,32.8244,-96.6387,Tornado/Hail,Moderate,3.32,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75207,DFW,32.8319,-96.6469,Tornado/Hail,Moderate,3.39,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75208,DFW,32.6385,-96.8405,Tornado/Hail,Moderate,3.45,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75209,DFW,32.6556,-96.769,Tornado/Hail,Moderate,3.88,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75210,DFW,32.8515,-96.6655,Tornado/Hail,Moderate,3.03,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75211,DFW,32.8823,-96.9748,Tornado/Hail,Moderate,3.49,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75212,DFW,32.878,-96.8355,Tornado/Hail,Moderate,3.21,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75213,DFW,32.6743,-96.9401,Tornado/Hail,Moderate,3.6,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75214,DFW,32.7418,-96.8486,Tornado/Hail,Moderate,3.88,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75215,DFW,32.6684,-96.8536,Tornado/Hail,Moderate,4.0,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75216,DFW,32.7749,-96.7409,Tornado/Hail,Moderate,2.96,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75217,DFW,32.8897,-96.7461,Tornado/Hail,Moderate,4.07,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75218,DFW,32.7841,-96.7456,Tornado/Hail,Moderate,3.98,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75219,DFW,32.9191,-96.7928,Tornado/Hail,Moderate,3.79,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75220,DFW,32.7431,-96.7517,Tornado/Hail,Moderate,3.67,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75221,DFW,32.698,-96.787,Tornado/Hail,Moderate,3.73,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75222,DFW,32.712,-96.6542,Tornado/Hail,Moderate,3.68,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75223,DFW,32.8769,-96.7737,Tornado/Hail,Moderate,3.27,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75224,DFW,32.8075,-96.904,Tornado/Hail,Moderate,4.06,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75225,DFW,32.7787,-96.6348,Tornado/Hail,Moderate,3.46,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75226,DFW,32.8696,-96.8318,Tornado/Hail,Moderate,3.04,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75227,DFW,32.8092,-96.8088,Tornado/Hail,Moderate,3.73,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75228,DFW,32.8704,-96.8465,Tornado/Hail,Moderate,2.98,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75229,DFW,32.7759,-96.7458,Tornado/Hail,Moderate,3.06,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75230,DFW,32.7575,-96.6588,Tornado/Hail,Moderate,3.97,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75231,DFW,32.6405,-96.9338,Tornado/Hail,Moderate,3.94,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75232,DFW,32.7193,-96.832,Tornado/Hail,Moderate,3.0,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75233,DFW,32.7264,-96.7029,Tornado/Hail,Moderate,2.99,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75234,DFW,32.6871,-96.6614,Tornado/Hail,Moderate,4.05,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75235,DFW,32.9075,-96.662,Tornado/Hail,Moderate,3.62,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75236,DFW,32.9219,-96.8311,Tornado/Hail,Moderate,3.72,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75237,DFW,32.8763,-96.791,Tornado/Hail,Moderate,4.02,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75238,DFW,32.7993,-96.8522,Tornado/Hail,Moderate,3.81,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75239,DFW,32.8972,-96.8751,Tornado/Hail,Moderate,3.4,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75240,DFW,32.7867,-96.7431,Tornado/Hail,Moderate,2.89,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75241,DFW,32.8638,-96.6183,Tornado/Hail,Moderate,4.02,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75242,DFW,32.7765,-96.6734,Tornado/Hail,Moderate,4.12,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75243,DFW,32.7133,-96.9391,Tornado/Hail,Moderate,3.83,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75244,DFW,32.8923,-96.645,Tornado/Hail,Moderate,3.14,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75245,DFW,32.8574,-96.843,Tornado/Hail,Moderate,2.92,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75246,DFW,32.7071,-96.6332,Tornado/Hail,Moderate,3.41,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75247,DFW,32.7716,-96.8914,Tornado/Hail,Moderate,3.36,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75248,DFW,32.7708,-96.9387,Tornado/Hail,Moderate,3.72,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75249,DFW,32.9013,-96.8161,Tornado/Hail,Moderate,4.13,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75250,DFW,32.8254,-96.7217,Tornado/Hail,Moderate,2.93,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75251,DFW,32.6285,-96.9364,Tornado/Hail,Moderate,4.13,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75252,DFW,32.9069,-96.7817,Tornado/Hail,Moderate,3.62,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75253,DFW,32.9211,-96.9045,Tornado/Hail,Moderate,3.33,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75254,DFW,32.6326,-96.6595,Tornado/Hail,Moderate,2.93,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75255,DFW,32.6419,-96.6349,Tornado/Hail,Moderate,4.09,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94101,Bay Area,37.7686,-122.3285,Earthquake/Wildfire,High,2.96,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94102,Bay Area,37.7378,-122.4342,Earthquake/Wildfire,High,3.44,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94103,Bay Area,37.7941,-122.5482,Earthquake/Wildfire,High,3.85,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94104,Bay Area,37.6351,-122.3395,Earthquake/Wildfire,High,3.83,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94105,Bay Area,37.7817,-122.5534,Earthquake/Wildfire,High,3.17,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94106,Bay Area,37.8431,-122.2828,Earthquake/Wildfire,High,2.88,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94107,Bay Area,37.6341,-122.5768,Earthquake/Wildfire,High,3.87,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94108,Bay Area,37.6948,-122.5603,Earthquake/Wildfire,High,2.93,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94109,Bay Area,37.7355,-122.3109,Earthquake/Wildfire,High,3.87,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94110,Bay Area,37.6377,-122.2649,Earthquake/Wildfire,High,3.22,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94111,Bay Area,37.7117,-122.2613,Earthquake/Wildfire,High,3.71,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94112,Bay Area,37.8873,-122.3034,Earthquake/Wildfire,High,3.08,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94113,Bay Area,37.8948,-122.5314,Earthquake/Wildfire,High,3.29,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94114,Bay Area,37.7382,-122.3844,Earthquake/Wildfire,High,3.82,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94115,Bay Area,37.6319,-122.3526,Earthquake/Wildfire,High,3.1,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94116,Bay Area,37.7022,-122.4266,Earthquake/Wildfire,High,3.86,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94117,Bay Area,37.645,-122.3776,Earthquake/Wildfire,High,3.71,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94118,Bay Area,37.7614,-122.3274,Earthquake/Wildfire,High,3.45,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94119,Bay Area,37.864,-122.4847,Earthquake/Wildfire,High,3.45,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94120,Bay Area,37.8643,-122.4794,Earthquake/Wildfire,High,2.95,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94121,Bay Area,37.7922,-122.4425,Earthquake/Wildfire,High,3.81,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94122,Bay Area,37.7784,-122.5458,Earthquake/Wildfire,High,2.92,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94123,Bay Area,37.8375,-122.478,Earthquake/Wildfire,High,3.89,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94124,Bay Area,37.8922,-122.2964,Earthquake/Wildfire,High,3.01,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94125,Bay Area,37.7645,-122.2409,Earthquake/Wildfire,High,4.13,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94126,Bay Area,37.7961,-122.354,Earthquake/Wildfire,High,4.02,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94127,Bay Area,37.902,-122.5564,Earthquake/Wildfire,High,3.79,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94128,Bay Area,37.7055,-122.481,Earthquake/Wildfire,High,3.15,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94129,Bay Area,37.8004,-122.5673,Earthquake/Wildfire,High,3.16,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94130,Bay Area,37.63,-122.2554,Earthquake/Wildfire,High,2.89,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94131,Bay Area,37.7703,-122.4485,Earthquake/Wildfire,High,3.42,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94132,Bay Area,37.7415,-122.4854,Earthquake/Wildfire,High,3.97,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94133,Bay Area,37.675,-122.257,Earthquake/Wildfire,High,2.9,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94134,Bay Area,37.8135,-122.358,Earthquake/Wildfire,High,3.39,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94135,Bay Area,37.6511,-122.5827,Earthquake/Wildfire,High,3.18,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94136,Bay Area,37.7382,-122.2633,Earthquake/Wildfire,High,3.39,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94137,Bay Area,37.6763,-122.4566,Earthquake/Wildfire,High,3.25,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94138,Bay Area,37.8736,-122.5811,Earthquake/Wildfire,High,3.53,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94139,Bay Area,37.7895,-122.586,Earthquake/Wildfire,High,3.42,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94140,Bay Area,37.9139,-122.486,Earthquake/Wildfire,High,3.62,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94141,Bay Area,37.8758,-122.3879,Earthquake/Wildfire,High,3.35,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94142,Bay Area,37.6422,-122.3426,Earthquake/Wildfire,High,3.46,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94143,Bay Area,37.8082,-122.5795,Earthquake/Wildfire,High,3.82,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94144,Bay Area,37.8858,-122.281,Earthquake/Wildfire,High,3.15,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
94145,Bay Area,37.6432,-122.5209,Earthquake/Wildfire,High,3.09,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78701,Austin,30.3382,-97.6172,Low,Low,3.34,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78702,Austin,30.3313,-97.9187,Low,Low,3.97,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78703,Austin,30.3588,-97.7992,Low,Low,4.06,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78704,Austin,30.3485,-97.5735,Low,Low,3.58,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78705,Austin,30.192,-97.6333,Low,Low,3.18,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78706,Austin,30.2236,-97.5862,Low,Low,2.91,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78707,Austin,30.1727,-97.7459,Low,Low,2.87,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78708,Austin,30.3636,-97.907,Low,Low,3.27,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78709,Austin,30.2667,-97.9021,Low,Low,3.05,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78710,Austin,30.2586,-97.6572,Low,Low,3.28,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78711,Austin,30.253,-97.78,Low,Low,3.94,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78712,Austin,30.1884,-97.7832,Low,Low,3.14,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78713,Austin,30.2819,-97.9136,Low,Low,3.59,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78714,Austin,30.3681,-97.8602,Low,Low,3.41,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78715,Austin,30.1509,-97.7203,Low,Low,4.02,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78716,Austin,30.1242,-97.8795,Low,Low,3.93,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78717,Austin,30.2849,-97.85,Low,Low,3.63,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78718,Austin,30.3486,-97.9174,Low,Low,3.52,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78719,Austin,30.1984,-97.6438,Low,Low,3.71,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78720,Austin,30.3247,-97.909,Low,Low,3.2,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78721,Austin,30.4068,-97.5869,Low,Low,3.07,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78722,Austin,30.3546,-97.6028,Low,Low,3.36,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78723,Austin,30.2531,-97.7371,Low,Low,3.77,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78724,Austin,30.3978,-97.7357,Low,Low,3.77,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78725,Austin,30.1486,-97.7035,Low,Low,4.09,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78726,Austin,30.2222,-97.8281,Low,Low,2.89,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78727,Austin,30.3423,-97.6881,Low,Low,3.43,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78728,Austin,30.406,-97.6199,Low,Low,3.67,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78729,Austin,30.2176,-97.822,Low,Low,3.59,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78730,Austin,30.273,-97.8927,Low,Low,4.04,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78731,Austin,30.3084,-97.8457,Low,Low,3.15,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78732,Austin,30.2595,-97.8916,Low,Low,3.23,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78733,Austin,30.2881,-97.6756,Low,Low,3.76,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78734,Austin,30.2303,-97.7673,Low,Low,3.23,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78735,Austin,30.254,-97.8311,Low,Low,4.02,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78736,Austin,30.2918,-97.5715,Low,Low,3.51,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78737,Austin,30.1935,-97.6166,Low,Low,3.03,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78738,Austin,30.1819,-97.8828,Low,Low,3.51,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78739,Austin,30.3529,-97.7689,Low,Low,4.01,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78740,Austin,30.1443,-97.9126,Low,Low,4.02,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32201,Jacksonville,30.2629,-81.7066,Flood/Hurricane,Moderate,3.03,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32202,Jacksonville,30.3536,-81.713,Flood/Hurricane,Moderate,3.29,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32203,Jacksonville,30.2064,-81.5933,Flood/Hurricane,Moderate,3.31,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32204,Jacksonville,30.4018,-81.7388,Flood/Hurricane,Moderate,4.05,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32205,Jacksonville,30.4381,-81.6621,Flood/Hurricane,Moderate,3.14,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32206,Jacksonville,30.2515,-81.6968,Flood/Hurricane,Moderate,3.73,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32207,Jacksonville,30.4142,-81.5678,Flood/Hurricane,Moderate,3.14,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32208,Jacksonville,30.3669,-81.4937,Flood/Hurricane,Moderate,3.36,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32209,Jacksonville,30.4213,-81.665,Flood/Hurricane,Moderate,3.71,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32210,Jacksonville,30.2271,-81.7224,Flood/Hurricane,Moderate,4.03,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32211,Jacksonville,30.3834,-81.7213,Flood/Hurricane,Moderate,3.37,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32212,Jacksonville,30.3236,-81.7828,Flood/Hurricane,Moderate,3.04,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32213,Jacksonville,30.3573,-81.7082,Flood/Hurricane,Moderate,3.86,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32214,Jacksonville,30.4087,-81.4792,Flood/Hurricane,Moderate,2.97,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32215,Jacksonville,30.4052,-81.681,Flood/Hurricane,Moderate,3.46,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32216,Jacksonville,30.4745,-81.8128,Flood/Hurricane,Moderate,3.56,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32217,Jacksonville,30.4096,-81.7954,Flood/Hurricane,Moderate,3.08,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32218,Jacksonville,30.382,-81.6248,Flood/Hurricane,Moderate,3.35,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32219,Jacksonville,30.4004,-81.6533,Flood/Hurricane,Moderate,2.87,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32220,Jacksonville,30.4471,-81.5603,Flood/Hurricane,Moderate,2.95,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32221,Jacksonville,30.3411,-81.5136,Flood/Hurricane,Moderate,3.43,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32222,Jacksonville,30.4014,-81.521,Flood/Hurricane,Moderate,3.57,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32223,Jacksonville,30.2715,-81.7715,Flood/Hurricane,Moderate,2.91,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32224,Jacksonville,30.2841,-81.6254,Flood/Hurricane,Moderate,3.67,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32225,Jacksonville,30.405,-81.5688,Flood/Hurricane,Moderate,3.9,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32226,Jacksonville,30.2109,-81.812,Flood/Hurricane,Moderate,3.93,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32227,Jacksonville,30.2571,-81.7746,Flood/Hurricane,Moderate,3.87,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32228,Jacksonville,30.4455,-81.6666,Flood/Hurricane,Moderate,3.56,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32229,Jacksonville,30.2369,-81.8232,Flood/Hurricane,Moderate,3.59,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
32230,Jacksonville,30.1929,-81.8011,Flood/Hurricane,Moderate,3.65,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43201,Columbus,39.897,-82.8522,Low,Low,3.1,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43202,Columbus,39.8117,-83.0635,Low,Low,3.21,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43203,Columbus,40.0196,-82.836,Low,Low,3.33,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43204,Columbus,40.0713,-82.9791,Low,Low,3.81,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43205,Columbus,39.9719,-82.9473,Low,Low,4.08,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43206,Columbus,39.9328,-82.8808,Low,Low,4.0,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43207,Columbus,39.8396,-83.0801,Low,Low,2.88,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43208,Columbus,39.9781,-83.1652,Low,Low,3.38,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43209,Columbus,39.8779,-82.9828,Low,Low,3.8,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43210,Columbus,39.8746,-83.1787,Low,Low,3.04,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43211,Columbus,39.8289,-82.9277,Low,Low,3.37,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43212,Columbus,40.0568,-83.028,Low,Low,3.04,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43213,Columbus,40.071,-83.1016,Low,Low,3.13,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43214,Columbus,39.8448,-82.9857,Low,Low,3.77,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43215,Columbus,39.9024,-82.8522,Low,Low,2.93,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43216,Columbus,40.0265,-82.8439,Low,Low,3.97,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43217,Columbus,39.9135,-83.0775,Low,Low,3.45,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43218,Columbus,40.0169,-83.0315,Low,Low,3.63,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43219,Columbus,39.8485,-82.8873,Low,Low,3.66,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43220,Columbus,39.8452,-83.0673,Low,Low,3.36,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43221,Columbus,39.9889,-82.939,Low,Low,2.91,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43222,Columbus,39.9443,-83.0074,Low,Low,3.75,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43223,Columbus,40.0075,-82.9615,Low,Low,3.36,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43224,Columbus,39.9804,-82.8342,Low,Low,3.9,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
43225,Columbus,39.8397,-82.8365,Low,Low,2.99,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
