zip_code,metro,lat,lng,transaction_volume_12mo_usd,volume_yoy_chg_pct,cap_rate_trailing_pct,data_source,as_of_date,source_url
75238,DFW,32.7993,-96.8522,187461550.0,-24.82,5.67,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
75239,DFW,32.8972,-96.8751,240652000.0,-22.24,6.02,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
75240,DFW,32.7867,-96.7431,195899500.0,-21.31,5.6,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
75241,DFW,32.8638,-96.6183,230653450.0,-29.14,6.25,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
75242,DFW,32.7765,-96.6734,205859800.0,-27.81,6.02,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
75243,DFW,32.7133,-96.9391,177264100.0,-22.32,5.45,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
75244,DFW,32.8923,-96.645,210526300.0,-24.83,5.43,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
75245,DFW,32.8574,-96.843,182259550.0,-23.2,5.33,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
75246,DFW,32.7071,-96.6332,189435250.0,-26.75,5.59,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
75247,DFW,32.7716,-96.8914,249319450.0,-23.64,5.93,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
75248,DFW,32.7708,-96.9387,242235550.0,-27.51,6.0,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
75249,DFW,32.9013,-96.8161,175971250.0,-29.93,5.87,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
75250,DFW,32.8254,-96.7217,202532050.0,-29.65,5.16,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
75251,DFW,32.6285,-96.9364,212851900.0,-24.05,6.4,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
75252,DFW,32.9069,-96.7817,232994350.0,-24.72,5.3,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
75253,DFW,32.9211,-96.9045,207910000.0,-22.03,5.26,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
75254,DFW,32.6326,-96.6595,249197050.0,-21.4,6.01,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
75255,DFW,32.6419,-96.6349,189496450.0,-24.77,6.22,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94101,Bay Area,37.7686,-122.3285,81138075.0,-27.51,4.12,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94102,Bay Area,37.7378,-122.4342,73499505.0,-22.46,4.85,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94103,Bay Area,37.7941,-122.5482,73001895.0,-25.93,4.34,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94104,Bay Area,37.6351,-122.3395,75959340.0,-22.25,3.82,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94105,Bay Area,37.7817,-122.5534,70513845.0,-22.63,3.98,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94106,Bay Area,37.8431,-122.2828,73527720.0,-21.88,3.68,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94107,Bay Area,37.6341,-122.5768,59779320.0,-27.19,4.28,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94108,Bay Area,37.6948,-122.5603,76408215.0,-29.52,4.79,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94109,Bay Area,37.7355,-122.3109,73956075.0,-26.25,4.14,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94110,Bay Area,37.6377,-122.2649,67602570.0,-28.63,4.79,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94111,Bay Area,37.7117,-122.2613,64442490.0,-28.05,4.47,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94112,Bay Area,37.8873,-122.3034,66461145.0,-21.34,4.55,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94113,Bay Area,37.8948,-122.5314,62703420.0,-21.51,3.88,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94114,Bay Area,37.7382,-122.3844,60310275.0,-25.09,3.87,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94115,Bay Area,37.6319,-122.3526,78075465.0,-27.35,4.94,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94116,Bay Area,37.7022,-122.4266,78485865.0,-22.49,4.15,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94117,Bay Area,37.645,-122.3776,72899295.0,-21.36,4.6,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94118,Bay Area,37.7614,-122.3274,71252565.0,-24.69,3.5,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94119,Bay Area,37.864,-122.4847,67617960.0,-24.5,4.68,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94120,Bay Area,37.8643,-122.4794,75415560.0,-26.18,4.14,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94121,Bay Area,37.7922,-122.4425,73502070.0,-26.31,3.67,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94122,Bay Area,37.7784,-122.5458,75797745.0,-25.26,4.92,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94123,Bay Area,37.8375,-122.478,73799610.0,-24.34,4.87,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94124,Bay Area,37.8922,-122.2964,77372655.0,-24.98,4.55,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94125,Bay Area,37.7645,-122.2409,68561880.0,-28.07,4.19,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94126,Bay Area,37.7961,-122.354,81928095.0,-22.38,4.45,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94127,Bay Area,37.902,-122.5564,83803110.0,-21.77,4.43,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94128,Bay Area,37.7055,-122.481,58614810.0,-21.57,4.03,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94129,Bay Area,37.8004,-122.5673,59540775.0,-27.37,4.78,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94130,Bay Area,37.63,-122.2554,73786785.0,-22.53,4.87,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94131,Bay Area,37.7703,-122.4485,68869680.0,-21.19,4.51,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94132,Bay Area,37.7415,-122.4854,81240675.0,-21.19,4.32,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94133,Bay Area,37.675,-122.257,81035475.0,-24.4,3.69,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94134,Bay Area,37.8135,-122.358,72855690.0,-29.44,4.38,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94135,Bay Area,37.6511,-122.5827,73353300.0,-27.44,4.35,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94136,Bay Area,37.7382,-122.2633,75082110.0,-27.56,4.18,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94137,Bay Area,37.6763,-122.4566,67061355.0,-25.3,4.33,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94138,Bay Area,37.8736,-122.5811,73499505.0,-29.89,4.32,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94139,Bay Area,37.7895,-122.586,75507900.0,-24.06,3.9,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94140,Bay Area,37.9139,-122.486,64734900.0,-27.33,3.82,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94141,Bay Area,37.8758,-122.3879,74215140.0,-28.22,4.12,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94142,Bay Area,37.6422,-122.3426,79411830.0,-22.81,4.83,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94143,Bay Area,37.8082,-122.5795,70357380.0,-24.08,4.66,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94144,Bay Area,37.8858,-122.281,67187040.0,-28.3,4.02,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
94145,Bay Area,37.6432,-122.5209,58917480.0,-27.35,3.6,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78701,Austin,30.3382,-97.6172,81836300.0,-22.33,4.5,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78702,Austin,30.3313,-97.9187,88634000.0,-24.74,5.29,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78703,Austin,30.3588,-97.7992,85112300.0,-26.3,4.77,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78704,Austin,30.3485,-97.5735,91289450.0,-23.14,4.68,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78705,Austin,30.192,-97.6333,84387800.0,-23.21,5.71,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78706,Austin,30.2236,-97.5862,102613700.0,-23.34,4.26,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78707,Austin,30.1727,-97.7459,98080850.0,-27.94,4.74,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78708,Austin,30.3636,-97.907,101671850.0,-24.4,4.87,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78709,Austin,30.2667,-97.9021,99145550.0,-29.74,6.01,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78710,Austin,30.2586,-97.6572,78415400.0,-27.44,4.6,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78711,Austin,30.253,-97.78,97192550.0,-28.09,5.7,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78712,Austin,30.1884,-97.7832,101325350.0,-22.29,5.49,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78713,Austin,30.2819,-97.9136,90057800.0,-30.11,4.38,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78714,Austin,30.3681,-97.8602,88908050.0,-27.13,4.29,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78715,Austin,30.1509,-97.7203,100578800.0,-28.37,5.69,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78716,Austin,30.1242,-97.8795,89742800.0,-25.23,4.91,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78717,Austin,30.2849,-97.85,93724400.0,-29.03,4.62,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78718,Austin,30.3486,-97.9174,84869750.0,-29.07,4.53,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78719,Austin,30.1984,-97.6438,80822000.0,-29.75,4.5,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78720,Austin,30.3247,-97.909,100037000.0,-28.79,4.99,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78721,Austin,30.4068,-97.5869,83474300.0,-23.31,5.45,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78722,Austin,30.3546,-97.6028,94811150.0,-29.96,4.5,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78723,Austin,30.2531,-97.7371,88082750.0,-29.14,4.92,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78724,Austin,30.3978,-97.7357,83672750.0,-27.22,4.7,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78725,Austin,30.1486,-97.7035,97135850.0,-27.16,5.13,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78726,Austin,30.2222,-97.8281,101007200.0,-22.62,5.89,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78727,Austin,30.3423,-97.6881,74972450.0,-26.63,5.6,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78728,Austin,30.406,-97.6199,75747350.0,-24.99,4.69,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78729,Austin,30.2176,-97.822,97589450.0,-25.99,4.64,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78730,Austin,30.273,-97.8927,92477000.0,-25.14,5.76,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78731,Austin,30.3084,-97.8457,97170500.0,-23.38,5.57,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78732,Austin,30.2595,-97.8916,98389550.0,-28.47,5.84,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78733,Austin,30.2881,-97.6756,97113800.0,-24.72,4.5,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78734,Austin,30.2303,-97.7673,101517500.0,-24.05,5.34,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78735,Austin,30.254,-97.8311,81404750.0,-27.78,5.77,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78736,Austin,30.2918,-97.5715,94808000.0,-23.8,4.71,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78737,Austin,30.1935,-97.6166,88681250.0,-30.21,5.63,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78738,Austin,30.1819,-97.8828,77004200.0,-28.07,4.8,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78739,Austin,30.3529,-97.7689,80069150.0,-26.45,5.9,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
78740,Austin,30.1443,-97.9126,86032100.0,-27.63,4.36,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32201,Jacksonville,30.2629,-81.7066,36146055.0,-21.6,6.14,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32202,Jacksonville,30.3536,-81.713,34564530.0,-24.17,4.79,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32203,Jacksonville,30.2064,-81.5933,34297230.0,-27.42,5.27,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32204,Jacksonville,30.4018,-81.7388,44007645.0,-24.2,5.78,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32205,Jacksonville,30.4381,-81.6621,40970820.0,-24.59,5.6,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32206,Jacksonville,30.2515,-81.6968,45967845.0,-26.48,5.78,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32207,Jacksonville,30.4142,-81.5678,46043580.0,-21.81,6.2,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32208,Jacksonville,30.3669,-81.4937,39821430.0,-24.16,5.01,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32209,Jacksonville,30.4213,-81.665,48039420.0,-30.31,6.37,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32210,Jacksonville,30.2271,-81.7224,40464435.0,-29.26,6.65,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32211,Jacksonville,30.3834,-81.7213,38850240.0,-29.35,5.23,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32212,Jacksonville,30.3236,-81.7828,35630760.0,-28.04,6.09,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32213,Jacksonville,30.3573,-81.7082,35813415.0,-25.16,6.3,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32214,Jacksonville,30.4087,-81.4792,43574025.0,-27.42,5.63,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32215,Jacksonville,30.4052,-81.681,41030220.0,-25.6,4.93,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32216,Jacksonville,30.4745,-81.8128,46983585.0,-24.52,5.04,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32217,Jacksonville,30.4096,-81.7954,41474235.0,-23.44,4.79,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32218,Jacksonville,30.382,-81.6248,43132980.0,-25.09,5.99,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32219,Jacksonville,30.4004,-81.6533,35929245.0,-23.73,5.87,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32220,Jacksonville,30.4471,-81.5603,43545810.0,-24.07,5.45,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32221,Jacksonville,30.3411,-81.5136,48122580.0,-22.18,4.93,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32222,Jacksonville,30.4014,-81.521,34876380.0,-29.53,6.41,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32223,Jacksonville,30.2715,-81.7715,41346525.0,-26.82,5.9,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32224,Jacksonville,30.2841,-81.6254,46996950.0,-23.74,5.92,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32225,Jacksonville,30.405,-81.5688,39664020.0,-26.09,5.15,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32226,Jacksonville,30.2109,-81.812,45816375.0,-26.89,5.72,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32227,Jacksonville,30.2571,-81.7746,34429395.0,-26.23,6.69,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32228,Jacksonville,30.4455,-81.6666,35211990.0,-27.38,5.44,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32229,Jacksonville,30.2369,-81.8232,45157035.0,-24.75,6.63,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
32230,Jacksonville,30.1929,-81.8011,45186735.0,-28.91,5.94,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43201,Columbus,39.897,-82.8522,61411350.0,-22.81,4.76,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43202,Columbus,39.8117,-83.0635,60757410.0,-21.52,5.91,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43203,Columbus,40.0196,-82.836,54218010.0,-28.42,6.59,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43204,Columbus,40.0713,-82.9791,60729060.0,-22.56,5.84,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43205,Columbus,39.9719,-82.9473,51658950.0,-25.74,6.24,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43206,Columbus,39.9328,-82.8808,45308550.0,-24.48,5.16,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43207,Columbus,39.8396,-83.0801,52010490.0,-26.55,5.13,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43208,Columbus,39.9781,-83.1652,47491500.0,-25.19,5.26,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43209,Columbus,39.8779,-82.9828,48788040.0,-23.36,6.13,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43210,Columbus,39.8746,-83.1787,51069270.0,-24.32,5.4,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43211,Columbus,39.8289,-82.9277,44888970.0,-23.71,4.89,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43212,Columbus,40.0568,-83.028,52940370.0,-29.28,5.12,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43213,Columbus,40.071,-83.1016,52949820.0,-22.01,6.62,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43214,Columbus,39.8448,-82.9857,59343690.0,-29.04,5.52,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43215,Columbus,39.9024,-82.8522,54764220.0,-26.14,6.48,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43216,Columbus,40.0265,-82.8439,57633240.0,-23.36,5.92,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43217,Columbus,39.9135,-83.0775,48958140.0,-21.23,6.53,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43218,Columbus,40.0169,-83.0315,43696380.0,-29.2,5.93,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43219,Columbus,39.8485,-82.8873,48236160.0,-29.24,6.46,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43220,Columbus,39.8452,-83.0673,49714140.0,-26.01,6.68,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43221,Columbus,39.9889,-82.939,50179080.0,-26.15,5.4,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43222,Columbus,39.9443,-83.0074,50107260.0,-21.45,4.86,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43223,Columbus,40.0075,-82.9615,43658580.0,-24.9,6.36,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43224,Columbus,39.9804,-82.8342,52061520.0,-26.56,5.06,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43225,Columbus,39.8397,-82.8365,57179640.0,-28.01,5.19,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43226,Columbus,39.8909,-83.0486,53337270.0,-28.59,6.4,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43227,Columbus,40.0849,-83.0658,55656300.0,-28.04,6.54,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43228,Columbus,39.9456,-82.8252,53505480.0,-29.83,5.49,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43229,Columbus,39.9931,-83.1476,59578050.0,-24.49,6.74,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43230,Columbus,39.8566,-83.1024,50566530.0,-28.34,6.51,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43231,Columbus,39.926,-83.0788,43868370.0,-21.46,6.61,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43232,Columbus,39.9156,-82.9289,59279430.0,-29.23,5.71,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43233,Columbus,40.0732,-83.1598,51796920.0,-24.57,6.25,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43234,Columbus,39.9025,-83.1296,47310060.0,-28.87,5.41,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
43235,Columbus,40.0553,-83.0767,43254120.0,-27.97,6.43,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28201,Charlotte,35.114,-80.9609,85172395.0,-22.06,6.24,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28202,Charlotte,35.2349,-80.7388,94042795.0,-28.11,5.22,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28203,Charlotte,35.3304,-81.0086,79929850.0,-21.89,5.34,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28204,Charlotte,35.2807,-80.8843,105910420.0,-27.01,5.93,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28205,Charlotte,35.2993,-80.8051,101045560.0,-23.3,6.21,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28206,Charlotte,35.1703,-80.9353,111873685.0,-23.73,4.66,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28207,Charlotte,35.0789,-80.9889,87722635.0,-30.01,5.98,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28208,Charlotte,35.2953,-80.8903,111613810.0,-29.65,5.89,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28209,Charlotte,35.1328,-80.8814,85307530.0,-22.78,4.9,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28210,Charlotte,35.2871,-80.8476,113401750.0,-23.47,4.97,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28211,Charlotte,35.1844,-80.7765,83616610.0,-25.05,4.57,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28212,Charlotte,35.0849,-80.767,94035865.0,-22.26,6.29,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28213,Charlotte,35.1226,-80.9349,79268035.0,-27.14,6.28,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28214,Charlotte,35.0786,-80.9486,108013675.0,-23.59,4.84,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28215,Charlotte,35.1748,-80.8935,97473145.0,-22.45,6.25,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28216,Charlotte,35.3338,-80.7734,96513340.0,-25.5,6.3,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28217,Charlotte,35.146,-80.7171,100151590.0,-23.61,5.3,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28218,Charlotte,35.3371,-80.9789,105449575.0,-25.92,6.3,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28219,Charlotte,35.2189,-80.8338,97750345.0,-24.88,5.5,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28220,Charlotte,35.3229,-81.0049,112816165.0,-26.87,5.23,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28221,Charlotte,35.1368,-80.6844,89860540.0,-22.83,6.38,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28222,Charlotte,35.3012,-80.9534,83311690.0,-22.1,6.41,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28223,Charlotte,35.1556,-80.7174,81301990.0,-27.06,6.13,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28224,Charlotte,35.1506,-80.9397,112826560.0,-25.85,5.11,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28225,Charlotte,35.0836,-80.702,82362280.0,-24.76,5.03,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28226,Charlotte,35.3561,-81.0101,85293670.0,-29.52,6.06,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28227,Charlotte,35.1523,-81.0029,88578490.0,-28.94,5.7,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28228,Charlotte,35.3138,-80.9725,104593720.0,-23.56,5.38,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28229,Charlotte,35.1326,-80.6913,88651255.0,-21.38,4.54,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
28230,Charlotte,35.1131,-80.7382,101509870.0,-22.42,5.08,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
