zip_code,metro,lat,lng,supply_demand_ratio,market_balance,data_source,as_of_date,source_url
75239,DFW,32.8972,-96.8751,0.98,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
75240,DFW,32.7867,-96.7431,0.96,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
75241,DFW,32.8638,-96.6183,0.89,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
75242,DFW,32.7765,-96.6734,0.94,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
75243,DFW,32.7133,-96.9391,0.99,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
75244,DFW,32.8923,-96.645,1.03,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
75245,DFW,32.8574,-96.843,1.16,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
75246,DFW,32.7071,-96.6332,0.99,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
75247,DFW,32.7716,-96.8914,1.05,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
75248,DFW,32.7708,-96.9387,0.92,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
75249,DFW,32.9013,-96.8161,1.09,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
75250,DFW,32.8254,-96.7217,1.08,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
75251,DFW,32.6285,-96.9364,0.86,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
75252,DFW,32.9069,-96.7817,0.95,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
75253,DFW,32.9211,-96.9045,0.96,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
75254,DFW,32.6326,-96.6595,0.97,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
75255,DFW,32.6419,-96.6349,1.09,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94101,Bay Area,37.7686,-122.3285,0.97,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94102,Bay Area,37.7378,-122.4342,1.06,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94103,Bay Area,37.7941,-122.5482,0.92,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94104,Bay Area,37.6351,-122.3395,0.95,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94105,Bay Area,37.7817,-122.5534,0.85,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94106,Bay Area,37.8431,-122.2828,1.01,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94107,Bay Area,37.6341,-122.5768,1.07,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94108,Bay Area,37.6948,-122.5603,1.03,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94109,Bay Area,37.7355,-122.3109,1.05,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94110,Bay Area,37.6377,-122.2649,0.88,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94111,Bay Area,37.7117,-122.2613,0.83,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94112,Bay Area,37.8873,-122.3034,1.04,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94113,Bay Area,37.8948,-122.5314,0.83,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94114,Bay Area,37.7382,-122.3844,0.87,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94115,Bay Area,37.6319,-122.3526,1.14,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94116,Bay Area,37.7022,-122.4266,1.15,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94117,Bay Area,37.645,-122.3776,0.97,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94118,Bay Area,37.7614,-122.3274,1.05,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94119,Bay Area,37.864,-122.4847,1.12,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94120,Bay Area,37.8643,-122.4794,1.01,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94121,Bay Area,37.7922,-122.4425,1.16,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94122,Bay Area,37.7784,-122.5458,0.94,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94123,Bay Area,37.8375,-122.478,1.02,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94124,Bay Area,37.8922,-122.2964,0.86,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94125,Bay Area,37.7645,-122.2409,0.88,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94126,Bay Area,37.7961,-122.354,1.12,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94127,Bay Area,37.902,-122.5564,1.17,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94128,Bay Area,37.7055,-122.481,1.0,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94129,Bay Area,37.8004,-122.5673,0.95,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94130,Bay Area,37.63,-122.2554,0.85,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94131,Bay Area,37.7703,-122.4485,0.97,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94132,Bay Area,37.7415,-122.4854,1.09,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94133,Bay Area,37.675,-122.257,1.05,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94134,Bay Area,37.8135,-122.358,1.16,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94135,Bay Area,37.6511,-122.5827,1.02,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94136,Bay Area,37.7382,-122.2633,0.88,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94137,Bay Area,37.6763,-122.4566,1.14,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94138,Bay Area,37.8736,-122.5811,1.15,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94139,Bay Area,37.7895,-122.586,0.91,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94140,Bay Area,37.9139,-122.486,1.18,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94141,Bay Area,37.8758,-122.3879,1.11,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94142,Bay Area,37.6422,-122.3426,1.09,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94143,Bay Area,37.8082,-122.5795,0.9,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94144,Bay Area,37.8858,-122.281,0.86,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
94145,Bay Area,37.6432,-122.5209,1.1,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78701,Austin,30.3382,-97.6172,0.93,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78702,Austin,30.3313,-97.9187,1.2,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78703,Austin,30.3588,-97.7992,0.99,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78704,Austin,30.3485,-97.5735,1.2,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78705,Austin,30.192,-97.6333,1.03,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78706,Austin,30.2236,-97.5862,1.0,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78707,Austin,30.1727,-97.7459,0.97,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78708,Austin,30.3636,-97.907,0.99,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78709,Austin,30.2667,-97.9021,0.94,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78710,Austin,30.2586,-97.6572,1.08,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78711,Austin,30.253,-97.78,0.98,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78712,Austin,30.1884,-97.7832,1.01,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78713,Austin,30.2819,-97.9136,0.91,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78714,Austin,30.3681,-97.8602,0.94,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78715,Austin,30.1509,-97.7203,1.09,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78716,Austin,30.1242,-97.8795,0.9,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78717,Austin,30.2849,-97.85,1.17,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78718,Austin,30.3486,-97.9174,1.21,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78719,Austin,30.1984,-97.6438,1.02,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78720,Austin,30.3247,-97.909,1.17,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78721,Austin,30.4068,-97.5869,1.03,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78722,Austin,30.3546,-97.6028,0.87,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78723,Austin,30.2531,-97.7371,1.05,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78724,Austin,30.3978,-97.7357,1.06,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78725,Austin,30.1486,-97.7035,1.12,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78726,Austin,30.2222,-97.8281,0.91,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78727,Austin,30.3423,-97.6881,0.97,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78728,Austin,30.406,-97.6199,0.98,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78729,Austin,30.2176,-97.822,1.16,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78730,Austin,30.273,-97.8927,1.06,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78731,Austin,30.3084,-97.8457,0.99,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78732,Austin,30.2595,-97.8916,1.0,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78733,Austin,30.2881,-97.6756,1.09,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78734,Austin,30.2303,-97.7673,1.12,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78735,Austin,30.254,-97.8311,0.93,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78736,Austin,30.2918,-97.5715,0.97,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78737,Austin,30.1935,-97.6166,0.9,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78738,Austin,30.1819,-97.8828,0.97,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78739,Austin,30.3529,-97.7689,1.15,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
78740,Austin,30.1443,-97.9126,0.91,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32201,Jacksonville,30.2629,-81.7066,1.25,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32202,Jacksonville,30.3536,-81.713,1.11,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32203,Jacksonville,30.2064,-81.5933,1.11,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32204,Jacksonville,30.4018,-81.7388,1.15,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32205,Jacksonville,30.4381,-81.6621,1.22,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32206,Jacksonville,30.2515,-81.6968,1.01,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32207,Jacksonville,30.4142,-81.5678,1.2,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32208,Jacksonville,30.3669,-81.4937,1.08,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32209,Jacksonville,30.4213,-81.665,0.9,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32210,Jacksonville,30.2271,-81.7224,0.99,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32211,Jacksonville,30.3834,-81.7213,1.12,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32212,Jacksonville,30.3236,-81.7828,1.17,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32213,Jacksonville,30.3573,-81.7082,0.89,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32214,Jacksonville,30.4087,-81.4792,0.93,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32215,Jacksonville,30.4052,-81.681,1.13,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32216,Jacksonville,30.4745,-81.8128,1.02,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32217,Jacksonville,30.4096,-81.7954,0.96,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32218,Jacksonville,30.382,-81.6248,1.07,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32219,Jacksonville,30.4004,-81.6533,1.09,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32220,Jacksonville,30.4471,-81.5603,0.97,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32221,Jacksonville,30.3411,-81.5136,1.26,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32222,Jacksonville,30.4014,-81.521,1.19,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32223,Jacksonville,30.2715,-81.7715,0.89,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32224,Jacksonville,30.2841,-81.6254,1.07,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32225,Jacksonville,30.405,-81.5688,1.19,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32226,Jacksonville,30.2109,-81.812,1.03,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32227,Jacksonville,30.2571,-81.7746,0.91,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32228,Jacksonville,30.4455,-81.6666,0.99,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32229,Jacksonville,30.2369,-81.8232,1.0,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
32230,Jacksonville,30.1929,-81.8011,1.04,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43201,Columbus,39.897,-82.8522,1.02,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43202,Columbus,39.8117,-83.0635,1.08,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43203,Columbus,40.0196,-82.836,0.93,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43204,Columbus,40.0713,-82.9791,0.9,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43205,Columbus,39.9719,-82.9473,1.06,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43206,Columbus,39.9328,-82.8808,1.05,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43207,Columbus,39.8396,-83.0801,1.05,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43208,Columbus,39.9781,-83.1652,0.9,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43209,Columbus,39.8779,-82.9828,0.95,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43210,Columbus,39.8746,-83.1787,0.84,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43211,Columbus,39.8289,-82.9277,1.11,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43212,Columbus,40.0568,-83.028,1.19,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43213,Columbus,40.071,-83.1016,0.89,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43214,Columbus,39.8448,-82.9857,0.84,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43215,Columbus,39.9024,-82.8522,1.15,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43216,Columbus,40.0265,-82.8439,0.84,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43217,Columbus,39.9135,-83.0775,1.1,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43218,Columbus,40.0169,-83.0315,1.16,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43219,Columbus,39.8485,-82.8873,0.98,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43220,Columbus,39.8452,-83.0673,1.15,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43221,Columbus,39.9889,-82.939,0.89,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43222,Columbus,39.9443,-83.0074,0.9,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43223,Columbus,40.0075,-82.9615,0.88,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43224,Columbus,39.9804,-82.8342,0.88,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43225,Columbus,39.8397,-82.8365,0.91,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43226,Columbus,39.8909,-83.0486,0.84,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43227,Columbus,40.0849,-83.0658,0.92,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43228,Columbus,39.9456,-82.8252,1.0,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43229,Columbus,39.9931,-83.1476,0.86,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43230,Columbus,39.8566,-83.1024,1.07,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43231,Columbus,39.926,-83.0788,1.08,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43232,Columbus,39.9156,-82.9289,0.99,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43233,Columbus,40.0732,-83.1598,1.03,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43234,Columbus,39.9025,-83.1296,1.02,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
43235,Columbus,40.0553,-83.0767,0.84,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28201,Charlotte,35.114,-80.9609,1.16,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28202,Charlotte,35.2349,-80.7388,1.16,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28203,Charlotte,35.3304,-81.0086,1.11,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28204,Charlotte,35.2807,-80.8843,0.92,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28205,Charlotte,35.2993,-80.8051,0.95,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28206,Charlotte,35.1703,-80.9353,0.99,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28207,Charlotte,35.0789,-80.9889,1.17,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28208,Charlotte,35.2953,-80.8903,0.9,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28209,Charlotte,35.1328,-80.8814,1.09,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28210,Charlotte,35.2871,-80.8476,1.17,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28211,Charlotte,35.1844,-80.7765,1.18,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28212,Charlotte,35.0849,-80.767,1.09,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28213,Charlotte,35.1226,-80.9349,1.0,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28214,Charlotte,35.0786,-80.9486,0.89,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28215,Charlotte,35.1748,-80.8935,0.92,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28216,Charlotte,35.3338,-80.7734,1.14,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28217,Charlotte,35.146,-80.7171,1.13,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28218,Charlotte,35.3371,-80.9789,0.91,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28219,Charlotte,35.2189,-80.8338,1.1,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28220,Charlotte,35.3229,-81.0049,1.21,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28221,Charlotte,35.1368,-80.6844,0.96,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28222,Charlotte,35.3012,-80.9534,1.1,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28223,Charlotte,35.1556,-80.7174,1.01,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28224,Charlotte,35.1506,-80.9397,0.91,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28225,Charlotte,35.0836,-80.702,1.18,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28226,Charlotte,35.3561,-81.0101,0.91,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28227,Charlotte,35.1523,-81.0029,1.08,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28228,Charlotte,35.3138,-80.9725,1.0,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28229,Charlotte,35.1326,-80.6913,1.11,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28230,Charlotte,35.1131,-80.7382,1.22,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28231,Charlotte,35.2488,-80.91,1.0,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28232,Charlotte,35.1105,-80.9699,0.92,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28233,Charlotte,35.2,-80.9636,0.99,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28234,Charlotte,35.1898,-80.8272,1.2,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28235,Charlotte,35.3317,-80.9685,0.95,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28236,Charlotte,35.132,-80.9687,0.86,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28237,Charlotte,35.0896,-80.7634,1.08,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28238,Charlotte,35.0773,-80.8534,1.12,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28239,Charlotte,35.2769,-80.8749,1.14,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
28240,Charlotte,35.2606,-81.0069,0.94,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46201,Indianapolis,39.818,-86.2891,0.95,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46202,Indianapolis,39.7269,-86.2056,0.95,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46203,Indianapolis,39.6224,-86.0448,1.14,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46204,Indianapolis,39.7655,-86.087,1.02,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46205,Indianapolis,39.6699,-86.0599,1.01,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46206,Indianapolis,39.9067,-86.0748,0.89,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46207,Indianapolis,39.6444,-86.2115,1.08,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46208,Indianapolis,39.6796,-86.0884,1.07,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46209,Indianapolis,39.7959,-86.2879,0.9,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46210,Indianapolis,39.7777,-86.026,0.88,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46211,Indianapolis,39.7722,-86.1321,1.06,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46212,Indianapolis,39.7517,-86.2824,1.19,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46213,Indianapolis,39.6656,-86.1348,0.97,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46214,Indianapolis,39.7742,-86.0613,0.84,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46215,Indianapolis,39.8959,-86.0608,1.18,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46216,Indianapolis,39.8445,-86.27,1.03,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46217,Indianapolis,39.7732,-86.0725,1.14,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46218,Indianapolis,39.7687,-85.9884,1.04,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46219,Indianapolis,39.6651,-86.1852,1.07,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46220,Indianapolis,39.7833,-86.0479,1.1,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46221,Indianapolis,39.773,-85.9968,1.09,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46222,Indianapolis,39.6397,-86.2797,0.89,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46223,Indianapolis,39.8894,-86.2675,0.94,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46224,Indianapolis,39.7344,-86.0993,1.05,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
46225,Indianapolis,39.8196,-86.19,1.05,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
