zip_code,metro,lat,lng,median_household_income,median_wage_growth_yoy_pct,rent_to_income_ratio_pct,pct_cost_burdened_renters,data_source,as_of_date,source_url
94128,Bay Area,37.7055,-122.481,118864.04,3.16,32.5,45.05,US Census ACS / BLS,2023,https://data.census.gov
94129,Bay Area,37.8004,-122.5673,147711.78,4.21,39.0,42.35,US Census ACS / BLS,2023,https://data.census.gov
94130,Bay Area,37.63,-122.2554,145500.55,3.59,31.1,37.98,US Census ACS / BLS,2023,https://data.census.gov
94131,Bay Area,37.7703,-122.4485,105582.8,3.69,31.3,37.62,US Census ACS / BLS,2023,https://data.census.gov
94132,Bay Area,37.7415,-122.4854,131826.09,3.65,32.2,33.53,US Census ACS / BLS,2023,https://data.census.gov
94133,Bay Area,37.675,-122.257,106235.06,3.13,25.1,33.13,US Census ACS / BLS,2023,https://data.census.gov
94134,Bay Area,37.8135,-122.358,125224.79,4.0,35.9,36.85,US Census ACS / BLS,2023,https://data.census.gov
94135,Bay Area,37.6511,-122.5827,120237.96,4.36,27.0,38.05,US Census ACS / BLS,2023,https://data.census.gov
94136,Bay Area,37.7382,-122.2633,123147.72,3.25,31.3,43.19,US Census ACS / BLS,2023,https://data.census.gov
94137,Bay Area,37.6763,-122.4566,105531.91,3.65,36.1,40.87,US Census ACS / BLS,2023,https://data.census.gov
94138,Bay Area,37.8736,-122.5811,120746.82,3.92,30.0,38.06,US Census ACS / BLS,2023,https://data.census.gov
94139,Bay Area,37.7895,-122.586,148785.01,3.32,28.8,34.79,US Census ACS / BLS,2023,https://data.census.gov
94140,Bay Area,37.9139,-122.486,110588.13,4.37,32.7,41.71,US Census ACS / BLS,2023,https://data.census.gov
94141,Bay Area,37.8758,-122.3879,111397.68,3.12,26.1,39.39,US Census ACS / BLS,2023,https://data.census.gov
94142,Bay Area,37.6422,-122.3426,108529.56,4.04,32.9,41.05,US Census ACS / BLS,2023,https://data.census.gov
94143,Bay Area,37.8082,-122.5795,123036.69,3.3,26.4,33.68,US Census ACS / BLS,2023,https://data.census.gov
94144,Bay Area,37.8858,-122.281,142415.01,3.53,25.9,34.5,US Census ACS / BLS,2023,https://data.census.gov
94145,Bay Area,37.6432,-122.5209,137844.52,4.41,22.2,44.9,US Census ACS / BLS,2023,https://data.census.gov
78701,Austin,30.3382,-97.6172,82357.19,3.79,25.5,33.91,US Census ACS / BLS,2023,https://data.census.gov
78702,Austin,30.3313,-97.9187,76668.69,4.05,26.9,43.48,US Census ACS / BLS,2023,https://data.census.gov
78703,Austin,30.3588,-97.7992,69657.69,3.8,30.3,31.75,US Census ACS / BLS,2023,https://data.census.gov
78704,Austin,30.3485,-97.5735,90354.16,3.77,26.6,43.13,US Census ACS / BLS,2023,https://data.census.gov
78705,Austin,30.192,-97.6333,68972.82,3.18,23.7,38.01,US Census ACS / BLS,2023,https://data.census.gov
78706,Austin,30.2236,-97.5862,75549.88,3.42,20.4,32.72,US Census ACS / BLS,2023,https://data.census.gov
78707,Austin,30.1727,-97.7459,75523.31,3.84,21.1,45.42,US Census ACS / BLS,2023,https://data.census.gov
78708,Austin,30.3636,-97.907,86171.18,4.45,28.3,41.89,US Census ACS / BLS,2023,https://data.census.gov
78709,Austin,30.2667,-97.9021,91534.96,4.33,21.1,44.13,US Census ACS / BLS,2023,https://data.census.gov
78710,Austin,30.2586,-97.6572,81385.98,3.74,24.1,39.41,US Census ACS / BLS,2023,https://data.census.gov
78711,Austin,30.253,-97.78,88937.2,3.46,26.7,38.2,US Census ACS / BLS,2023,https://data.census.gov
78712,Austin,30.1884,-97.7832,95455.22,3.41,21.5,37.07,US Census ACS / BLS,2023,https://data.census.gov
78713,Austin,30.2819,-97.9136,92143.07,3.9,23.0,32.26,US Census ACS / BLS,2023,https://data.census.gov
78714,Austin,30.3681,-97.8602,75319.62,4.2,22.4,39.24,US Census ACS / BLS,2023,https://data.census.gov
78715,Austin,30.1509,-97.7203,92343.81,3.75,23.8,44.33,US Census ACS / BLS,2023,https://data.census.gov
78716,Austin,30.1242,-97.8795,69551.42,3.74,24.3,34.15,US Census ACS / BLS,2023,https://data.census.gov
78717,Austin,30.2849,-97.85,85784.46,3.68,26.9,36.15,US Census ACS / BLS,2023,https://data.census.gov
78718,Austin,30.3486,-97.9174,70690.89,3.38,28.1,42.35,US Census ACS / BLS,2023,https://data.census.gov
78719,Austin,30.1984,-97.6438,86797.0,3.87,31.4,36.13,US Census ACS / BLS,2023,https://data.census.gov
78720,Austin,30.3247,-97.909,89589.59,3.76,31.0,45.36,US Census ACS / BLS,2023,https://data.census.gov
78721,Austin,30.4068,-97.5869,84583.0,3.68,32.9,41.98,US Census ACS / BLS,2023,https://data.census.gov
78722,Austin,30.3546,-97.6028,78008.9,3.97,21.4,45.13,US Census ACS / BLS,2023,https://data.census.gov
78723,Austin,30.2531,-97.7371,78504.83,3.25,20.6,32.76,US Census ACS / BLS,2023,https://data.census.gov
78724,Austin,30.3978,-97.7357,76586.03,3.65,32.0,41.84,US Census ACS / BLS,2023,https://data.census.gov
78725,Austin,30.1486,-97.7035,85793.32,3.36,20.5,33.7,US Census ACS / BLS,2023,https://data.census.gov
78726,Austin,30.2222,-97.8281,80618.46,3.57,21.5,34.04,US Census ACS / BLS,2023,https://data.census.gov
78727,Austin,30.3423,-97.6881,69734.44,3.73,20.4,43.06,US Census ACS / BLS,2023,https://data.census.gov
78728,Austin,30.406,-97.6199,68583.16,3.28,23.7,40.63,US Census ACS / BLS,2023,https://data.census.gov
78729,Austin,30.2176,-97.822,68739.62,4.02,28.1,44.76,US Census ACS / BLS,2023,https://data.census.gov
78730,Austin,30.273,-97.8927,72344.01,3.6,23.1,42.66,US Census ACS / BLS,2023,https://data.census.gov
78731,Austin,30.3084,-97.8457,82053.14,4.26,19.9,33.4,US Census ACS / BLS,2023,https://data.census.gov
78732,Austin,30.2595,-97.8916,87281.13,3.25,19.2,40.92,US Census ACS / BLS,2023,https://data.census.gov
78733,Austin,30.2881,-97.6756,85999.96,4.06,22.8,37.91,US Census ACS / BLS,2023,https://data.census.gov
78734,Austin,30.2303,-97.7673,76417.77,4.14,21.8,33.64,US Census ACS / BLS,2023,https://data.census.gov
78735,Austin,30.254,-97.8311,75189.74,4.39,24.7,34.98,US Census ACS / BLS,2023,https://data.census.gov
78736,Austin,30.2918,-97.5715,84166.77,4.11,24.7,43.81,US Census ACS / BLS,2023,https://data.census.gov
78737,Austin,30.1935,-97.6166,84314.37,3.45,24.1,33.13,US Census ACS / BLS,2023,https://data.census.gov
78738,Austin,30.1819,-97.8828,96541.55,3.3,28.6,40.25,US Census ACS / BLS,2023,https://data.census.gov
78739,Austin,30.3529,-97.7689,75269.44,3.7,31.7,35.83,US Census ACS / BLS,2023,https://data.census.gov
78740,Austin,30.1443,-97.9126,87715.07,3.88,32.8,43.79,US Census ACS / BLS,2023,https://data.census.gov
32201,Jacksonville,30.2629,-81.7066,72080.5,4.18,30.1,44.52,US Census ACS / BLS,2023,https://data.census.gov
32202,Jacksonville,30.3536,-81.713,56474.5,3.49,40.5,35.41,US Census ACS / BLS,2023,https://data.census.gov
32203,Jacksonville,30.2064,-81.5933,52660.75,3.43,23.8,42.21,US Census ACS / BLS,2023,https://data.census.gov
32204,Jacksonville,30.4018,-81.7388,51517.75,3.13,28.7,42.96,US Census ACS / BLS,2023,https://data.census.gov
32205,Jacksonville,30.4381,-81.6621,56467.75,4.47,27.2,36.9,US Census ACS / BLS,2023,https://data.census.gov
32206,Jacksonville,30.2515,-81.6968,63361.75,3.33,25.8,39.81,US Census ACS / BLS,2023,https://data.census.gov
32207,Jacksonville,30.4142,-81.5678,61955.5,3.97,21.8,34.1,US Census ACS / BLS,2023,https://data.census.gov
32208,Jacksonville,30.3669,-81.4937,60261.25,3.39,28.6,36.37,US Census ACS / BLS,2023,https://data.census.gov
32209,Jacksonville,30.4213,-81.665,62862.25,3.6,30.2,37.19,US Census ACS / BLS,2023,https://data.census.gov
32210,Jacksonville,30.2271,-81.7224,52269.25,3.47,32.2,33.82,US Census ACS / BLS,2023,https://data.census.gov
32211,Jacksonville,30.3834,-81.7213,59856.25,4.31,21.7,34.02,US Census ACS / BLS,2023,https://data.census.gov
32212,Jacksonville,30.3236,-81.7828,73417.0,3.7,24.6,38.25,US Census ACS / BLS,2023,https://data.census.gov
32213,Jacksonville,30.3573,-81.7082,69754.0,4.42,32.2,42.84,US Census ACS / BLS,2023,https://data.census.gov
32214,Jacksonville,30.4087,-81.4792,57932.5,4.35,28.8,33.13,US Census ACS / BLS,2023,https://data.census.gov
32215,Jacksonville,30.4052,-81.681,56330.5,4.18,20.6,42.44,US Census ACS / BLS,2023,https://data.census.gov
32216,Jacksonville,30.4745,-81.8128,56670.25,3.81,25.8,41.92,US Census ACS / BLS,2023,https://data.census.gov
32217,Jacksonville,30.4096,-81.7954,72602.5,4.28,26.4,39.34,US Census ACS / BLS,2023,https://data.census.gov
32218,Jacksonville,30.382,-81.6248,69999.25,3.32,25.4,31.99,US Census ACS / BLS,2023,https://data.census.gov
32219,Jacksonville,30.4004,-81.6533,62878.0,4.04,23.8,42.85,US Census ACS / BLS,2023,https://data.census.gov
32220,Jacksonville,30.4471,-81.5603,70786.75,4.29,33.3,35.18,US Census ACS / BLS,2023,https://data.census.gov
32221,Jacksonville,30.3411,-81.5136,53554.0,3.14,25.4,43.57,US Census ACS / BLS,2023,https://data.census.gov
32222,Jacksonville,30.4014,-81.521,53347.0,3.28,32.6,37.5,US Census ACS / BLS,2023,https://data.census.gov
32223,Jacksonville,30.2715,-81.7715,53506.75,3.33,38.1,44.05,US Census ACS / BLS,2023,https://data.census.gov
32224,Jacksonville,30.2841,-81.6254,61800.25,3.53,28.5,38.09,US Census ACS / BLS,2023,https://data.census.gov
32225,Jacksonville,30.405,-81.5688,55243.75,3.6,28.5,31.87,US Census ACS / BLS,2023,https://data.census.gov
32226,Jacksonville,30.2109,-81.812,59300.5,4.33,25.3,36.14,US Census ACS / BLS,2023,https://data.census.gov
32227,Jacksonville,30.2571,-81.7746,72001.75,3.77,31.5,39.35,US Census ACS / BLS,2023,https://data.census.gov
32228,Jacksonville,30.4455,-81.6666,63294.25,3.37,31.6,37.09,US Census ACS / BLS,2023,https://data.census.gov
32229,Jacksonville,30.2369,-81.8232,72058.0,4.4,26.1,37.45,US Census ACS / BLS,2023,https://data.census.gov
32230,Jacksonville,30.1929,-81.8011,67652.5,4.36,28.2,38.61,US Census ACS / BLS,2023,https://data.census.gov
43201,Columbus,39.897,-82.8522,70470.89,4.43,19.2,37.7,US Census ACS / BLS,2023,https://data.census.gov
43202,Columbus,39.8117,-83.0635,64798.55,4.42,23.5,37.22,US Census ACS / BLS,2023,https://data.census.gov
43203,Columbus,40.0196,-82.836,58287.44,3.66,19.7,41.58,US Census ACS / BLS,2023,https://data.census.gov
43204,Columbus,40.0713,-82.9791,63980.14,4.01,22.2,44.02,US Census ACS / BLS,2023,https://data.census.gov
43205,Columbus,39.9719,-82.9473,52169.72,3.83,20.9,40.57,US Census ACS / BLS,2023,https://data.census.gov
43206,Columbus,39.9328,-82.8808,64798.55,4.48,22.1,40.06,US Census ACS / BLS,2023,https://data.census.gov
43207,Columbus,39.8396,-83.0801,54957.28,3.8,24.9,45.39,US Census ACS / BLS,2023,https://data.census.gov
43208,Columbus,39.9781,-83.1652,53562.37,4.23,20.7,35.54,US Census ACS / BLS,2023,https://data.census.gov
43209,Columbus,39.8779,-82.9828,71088.09,3.64,20.6,36.23,US Census ACS / BLS,2023,https://data.census.gov
43210,Columbus,39.8746,-83.1787,54724.42,3.73,22.3,34.81,US Census ACS / BLS,2023,https://data.census.gov
43211,Columbus,39.8289,-82.9277,67812.19,4.0,21.3,42.89,US Census ACS / BLS,2023,https://data.census.gov
43212,Columbus,40.0568,-83.028,66928.22,4.25,25.1,31.87,US Census ACS / BLS,2023,https://data.census.gov
43213,Columbus,40.071,-83.1016,54823.9,3.57,23.1,44.98,US Census ACS / BLS,2023,https://data.census.gov
43214,Columbus,39.8448,-82.9857,55771.17,3.96,26.3,39.02,US Census ACS / BLS,2023,https://data.census.gov
43215,Columbus,39.9024,-82.8522,68106.1,4.44,23.6,38.85,US Census ACS / BLS,2023,https://data.census.gov
43216,Columbus,40.0265,-82.8439,56989.74,4.32,28.1,32.88,US Census ACS / BLS,2023,https://data.census.gov
43217,Columbus,39.9135,-83.0775,67106.82,3.15,28.5,34.65,US Census ACS / BLS,2023,https://data.census.gov
43218,Columbus,40.0169,-83.0315,69747.44,4.13,19.2,32.24,US Census ACS / BLS,2023,https://data.census.gov
43219,Columbus,39.8485,-82.8873,74052.0,3.57,20.9,43.0,US Census ACS / BLS,2023,https://data.census.gov
43220,Columbus,39.8452,-83.0673,51710.78,3.49,21.7,44.08,US Census ACS / BLS,2023,https://data.census.gov
43221,Columbus,39.9889,-82.939,54349.13,3.79,17.2,41.55,US Census ACS / BLS,2023,https://data.census.gov
43222,Columbus,39.9443,-83.0074,67574.81,4.17,23.1,34.16,US Census ACS / BLS,2023,https://data.census.gov
43223,Columbus,40.0075,-82.9615,70685.67,4.45,23.3,43.55,US Census ACS / BLS,2023,https://data.census.gov
43224,Columbus,39.9804,-82.8342,51762.77,3.78,23.2,40.27,US Census ACS / BLS,2023,https://data.census.gov
43225,Columbus,39.8397,-82.8365,61296.57,4.38,25.2,33.78,US Census ACS / BLS,2023,https://data.census.gov
43226,Columbus,39.8909,-83.0486,55215.02,3.32,22.1,33.42,US Census ACS / BLS,2023,https://data.census.gov
43227,Columbus,40.0849,-83.0658,56121.6,4.29,24.4,43.72,US Census ACS / BLS,2023,https://data.census.gov
43228,Columbus,39.9456,-82.8252,71506.34,3.37,24.9,33.46,US Census ACS / BLS,2023,https://data.census.gov
43229,Columbus,39.9931,-83.1476,54676.95,3.94,25.8,33.37,US Census ACS / BLS,2023,https://data.census.gov
43230,Columbus,39.8566,-83.1024,60903.19,3.44,21.0,42.06,US Census ACS / BLS,2023,https://data.census.gov
43231,Columbus,39.926,-83.0788,61393.78,4.48,28.2,44.17,US Census ACS / BLS,2023,https://data.census.gov
43232,Columbus,39.9156,-82.9289,56132.9,4.31,27.1,36.07,US Census ACS / BLS,2023,https://data.census.gov
43233,Columbus,40.0732,-83.1598,71065.48,3.66,24.5,41.67,US Census ACS / BLS,2023,https://data.census.gov
43234,Columbus,39.9025,-83.1296,60493.98,4.23,24.2,42.26,US Census ACS / BLS,2023,https://data.census.gov
43235,Columbus,40.0553,-83.0767,54600.08,3.32,25.2,32.89,US Census ACS / BLS,2023,https://data.census.gov
28201,Charlotte,35.114,-80.9609,65409.73,3.74,28.2,32.38,US Census ACS / BLS,2023,https://data.census.gov
28202,Charlotte,35.2349,-80.7388,62882.42,4.4,23.0,32.01,US Census ACS / BLS,2023,https://data.census.gov
28203,Charlotte,35.3304,-81.0086,71528.09,3.83,35.7,41.62,US Census ACS / BLS,2023,https://data.census.gov
28204,Charlotte,35.2807,-80.8843,71397.37,3.23,23.0,35.09,US Census ACS / BLS,2023,https://data.census.gov
28205,Charlotte,35.2993,-80.8051,83572.57,3.52,27.3,38.64,US Census ACS / BLS,2023,https://data.census.gov
28206,Charlotte,35.1703,-80.9353,60560.16,3.57,32.7,39.81,US Census ACS / BLS,2023,https://data.census.gov
28207,Charlotte,35.0789,-80.9889,75585.64,3.99,24.0,42.77,US Census ACS / BLS,2023,https://data.census.gov
28208,Charlotte,35.2953,-80.8903,66945.09,4.24,26.2,41.9,US Census ACS / BLS,2023,https://data.census.gov
28209,Charlotte,35.1328,-80.8814,60021.88,4.12,28.2,39.75,US Census ACS / BLS,2023,https://data.census.gov
28210,Charlotte,35.2871,-80.8476,61780.24,4.31,31.8,34.7,US Census ACS / BLS,2023,https://data.census.gov
28211,Charlotte,35.1844,-80.7765,73301.82,3.59,20.7,40.05,US Census ACS / BLS,2023,https://data.census.gov
28212,Charlotte,35.0849,-80.767,79484.26,3.36,27.3,37.45,US Census ACS / BLS,2023,https://data.census.gov
28213,Charlotte,35.1226,-80.9349,63036.21,3.31,28.7,32.97,US Census ACS / BLS,2023,https://data.census.gov
28214,Charlotte,35.0786,-80.9486,68424.05,3.68,27.1,42.36,US Census ACS / BLS,2023,https://data.census.gov
28215,Charlotte,35.1748,-80.8935,59386.21,3.49,25.3,41.95,US Census ACS / BLS,2023,https://data.census.gov
28216,Charlotte,35.3338,-80.7734,81263.12,3.44,25.0,34.06,US Census ACS / BLS,2023,https://data.census.gov
28217,Charlotte,35.146,-80.7171,77164.57,3.2,32.3,31.77,US Census ACS / BLS,2023,https://data.census.gov
28218,Charlotte,35.3371,-80.9789,73693.99,4.17,25.6,42.34,US Census ACS / BLS,2023,https://data.census.gov
28219,Charlotte,35.2189,-80.8338,73645.29,3.8,33.1,39.66,US Census ACS / BLS,2023,https://data.census.gov
28220,Charlotte,35.3229,-81.0049,80350.62,3.31,23.8,40.52,US Census ACS / BLS,2023,https://data.census.gov
28221,Charlotte,35.1368,-80.6844,67421.84,4.11,27.1,38.95,US Census ACS / BLS,2023,https://data.census.gov
28222,Charlotte,35.3012,-80.9534,58750.54,4.01,27.3,39.44,US Census ACS / BLS,2023,https://data.census.gov
28223,Charlotte,35.1556,-80.7174,67508.99,4.01,26.5,35.23,US Census ACS / BLS,2023,https://data.census.gov
28224,Charlotte,35.1506,-80.9397,72268.85,3.21,27.7,37.8,US Census ACS / BLS,2023,https://data.census.gov
28225,Charlotte,35.0836,-80.702,71435.81,3.37,22.9,42.33,US Census ACS / BLS,2023,https://data.census.gov
28226,Charlotte,35.3561,-81.0101,60467.88,3.2,23.5,42.38,US Census ACS / BLS,2023,https://data.census.gov
28227,Charlotte,35.1523,-81.0029,80027.66,3.14,31.7,43.58,US Census ACS / BLS,2023,https://data.census.gov
28228,Charlotte,35.3138,-80.9725,64366.51,4.0,22.2,33.84,US Census ACS / BLS,2023,https://data.census.gov
28229,Charlotte,35.1326,-80.6913,72650.77,3.99,21.6,44.68,US Census ACS / BLS,2023,https://data.census.gov
28230,Charlotte,35.1131,-80.7382,66781.04,3.7,31.0,43.96,US Census ACS / BLS,2023,https://data.census.gov
28231,Charlotte,35.2488,-80.91,72450.84,3.75,22.7,32.95,US Census ACS / BLS,2023,https://data.census.gov
28232,Charlotte,35.1105,-80.9699,68124.16,4.33,22.2,39.75,US Census ACS / BLS,2023,https://data.census.gov
28233,Charlotte,35.2,-80.9636,67104.01,4.33,25.9,42.62,US Census ACS / BLS,2023,https://data.census.gov
28234,Charlotte,35.1898,-80.8272,74496.28,3.43,23.6,39.56,US Census ACS / BLS,2023,https://data.census.gov
28235,Charlotte,35.3317,-80.9685,75793.25,3.43,25.8,44.14,US Census ACS / BLS,2023,https://data.census.gov
28236,Charlotte,35.132,-80.9687,69882.52,3.62,24.8,42.21,US Census ACS / BLS,2023,https://data.census.gov
28237,Charlotte,35.0896,-80.7634,72453.4,4.23,24.4,34.32,US Census ACS / BLS,2023,https://data.census.gov
28238,Charlotte,35.0773,-80.8534,62877.29,3.62,29.1,40.62,US Census ACS / BLS,2023,https://data.census.gov
28239,Charlotte,35.2769,-80.8749,72235.53,3.49,26.4,43.05,US Census ACS / BLS,2023,https://data.census.gov
28240,Charlotte,35.2606,-81.0069,73791.4,3.92,26.6,34.78,US Census ACS / BLS,2023,https://data.census.gov
46201,Indianapolis,39.818,-86.2891,61743.24,3.36,26.1,38.27,US Census ACS / BLS,2023,https://data.census.gov
46202,Indianapolis,39.7269,-86.2056,52826.44,4.44,20.7,32.68,US Census ACS / BLS,2023,https://data.census.gov
46203,Indianapolis,39.6224,-86.0448,61896.98,4.15,28.1,34.86,US Census ACS / BLS,2023,https://data.census.gov
46204,Indianapolis,39.7655,-86.087,68004.38,3.88,21.6,45.24,US Census ACS / BLS,2023,https://data.census.gov
46205,Indianapolis,39.6699,-86.0599,52436.83,4.26,18.4,33.73,US Census ACS / BLS,2023,https://data.census.gov
46206,Indianapolis,39.9067,-86.0748,66627.05,4.04,29.5,43.9,US Census ACS / BLS,2023,https://data.census.gov
46207,Indianapolis,39.6444,-86.2115,65742.53,4.02,25.1,44.39,US Census ACS / BLS,2023,https://data.census.gov
46208,Indianapolis,39.6796,-86.0884,64986.48,3.37,31.3,35.38,US Census ACS / BLS,2023,https://data.census.gov
46209,Indianapolis,39.7959,-86.2879,52047.22,3.74,32.7,32.96,US Census ACS / BLS,2023,https://data.census.gov
46210,Indianapolis,39.7777,-86.026,62817.3,3.2,27.7,43.49,US Census ACS / BLS,2023,https://data.census.gov
46211,Indianapolis,39.7722,-86.1321,55787.47,3.15,26.3,36.81,US Census ACS / BLS,2023,https://data.census.gov
46212,Indianapolis,39.7517,-86.2824,68019.12,3.81,21.8,45.0,US Census ACS / BLS,2023,https://data.census.gov
46213,Indianapolis,39.6656,-86.1348,58676.9,3.44,19.0,40.89,US Census ACS / BLS,2023,https://data.census.gov
46214,Indianapolis,39.7742,-86.0613,57649.18,3.23,29.6,38.79,US Census ACS / BLS,2023,https://data.census.gov
46215,Indianapolis,39.8959,-86.0608,58099.86,3.65,29.1,34.67,US Census ACS / BLS,2023,https://data.census.gov
46216,Indianapolis,39.8445,-86.27,67256.75,3.96,27.4,44.38,US Census ACS / BLS,2023,https://data.census.gov
46217,Indianapolis,39.7732,-86.0725,52337.84,3.84,24.6,38.39,US Census ACS / BLS,2023,https://data.census.gov
46218,Indianapolis,39.7687,-85.9884,54226.93,4.16,19.0,39.98,US Census ACS / BLS,2023,https://data.census.gov
46219,Indianapolis,39.6651,-86.1852,67623.19,4.4,24.0,44.88,US Census ACS / BLS,2023,https://data.census.gov
46220,Indianapolis,39.7833,-86.0479,50752.03,3.67,26.8,38.66,US Census ACS / BLS,2023,https://data.census.gov
46221,Indianapolis,39.773,-85.9968,64266.23,3.45,27.9,39.75,US Census ACS / BLS,2023,https://data.census.gov
46222,Indianapolis,39.6397,-86.2797,57735.52,4.37,26.3,44.43,US Census ACS / BLS,2023,https://data.census.gov
46223,Indianapolis,39.8894,-86.2675,64200.94,3.66,27.7,32.57,US Census ACS / BLS,2023,https://data.census.gov
46224,Indianapolis,39.7344,-86.0993,51358.55,4.26,24.6,41.65,US Census ACS / BLS,2023,https://data.census.gov
46225,Indianapolis,39.8196,-86.19,52190.42,4.28,23.0,41.6,US Census ACS / BLS,2023,https://data.census.gov
46226,Indianapolis,39.7708,-86.2166,68170.75,3.63,21.8,42.05,US Census ACS / BLS,2023,https://data.census.gov
46227,Indianapolis,39.8156,-86.3179,60060.55,3.88,24.1,38.71,US Census ACS / BLS,2023,https://data.census.gov
46228,Indianapolis,39.6766,-86.1958,58674.8,3.77,22.4,39.5,US Census ACS / BLS,2023,https://data.census.gov
46229,Indianapolis,39.8318,-86.2823,55922.26,3.22,24.5,34.44,US Census ACS / BLS,2023,https://data.census.gov
46230,Indianapolis,39.9109,-86.2648,54530.19,3.59,23.6,38.74,US Census ACS / BLS,2023,https://data.census.gov
98101,Seattle,47.4979,-122.3808,107503.52,4.4,31.1,37.81,US Census ACS / BLS,2023,https://data.census.gov
98102,Seattle,47.5801,-122.2696,93125.84,3.14,38.8,34.52,US Census ACS / BLS,2023,https://data.census.gov
98103,Seattle,47.6485,-122.1809,88351.52,4.21,30.1,42.82,US Census ACS / BLS,2023,https://data.census.gov
98104,Seattle,47.7062,-122.5068,83977.34,3.92,40.0,36.72,US Census ACS / BLS,2023,https://data.census.gov
98105,Seattle,47.4843,-122.1605,82175.0,4.46,22.7,41.9,US Census ACS / BLS,2023,https://data.census.gov
98106,Seattle,47.7263,-122.1912,95088.92,3.83,29.5,42.7,US Census ACS / BLS,2023,https://data.census.gov
98107,Seattle,47.659,-122.3495,78659.24,3.41,32.5,45.25,US Census ACS / BLS,2023,https://data.census.gov
98108,Seattle,47.6168,-122.4704,107079.44,3.59,31.9,39.37,US Census ACS / BLS,2023,https://data.census.gov
98109,Seattle,47.7366,-122.4055,92188.76,3.72,30.2,43.34,US Census ACS / BLS,2023,https://data.census.gov
98110,Seattle,47.6062,-122.2585,99658.04,4.43,32.8,37.51,US Census ACS / BLS,2023,https://data.census.gov
98111,Seattle,47.4864,-122.2214,95834.48,3.49,36.2,35.15,US Census ACS / BLS,2023,https://data.census.gov
98112,Seattle,47.5813,-122.3599,88197.62,4.04,30.9,43.08,US Census ACS / BLS,2023,https://data.census.gov
98113,Seattle,47.7045,-122.3161,111898.22,3.32,37.6,36.43,US Census ACS / BLS,2023,https://data.census.gov
98114,Seattle,47.7105,-122.4683,94264.7,3.34,28.5,37.05,US Census ACS / BLS,2023,https://data.census.gov
98115,Seattle,47.4769,-122.3493,80871.98,3.38,29.8,40.39,US Census ACS / BLS,2023,https://data.census.gov
98116,Seattle,47.6752,-122.3707,95270.18,3.83,29.3,37.58,US Census ACS / BLS,2023,https://data.census.gov
98117,Seattle,47.5965,-122.2721,86973.26,3.58,31.9,38.42,US Census ACS / BLS,2023,https://data.census.gov
98118,Seattle,47.5301,-122.153,100287.32,3.29,39.8,41.67,US Census ACS / BLS,2023,https://data.census.gov
98119,Seattle,47.6787,-122.5039,98149.82,4.06,32.4,43.2,US Census ACS / BLS,2023,https://data.census.gov
98120,Seattle,47.503,-122.4108,100837.94,3.27,23.0,41.94,US Census ACS / BLS,2023,https://data.census.gov
98121,Seattle,47.6754,-122.3445,85943.84,3.37,27.8,43.86,US Census ACS / BLS,2023,https://data.census.gov
98122,Seattle,47.5799,-122.1603,96453.5,4.45,42.4,35.52,US Census ACS / BLS,2023,https://data.census.gov
98123,Seattle,47.4899,-122.3389,103871.48,4.0,30.7,41.98,US Census ACS / BLS,2023,https://data.census.gov
98124,Seattle,47.5505,-122.3795,104227.16,3.84,28.0,42.98,US Census ACS / BLS,2023,https://data.census.gov
98125,Seattle,47.6061,-122.2312,87982.16,4.09,32.2,42.1,US Census ACS / BLS,2023,https://data.census.gov
98126,Seattle,47.6999,-122.3046,111227.9,3.65,36.4,42.92,US Census ACS / BLS,2023,https://data.census.gov
98127,Seattle,47.457,-122.3199,101727.14,3.76,34.3,35.84,US Census ACS / BLS,2023,https://data.census.gov
98128,Seattle,47.4624,-122.4788,106515.14,3.21,43.3,38.84,US Census ACS / BLS,2023,https://data.census.gov
98129,Seattle,47.5938,-122.4359,98666.24,3.41,40.5,45.24,US Census ACS / BLS,2023,https://data.census.gov
98130,Seattle,47.6215,-122.4707,83118.92,3.45,27.9,37.11,US Census ACS / BLS,2023,https://data.census.gov
98131,Seattle,47.4666,-122.3512,101980.22,3.22,33.8,42.35,US Census ACS / BLS,2023,https://data.census.gov
98132,Seattle,47.6181,-122.245,97253.78,3.39,30.8,36.13,US Census ACS / BLS,2023,https://data.census.gov
98133,Seattle,47.4939,-122.4709,85902.8,3.77,30.2,37.19,US Census ACS / BLS,2023,https://data.census.gov
98134,Seattle,47.5725,-122.3074,100140.26,4.3,29.4,41.29,US Census ACS / BLS,2023,https://data.census.gov
98135,Seattle,47.7065,-122.4742,107770.28,3.73,29.7,42.32,US Census ACS / BLS,2023,https://data.census.gov
98136,Seattle,47.6082,-122.3517,81911.66,4.28,26.1,43.53,US Census ACS / BLS,2023,https://data.census.gov
98137,Seattle,47.6423,-122.509,91207.22,3.5,31.0,39.96,US Census ACS / BLS,2023,https://data.census.gov
98138,Seattle,47.5649,-122.5058,82920.56,3.52,29.3,45.27,US Census ACS / BLS,2023,https://data.census.gov
98139,Seattle,47.6434,-122.3681,111597.26,3.85,33.0,38.26,US Census ACS / BLS,2023,https://data.census.gov
98140,Seattle,47.6197,-122.3275,98878.28,4.01,31.2,43.59,US Census ACS / BLS,2023,https://data.census.gov
80201,Denver,39.6256,-104.8904,92505.66,3.26,30.2,36.23,US Census ACS / BLS,2023,https://data.census.gov
