zip_code,metro,lat,lng,effective_rent_per_unit,effective_rent_per_sf,studio_rent,one_br_rent,two_br_rent,three_br_rent,data_source,as_of_date,source_url
78717,Austin,30.2849,-97.85,1657.77,1.87,1075.0,1664.0,2182.0,2651.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
78718,Austin,30.3486,-97.9174,1932.26,1.51,1272.0,1609.0,2020.0,2829.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
78719,Austin,30.1984,-97.6438,1740.19,2.08,1179.0,1783.0,2232.0,2660.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
78720,Austin,30.3247,-97.909,1666.81,2.21,1321.0,1399.0,1977.0,2259.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
78721,Austin,30.4068,-97.5869,1818.45,2.18,1377.0,1335.0,1922.0,2189.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
78722,Austin,30.3546,-97.6028,1812.94,1.98,1364.0,1862.0,1950.0,2647.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
78723,Austin,30.2531,-97.7371,1661.24,1.71,1434.0,1493.0,1844.0,2494.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
78724,Austin,30.3978,-97.7357,1553.87,2.26,1042.0,1780.0,2181.0,2092.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
78725,Austin,30.1486,-97.7035,1983.96,1.5,1091.0,1498.0,1776.0,2623.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
78726,Austin,30.2222,-97.8281,1835.85,1.62,1146.0,1809.0,1782.0,2317.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
78727,Austin,30.3423,-97.6881,1853.81,2.15,1204.0,1333.0,1752.0,2137.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
78728,Austin,30.406,-97.6199,1619.81,2.26,1381.0,1702.0,2336.0,2408.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
78729,Austin,30.2176,-97.822,1583.59,2.52,1412.0,1309.0,2190.0,2836.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
78730,Austin,30.273,-97.8927,1712.07,1.74,1045.0,1831.0,2209.0,2110.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
78731,Austin,30.3084,-97.8457,1410.52,1.75,1111.0,1852.0,1792.0,2147.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
78732,Austin,30.2595,-97.8916,1629.41,1.82,1306.0,1779.0,1760.0,2813.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
78733,Austin,30.2881,-97.6756,1438.51,1.73,1342.0,1679.0,1773.0,2210.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
78734,Austin,30.2303,-97.7673,1529.53,2.06,1350.0,1657.0,2324.0,2144.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
78735,Austin,30.254,-97.8311,1849.97,2.02,1285.0,1591.0,1938.0,2273.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
78736,Austin,30.2918,-97.5715,1639.32,1.87,1411.0,1531.0,2270.0,2470.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
78737,Austin,30.1935,-97.6166,1960.13,2.12,1077.0,1536.0,1993.0,2692.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
78738,Austin,30.1819,-97.8828,1877.52,1.81,1261.0,1746.0,1788.0,2142.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
78739,Austin,30.3529,-97.7689,1600.18,2.08,1112.0,1449.0,2324.0,2383.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
78740,Austin,30.1443,-97.9126,1851.95,1.77,1130.0,1381.0,1754.0,2607.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32201,Jacksonville,30.2629,-81.7066,1484.15,1.83,1112.0,1292.0,1555.0,1802.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32202,Jacksonville,30.3536,-81.713,1628.34,1.91,1215.0,1498.0,1471.0,2236.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32203,Jacksonville,30.2064,-81.5933,1500.89,1.63,1193.0,1506.0,1779.0,1848.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32204,Jacksonville,30.4018,-81.7388,1345.71,1.57,1090.0,1458.0,1953.0,2340.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32205,Jacksonville,30.4381,-81.6621,1529.43,1.72,1089.0,1615.0,1548.0,1855.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32206,Jacksonville,30.2515,-81.6968,1613.43,1.78,1226.0,1541.0,1528.0,2384.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32207,Jacksonville,30.4142,-81.5678,1681.12,1.35,1137.0,1530.0,1508.0,2416.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32208,Jacksonville,30.3669,-81.4937,1337.93,1.59,1225.0,1408.0,1894.0,2395.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32209,Jacksonville,30.4213,-81.665,1411.63,1.79,1162.0,1483.0,1650.0,2217.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32210,Jacksonville,30.2271,-81.7224,1513.87,1.87,1263.0,1588.0,1655.0,2052.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32211,Jacksonville,30.3834,-81.7213,1406.16,1.45,889.0,1177.0,1494.0,2088.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32212,Jacksonville,30.3236,-81.7828,1643.25,1.87,983.0,1229.0,1658.0,2247.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32213,Jacksonville,30.3573,-81.7082,1733.69,1.86,1127.0,1520.0,1992.0,2207.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32214,Jacksonville,30.4087,-81.4792,1584.19,1.46,985.0,1548.0,1941.0,2327.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32215,Jacksonville,30.4052,-81.681,1436.47,1.72,987.0,1445.0,1768.0,2357.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32216,Jacksonville,30.4745,-81.8128,1693.83,1.52,1223.0,1384.0,1682.0,1968.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32217,Jacksonville,30.4096,-81.7954,1486.94,1.43,945.0,1554.0,1828.0,1794.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32218,Jacksonville,30.382,-81.6248,1537.15,1.62,1145.0,1558.0,2060.0,1887.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32219,Jacksonville,30.4004,-81.6533,1667.92,1.61,1106.0,1215.0,1535.0,1899.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32220,Jacksonville,30.4471,-81.5603,1460.87,1.78,1074.0,1332.0,1714.0,2494.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32221,Jacksonville,30.3411,-81.5136,1456.1,2.18,1260.0,1456.0,1506.0,1823.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32222,Jacksonville,30.4014,-81.521,1327.36,1.51,969.0,1322.0,1882.0,1949.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32223,Jacksonville,30.2715,-81.7715,1222.93,1.58,1176.0,1377.0,1688.0,2456.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32224,Jacksonville,30.2841,-81.6254,1324.63,1.39,974.0,1326.0,1608.0,2037.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32225,Jacksonville,30.405,-81.5688,1617.02,1.51,1195.0,1136.0,1953.0,2291.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32226,Jacksonville,30.2109,-81.812,1733.9,1.92,995.0,1320.0,1490.0,2103.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32227,Jacksonville,30.2571,-81.7746,1692.97,2.01,1145.0,1365.0,1549.0,2024.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32228,Jacksonville,30.4455,-81.6666,1627.53,1.73,1087.0,1340.0,1631.0,1779.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32229,Jacksonville,30.2369,-81.8232,1504.0,1.78,954.0,1202.0,1582.0,2527.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
32230,Jacksonville,30.1929,-81.8011,1386.37,1.48,926.0,1195.0,1900.0,2474.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43201,Columbus,39.897,-82.8522,1377.14,1.24,759.0,1366.0,1261.0,2121.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43202,Columbus,39.8117,-83.0635,1379.12,1.4,1055.0,1376.0,1601.0,1983.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43203,Columbus,40.0196,-82.836,1399.58,1.23,825.0,995.0,1584.0,1646.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43204,Columbus,40.0713,-82.9791,1153.69,1.76,970.0,1242.0,1659.0,1781.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43205,Columbus,39.9719,-82.9473,1261.57,1.68,919.0,1162.0,1470.0,1957.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43206,Columbus,39.9328,-82.8808,1475.47,1.8,949.0,982.0,1436.0,1778.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43207,Columbus,39.8396,-83.0801,1190.28,1.34,964.0,1178.0,1374.0,2077.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43208,Columbus,39.9781,-83.1652,1153.88,1.69,800.0,1270.0,1586.0,1852.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43209,Columbus,39.8779,-82.9828,1501.88,1.4,845.0,1103.0,1643.0,2059.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43210,Columbus,39.8746,-83.1787,1286.54,1.55,893.0,1036.0,1314.0,1998.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43211,Columbus,39.8289,-82.9277,1268.94,1.53,888.0,1368.0,1694.0,2092.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43212,Columbus,40.0568,-83.028,1451.97,1.4,927.0,1366.0,1716.0,1597.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43213,Columbus,40.071,-83.1016,1121.21,1.51,831.0,1085.0,1524.0,1770.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43214,Columbus,39.8448,-82.9857,1348.47,1.51,890.0,1051.0,1530.0,2020.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43215,Columbus,39.9024,-82.8522,1155.95,1.02,851.0,1379.0,1264.0,2005.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43216,Columbus,40.0265,-82.8439,1112.82,1.17,983.0,1269.0,1736.0,1789.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43217,Columbus,39.9135,-83.0775,1064.16,1.56,991.0,1177.0,1609.0,1955.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43218,Columbus,40.0169,-83.0315,1228.76,1.25,855.0,1103.0,1483.0,1726.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43219,Columbus,39.8485,-82.8873,1272.81,1.6,903.0,1033.0,1752.0,1586.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43220,Columbus,39.8452,-83.0673,1236.09,1.25,915.0,1087.0,1350.0,2059.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43221,Columbus,39.9889,-82.939,1222.63,1.54,1059.0,1038.0,1321.0,1628.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43222,Columbus,39.9443,-83.0074,1424.88,1.59,980.0,1200.0,1286.0,2067.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43223,Columbus,40.0075,-82.9615,1502.52,1.02,832.0,1141.0,1256.0,2113.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43224,Columbus,39.9804,-82.8342,1392.39,1.2,793.0,1287.0,1747.0,1886.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43225,Columbus,39.8397,-82.8365,1306.45,1.14,1081.0,1370.0,1602.0,1997.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43226,Columbus,39.8909,-83.0486,1061.44,1.07,1065.0,1379.0,1557.0,2152.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43227,Columbus,40.0849,-83.0658,1465.56,1.4,799.0,1028.0,1397.0,1639.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43228,Columbus,39.9456,-82.8252,1202.36,1.36,815.0,1151.0,1394.0,1800.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43229,Columbus,39.9931,-83.1476,1173.19,1.37,870.0,1123.0,1696.0,2075.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43230,Columbus,39.8566,-83.1024,1500.26,1.22,830.0,1250.0,1273.0,1668.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43231,Columbus,39.926,-83.0788,1310.0,1.41,782.0,1046.0,1296.0,1964.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43232,Columbus,39.9156,-82.9289,1256.27,1.43,825.0,974.0,1348.0,1695.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43233,Columbus,40.0732,-83.1598,1331.38,1.5,862.0,1249.0,1482.0,1563.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43234,Columbus,39.9025,-83.1296,1404.32,1.26,815.0,1165.0,1514.0,1568.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
43235,Columbus,40.0553,-83.0767,1193.19,1.1,1023.0,1057.0,1411.0,1718.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28201,Charlotte,35.114,-80.9609,1454.79,2.01,1044.0,1624.0,1595.0,2216.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28202,Charlotte,35.2349,-80.7388,1700.39,1.66,1157.0,1202.0,2005.0,2057.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28203,Charlotte,35.3304,-81.0086,1661.86,2.16,1119.0,1440.0,2046.0,1999.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28204,Charlotte,35.2807,-80.8843,1270.45,1.33,1294.0,1402.0,1817.0,2124.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28205,Charlotte,35.2993,-80.8051,1561.07,1.52,1062.0,1586.0,1668.0,1952.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28206,Charlotte,35.1703,-80.9353,1464.1,1.66,955.0,1448.0,1941.0,2190.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28207,Charlotte,35.0789,-80.9889,1459.33,1.76,928.0,1640.0,1962.0,1931.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28208,Charlotte,35.2953,-80.8903,1462.83,2.2,1084.0,1223.0,1703.0,2180.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28209,Charlotte,35.1328,-80.8814,1392.97,1.73,1299.0,1620.0,2092.0,2629.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28210,Charlotte,35.2871,-80.8476,1446.08,1.6,1048.0,1402.0,1704.0,1957.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28211,Charlotte,35.1844,-80.7765,1376.34,1.69,1304.0,1655.0,1638.0,2310.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28212,Charlotte,35.0849,-80.767,1511.45,1.67,1236.0,1415.0,1724.0,2432.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28213,Charlotte,35.1226,-80.9349,1816.87,2.11,1083.0,1609.0,1793.0,2561.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28214,Charlotte,35.0786,-80.9486,1428.34,1.78,1186.0,1672.0,1830.0,1892.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28215,Charlotte,35.1748,-80.8935,1778.5,2.26,1257.0,1330.0,1957.0,2241.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28216,Charlotte,35.3338,-80.7734,1728.27,1.66,912.0,1434.0,1612.0,2530.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28217,Charlotte,35.146,-80.7171,1740.75,1.93,1303.0,1258.0,1881.0,2614.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28218,Charlotte,35.3371,-80.9789,1332.71,1.38,1154.0,1395.0,1923.0,2503.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28219,Charlotte,35.2189,-80.8338,1411.49,1.96,1177.0,1194.0,1878.0,2075.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28220,Charlotte,35.3229,-81.0049,1763.87,1.7,1282.0,1168.0,1663.0,2333.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28221,Charlotte,35.1368,-80.6844,1621.83,1.27,1216.0,1344.0,1961.0,2489.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28222,Charlotte,35.3012,-80.9534,1502.41,1.77,1257.0,1320.0,1951.0,2485.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28223,Charlotte,35.1556,-80.7174,1577.7,1.84,961.0,1660.0,1494.0,2276.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28224,Charlotte,35.1506,-80.9397,1346.68,1.52,968.0,1508.0,1645.0,2233.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28225,Charlotte,35.0836,-80.702,1609.97,1.56,1268.0,1544.0,1736.0,2430.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28226,Charlotte,35.3561,-81.0101,1391.2,1.72,1093.0,1417.0,1878.0,2263.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28227,Charlotte,35.1523,-81.0029,1286.08,1.53,1105.0,1541.0,1529.0,2232.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28228,Charlotte,35.3138,-80.9725,1398.3,1.52,1013.0,1376.0,1636.0,2287.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28229,Charlotte,35.1326,-80.6913,1778.72,1.71,1204.0,1230.0,2119.0,2488.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28230,Charlotte,35.1131,-80.7382,1419.58,1.53,1095.0,1628.0,1919.0,2424.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28231,Charlotte,35.2488,-80.91,1522.98,2.2,1093.0,1180.0,1510.0,2544.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28232,Charlotte,35.1105,-80.9699,1760.37,2.46,1020.0,1413.0,1601.0,2400.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28233,Charlotte,35.2,-80.9636,1356.72,1.86,1066.0,1461.0,1772.0,2129.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28234,Charlotte,35.1898,-80.8272,1745.41,2.24,1098.0,1230.0,2001.0,2412.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28235,Charlotte,35.3317,-80.9685,1706.65,1.74,1194.0,1345.0,1715.0,2616.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28236,Charlotte,35.132,-80.9687,1671.12,1.52,957.0,1439.0,2099.0,2125.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28237,Charlotte,35.0896,-80.7634,1812.15,1.86,1253.0,1280.0,1619.0,2241.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28238,Charlotte,35.0773,-80.8534,1643.06,2.37,1225.0,1568.0,2118.0,1882.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28239,Charlotte,35.2769,-80.8749,1289.08,1.69,963.0,1431.0,2076.0,2256.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
28240,Charlotte,35.2606,-81.0069,1800.12,1.68,1132.0,1293.0,1645.0,1906.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46201,Indianapolis,39.818,-86.2891,1092.87,1.32,968.0,1256.0,1263.0,1919.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46202,Indianapolis,39.7269,-86.2056,1119.51,1.35,739.0,1021.0,1477.0,1566.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46203,Indianapolis,39.6224,-86.0448,1345.97,1.36,802.0,991.0,1436.0,1697.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46204,Indianapolis,39.7655,-86.087,1137.52,1.46,980.0,899.0,1502.0,1777.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46205,Indianapolis,39.6699,-86.0599,1185.31,1.22,996.0,1020.0,1154.0,1874.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46206,Indianapolis,39.9067,-86.0748,1342.27,1.41,740.0,1146.0,1425.0,1703.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46207,Indianapolis,39.6444,-86.2115,1108.21,1.02,976.0,1281.0,1509.0,1630.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46208,Indianapolis,39.6796,-86.0884,1169.63,1.37,929.0,895.0,1383.0,1579.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46209,Indianapolis,39.7959,-86.2879,1190.79,0.98,811.0,899.0,1144.0,1579.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46210,Indianapolis,39.7777,-86.026,1189.47,1.19,709.0,1167.0,1216.0,1916.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46211,Indianapolis,39.7722,-86.1321,1123.5,1.25,974.0,1196.0,1177.0,1897.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46212,Indianapolis,39.7517,-86.2824,1378.55,1.12,883.0,1173.0,1482.0,1777.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46213,Indianapolis,39.6656,-86.1348,1127.66,1.42,824.0,997.0,1488.0,1474.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46214,Indianapolis,39.7742,-86.0613,1142.24,1.32,859.0,1052.0,1515.0,1821.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46215,Indianapolis,39.8959,-86.0608,1033.91,1.42,821.0,1189.0,1351.0,1668.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46216,Indianapolis,39.8445,-86.27,1181.53,1.32,729.0,1252.0,1272.0,1457.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46217,Indianapolis,39.7732,-86.0725,1323.41,1.34,800.0,935.0,1317.0,1428.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46218,Indianapolis,39.7687,-85.9884,1387.56,1.52,819.0,1209.0,1195.0,1462.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46219,Indianapolis,39.6651,-86.1852,1007.45,1.1,877.0,985.0,1402.0,1449.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46220,Indianapolis,39.7833,-86.0479,974.91,1.41,945.0,1152.0,1453.0,1830.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46221,Indianapolis,39.773,-85.9968,1094.23,1.4,792.0,1245.0,1496.0,1607.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46222,Indianapolis,39.6397,-86.2797,1380.59,1.24,832.0,1053.0,1295.0,1954.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46223,Indianapolis,39.8894,-86.2675,1289.51,1.49,911.0,908.0,1334.0,1487.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46224,Indianapolis,39.7344,-86.0993,1153.87,1.45,709.0,1072.0,1383.0,1633.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46225,Indianapolis,39.8196,-86.19,1179.87,1.19,738.0,1019.0,1429.0,1720.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46226,Indianapolis,39.7708,-86.2166,1209.82,1.31,704.0,998.0,1252.0,1598.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46227,Indianapolis,39.8156,-86.3179,1155.49,1.58,913.0,1076.0,1523.0,1913.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46228,Indianapolis,39.6766,-86.1958,1018.58,1.4,989.0,1208.0,1220.0,1708.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46229,Indianapolis,39.8318,-86.2823,1061.95,0.94,732.0,1140.0,1611.0,1816.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
46230,Indianapolis,39.9109,-86.2648,1009.1,1.28,813.0,1212.0,1518.0,1990.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
98101,Seattle,47.4979,-122.3808,2666.09,2.89,1526.0,2064.0,3214.0,3854.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
98102,Seattle,47.5801,-122.2696,2625.61,3.5,1823.0,2457.0,2458.0,3610.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
98103,Seattle,47.6485,-122.1809,2189.46,2.79,1992.0,2148.0,3135.0,3992.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
98104,Seattle,47.7062,-122.5068,2594.56,2.73,1816.0,2059.0,3392.0,3619.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
98105,Seattle,47.4843,-122.1605,2722.63,1.94,1773.0,2654.0,2640.0,4122.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
98106,Seattle,47.7263,-122.1912,2405.11,2.0,1943.0,2150.0,3033.0,3195.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
98107,Seattle,47.659,-122.3495,2056.28,2.35,1965.0,2313.0,3143.0,3554.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
98108,Seattle,47.6168,-122.4704,2224.38,2.59,1872.0,2271.0,2768.0,3458.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
98109,Seattle,47.7366,-122.4055,2671.91,2.61,2001.0,2105.0,3375.0,4010.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
98110,Seattle,47.6062,-122.2585,2235.85,2.43,1504.0,2133.0,2611.0,3955.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
98111,Seattle,47.4864,-122.2214,2262.66,3.03,1943.0,2140.0,2788.0,3114.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
98112,Seattle,47.5813,-122.3599,2062.71,2.76,1862.0,2452.0,3126.0,3991.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
98113,Seattle,47.7045,-122.3161,2649.68,1.96,1627.0,2243.0,2976.0,3725.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
98114,Seattle,47.7105,-122.4683,2031.84,2.73,1736.0,2326.0,3319.0,3318.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
98115,Seattle,47.4769,-122.3493,2032.64,2.58,1800.0,2177.0,3008.0,4001.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
98116,Seattle,47.6752,-122.3707,2271.48,2.72,1829.0,1943.0,3102.0,4159.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
98117,Seattle,47.5965,-122.2721,2019.05,2.61,1639.0,2269.0,3182.0,3232.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
